region_id,C15_17F_EO_M_O_E_T,C15_17F_EO_M_LPENS,C15_17F_EO_M_T,C15_17F_O_EVWW_M_EO,C15_17F_O_EVWW_M_O_EVWW,C15_17F_O_EVWW_M_O_ENWNA,C15_17F_O_EVWW_M_O_PENS,C15_17F_O_EVWW_M_O_E_T,C15_17F_O_EVWW_M_LPENS,C15_17F_O_EVWW_M_T,C15_17F_O_ENWNA_M_EO,C15_17F_O_ENWNA_M_O_EVWW,C15_17F_O_ENWNA_M_O_ENWNA,C15_17F_O_ENWNA_M_O_PENS,C15_17F_O_ENWNA_M_O_E_T,C15_17F_O_ENWNA_M_LPENS,C15_17F_O_ENWNA_M_T,C15_17F_O_PENS_M_EO,C15_17F_O_PENS_M_O_EVWW,C15_17F_O_PENS_M_O_ENWNA,C15_17F_O_PENS_M_O_PENS,C15_17F_O_PENS_M_O_E_T,C15_17F_O_PENS_M_LPENS,C15_17F_O_PENS_M_T,C15_17F_O_E_Tot_M_EO,C15_17F_O_E_Tot_M_O_EVWW,C15_17F_O_E_Tot_M_O_ENWNA,C15_17F_O_E_Tot_M_O_PENS,C15_17F_O_E_Tot_M_O_E_T,C15_17F_O_E_Tot_M_LPENS,C15_17F_O_E_Tot_M_T,C15_17F_LPENS_M_EO,C15_17F_LPENS_M_O_EVWW,C15_17F_LPENS_M_O_ENWNA,C15_17F_LPENS_M_O_PENS,C15_17F_LPENS_M_O_E_T,C15_17F_LPENS_M_LPENS,C15_17F_LPENS_M_T,C15_17F_Tot_M_EO,C15_17F_Tot_M_O_EVWW,C15_17F_Tot_M_O_ENWNA,C15_17F_Tot_M_O_PENS,C15_17F_Tot_M_O_E_T,C15_17F_Tot_M_LPENS,C15_17F_Tot_M_T,C18_20F_EO_M_EO,C18_20F_EO_M_O_EVWW,C18_20F_EO_M_O_ENWNA,C18_20F_EO_M_O_PENS,C18_20F_EO_M_O_E_T,C18_20F_EO_M_LPENS,C18_20F_EO_M_T,C18_20F_O_EVWW_M_EO,C18_20F_O_EVWW_M_O_EVWW,C18_20F_O_EVWW_M_O_ENWNA,C18_20F_O_EVWW_M_O_PENS,C18_20F_O_EVWW_M_O_E_T,C18_20F_O_EVWW_M_LPENS,C18_20F_O_EVWW_M_T,C18_20F_O_ENWNA_M_EO,C18_20F_O_ENWNA_M_O_EVWW,C18_20F_O_ENWNA_M_O_ENWNA,C18_20F_O_ENWNA_M_O_PENS,C18_20F_O_ENWNA_M_O_E_T,C18_20F_O_ENWNA_M_LPENS,C18_20F_O_ENWNA_M_T,C18_20F_O_PENS_M_EO,C18_20F_O_PENS_M_O_EVWW,C18_20F_O_PENS_M_O_ENWNA,C18_20F_O_PENS_M_O_PENS,C18_20F_O_PENS_M_O_E_T,C18_20F_O_PENS_M_LPENS,C18_20F_O_PENS_M_T,C18_20F_O_E_Tot_M_EO,C18_20F_O_E_Tot_M_O_EVWW,C18_20F_O_E_Tot_M_O_ENWNA,C18_20F_O_E_Tot_M_O_PENS,C18_20F_O_E_Tot_M_O_E_T,C18_20F_O_E_Tot_M_LPENS,C18_20F_O_E_Tot_M_Tot,C18_20F_LPENS_M_EO,C18_20F_LPENS_M_O_EVWW,C18_20F_LPENS_M_O_ENWNA,C18_20F_LPENS_M_O_PENS,C18_20F_LPENS_M_O_E_T,C18_20F_LPENS_M_LPENS,C18_20F_LPENS_M_T,C18_20F_Tot_M_EO,C18_20F_Tot_M_O_EVWW,C18_20F_Tot_M_O_ENWNA,C18_20F_Tot_M_O_PENS,C18_20F_Tot_M_O_E_T,C18_20F_Tot_M_LPENS,C18_20F_Tot_M_T,C21_24F_EO_M_EO,C21_24F_EO_M_O_EVWW,C21_24F_EO_M_O_ENWNA,C21_24F_EO_M_O_PENS,C21_24F_EO_M_O_E_T,C21_24F_EO_M_LPENS,C21_24F_EO_M_T,C21_24F_O_EVWW_M_EO,C21_24F_O_EVWW_M_O_EVWW,C21_24F_O_EVWW_M_O_ENWNA,C21_24F_O_EVWW_M_O_PENS,C21_24F_O_EVWW_M_O_E_T,C21_24F_O_EVWW_M_LPENS,C21_24F_O_EVWW_M_T,C21_24F_O_ENWNA_M_EO,C21_24F_O_ENWNA_M_O_EVWW,C21_24F_O_ENWNA_M_O_ENWNA,C21_24F_O_ENWNA_M_O_PENS,C21_24F_O_ENWNA_M_O_E_T,C21_24F_O_ENWNA_M_LPENS,C21_24F_O_ENWNA_M_T,C21_24F_O_PENS_M_EO,C21_24F_O_PENS_M_O_EVWW,C21_24F_O_PENS_M_O_ENWNA,C21_24F_O_PENS_M_O_PENS,C21_24F_O_PENS_M_O_E_T,C21_24F_O_PENS_M_LPENS,C21_24F_O_PENS_M_T,C21_24F_O_E_Tot_M_EO,C21_24F_O_E_Tot_M_O_EVWW,C21_24F_O_E_Tot_M_O_ENWNA,C21_24F_O_E_Tot_M_O_PENS,C21_24F_O_E_Tot_M_O_E_T,C21_24F_O_E_Tot_M_LPENS,C21_24F_O_E_Tot_M_T,C21_24F_LPENS_M_EO,C21_24F_LPENS_M_O_EVWW,C21_24F_LPENS_M_O_ENWNA,C21_24F_LPENS_M_O_PENS,C21_24F_LPENS_M_O_E_T,C21_24F_LPENS_M_LPENS,C21_24F_LPENS_M_T,C21_24F_Tot_M_EO,C21_24F_Tot_M_O_EVWW,C21_24F_Tot_M_O_ENWNA,C21_24F_Tot_M_O_PENS,C21_24F_Tot_M_O_E_T,C21_24F_Tot_M_LPENS,C21_24F_Tot_M_T,TCF_EO_M_EO,TCF_EO_M_O_EVWW,TCF_EO_M_O_ENWNA,TCF_EO_M_O_PENS,TCF_EO_M_O_E_T,TCF_EO_M_LPENS,TCF_EO_M_T,TCF_O_EVWW_M_EO,TCF_O_EVWW_M_O_EVWW,TCF_O_EVWW_M_O_ENWNA,TCF_O_EVWW_M_O_PENS,TCF_O_EVWW_M_O_E_T,TCF_O_EVWW_M_LPENS,TCF_O_EVWW_M_T,TCF_O_ENWNA_M_EO,TCF_O_ENWNA_M_O_EVWW,TCF_O_ENWNA_M_O_ENWNA,TCF_O_ENWNA_M_O_PENS,TCF_O_ENWNA_M_O_E_T,TCF_O_ENWNA_M_LPENS,TCF_O_ENWNA_M_T,TCF_O_PENS_M_EO,TCF_O_PENS_M_O_EVWW,TCF_O_PENS_M_O_ENWNA,TCF_O_PENS_M_O_PENS,TCF_O_PENS_M_O_E_T,TCF_O_PENS_M_LPENS,TCF_O_PENS_M_T,TCF_O_E_Tot_M_EO,TCF_O_E_Tot_M_O_EVWW,TCF_O_E_Tot_M_O_ENWNA,TCF_O_E_Tot_M_O_PENS,TCF_O_E_Tot_M_O_E_T,TCF_O_E_Tot_M_LPENS,TCF_O_E_Tot_M_T,TCF_LPENS_M_EO,TCF_LPENS_M_O_EVWW,TCF_LPENS_M_O_ENWNA,TCF_LPENS_M_O_PENS,TCF_LPENS_M_O_E_T,TCF_LPENS_M_LPENS,TCF_LPENS_M_T,TCF_Tot_M_EO,TCF_Tot_M_O_EVWW,TCF_Tot_M_O_ENWNA,TCF_Tot_M_O_PENS,TCF_Tot_M_O_E_T,TCF_Tot_M_LPENS,TCF_Tot_M_T
POA6029,0,0,51,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,54,3,0,0,3,0,57,39,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,39,13,0,0,0,0,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,0,3,0,16,506,6,0,0,6,0,512,24,24,0,0,24,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24,0,0,24,0,48,0,0,0,0,0,0,0,530,30,0,0,30,0,560
POA6030,10,3,782,28,113,3,0,116,0,144,0,8,9,0,17,0,17,0,0,0,0,0,0,0,28,121,12,0,133,0,161,0,0,0,0,0,0,0,797,128,12,3,143,3,943,197,0,4,0,4,0,201,10,60,3,0,63,0,73,0,5,4,0,9,0,9,0,0,0,0,0,0,0,10,65,7,0,72,0,82,0,0,0,0,0,0,0,207,65,11,0,76,0,283,69,0,0,0,0,0,69,0,25,0,0,25,0,25,0,3,6,0,9,0,9,0,0,0,0,0,0,0,0,28,6,0,34,0,34,0,0,0,0,0,0,0,69,28,6,0,34,0,103,6199,115,7,12,134,6,6339,250,786,32,6,824,7,1081,0,98,62,0,160,0,160,0,0,0,3,3,0,3,250,884,94,9,987,7,1244,0,0,0,0,0,0,0,6449,999,101,21,1121,13,7583
POA6031,8,0,267,3,32,3,0,35,0,38,3,0,5,0,5,0,8,3,0,0,0,0,0,3,9,32,8,0,40,0,49,0,0,0,0,0,0,0,268,37,8,3,48,0,316,50,0,0,0,0,0,50,0,21,3,0,24,0,24,0,3,3,0,6,0,6,0,0,0,0,0,0,0,0,24,6,0,30,0,30,0,0,0,0,0,0,0,50,24,6,0,30,0,80,27,0,0,0,0,0,27,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,27,9,0,0,9,0,36,2284,32,0,3,35,0,2319,50,311,10,0,321,0,371,3,37,31,0,68,0,71,6,0,0,8,8,0,14,59,348,41,8,397,0,456,0,0,0,0,0,4,4,2343,380,41,11,432,4,2779
POA6032,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,44,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,44
POA6033,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,0,0,16,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,0,3,0,3,0,3,0,0,0,0,0,0,0,3,0,3,0,3,0,6,129,0,0,3,3,0,132,0,14,0,0,14,0,14,0,0,3,0,3,0,3,0,0,0,0,0,0,0,0,14,3,0,17,0,17,0,0,0,0,0,0,0,129,14,3,3,20,0,149
POA6035,0,0,79,0,7,0,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,7,0,0,0,0,0,0,0,79,7,0,0,7,0,86,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,665,15,0,0,15,0,680,20,28,0,0,28,0,48,0,0,5,0,5,0,5,0,0,0,0,0,0,0,20,28,5,0,33,0,53,0,0,0,0,0,0,0,685,43,5,0,48,0,733
POA6036,7,0,232,3,34,0,0,34,0,37,0,3,3,0,6,0,6,0,0,0,0,0,0,0,3,37,3,0,40,0,43,0,0,0,0,0,0,0,228,41,3,3,47,0,275,40,0,0,0,0,0,40,0,16,0,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,16,0,16,0,0,0,0,0,0,0,40,16,0,0,16,0,56,13,0,0,0,0,0,13,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,13,3,0,0,3,0,16,2281,49,0,6,55,0,2336,53,268,0,0,268,0,321,5,31,14,0,45,0,50,3,0,0,3,3,0,6,61,299,14,3,316,0,377,0,0,0,0,0,0,0,2342,348,14,9,371,0,2713
POA6037,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,274,9,0,0,9,0,283,16,9,0,0,9,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,9,0,0,9,0,25,0,0,0,0,0,0,0,290,18,0,0,18,0,308
POA6041,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,3,0,0,3,0,179,4,3,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,3,0,7,0,0,0,0,0,0,0,180,6,0,0,6,0,186
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,17,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,0,0,0,17,3,0,0,3,0,20
POA6044,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,140,0,0,0,0,0,140,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,140,9,0,0,9,0,149
POA6050,8,0,310,18,29,0,0,29,0,47,0,6,3,0,9,0,9,3,0,0,0,0,0,3,21,35,3,0,38,0,59,0,0,0,0,0,3,3,323,43,3,0,46,3,372,164,6,0,0,6,0,170,14,20,0,0,20,0,34,0,0,0,0,0,0,0,3,0,0,0,0,0,3,17,20,0,0,20,0,37,0,0,0,0,0,3,3,181,26,0,0,26,3,210,72,6,0,0,6,0,78,3,15,0,0,15,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,15,0,0,15,0,18,0,0,0,0,0,0,0,75,21,0,0,21,0,96,1809,66,0,0,66,0,1875,123,270,0,0,270,0,393,0,23,8,0,31,0,31,9,0,0,3,3,0,12,132,293,8,3,304,0,436,4,0,0,0,0,6,10,1945,359,8,3,370,6,2321
POA6051,3,0,54,4,16,0,0,16,0,20,0,4,0,0,4,0,4,0,0,0,3,3,0,3,4,20,0,3,23,0,27,0,0,0,0,0,0,0,55,23,0,3,26,0,81,23,3,0,0,3,0,26,3,11,0,0,11,0,14,0,0,4,0,4,0,4,0,0,0,0,0,0,0,3,11,4,0,15,0,18,0,0,0,0,0,0,0,26,14,4,0,18,0,44,13,0,0,0,0,0,13,0,9,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,9,0,9,0,0,0,0,0,0,0,13,9,0,0,9,0,22,638,31,0,3,34,0,672,85,380,15,6,401,0,486,0,44,21,0,65,0,65,0,0,0,3,3,0,3,85,424,36,9,469,0,554,0,3,0,0,3,3,6,723,458,36,12,506,3,1232
POA6052,7,0,157,5,23,0,0,23,0,28,3,0,7,0,7,0,10,0,0,0,0,0,0,0,8,23,7,0,30,0,38,0,0,0,0,0,0,0,158,30,7,0,37,0,195,69,3,0,0,3,0,72,10,20,0,0,20,0,30,0,0,7,0,7,0,7,0,0,0,0,0,0,0,10,20,7,0,27,0,37,0,0,0,0,0,0,0,79,23,7,0,30,0,109,21,0,0,0,0,0,21,7,7,0,0,7,0,14,0,3,3,0,6,0,6,0,0,0,0,0,0,0,7,10,3,0,13,0,20,0,0,0,0,0,0,0,28,10,3,0,13,0,41,1222,49,0,6,55,0,1277,85,247,3,0,250,0,335,3,12,50,0,62,0,65,0,0,0,0,0,0,0,88,259,53,0,312,0,400,0,0,0,0,0,0,0,1310,308,53,6,367,0,1677
POA6053,6,0,170,7,25,0,0,25,0,32,0,4,9,0,13,0,13,0,0,0,0,0,0,0,7,29,9,0,38,0,45,0,0,0,0,0,0,0,171,35,9,0,44,0,215,68,3,0,0,3,0,71,4,20,0,0,20,3,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,0,0,20,3,27,0,0,0,0,0,0,0,72,23,0,0,23,3,98,21,3,0,0,3,0,24,0,4,0,0,4,0,4,0,3,4,0,7,0,7,0,0,0,0,0,0,0,0,7,4,0,11,0,11,0,0,0,0,0,0,0,21,10,4,0,14,0,35,1539,53,3,0,56,0,1595,103,269,0,0,269,6,378,0,25,30,0,55,0,55,0,0,0,4,4,0,4,103,294,30,4,328,6,437,0,9,0,0,9,3,12,1642,356,33,4,393,9,2044
POA6054,9,0,272,15,52,0,0,52,0,67,0,7,15,0,22,0,22,0,0,0,0,0,0,0,15,59,15,0,74,0,89,0,0,0,0,0,0,0,278,68,15,0,83,0,361,83,3,0,0,3,0,86,4,24,3,0,27,0,31,0,3,11,0,14,0,14,0,0,0,0,0,0,0,4,27,14,0,41,0,45,3,3,0,0,3,0,6,90,33,14,0,47,0,137,32,0,0,0,0,0,32,3,15,0,0,15,0,18,3,0,0,0,0,0,3,0,0,0,0,0,0,0,6,15,0,0,15,0,21,0,0,0,0,0,0,0,38,15,0,0,15,0,53,2305,59,0,0,59,0,2364,132,391,9,3,403,0,535,3,57,54,0,111,0,114,6,0,0,6,6,0,12,141,448,63,9,520,0,661,3,3,0,0,3,10,16,2449,510,63,9,582,10,3041
POA6055,5,0,201,6,20,4,0,24,0,30,0,3,3,0,6,0,6,0,0,0,0,0,0,0,6,23,7,0,30,0,36,0,0,0,0,0,0,0,202,28,7,0,35,0,237,73,0,0,0,0,0,73,6,9,0,0,9,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,9,0,0,9,0,15,0,0,0,0,0,0,0,79,9,0,0,9,0,88,23,0,0,0,0,0,23,0,4,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,4,0,0,0,0,0,0,0,23,4,0,0,4,0,27,1799,46,0,0,46,0,1845,78,153,7,0,160,0,238,6,9,9,0,18,0,24,0,0,0,0,0,0,0,84,162,16,0,178,0,262,0,0,0,0,0,0,0,1883,208,16,0,224,0,2107
POA6056,18,0,599,31,48,0,0,48,0,79,0,3,3,0,6,0,6,0,0,3,0,3,0,3,31,51,6,0,57,0,88,0,0,0,0,0,0,0,612,69,6,0,75,0,687,161,7,0,0,7,0,168,10,38,0,0,38,0,48,0,4,0,0,4,0,4,0,0,0,0,0,0,0,10,42,0,0,42,0,52,0,0,0,0,0,0,0,171,49,0,0,49,0,220,65,0,0,0,0,0,65,8,11,3,0,14,0,22,0,0,3,0,3,0,3,0,0,0,0,0,0,0,8,11,6,0,17,0,25,3,0,0,0,0,0,3,76,11,6,0,17,0,93,4725,146,5,0,151,0,4876,176,433,24,0,457,4,637,0,26,12,0,38,0,38,15,0,3,0,3,0,18,191,459,39,0,498,4,693,6,3,0,0,3,0,9,4922,608,44,0,652,4,5578
POA6057,0,0,297,10,16,0,0,16,0,26,0,4,3,0,7,0,7,0,0,0,0,0,0,0,10,20,3,0,23,0,33,0,0,0,0,0,0,0,307,20,3,0,23,0,330,76,4,0,0,4,0,80,4,5,0,0,5,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,5,0,9,0,0,0,0,0,0,0,80,9,0,0,9,0,89,40,0,0,0,0,0,40,3,3,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,6,0,0,0,0,0,0,0,43,3,0,0,3,0,46,2506,37,0,0,37,0,2543,85,136,5,0,141,3,229,4,18,15,0,33,0,37,0,0,0,3,3,0,3,89,154,20,3,177,3,269,0,0,0,0,0,3,3,2595,191,20,3,214,6,2815
POA6058,4,0,193,5,21,0,0,21,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,21,0,0,21,0,26,0,0,0,0,0,0,0,194,25,0,0,25,0,219,52,3,0,0,3,0,55,0,7,0,0,7,0,7,0,3,0,0,3,0,3,0,0,0,0,0,0,0,0,10,0,0,10,0,10,0,0,0,0,0,0,0,52,13,0,0,13,0,65,21,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,21,1507,24,0,0,24,0,1531,44,137,4,0,141,0,185,0,20,11,0,31,0,31,0,0,0,10,10,0,10,44,157,15,10,182,0,226,0,0,0,0,0,0,0,1551,181,15,10,206,0,1757
POA6059,16,0,290,18,151,5,3,159,0,177,3,17,17,0,34,0,37,0,0,0,0,0,0,0,21,168,22,3,193,0,214,0,0,0,0,0,0,0,295,184,22,3,209,0,504,147,7,0,0,7,0,154,8,86,7,0,93,0,101,0,20,21,0,41,0,41,0,0,0,0,0,0,0,8,106,28,0,134,0,142,0,0,0,0,0,0,0,155,113,28,0,141,0,296,75,4,0,0,4,0,79,4,37,3,0,40,0,44,0,5,13,0,18,0,18,0,0,0,0,0,0,0,4,42,16,0,58,0,62,0,0,0,0,0,0,0,79,46,16,0,62,0,141,2184,134,0,6,140,3,2327,176,1052,48,3,1103,0,1279,6,126,150,0,276,6,288,7,0,0,3,3,0,10,189,1178,198,6,1382,6,1577,4,3,0,0,3,3,10,2377,1315,198,12,1525,12,3914
POA6060,8,0,101,4,63,4,0,67,0,71,0,10,13,0,23,0,23,0,0,0,0,0,0,0,4,73,17,0,90,0,94,0,3,0,0,3,0,3,97,84,17,0,101,0,198,52,0,0,0,0,0,52,5,39,3,0,42,0,47,0,5,7,0,12,3,15,0,0,0,0,0,0,0,5,44,10,0,54,3,62,0,3,0,0,3,0,3,57,47,10,0,57,3,117,26,0,0,0,0,0,26,0,23,0,0,23,0,23,0,0,5,0,5,0,5,0,0,0,0,0,0,0,0,23,5,0,28,0,28,0,0,0,0,0,0,0,26,23,5,0,28,0,54,1167,88,0,0,88,3,1258,146,766,40,0,806,0,952,6,96,103,0,199,3,208,0,3,0,3,6,0,6,152,865,143,3,1011,3,1166,0,6,0,0,6,3,9,1319,959,143,3,1105,9,2433
POA6061,10,0,197,11,182,8,0,190,0,201,3,63,67,3,133,0,136,0,0,3,0,3,0,3,14,245,78,3,326,0,340,0,3,0,0,3,0,3,201,258,78,3,339,0,540,48,3,0,0,3,0,51,5,101,5,0,106,0,111,0,36,41,0,77,0,77,0,0,0,0,0,0,0,5,137,46,0,183,0,188,0,0,0,0,0,0,0,53,140,46,0,186,0,239,18,0,0,0,0,0,18,5,36,6,0,42,0,47,0,13,32,0,45,0,45,0,0,0,0,0,0,0,5,49,38,0,87,0,92,0,0,0,0,0,0,0,23,49,38,0,87,0,110,1669,114,0,0,114,0,1783,146,1918,154,8,2080,0,2226,24,646,691,3,1340,0,1364,12,6,9,27,42,0,54,182,2570,854,38,3462,0,3644,0,18,3,0,21,22,43,1851,2702,857,38,3597,22,5470
POA6062,11,0,389,26,170,14,0,184,0,210,3,43,38,0,81,0,84,0,0,0,0,0,0,0,29,213,52,0,265,0,294,0,0,0,0,0,0,0,407,224,52,0,276,0,683,158,3,0,0,3,0,161,14,103,10,0,113,0,127,0,22,17,0,39,0,39,0,0,0,0,0,0,0,14,125,27,0,152,0,166,0,0,0,0,0,0,0,172,128,27,0,155,0,327,58,0,0,0,0,0,58,9,66,4,0,70,0,79,0,6,20,0,26,0,26,0,0,0,0,0,0,0,9,72,24,0,96,0,105,0,0,0,0,0,3,3,67,72,24,0,96,3,166,2787,115,0,0,115,0,2902,238,1352,66,0,1418,0,1656,12,243,270,0,513,0,525,0,0,0,4,4,0,4,250,1595,336,4,1935,0,2185,7,9,0,0,9,10,26,3044,1719,336,4,2059,10,5113
POA6063,6,0,175,7,76,6,0,82,0,89,0,18,25,0,43,0,43,0,0,0,0,0,0,0,7,94,31,0,125,0,132,0,5,0,0,5,0,5,176,105,31,0,136,0,312,60,4,0,0,4,0,64,3,44,5,0,49,0,52,0,18,21,0,39,0,39,0,0,0,0,0,0,0,3,62,26,0,88,0,91,0,0,0,0,0,0,0,63,66,26,0,92,0,155,30,0,0,0,0,0,30,0,16,3,0,19,0,19,0,8,13,0,21,0,21,0,0,0,0,0,0,0,0,24,16,0,40,0,40,0,0,0,0,0,0,0,30,24,16,0,40,0,70,1511,41,0,0,41,0,1552,67,771,51,0,822,0,889,0,193,176,0,369,0,369,0,0,0,9,9,0,9,67,964,227,9,1200,0,1267,0,5,4,0,9,3,12,1578,1010,231,9,1250,3,2831
