POA_CODE_2016,Neg_Nil_inc_cpl_fam_no_child,Neg_Nil_inc_cpl_fam_wth_chld,Neg_Nil_inc_One_parent_fam,Neg_Nil_inc_Other_fam,Neg_Nil_inc_Tot,FI_1_149_cpl_fam_no_child,FI_1_149_cpl_fam_with_child,FI_1_149_One_parent_fam,FI_1_149_Other_fam,FI_1_149_Tot,FI_150_299_cpl_fam_no_child,FI_150_299_cpl_fam_with_child,FI_150_299_One_parent_fam,FI_150_299_Other_fam,FI_150_299_Tot,FI_300_399_cpl_fam_no_child,FI_300_399_cpl_fam_with_child,FI_300_399_One_parent_fam,FI_300_399_Other_fam,FI_300_399_Tot,FI_400_499_cpl_fam_no_child,FI_400_499_cpl_fam_with_child,FI_400_499_One_parent_fam,FI_400_499_Other_fam,FI_400_499_Tot,FI_500_649_cpl_fam_no_child,FI_500_649_cpl_fam_with_child,FI_500_649_One_parent_fam,FI_500_649_Other_fam,FI_500_649_Tot,FI_650_799_cpl_fam_no_child,FI_650_799_cpl_fam_with_child,FI_650_799_One_parent_fam,FI_650_799_Other_fam,FI_650_799_Tot,FI_800_999_cpl_fam_no_child,FI_800_999_cpl_fam_wth_chld,FI_800_999_One_parent_fam,FI_800_999_Other_fam,FI_800_999_Tot,FI_1000_1249_cpl_fam_no_child,FI_1000_1249_cpl_fam_wth_chld,FI_1000_1249_One_parent_fam,FI_1000_1249_Other_fam,FI_1000_1249_Tot,FI_1250_1499_cpl_fam_no_child,FI_1250_1499_cpl_fam_wth_chld,FI_1250_1499_One_parent_fam,FI_1250_1499_Other_fam,FI_1250_1499_Tot,FI_1500_1749_cpl_fam_no_child,FI_1500_1749_cpl_fam_wth_chld,FI_1500_1749_One_parent_fam,FI_1500_1749_Other_fam,FI_1500_1749_Tot,FI_1750_1999_cpl_fam_no_child,FI_1750_1999_cpl_fam_wth_chld,FI_1750_1999_One_parent_fam,FI_1750_1999_Other_fam,FI_1750_1999_Tot,FI_2000_2499_cpl_fam_no_child,FI_2000_2499_cpl_fam_wth_chld,FI_2000_2499_One_parent_fam,FI_2000_2499_Other_fam,FI_2000_2499_Tot,FI_2500_2999_cpl_fam_no_child,FI_2500_2999_cpl_fam_wth_chld,FI_2500_2999_One_parent_fam,FI_2500_2999_Other_fam,FI_2500_2999_Tot,FI_3000_3499_cpl_fam_no_child,FI_3000_3499_cpl_fam_wth_chld,FI_3000_3499_One_parent_fam,FI_3000_3499_Other_fam,FI_3000_3499_Tot,FI_3500_3999_cpl_fam_no_child,FI_3500_3999_cpl_fam_wth_chld,FI_3500_3999_One_parent_fam,FI_3500_3999_Other_fam,FI_3500_3999_Tot,FI_4000_more_cpl_fam_no_child,FI_4000_more_cpl_fam_wth_chld,FI_4000_more_One_parent_fam,FI_4000_more_Other_fam,FI_4000_more_Tot,Prt_inc_std_cpl_fam_no_child,Part_inc_std_cpl_fam_wth_chld,Part_inc_statd_One_parent_fam,Partial_income_statd_Othr_fam,Partial_income_stated_Tot,All_inc_ns_cpl_fam_no_child,All_inc_ns_cpl_fam_wth_chld,All_incomes_ns_One_parent_fam,All_incomes_ns_Other_fam,All_incomes_ns_Tot,Tot_cpl_fam_no_child,Tot_cpl_fam_wth_chld,Tot_One_parent_fam,Tot_Other_fam,Tot_Tot
POA6069,52,19,41,0,107,18,6,20,3,46,15,6,51,5,83,12,0,77,0,85,99,24,107,3,234,59,45,161,0,269,278,64,129,3,470,164,136,167,3,467,243,263,177,10,685,237,380,134,15,759,194,407,119,6,729,227,476,83,12,794,568,997,118,10,1697,341,674,62,5,1085,217,419,16,3,659,138,348,20,0,501,154,483,24,0,668,339,802,123,11,1281,35,40,24,0,100,3391,5591,1644,102,10726
POA6070,6,0,0,0,6,0,0,0,0,4,3,0,3,0,6,0,0,0,0,3,14,0,3,0,19,11,4,9,0,19,33,6,4,0,45,32,3,10,0,45,33,22,17,0,74,47,22,3,0,65,14,22,11,0,50,24,24,6,0,55,56,64,10,0,131,39,60,9,0,106,25,32,0,0,55,17,47,0,0,66,38,123,4,0,168,42,91,21,0,147,4,0,3,0,8,426,521,122,7,1075
POA6071,4,0,3,0,8,3,4,0,0,6,0,0,4,0,6,0,3,3,0,6,13,3,0,0,20,17,0,3,0,20,34,3,14,0,48,35,7,12,0,60,44,24,17,3,81,29,17,3,0,51,15,26,3,0,43,21,25,10,3,63,47,65,10,0,116,27,63,6,0,94,21,45,0,0,70,12,35,3,0,45,38,95,3,0,135,31,82,9,0,118,4,3,0,0,6,396,485,109,7,1004
POA6072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,0,3,0,9,7,0,3,0,10,11,3,0,0,9,9,6,0,0,12,9,7,3,0,17,3,0,3,0,7,4,12,3,0,12,21,25,3,0,41,9,12,0,0,24,7,3,0,0,8,8,10,0,0,14,5,20,0,0,26,16,14,0,0,29,0,0,0,0,7,105,105,25,0,233
POA6073,9,3,3,0,12,3,0,0,0,3,0,0,0,0,4,0,0,0,0,3,15,4,4,0,25,11,0,12,0,26,68,5,10,0,76,21,8,9,3,34,39,13,9,0,60,31,16,7,0,56,27,24,5,0,54,14,16,9,0,39,46,56,10,0,114,28,39,0,0,70,18,27,0,0,47,22,27,0,0,47,17,52,4,0,79,28,62,15,0,105,6,4,0,0,14,392,363,100,4,864
POA6074,3,3,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,8,0,0,0,5,5,0,4,0,6,15,0,3,0,23,4,0,4,0,9,8,5,3,0,21,17,8,3,0,26,8,6,3,0,12,3,11,4,0,23,15,14,4,0,34,12,22,3,0,30,7,9,0,0,13,0,7,0,0,7,6,21,0,0,30,15,18,0,0,39,0,3,0,0,9,122,130,39,0,288
POA6076,38,8,9,3,64,27,4,9,0,37,28,0,12,3,43,12,0,15,0,28,89,13,21,4,125,46,11,42,3,102,301,26,50,5,388,231,46,64,6,342,281,93,79,3,455,216,91,51,5,362,106,149,57,3,314,150,165,32,5,345,257,347,65,7,674,179,342,48,4,574,111,251,13,4,375,97,229,14,0,341,217,544,18,0,775,205,442,82,0,731,38,25,13,0,75,2627,2791,681,60,6163
POA6077,4,3,0,0,6,0,0,0,0,0,0,0,0,0,7,3,0,0,0,4,6,0,3,0,12,9,0,0,0,9,20,6,0,0,23,12,4,0,0,20,14,6,4,0,26,9,9,3,0,18,10,11,3,0,29,14,12,0,0,23,17,19,0,0,38,16,13,5,0,34,8,11,0,0,21,6,16,0,0,23,7,41,0,0,51,13,32,3,0,50,4,3,3,0,13,173,195,27,0,403
POA6078,0,0,0,0,7,3,0,0,0,4,0,0,0,0,0,0,0,0,0,5,3,0,0,0,6,0,0,0,0,3,7,0,0,0,12,4,4,0,0,10,6,3,0,0,15,6,6,0,0,12,4,7,3,0,17,3,8,3,0,15,12,22,0,0,39,11,7,0,0,20,11,13,0,0,18,3,9,0,0,15,10,22,0,0,26,9,19,0,0,31,0,0,0,0,3,102,121,23,3,245
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10
POA6081,6,0,4,0,11,7,0,0,0,5,3,0,3,0,9,4,0,0,0,4,20,3,7,0,24,19,3,4,0,23,51,4,7,0,66,48,14,16,0,72,48,17,14,3,81,36,27,13,0,76,20,34,10,0,57,36,43,10,0,92,52,93,12,0,155,54,90,0,5,152,33,53,3,0,85,19,46,0,0,67,33,91,3,0,125,53,137,27,0,214,7,9,0,0,15,528,673,140,9,1350
POA6082,6,3,3,0,8,0,0,0,0,4,4,3,3,0,8,0,4,3,0,8,18,4,3,0,31,5,0,7,0,19,48,0,17,0,61,20,9,13,0,42,30,21,13,4,64,26,21,6,0,53,14,30,10,0,57,18,28,8,0,52,53,68,16,0,137,31,58,4,0,94,15,37,0,0,53,9,19,3,0,34,27,52,0,0,76,32,65,17,0,119,4,0,0,0,4,368,419,131,9,921
POA6083,13,3,0,0,14,4,0,3,0,10,3,0,3,0,8,0,0,3,0,6,19,3,3,0,26,7,0,9,0,16,40,8,13,0,53,35,6,8,0,48,40,10,7,0,59,33,23,6,0,64,25,14,6,0,42,31,26,0,0,54,50,62,3,0,115,34,55,0,0,88,29,38,3,0,68,26,38,0,0,60,29,61,0,0,91,45,113,10,0,162,16,12,3,0,27,461,471,82,10,1021
POA6084,21,4,5,0,32,7,6,3,0,16,5,0,3,0,10,9,0,8,0,15,36,3,21,0,62,18,11,26,0,56,84,13,19,4,113,54,18,30,0,98,67,47,28,0,144,59,58,20,0,139,58,74,14,0,142,78,64,5,0,148,122,174,20,0,316,67,109,4,0,183,47,74,3,0,116,38,68,4,0,105,53,108,0,0,164,79,245,23,0,347,13,10,5,0,29,905,1082,237,11,2241
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6100,32,14,19,13,75,15,0,0,0,21,8,3,8,0,25,11,6,12,0,21,49,10,17,8,88,31,25,27,3,85,104,25,23,10,162,100,46,32,9,190,128,75,47,17,260,120,62,33,19,235,84,67,26,7,189,105,71,27,7,207,256,179,37,18,492,166,116,16,3,304,131,95,3,4,239,85,105,14,3,206,204,245,8,7,463,156,164,43,4,368,15,5,0,0,23,1797,1320,387,148,3655
POA6101,27,4,9,7,50,7,3,8,3,25,10,4,20,8,42,10,3,22,0,40,41,27,31,13,107,39,17,37,7,100,125,31,54,11,219,88,57,65,7,218,115,71,55,22,266,124,66,53,21,263,93,104,38,16,254,92,102,35,16,244,218,197,33,19,466,187,165,16,3,367,138,114,6,3,260,126,131,6,0,264,173,223,7,5,408,161,181,43,3,396,24,7,10,0,40,1795,1508,559,160,4025
POA6102,19,12,17,23,70,6,0,6,3,23,5,8,12,4,38,11,4,21,3,44,49,10,19,9,93,31,13,35,11,87,116,30,42,10,193,87,48,23,19,174,107,68,36,17,225,75,44,30,18,167,66,63,24,10,163,55,60,13,14,138,121,117,25,9,272,84,76,9,5,166,55,65,0,3,124,37,55,4,3,102,50,79,3,3,136,73,85,42,5,210,9,4,8,4,22,1062,850,363,166,2445
POA6103,22,4,6,5,35,8,0,4,0,18,6,11,20,0,37,7,0,19,6,36,38,17,23,4,78,25,19,23,6,70,85,18,23,5,139,54,32,35,5,124,69,51,27,5,154,76,54,24,7,167,72,49,25,3,151,84,51,19,3,155,152,111,21,14,302,110,66,9,8,198,78,59,5,9,146,40,56,3,0,95,88,97,4,7,189,129,95,24,3,258,11,3,11,3,28,1149,795,332,95,2375
POA6104,23,15,12,0,46,11,0,5,0,21,7,8,26,0,43,10,0,15,0,33,41,9,40,0,95,25,15,46,3,87,119,30,51,8,212,67,47,51,6,170,117,88,60,16,275,101,64,54,24,239,59,108,25,5,194,75,98,29,6,209,204,202,41,13,463,150,139,19,6,312,90,107,10,3,209,64,83,7,3,163,101,146,11,3,258,142,177,45,3,366,19,16,13,0,48,1417,1353,563,107,3439
POA6105,21,9,20,0,56,7,3,4,3,14,12,11,27,5,53,3,3,29,0,34,57,32,25,0,121,34,22,49,5,120,192,45,69,11,309,88,78,86,8,264,146,105,71,7,338,105,122,55,12,287,64,121,43,16,241,77,122,40,6,246,166,236,41,17,467,104,156,20,8,278,72,112,9,0,198,38,66,5,0,111,48,91,8,0,152,121,176,54,6,353,18,6,10,0,44,1388,1511,660,107,3661
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,103,43,56,18,218,33,18,8,7,63,41,25,48,11,126,29,27,48,5,103,132,68,84,17,295,98,94,137,12,352,430,143,144,29,741,267,257,137,30,691,364,402,184,51,1009,346,459,127,38,964,250,412,91,26,778,222,423,76,18,743,458,801,126,36,1417,315,531,53,18,919,177,340,21,12,558,90,229,22,3,348,135,318,21,10,484,282,589,133,9,1009,62,42,27,5,127,3834,5222,1530,361,10946
POA6108,33,22,31,3,93,18,8,7,0,32,16,8,29,0,57,14,9,20,0,38,88,40,65,3,196,57,45,84,7,196,339,75,91,4,503,175,112,96,10,392,255,203,124,19,601,181,239,83,8,510,122,240,58,14,426,133,242,52,5,429,274,509,91,10,889,169,334,28,5,539,93,219,18,4,331,52,130,9,3,191,58,198,10,0,262,163,413,79,0,658,39,33,14,0,85,2280,3058,983,105,6432
POA6109,25,10,22,0,58,5,3,0,0,15,10,7,30,0,47,0,7,26,0,34,47,22,44,0,118,30,21,46,3,105,157,48,63,5,275,88,82,63,3,243,105,130,77,13,316,96,146,40,5,291,65,154,19,10,242,52,123,26,3,202,119,215,29,8,365,62,109,21,3,195,29,48,3,0,85,10,33,3,0,51,23,44,0,0,67,69,153,54,3,278,21,16,13,0,46,1006,1383,576,61,3022
POA6110,66,36,59,5,163,24,5,21,3,52,33,27,62,7,119,12,14,80,0,107,135,67,118,10,325,80,64,182,4,329,462,114,188,11,783,239,205,190,10,640,274,322,180,12,793,294,463,156,21,931,184,438,99,6,732,216,436,77,19,742,461,839,129,26,1460,279,581,52,13,921,134,336,22,11,505,81,260,13,6,355,96,364,13,4,479,259,668,127,10,1064,63,48,50,3,163,3389,5287,1811,181,10674
POA6111,30,13,13,0,51,21,3,19,3,45,8,8,43,7,64,3,3,54,0,60,81,26,72,0,177,61,37,121,4,225,276,45,101,8,426,199,90,94,15,397,242,162,112,16,527,229,222,97,11,553,142,207,64,6,421,142,189,50,3,391,261,426,71,10,773,161,269,35,6,471,106,180,11,0,296,73,163,9,0,248,97,265,8,3,380,189,401,114,4,706,36,39,19,3,104,2361,2756,1111,95,6322
POA6112,88,40,70,7,199,37,14,32,3,89,26,20,100,4,149,25,14,112,4,145,147,58,174,12,383,94,104,276,9,483,530,163,263,18,972,296,259,266,14,827,414,493,294,24,1231,367,588,199,27,1182,291,635,163,20,1108,318,575,112,19,1026,731,1291,138,38,2194,484,822,62,24,1394,274,510,29,12,827,158,362,16,4,536,211,591,16,12,832,432,898,217,20,1568,90,65,58,3,216,5009,7494,2589,269,15359
POA6121,6,0,5,0,17,3,3,0,0,3,3,0,3,0,9,3,0,4,0,5,3,0,0,0,3,6,0,4,0,9,37,3,5,0,41,13,11,8,0,34,22,26,7,0,61,23,16,3,0,44,17,19,0,0,39,20,19,6,0,50,28,67,8,0,102,24,57,6,0,88,9,42,0,0,60,14,30,0,0,46,24,85,0,0,113,22,72,15,0,109,7,4,0,0,13,295,462,73,8,845
POA6122,22,13,13,5,53,7,4,7,0,22,18,11,14,0,38,8,4,28,0,42,44,11,26,0,81,28,20,48,0,100,104,24,55,3,188,95,63,52,0,213,102,128,73,0,304,110,173,47,4,344,90,215,43,7,357,132,236,39,3,415,284,448,50,20,803,172,282,20,8,481,100,182,10,0,288,50,119,8,0,178,68,198,3,4,273,174,355,47,0,572,19,19,13,0,55,1621,2514,616,52,4803
POA6123,0,0,0,0,5,0,0,0,0,3,0,3,7,0,7,0,0,0,0,0,6,0,3,0,7,3,0,5,0,8,20,3,3,0,25,13,10,3,0,29,12,15,8,0,37,20,14,11,0,46,22,17,6,0,38,17,17,6,0,34,18,35,3,0,60,11,21,0,0,36,3,15,0,0,13,4,3,0,0,9,0,13,0,0,15,7,31,5,0,43,3,3,0,0,8,163,207,52,0,426
POA6124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,9,4,4,0,15,3,0,9,0,7,13,3,4,0,18,3,4,5,0,15,10,3,4,0,21,11,14,3,0,24,9,3,3,0,18,8,12,0,0,17,17,24,4,0,43,11,17,0,0,29,6,6,0,0,11,3,6,0,0,13,17,26,0,0,42,13,27,3,0,47,4,0,0,0,6,132,151,46,6,331
POA6125,11,4,0,0,20,3,0,0,0,3,7,0,3,0,4,3,0,4,0,13,16,5,6,0,30,5,4,7,0,9,66,10,10,0,84,22,9,3,0,30,26,18,7,0,54,31,16,3,0,54,18,24,4,3,57,29,22,3,0,49,39,54,5,0,97,35,50,3,0,87,19,29,0,0,45,15,32,0,0,43,29,44,3,0,77,20,87,12,0,115,14,3,0,0,18,401,400,84,4,887
POA6126,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,8,4,0,0,7,3,3,4,0,10,0,4,0,0,5,4,0,0,0,4,4,4,0,0,10,3,0,0,0,3,0,0,0,0,0,0,8,0,0,8,0,0,0,0,4,7,3,0,0,14,0,0,0,0,0,43,29,4,3,77
POA6147,32,19,22,0,78,10,3,9,0,22,16,3,12,0,34,16,13,23,0,50,63,24,44,3,134,49,36,66,4,146,182,67,67,0,322,110,84,89,9,293,140,156,81,16,394,104,179,62,19,368,59,165,55,4,286,100,147,45,11,301,173,289,44,13,530,100,187,19,3,314,47,86,14,6,153,34,57,3,0,91,31,100,11,3,145,89,220,65,9,375,20,16,7,3,50,1382,1865,731,114,4081
POA6148,39,20,19,8,89,19,3,8,0,33,9,7,15,12,43,9,9,12,0,40,66,9,31,3,102,38,22,42,8,107,192,47,56,6,300,138,74,50,11,274,161,111,75,9,353,111,128,76,3,320,96,136,49,7,288,87,135,28,3,246,185,316,54,13,566,130,215,15,3,374,78,180,12,3,277,52,164,20,0,238,140,481,15,6,641,112,326,61,0,500,31,14,4,0,56,1704,2410,631,92,4845
POA6149,41,16,20,3,73,25,3,4,0,33,17,10,17,0,36,8,8,11,5,33,66,5,21,0,96,42,22,39,3,105,181,35,35,9,255,150,38,48,10,244,206,75,50,12,341,159,82,47,6,296,103,100,37,4,248,106,120,32,0,257,212,336,64,7,618,151,334,38,11,529,115,227,12,3,358,89,236,14,0,343,164,625,17,3,806,110,421,51,0,576,17,17,6,3,43,1953,2703,559,85,5298
POA6150,28,5,19,8,60,19,3,0,3,28,10,12,16,0,37,6,4,5,0,20,42,15,12,0,67,37,18,27,3,82,129,24,12,4,172,85,35,25,9,152,133,54,31,3,223,115,59,35,7,219,56,68,27,11,168,63,66,29,6,156,136,175,32,4,348,95,174,22,6,295,55,143,14,0,205,60,157,6,3,228,105,440,8,0,562,91,277,36,0,413,19,8,0,0,36,1295,1742,361,67,3470
POA6151,36,10,14,4,71,18,4,9,6,32,7,7,20,8,38,9,0,12,0,17,28,10,15,0,54,21,12,30,7,66,77,9,33,5,126,85,19,38,10,155,115,28,44,6,200,115,38,30,14,200,93,51,22,3,172,108,59,17,5,198,216,156,45,14,428,184,128,17,5,333,138,130,7,9,279,111,175,11,0,297,361,660,19,0,1037,193,229,39,6,464,23,13,4,0,45,1938,1739,410,118,4211
POA6152,45,28,33,6,114,19,3,7,6,31,21,9,24,19,73,10,8,30,3,49,56,24,34,11,124,42,15,69,25,151,174,38,62,19,284,163,64,72,20,314,204,62,99,21,383,193,82,66,20,356,114,102,47,14,282,127,105,48,19,303,320,263,72,29,693,262,214,36,18,529,174,207,21,6,409,144,227,20,4,401,346,758,31,4,1137,240,280,87,12,619,24,19,13,3,56,2683,2499,871,257,6317
POA6153,41,10,36,11,88,17,0,12,3,32,17,9,11,3,39,5,4,18,0,29,58,9,18,5,88,28,16,36,3,86,131,18,41,3,191,100,45,38,8,184,182,76,62,12,327,161,71,59,7,297,110,71,44,8,234,127,98,43,5,275,198,252,74,9,529,148,208,28,10,392,135,164,11,3,316,101,272,27,4,408,448,901,21,4,1376,180,361,71,9,615,31,12,15,0,56,2209,2590,647,108,5557
POA6154,15,9,6,0,26,9,6,7,0,20,8,5,6,3,23,0,0,10,0,13,28,3,6,7,37,29,11,29,0,62,77,10,28,3,118,66,29,28,7,133,93,39,43,5,177,86,48,29,0,158,36,42,32,5,116,40,53,23,0,109,87,136,46,3,270,70,137,8,0,222,63,119,9,0,189,51,137,5,0,191,110,370,10,0,484,67,180,34,6,283,20,8,5,0,30,955,1325,349,47,2676
POA6155,154,56,83,17,307,41,16,31,7,88,39,34,38,6,120,24,17,26,3,76,134,46,57,3,240,89,97,113,8,307,374,115,105,19,609,293,169,125,26,607,363,362,173,22,912,317,414,138,20,894,243,471,118,17,840,241,478,96,12,827,481,1255,155,29,1910,299,960,71,24,1357,222,689,38,10,952,136,617,34,8,800,237,1166,30,0,1427,262,1102,123,4,1493,43,58,14,0,116,3989,8122,1565,225,13901
POA6156,16,12,13,3,44,8,5,4,0,22,10,5,20,0,36,11,4,24,0,35,59,11,40,0,117,23,13,35,0,70,130,10,67,5,207,96,34,62,6,194,142,53,79,6,280,104,60,47,7,216,70,83,52,3,206,72,101,46,4,219,184,249,54,11,494,133,226,24,3,381,111,195,4,3,311,70,183,15,0,271,181,589,21,4,793,123,293,72,3,490,27,20,15,0,61,1555,2145,697,69,4460
POA6157,17,3,5,0,28,17,0,3,0,18,5,0,11,0,23,3,0,12,0,17,35,4,25,3,64,17,9,35,0,67,119,13,43,5,188,69,21,55,8,147,107,40,59,8,210,85,52,53,7,202,78,48,46,8,181,81,85,38,0,205,167,201,64,5,434,151,182,14,4,347,103,138,11,7,253,70,136,7,0,211,163,366,9,3,536,119,242,58,0,420,18,5,9,0,33,1412,1550,561,65,3588
POA6158,3,7,7,0,21,3,3,3,0,7,5,0,4,0,8,3,0,7,0,6,21,3,15,0,33,3,3,12,0,20,58,7,23,0,90,26,7,19,0,50,54,15,15,3,82,62,23,10,3,102,36,29,17,3,74,39,33,19,0,96,64,75,30,7,172,71,59,7,3,137,51,88,3,0,146,44,89,9,0,145,122,366,10,0,502,74,140,23,3,247,11,6,3,0,14,755,949,231,27,1955
POA6159,3,3,3,0,9,0,0,0,0,5,0,0,3,0,3,0,0,0,0,0,3,0,8,0,9,5,0,5,0,9,21,0,9,0,30,16,0,8,0,28,25,4,10,0,38,21,7,5,0,33,14,7,5,0,26,19,5,9,0,35,38,30,11,0,78,38,30,0,0,67,33,22,0,0,59,39,32,7,0,79,128,107,9,0,239,51,40,17,0,107,3,4,0,0,10,465,296,106,3,866
POA6160,7,4,0,0,16,4,0,0,0,3,3,3,14,0,17,3,0,13,0,19,29,3,19,7,52,19,5,22,0,50,48,11,22,3,86,38,5,21,7,67,59,14,35,6,113,54,22,17,0,94,52,24,12,0,89,57,24,13,0,94,118,72,26,8,223,94,50,3,3,153,70,53,5,0,132,50,54,5,0,111,143,176,3,0,321,108,85,40,0,241,7,5,3,0,19,961,601,286,42,1890
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,5,0,0,0,0,3,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,14,6,0,0,21
POA6162,17,3,8,0,21,5,0,3,0,11,6,3,21,3,33,7,7,21,0,33,44,3,28,3,79,17,10,40,3,65,98,10,38,0,153,69,21,47,3,140,83,37,40,4,169,111,47,43,6,200,48,68,31,3,151,59,59,14,4,129,104,142,34,3,288,97,130,15,3,245,65,117,7,3,199,64,95,7,0,168,139,264,16,3,414,108,176,46,0,344,17,11,7,0,30,1168,1195,467,45,2872
POA6163,84,22,48,9,165,41,14,12,3,73,50,15,70,3,136,21,13,71,0,104,240,29,135,15,419,117,66,201,19,400,709,99,206,25,1042,354,147,247,28,767,479,267,256,34,1037,326,309,177,26,839,260,355,144,12,778,259,352,138,19,767,602,781,178,31,1595,436,661,82,16,1199,307,447,22,13,795,189,369,29,3,596,350,722,24,12,1109,466,766,244,11,1490,87,38,43,0,168,5374,5478,2321,288,13459
POA6164,78,27,52,11,171,34,15,20,3,74,22,28,53,3,106,23,9,65,0,97,107,39,116,10,271,100,52,176,5,335,372,102,189,14,676,229,175,205,14,614,310,339,246,20,917,349,463,160,23,994,243,491,122,16,878,299,573,124,9,1015,723,1387,200,30,2337,589,1120,66,12,1783,349,763,25,18,1157,238,607,25,3,879,292,1005,31,9,1338,473,1157,175,8,1815,72,53,35,0,157,4916,8402,2077,216,15621
POA6165,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,7,0,0,23
POA6166,14,5,7,0,25,10,3,0,0,14,10,3,9,0,21,0,3,4,0,9,48,10,18,0,79,19,6,21,0,49,118,17,29,0,159,76,23,24,5,129,80,46,36,3,164,62,52,28,3,141,41,62,17,0,126,56,77,14,3,152,104,183,30,4,318,96,149,11,0,267,62,129,3,0,185,48,107,5,0,163,83,243,3,0,333,75,215,35,0,329,25,10,4,0,36,1021,1339,296,26,2688
POA6167,31,9,33,6,79,16,4,9,0,36,17,9,51,5,78,18,4,73,0,91,115,23,97,3,239,45,40,162,5,264,292,65,135,14,507,153,129,151,14,442,184,224,132,9,552,163,264,105,6,533,134,260,52,9,453,132,267,59,7,466,304,500,85,6,893,189,323,30,10,558,103,162,6,0,281,44,106,8,0,160,64,144,10,5,216,197,406,99,3,715,32,33,24,3,88,2230,2973,1323,116,6637
POA6168,37,12,19,3,67,25,7,11,0,46,22,12,59,3,95,9,7,52,3,70,149,19,105,6,280,72,22,151,0,243,463,50,123,20,645,233,81,119,11,437,241,156,133,16,535,193,168,73,16,444,150,170,76,3,396,133,178,45,4,366,298,302,59,4,665,146,185,29,3,364,96,104,13,3,219,71,89,13,0,171,90,147,9,4,251,255,378,122,4,760,74,21,29,0,121,2754,2078,1241,108,6184
POA6169,50,13,42,0,106,24,5,22,3,50,43,15,40,3,98,21,6,71,0,103,160,32,105,3,298,87,41,206,11,347,534,63,171,8,768,296,111,172,21,606,324,206,171,13,711,279,266,120,7,671,207,273,84,8,570,193,306,82,5,594,386,635,91,4,1123,279,405,41,3,726,162,271,17,0,453,113,193,14,0,330,150,392,21,0,561,346,735,145,16,1241,76,34,30,4,134,3720,3997,1652,115,9482
POA6170,21,4,9,0,31,3,3,0,0,15,8,6,14,0,29,3,0,24,0,30,24,15,45,7,89,17,19,60,8,98,69,21,70,5,157,49,61,56,5,164,77,114,49,6,239,70,135,47,3,250,95,153,30,6,278,81,135,22,5,245,205,275,39,3,527,141,197,14,4,350,61,122,3,4,193,43,80,3,0,129,46,104,4,0,164,108,227,45,3,383,5,19,4,3,36,1116,1689,534,63,3406
POA6171,40,17,44,0,110,24,6,6,5,38,8,5,28,0,38,15,5,38,0,57,62,17,61,0,147,36,29,115,5,190,247,46,108,3,409,144,76,89,8,322,183,159,116,10,466,174,266,83,5,526,145,331,55,6,538,152,342,47,3,547,425,840,74,7,1345,310,571,28,9,920,179,324,5,7,521,105,281,20,5,405,131,419,14,3,561,322,796,78,0,1198,20,26,15,0,60,2733,4558,1026,77,8389
