region_id,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU_15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6254,0,0,0,3,0,3,0,0,0,6,0,3,0,3,3,9,10,3,3,34,0,0,0,0,5,3,0,0,0,8,68,17,33,37,45,52,35,10,3,300,0,0,24,32,49,56,50,17,4,232,0,9,18,18,18,10,3,0,0,76,0,3,8,3,8,3,0,0,0,25,121,0,0,0,0,0,0,0,0,121,0,19,0,0,0,0,0,0,0,19,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,3,0,0,0,11,0,3,0,11,14,19,19,6,3,75,3,0,0,0,5,6,3,0,0,17,124,45,50,72,94,97,75,23,7,587
POA6255,0,3,4,0,5,5,5,3,0,25,0,6,4,11,27,59,55,33,12,207,4,8,6,10,7,16,7,3,3,64,337,129,140,231,250,315,190,78,21,1691,0,4,99,211,298,386,262,79,11,1350,0,19,62,78,61,49,9,0,0,278,0,6,24,42,33,10,6,3,3,127,689,0,0,0,0,0,0,0,0,689,0,111,0,0,0,0,0,0,0,111,0,71,27,7,7,0,0,0,0,112,0,7,3,0,4,6,9,4,0,33,0,4,3,0,5,0,0,0,0,12,0,6,7,3,9,11,11,3,0,50,0,9,17,29,56,101,86,47,21,366,13,13,15,15,15,26,19,7,3,126,702,250,257,385,488,589,402,143,38,3254
POA6256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,22,4,3,15,20,13,10,6,3,96,0,0,3,20,28,23,18,5,0,97,0,0,0,6,6,6,0,3,0,21,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,44,0,11,0,0,0,0,0,0,0,11,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,3,3,17,0,0,0,0,0,0,0,0,0,0,44,15,3,26,37,32,23,14,3,197
POA6258,0,17,5,7,7,3,5,0,0,44,0,21,24,20,51,57,58,56,35,322,7,22,5,5,17,19,12,7,3,97,634,353,286,401,453,369,238,128,54,2916,0,33,240,431,568,484,321,141,31,2249,0,98,120,113,92,53,10,0,0,486,0,16,42,87,69,19,9,7,4,253,1294,0,0,0,0,0,0,0,0,1294,0,216,0,0,0,0,0,0,0,216,0,181,36,19,13,7,0,0,0,256,0,25,15,4,4,7,0,4,4,63,0,24,5,0,0,4,0,0,0,33,0,35,18,10,14,8,8,6,0,99,0,50,56,77,125,125,101,83,47,664,22,43,17,17,22,31,23,12,3,190,1316,721,549,758,907,738,472,253,89,5803
POA6260,0,3,3,0,3,0,3,0,0,12,0,0,5,7,3,11,5,13,9,53,10,3,0,4,3,6,0,0,0,26,161,59,66,110,101,111,48,35,12,703,0,4,58,127,143,152,82,40,9,615,0,4,26,34,26,21,4,0,0,115,0,4,0,17,15,8,0,3,0,47,325,0,0,0,0,0,0,0,0,325,0,66,0,0,0,0,0,0,0,66,0,28,11,3,6,3,0,0,0,51,0,3,0,3,0,0,4,6,0,16,0,0,3,0,0,0,0,0,0,3,0,3,3,3,6,3,3,3,0,24,0,6,16,14,14,22,15,20,9,116,13,6,3,7,6,15,3,0,0,53,338,124,120,208,216,224,111,72,18,1431
POA6262,0,0,0,0,0,3,0,0,0,3,0,0,0,0,11,7,6,8,0,32,0,4,0,0,7,3,0,4,0,18,62,20,19,49,72,63,32,19,0,336,0,0,10,54,74,79,53,12,0,282,0,4,14,17,26,13,0,0,0,74,0,3,0,9,7,8,3,3,0,33,135,0,0,0,0,0,0,0,0,135,0,21,0,0,0,0,0,0,0,21,0,8,5,4,3,0,0,0,0,20,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,0,0,4,0,0,3,3,3,3,0,3,0,15,0,3,5,6,19,24,14,12,3,86,3,4,0,0,10,8,0,4,0,29,138,43,37,93,146,135,73,34,3,702
POA6271,0,3,4,3,3,0,3,0,0,16,0,3,5,10,11,24,14,19,4,90,10,11,0,4,8,5,5,0,0,43,310,133,136,210,181,169,87,39,11,1276,0,9,87,212,226,212,135,44,4,929,0,38,76,81,46,27,9,0,0,277,0,3,30,45,29,6,4,5,4,126,583,0,0,0,0,0,0,0,0,583,0,74,0,0,0,0,0,0,0,74,0,78,12,5,8,0,3,0,0,106,0,7,3,0,0,6,0,0,3,19,0,3,7,3,3,3,0,0,0,19,0,8,12,6,6,4,3,0,0,39,0,9,20,21,39,57,26,26,4,202,14,26,3,14,11,9,14,0,0,91,597,255,250,387,368,324,194,75,15,2465
POA6275,0,0,3,0,4,4,0,0,0,11,0,3,3,5,7,11,10,10,5,54,3,0,3,0,5,8,3,0,0,22,89,41,42,72,93,116,67,21,8,549,0,3,22,66,95,152,99,25,3,465,0,10,25,43,25,31,11,0,0,145,0,0,7,7,15,6,4,0,0,39,194,0,0,0,0,0,0,0,0,194,0,31,0,0,0,0,0,0,0,31,0,27,16,4,4,3,0,0,0,54,0,0,0,3,0,0,0,0,3,6,0,6,5,3,0,0,0,0,0,14,0,0,7,5,9,12,0,0,0,33,0,6,10,12,28,37,30,20,5,148,6,3,3,0,5,14,6,0,0,37,200,86,95,143,181,255,150,45,11,1166
POA6280,0,77,34,15,27,15,4,8,3,183,0,36,58,63,132,235,259,313,150,1246,28,46,35,25,39,48,29,19,3,272,2299,1219,1185,1607,1585,1327,938,703,227,11090,0,78,962,1759,1881,1718,1194,733,121,8446,0,276,571,420,325,164,65,13,4,1838,0,49,145,341,270,88,25,27,21,966,4670,0,0,0,0,0,0,0,0,4670,0,838,0,0,0,0,0,0,0,838,0,724,153,61,32,23,5,0,0,998,0,86,29,11,15,31,28,21,30,251,0,62,29,24,10,4,0,0,0,129,0,149,99,46,45,36,18,13,3,409,0,83,162,186,279,383,360,424,187,2064,80,105,85,72,78,86,58,28,6,598,4750,2450,2235,2920,2935,2533,1753,1259,372,21207
POA6281,0,17,32,9,4,7,0,3,0,72,0,9,12,15,22,53,41,32,11,195,14,23,18,15,13,19,7,3,3,115,563,204,361,461,348,298,193,91,23,2542,0,0,237,549,436,367,281,108,15,1993,0,37,198,150,74,46,16,0,0,521,0,4,20,61,48,16,8,3,3,163,1166,0,0,0,0,0,0,0,0,1166,0,177,0,0,0,0,0,0,0,177,0,110,14,8,9,4,0,0,0,145,0,14,3,0,3,3,6,3,5,37,0,11,15,7,3,0,0,0,0,36,0,46,81,25,15,12,7,3,0,189,0,18,35,52,51,95,58,41,21,371,28,29,37,33,23,40,16,6,3,215,1194,446,640,885,662,583,392,164,47,5013
POA6282,0,3,3,0,4,0,0,0,0,10,0,0,0,3,4,9,4,3,3,26,0,3,4,4,3,0,3,3,0,20,130,42,51,110,93,81,33,10,3,553,0,3,34,135,132,133,68,4,0,509,0,4,28,45,17,6,3,0,0,103,0,0,0,9,10,5,0,0,0,24,261,0,0,0,0,0,0,0,0,261,0,33,0,0,0,0,0,0,0,33,0,24,6,0,3,0,0,0,0,33,0,3,0,0,0,0,0,0,0,3,0,6,3,0,0,3,0,0,0,12,0,6,8,5,7,0,0,0,0,26,0,0,4,14,10,19,8,9,3,67,3,7,7,7,6,6,6,3,0,45,264,86,90,215,185,172,85,16,3,1116
POA6284,0,3,0,0,3,3,0,0,3,12,0,3,3,3,8,11,7,8,0,43,0,4,9,4,4,0,0,3,0,24,157,55,100,128,98,69,36,20,9,672,0,3,76,154,119,107,61,21,6,547,0,11,53,55,14,7,0,0,0,140,0,0,6,19,18,0,0,3,0,46,327,0,0,0,0,0,0,0,0,327,0,51,0,0,0,0,0,0,0,51,0,30,6,0,0,0,4,0,0,40,0,0,0,3,0,0,0,0,3,6,0,0,6,0,0,0,0,0,0,6,0,3,3,3,6,6,0,0,3,24,0,6,13,18,24,19,14,8,3,105,13,7,14,11,4,9,0,3,0,61,340,111,177,263,185,148,79,35,15,1353
POA6285,0,30,47,13,5,6,0,0,0,101,0,11,19,31,51,61,50,40,22,285,20,24,16,18,18,14,13,4,0,127,787,319,497,613,512,343,163,94,34,3362,0,12,311,650,543,403,193,102,17,2231,0,75,294,213,142,72,14,3,0,813,0,3,42,113,104,31,6,4,6,309,1568,0,0,0,0,0,0,0,0,1568,0,227,0,0,0,0,0,0,0,227,0,178,44,15,3,9,3,0,0,252,0,22,14,4,4,8,3,3,4,62,0,18,35,10,10,3,0,0,0,76,0,70,109,37,16,16,4,3,0,255,0,22,62,100,117,119,68,57,32,577,33,50,30,43,34,25,19,10,0,244,1601,677,941,1185,973,686,310,182,59,6614
POA6286,0,0,0,0,0,3,0,0,0,3,0,0,0,3,4,5,4,6,0,22,0,3,3,0,0,3,0,0,3,12,34,23,19,39,36,56,21,10,6,244,0,0,17,40,52,79,33,13,6,240,0,7,5,11,15,5,0,0,0,43,0,0,0,6,3,3,0,0,0,12,70,0,0,0,0,0,0,0,0,70,0,13,0,0,0,0,0,0,0,13,0,13,6,3,0,3,0,0,0,25,0,4,0,3,0,0,0,0,0,7,0,3,0,6,0,0,0,0,0,9,0,4,0,3,0,6,0,0,0,13,0,3,5,6,14,9,7,6,0,50,0,3,6,3,0,6,4,0,3,25,70,50,39,81,84,111,44,19,9,507
POA6288,0,0,0,0,0,3,0,0,0,3,0,0,0,0,5,0,6,0,0,11,0,3,0,0,3,5,0,0,0,11,24,14,14,34,32,34,15,5,0,172,0,0,12,26,38,40,23,9,3,151,0,3,8,17,10,4,0,0,0,42,0,0,0,7,0,0,0,0,0,7,58,0,0,0,0,0,0,0,0,58,0,10,0,0,0,0,0,0,0,10,0,9,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,12,0,3,3,0,9,3,6,3,3,30,0,6,3,0,6,8,0,0,0,23,58,34,29,53,66,58,29,12,6,345
POA6290,0,0,6,0,3,0,0,0,0,9,0,0,0,0,19,23,21,42,24,129,4,0,0,6,9,11,9,6,0,45,89,48,50,66,113,125,115,83,34,723,0,0,25,68,111,165,156,78,17,620,0,16,29,24,32,15,10,3,3,132,0,0,7,19,9,4,3,0,0,42,191,0,0,0,0,0,0,0,0,191,0,37,0,0,0,0,0,0,0,37,0,24,8,0,5,3,0,0,0,40,0,3,4,0,3,0,3,0,4,17,0,0,0,0,0,0,0,0,0,0,0,8,6,4,7,4,3,0,0,32,0,6,9,16,42,46,36,50,31,236,7,3,6,10,13,15,12,10,0,76,198,97,94,141,222,252,223,141,55,1423
POA6302,0,3,0,5,6,11,3,0,0,28,0,4,6,10,27,48,43,37,8,183,0,8,3,3,6,9,3,3,0,35,279,121,131,200,254,287,177,97,19,1565,0,3,110,212,303,355,245,108,13,1349,0,25,56,47,56,36,12,4,0,236,0,8,25,39,22,15,9,7,3,128,581,0,0,0,0,0,0,0,0,581,0,86,0,0,0,0,0,0,0,86,0,88,22,14,9,6,3,0,0,142,0,9,3,3,6,9,6,3,3,42,0,9,7,0,0,3,0,3,0,22,0,8,3,5,9,19,6,0,0,50,0,11,18,24,63,90,76,58,8,348,5,18,11,6,14,22,8,3,0,87,586,265,255,350,482,555,365,186,27,3071
POA6304,0,3,3,0,0,0,3,0,5,14,0,0,3,3,5,21,29,21,3,85,3,3,3,0,3,10,3,0,0,25,132,36,47,81,98,138,105,46,15,698,0,3,46,96,107,170,154,51,9,636,0,6,17,23,36,21,12,0,0,115,0,5,3,8,18,3,0,4,4,45,261,0,0,0,0,0,0,0,0,261,0,19,0,0,0,0,0,0,0,19,0,31,9,6,7,5,0,0,0,58,0,9,0,0,0,6,7,0,0,22,0,3,3,0,3,0,0,0,0,9,0,3,3,0,0,0,7,0,5,18,0,0,6,14,32,56,53,33,7,201,3,6,3,3,7,18,6,0,0,46,264,85,90,150,210,279,239,88,25,1430
POA6306,0,0,3,0,0,0,0,0,0,3,0,0,3,3,5,7,12,9,0,39,3,0,3,0,0,3,3,3,0,15,98,29,48,56,45,53,50,23,0,402,0,6,26,62,65,85,66,27,5,342,0,10,21,26,7,9,3,0,0,76,0,3,3,6,6,3,0,0,0,21,174,0,0,0,0,0,0,0,0,174,0,17,0,0,0,0,0,0,0,17,0,10,6,6,3,0,0,0,0,25,0,3,3,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,3,8,12,16,19,27,12,3,100,7,0,3,4,6,7,6,3,0,36,181,52,76,116,103,123,102,42,8,803
POA6308,0,0,0,0,4,3,3,0,0,10,0,3,0,3,8,13,14,10,8,59,4,4,3,5,3,3,0,3,0,25,149,54,66,106,104,100,88,34,17,718,0,3,43,140,124,146,120,51,10,637,0,21,41,31,32,10,5,0,0,140,0,5,11,13,13,7,3,6,3,61,313,0,0,0,0,0,0,0,0,313,0,17,0,0,0,0,0,0,0,17,0,35,11,6,3,0,0,0,0,55,0,0,0,0,0,7,6,0,0,13,0,6,0,0,0,0,3,3,0,12,0,0,3,0,8,6,6,0,0,23,0,6,6,6,29,29,27,21,15,139,7,12,10,8,14,6,3,3,0,63,320,105,125,204,223,211,173,84,28,1473
POA6309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,6,0,0,0,0,0,0,0,0,0,0,24,9,14,15,17,23,14,3,3,122,0,0,12,20,27,33,27,4,0,123,0,0,4,6,6,0,3,3,0,22,0,0,0,6,0,0,0,0,0,6,46,0,0,0,0,0,0,0,0,46,0,6,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,6,0,3,0,0,0,0,0,0,0,3,0,0,0,3,4,12,3,3,3,28,0,0,0,0,0,4,0,0,0,4,46,18,19,35,37,49,33,10,3,250
POA6311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,3,3,15,0,3,0,0,0,5,0,0,0,8,67,33,19,39,41,44,27,6,6,282,0,3,17,54,61,60,41,13,3,252,0,3,9,16,12,5,3,4,0,52,0,3,6,3,6,0,3,0,0,21,125,0,0,0,0,0,0,0,0,125,0,27,0,0,0,0,0,0,0,27,0,12,3,0,3,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,4,3,16,15,3,3,50,0,3,0,5,0,5,0,0,0,13,125,54,38,82,85,86,62,23,6,561
POA6312,0,24,7,3,6,4,4,3,0,51,0,13,19,15,35,48,49,54,30,263,10,15,6,6,11,6,9,4,4,71,502,255,259,298,315,237,160,119,44,2189,0,15,185,379,387,346,189,103,19,1623,0,82,114,61,48,16,5,8,0,334,0,21,32,54,46,14,10,14,4,195,1010,0,0,0,0,0,0,0,0,1010,0,124,0,0,0,0,0,0,0,124,0,101,37,18,16,7,0,0,0,179,0,30,6,6,3,8,5,3,0,61,0,13,6,6,3,0,0,0,0,28,0,40,13,6,9,7,8,6,3,92,0,30,45,60,86,89,80,67,39,496,22,32,12,11,19,17,18,7,4,142,1032,488,450,601,617,504,315,208,69,4284
POA6313,0,3,0,0,3,0,0,3,0,9,0,0,0,3,0,0,3,0,0,6,3,0,0,0,3,3,0,0,0,9,44,16,13,28,33,23,11,3,0,171,0,0,19,33,40,39,25,5,0,161,0,0,6,6,4,3,0,0,0,19,0,0,3,0,4,0,5,0,0,12,64,0,0,0,0,0,0,0,0,64,0,13,0,0,0,0,0,0,0,13,0,12,3,4,0,0,0,0,0,19,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,3,0,3,0,15,0,0,0,7,0,8,3,0,0,18,3,3,0,0,3,3,0,0,0,12,67,31,31,50,57,60,33,8,0,337
POA6315,0,0,5,0,3,0,0,0,0,8,0,3,3,3,12,23,20,26,15,105,0,5,0,0,3,4,7,3,0,22,177,70,97,97,122,138,79,41,21,842,0,7,96,120,146,198,97,31,6,701,0,18,40,22,27,13,8,3,0,131,0,4,9,14,14,8,6,3,6,64,377,0,0,0,0,0,0,0,0,377,0,34,0,0,0,0,0,0,0,34,0,43,11,10,7,0,0,0,0,71,0,11,6,3,6,3,6,0,0,35,0,0,0,0,0,0,0,0,0,0,0,3,8,3,3,3,3,3,0,26,0,13,11,16,25,43,51,38,23,220,0,10,3,3,6,8,10,6,0,46,377,143,184,191,234,276,181,84,35,1705
POA6316,0,0,0,3,0,0,0,0,0,3,0,0,0,3,5,4,3,0,0,15,0,0,0,0,0,0,0,0,0,0,42,7,29,32,30,22,14,3,0,179,0,0,24,32,51,29,24,5,0,165,0,6,9,7,3,6,0,6,0,37,0,0,7,5,4,0,0,0,0,16,100,0,0,0,0,0,0,0,0,100,0,7,0,0,0,0,0,0,0,7,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,0,3,0,0,4,6,10,12,6,3,0,41,0,0,0,0,3,0,0,0,0,3,100,20,44,53,71,50,30,14,0,382
POA6317,0,13,3,5,6,4,3,3,0,37,0,11,19,14,31,34,47,48,15,219,10,9,5,0,10,0,5,4,0,43,478,217,244,277,269,213,146,94,22,1960,0,20,197,326,354,289,192,82,11,1471,0,58,81,51,57,24,7,0,0,278,0,18,49,52,20,11,4,3,4,161,970,0,0,0,0,0,0,0,0,970,0,106,0,0,0,0,0,0,0,106,0,129,28,9,7,3,0,0,0,176,0,36,14,6,8,16,4,3,3,90,0,15,8,7,0,3,0,0,0,33,0,28,12,12,16,8,7,3,0,86,0,23,47,53,75,69,74,57,19,417,17,22,12,4,22,3,11,9,0,100,987,455,448,520,559,426,299,157,37,3888
POA6318,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,8,0,0,0,3,0,0,0,0,0,3,27,10,10,20,15,18,7,3,0,110,0,0,4,9,20,19,13,8,0,73,0,0,3,14,6,3,0,0,0,26,0,0,0,10,3,0,3,0,0,16,53,0,0,0,0,0,0,0,0,53,0,10,0,0,0,0,0,0,0,10,0,8,3,0,0,3,0,0,0,14,0,0,0,0,3,0,0,0,0,3,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,4,0,3,8,0,0,0,18,0,0,0,3,0,0,0,0,0,3,53,21,20,36,35,33,16,8,0,222
POA6320,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,10,4,6,7,31,0,3,0,0,0,3,0,5,0,11,121,28,56,57,60,50,22,19,7,420,0,3,60,84,94,73,33,11,5,363,0,3,21,13,9,3,0,0,0,49,0,3,4,6,10,3,0,0,0,26,231,0,0,0,0,0,0,0,0,231,0,10,0,0,0,0,0,0,0,10,0,30,4,0,0,0,0,0,0,34,0,3,3,3,6,0,0,3,0,18,0,0,0,0,3,0,0,0,0,3,0,3,4,0,0,0,3,0,0,10,0,3,9,0,14,14,12,10,7,69,3,7,4,6,3,3,0,5,0,31,234,65,109,112,139,96,48,29,12,844
POA6321,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,6,4,0,14,0,0,0,3,3,0,0,0,0,6,32,7,15,15,16,9,16,11,0,121,0,3,7,9,17,17,19,13,4,89,0,7,7,3,3,0,0,0,0,20,0,0,3,7,6,0,0,0,0,16,66,0,0,0,0,0,0,0,0,66,0,5,0,0,0,0,0,0,0,5,0,8,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,0,7,10,7,0,34,0,3,0,3,3,0,0,0,0,9,66,26,24,25,29,24,29,20,4,247
POA6322,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,4,0,0,0,4,0,3,0,0,0,3,3,0,0,9,44,16,19,27,28,33,21,4,3,195,0,3,16,41,47,54,30,10,7,208,0,4,9,12,3,0,4,0,0,32,0,0,0,3,6,0,0,0,0,9,80,0,0,0,0,0,0,0,0,80,0,9,0,0,0,0,0,0,0,9,0,3,5,3,0,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,3,0,0,6,0,5,0,3,8,10,5,0,0,31,0,6,0,0,0,6,3,3,0,18,80,30,33,62,64,76,45,13,7,410
POA6323,0,0,0,3,3,3,3,0,0,12,0,0,3,4,4,3,13,7,0,34,3,4,0,0,3,5,3,3,0,21,86,26,35,69,72,65,61,17,3,434,0,0,19,68,96,106,79,0,5,373,0,7,20,14,10,8,7,0,0,66,0,0,10,11,9,4,3,4,0,41,179,0,0,0,0,0,0,0,0,179,0,24,0,0,0,0,0,0,0,24,0,17,3,6,3,0,0,0,0,29,0,4,0,0,0,4,3,3,3,17,0,0,0,0,0,0,3,0,0,3,0,0,0,3,7,7,3,0,0,20,0,3,6,10,18,10,25,7,0,79,6,8,0,3,10,8,6,3,0,44,185,63,58,115,153,147,129,17,8,875
POA6324,0,5,0,0,3,0,0,0,0,8,0,3,5,9,25,30,38,29,17,156,9,10,9,3,5,12,4,0,0,52,293,145,147,187,227,200,122,73,28,1422,0,16,110,203,259,251,171,87,14,1111,0,33,71,62,42,41,6,0,0,255,0,15,19,35,37,13,0,4,4,127,577,0,0,0,0,0,0,0,0,577,0,87,0,0,0,0,0,0,0,87,0,88,24,6,6,3,4,0,0,131,0,26,3,4,0,6,7,6,4,56,0,14,0,4,7,0,0,0,0,25,0,18,4,0,6,0,0,0,0,28,0,16,12,28,58,52,53,49,22,290,15,17,12,11,12,18,10,3,0,98,592,330,255,353,427,384,251,149,44,2785
POA6326,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,0,9,6,0,0,0,0,0,0,0,0,6,38,25,25,25,41,37,20,10,4,225,0,3,19,32,56,64,41,11,0,226,0,0,13,8,10,10,3,0,0,44,0,0,0,3,7,4,0,3,0,17,77,0,0,0,0,0,0,0,0,77,0,26,0,0,0,0,0,0,0,26,0,18,8,3,0,0,0,0,0,29,0,0,0,0,0,0,0,0,4,4,0,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,3,4,0,23,9,0,3,0,3,0,3,0,0,18,86,47,50,49,81,86,50,18,4,471
POA6327,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,0,9,0,0,0,0,0,3,0,0,0,3,29,12,12,28,17,26,0,6,3,133,0,0,12,33,32,32,7,10,0,126,0,3,3,6,0,6,0,0,0,18,0,0,0,3,0,0,0,0,3,6,56,0,0,0,0,0,0,0,0,56,0,17,0,0,0,0,0,0,0,17,0,9,0,3,3,0,0,0,0,15,0,6,0,0,0,0,0,0,0,6,0,0,0,3,3,0,0,0,0,6,0,0,3,0,0,0,0,0,0,3,0,0,0,7,6,6,6,3,0,28,0,0,0,0,0,3,0,0,0,3,56,35,18,55,44,47,13,13,3,284
POA6328,0,0,0,0,3,0,0,0,0,3,0,0,3,0,4,0,0,0,0,7,0,3,0,0,4,0,0,0,0,7,41,21,19,24,40,20,15,4,0,184,0,3,17,26,50,33,34,11,3,177,0,6,12,10,6,3,0,0,0,37,0,3,0,6,0,0,0,0,0,9,78,0,0,0,0,0,0,0,0,78,0,6,0,0,0,0,0,0,0,6,0,10,3,3,0,0,0,0,0,16,0,0,0,0,3,0,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,6,5,12,6,8,3,0,40,0,3,0,3,4,0,0,0,0,10,78,34,38,53,78,42,42,14,3,382
