POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6078,159,121,80,83,154,162,83,27,8,873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,3,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,4,0,3,0,24,0,3,3,3,0,4,0,3,0,24,159,127,84,90,153,162,91,31,8,891
POA6079,0,0,0,0,8,6,8,4,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,6,8,4,0,27
POA6081,946,561,391,556,776,628,401,130,49,4435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,6,0,0,8,0,0,0,0,3,0,0,0,0,3,11,11,26,13,8,9,6,3,3,92,0,0,0,0,3,0,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,33,10,14,11,18,7,3,116,17,11,33,10,14,11,18,7,3,116,961,569,421,572,791,632,416,136,47,4552
POA6082,644,384,311,397,466,424,272,103,23,3021,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,3,0,0,0,8,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,13,4,13,5,11,10,11,0,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,11,19,7,11,16,10,0,0,94,17,11,22,11,11,15,12,0,0,98,659,387,325,407,476,440,285,105,25,3117
POA6083,586,433,195,425,641,534,328,124,20,3283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,3,13,20,15,9,6,15,10,3,3,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,20,14,10,11,20,10,3,3,105,11,20,14,10,11,20,10,3,3,105,597,448,214,431,654,555,335,129,28,3392
POA6084,1666,1016,761,1130,1307,1031,634,210,42,7806,0,0,0,0,0,0,3,0,0,3,0,0,0,4,0,0,0,0,0,6,0,0,0,0,0,3,3,0,0,4,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,0,0,0,13,24,59,32,22,18,22,17,12,6,216,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,63,42,33,20,25,20,17,6,242,27,63,42,33,20,25,21,17,6,247,1693,1081,805,1157,1332,1058,656,222,48,8055
POA6090,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3
POA6100,1834,1821,3509,2117,1625,1434,814,395,167,13708,0,0,0,0,0,0,0,0,0,7,0,6,17,54,48,14,0,0,0,142,0,0,40,52,43,25,4,3,0,163,3,3,15,5,12,13,0,3,0,64,0,0,6,7,26,3,9,0,0,46,22,74,76,56,64,50,37,11,4,399,0,0,0,3,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,0,0,24,87,168,177,194,106,60,16,4,841,24,87,165,182,194,112,60,22,4,845,1855,1913,3673,2295,1814,1548,866,421,169,14553
POA6101,2451,2116,3692,2474,1849,1427,958,476,276,15723,0,8,3,0,0,0,0,0,0,12,0,0,0,3,3,4,0,0,0,9,0,0,3,0,3,3,3,3,0,17,0,0,3,0,0,0,3,0,0,10,3,0,3,0,0,0,0,0,0,7,31,76,88,55,51,46,23,5,4,374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,80,99,60,54,54,27,11,4,420,36,83,104,60,54,53,27,11,5,431,2487,2196,3794,2536,1905,1484,985,487,281,16153
POA6102,1458,2992,2974,1492,1074,850,744,740,770,13109,0,0,0,3,0,0,3,4,0,20,0,5,0,3,3,4,0,0,0,16,0,3,0,6,0,0,0,0,0,16,0,0,3,3,3,5,0,0,0,21,0,0,0,0,0,0,0,0,0,3,21,126,75,36,39,41,27,36,20,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,137,83,50,41,54,31,36,20,478,23,142,88,49,41,54,34,40,27,494,1485,3135,3058,1548,1122,902,780,780,797,13604
POA6103,1368,1360,2656,1427,1026,940,547,357,125,9807,0,5,4,0,0,0,0,0,0,13,0,7,3,0,0,5,0,0,0,17,0,0,6,4,3,7,6,0,0,31,0,0,6,8,11,3,0,0,0,33,0,0,3,8,0,3,3,0,0,20,20,48,78,44,57,48,22,0,0,322,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,52,92,58,78,76,34,6,0,420,20,57,94,56,78,82,34,8,0,433,1391,1414,2752,1484,1101,1020,585,363,132,10241
POA6104,2197,1676,2545,1990,1646,1448,1004,619,349,13464,4,3,0,0,3,4,3,0,0,22,0,0,19,15,7,19,17,0,3,78,0,3,17,25,16,16,3,3,0,88,0,0,32,20,22,27,16,3,0,116,0,3,10,6,13,3,0,0,0,44,32,86,110,76,83,73,56,15,4,528,0,0,0,0,8,6,4,0,0,17,0,0,0,3,0,3,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,37,93,185,145,149,144,104,20,5,884,36,98,183,145,148,149,107,26,5,907,2235,1775,2727,2137,1796,1602,1113,642,353,14371
POA6105,2698,1786,2797,2038,1593,1345,1004,761,302,14320,0,8,4,8,0,3,0,0,0,29,3,0,0,0,0,3,6,0,0,16,0,5,0,0,0,0,0,0,0,8,0,0,4,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,35,54,84,38,43,27,24,11,4,326,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,60,90,42,47,34,26,13,4,357,44,68,95,50,51,37,27,13,4,384,2736,1851,2896,2087,1647,1386,1030,773,302,14703
POA6106,5,0,4,3,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,4,3,0,0,3,0,0,10
POA6107,8197,6152,9395,6180,4367,3470,2410,1255,502,41933,6,9,12,3,4,3,4,5,0,54,0,0,3,8,3,0,3,0,0,13,0,3,10,4,3,8,4,4,0,32,0,0,3,0,0,7,0,0,0,17,0,0,7,0,0,5,0,0,0,9,103,181,207,118,103,83,63,44,9,912,4,0,3,0,0,3,0,0,0,12,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,105,186,228,136,111,97,72,53,9,1010,112,199,240,142,118,103,76,56,15,1064,8311,6352,9635,6316,4486,3580,2487,1313,516,42993
POA6108,4396,2889,3205,3019,2880,2767,1940,917,260,22271,5,0,3,5,0,3,3,0,0,23,0,8,0,0,3,0,3,0,0,11,0,0,3,0,0,4,3,0,0,9,0,3,0,0,3,0,3,0,0,12,0,0,0,0,0,3,0,0,0,3,78,86,93,41,53,40,25,14,8,431,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,81,90,93,45,60,52,33,16,8,481,84,92,96,49,62,58,38,19,8,509,4474,2982,3301,3067,2941,2822,1984,938,268,22779
POA6109,2408,1530,1900,1644,1329,1203,892,512,192,11622,3,3,3,0,0,3,3,3,0,19,0,0,0,3,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,7,0,0,0,3,0,3,4,0,0,12,0,0,0,0,0,0,0,0,0,0,40,47,55,50,40,22,16,3,3,283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,51,62,50,36,35,22,3,3,306,49,53,61,54,36,36,27,8,3,328,2454,1589,1964,1700,1369,1236,918,521,193,11946
POA6110,8916,5043,6190,5799,4755,3808,2620,1482,585,39192,4,8,4,9,8,8,4,4,0,44,0,0,3,0,0,7,3,0,0,13,0,4,3,4,0,7,3,0,0,24,0,3,5,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,3,113,165,175,93,78,65,58,22,15,786,0,3,0,0,0,0,0,0,0,7,0,0,0,0,5,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,119,170,185,98,92,80,65,24,14,850,123,185,192,111,95,84,70,28,12,901,9035,5230,6380,5906,4852,3897,2686,1513,598,40094
POA6111,4289,2692,2814,2852,3058,2879,2211,880,320,22005,4,0,4,3,3,3,4,0,0,26,4,0,0,0,0,0,3,0,0,16,4,3,0,7,0,7,3,3,0,23,0,0,0,0,3,4,3,0,0,12,0,0,3,0,0,3,3,0,0,8,79,98,99,57,52,46,32,19,15,500,0,0,0,0,0,3,6,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,103,103,67,59,63,48,23,15,572,97,103,106,70,61,66,52,22,15,596,4385,2799,2922,2920,3123,2946,2263,903,339,22603
POA6112,13104,6778,10168,7938,6151,4812,3100,1583,545,54171,11,15,8,3,3,17,10,6,3,76,3,6,7,3,3,4,3,0,0,41,0,5,3,3,0,9,3,0,0,22,0,3,3,3,0,5,4,3,0,23,0,3,0,0,3,3,4,4,0,17,166,230,268,138,132,120,80,58,63,1256,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,0,0,3,176,245,286,150,142,135,95,71,67,1372,187,259,292,158,144,152,102,76,66,1440,13296,7036,10455,8098,6298,4967,3204,1659,612,55611
POA6121,579,424,212,344,571,389,230,73,15,2843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,11,7,7,12,3,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,20,11,7,7,11,8,3,3,81,10,20,11,7,7,11,8,3,3,81,593,446,219,355,577,399,235,74,20,2924
POA6122,4539,2208,3329,2360,1822,1263,729,286,100,16633,3,0,4,0,0,0,0,0,0,11,0,0,0,0,0,0,3,0,0,3,4,0,3,0,0,3,0,3,0,8,0,0,0,0,0,3,4,0,0,9,0,0,0,0,0,0,3,0,0,4,40,81,73,40,29,27,16,14,5,322,0,0,0,0,0,6,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,86,72,38,31,36,28,13,5,360,49,86,78,39,31,36,26,13,5,371,4594,2295,3406,2399,1853,1294,757,299,101,17005
POA6123,321,202,189,180,217,192,105,49,20,1479,3,0,3,0,0,0,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,3,4,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,8,0,3,7,0,0,0,31,10,9,7,5,3,7,0,0,3,43,330,208,194,178,222,194,109,52,18,1519
POA6124,251,117,111,142,217,145,102,41,7,1136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,12,5,7,0,3,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,4,3,0,12,5,7,0,3,35,10,4,3,0,13,5,7,0,3,35,256,120,109,139,231,147,108,41,9,1171
POA6125,569,354,244,363,528,404,292,161,30,2953,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,8,22,8,6,10,14,9,3,3,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,8,7,15,16,16,3,3,100,11,23,8,13,17,17,16,3,0,109,578,376,254,373,544,420,312,171,31,3060
POA6126,44,33,109,145,134,81,58,14,0,617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,3,0,0,0,4,44,33,109,151,130,86,58,14,0,617
POA6147,2677,1917,2498,2005,1695,1747,1259,576,199,14580,3,3,3,4,0,0,0,0,0,15,3,0,3,0,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,40,61,36,24,19,21,5,4,236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,40,64,33,29,15,29,3,4,254,34,43,64,36,32,15,29,10,4,268,2715,1960,2568,2048,1724,1766,1281,585,198,14852
POA6148,3146,2370,1817,2148,2405,1987,1624,1012,553,17053,0,0,3,0,0,4,5,0,0,17,0,0,0,0,0,3,0,0,0,11,0,0,0,0,0,0,0,0,0,3,3,0,0,3,0,3,7,0,0,11,0,0,0,0,0,0,0,0,0,0,42,58,70,40,33,28,15,21,11,313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,47,60,74,40,38,40,29,23,11,348,49,58,77,39,42,38,33,23,11,359,3188,2433,1897,2187,2443,2031,1648,1034,558,17414
POA6149,3107,2444,1856,2116,2358,2717,1843,853,486,17775,3,0,0,5,0,0,0,3,0,10,0,0,3,0,0,0,3,0,0,8,0,0,3,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,7,27,50,56,32,28,21,31,19,11,274,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,0,0,5,31,52,65,37,33,30,43,21,11,315,32,54,65,36,33,30,43,24,13,324,3146,2495,1916,2157,2386,2745,1881,872,498,18106
POA6150,1865,2298,1376,1263,1570,1728,1332,764,469,12669,0,0,0,0,0,0,3,3,0,8,4,0,7,0,0,4,0,0,0,19,0,6,3,0,0,0,0,0,0,13,0,0,0,0,0,3,3,0,0,8,0,3,0,0,0,3,0,0,0,5,72,141,145,110,81,152,169,184,113,1160,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,80,150,153,115,81,166,174,181,115,1210,80,150,153,115,81,167,178,184,115,1215,1950,2440,1532,1379,1655,1893,1505,947,583,13887
POA6151,2446,2051,2603,2159,2158,2025,1435,561,300,15745,0,12,0,0,0,7,0,5,3,24,0,0,6,4,10,16,7,7,0,46,0,0,5,7,6,13,6,0,0,42,0,0,7,3,12,8,3,0,0,30,0,3,3,3,9,9,0,0,0,25,46,106,100,55,50,52,46,25,19,501,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,5,0,0,3,0,4,0,0,0,0,4,55,107,124,77,93,95,59,27,22,656,55,120,124,77,92,103,64,31,23,678,2502,2167,2729,2235,2250,2127,1496,593,322,16423
POA6152,3538,3995,4070,2991,2843,2836,1978,1153,785,24194,3,3,3,0,0,6,4,4,0,17,0,3,3,9,0,9,10,3,0,42,0,0,5,0,3,5,7,0,0,18,0,7,8,0,0,7,8,0,0,24,4,0,4,3,0,7,3,0,0,32,67,197,131,92,89,97,55,25,6,762,0,0,0,0,0,0,3,0,0,7,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,68,214,153,107,94,125,93,38,6,897,74,215,150,107,94,133,91,37,6,916,3614,4211,4229,3093,2944,2969,2077,1192,796,25109
POA6153,3237,2526,2148,2361,2674,2544,1857,1063,537,18947,0,0,0,3,0,0,4,0,0,9,0,0,0,0,3,5,3,0,0,16,0,6,9,5,3,4,5,3,0,42,0,0,0,0,4,0,0,0,0,9,0,0,0,0,3,4,0,0,0,8,39,73,82,37,40,44,32,16,5,373,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,36,74,98,48,57,65,51,24,6,456,41,77,98,53,57,65,49,24,6,462,3278,2608,2245,2413,2725,2611,1905,1083,545,19403
POA6154,1868,1167,959,1312,1328,1033,828,659,470,9625,0,0,5,0,0,0,0,0,0,8,0,0,0,3,0,3,7,3,0,18,0,0,0,0,0,0,4,0,0,7,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,14,28,16,7,17,16,24,10,4,130,0,0,0,0,0,3,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,29,22,10,23,19,31,18,7,168,14,28,23,10,21,19,31,15,7,175,1874,1201,980,1326,1349,1055,858,679,476,9797
POA6155,10539,7748,5964,7681,7285,5363,3306,1227,418,49534,8,4,0,3,3,4,11,5,0,34,0,3,5,0,3,7,0,0,0,20,0,3,12,3,7,3,3,0,0,30,0,3,3,4,9,0,0,0,0,16,0,0,0,3,0,3,6,0,0,12,101,253,153,95,63,61,46,25,19,805,0,0,0,0,0,4,0,0,0,4,0,0,3,0,0,0,0,0,0,7,0,0,3,0,0,0,3,0,0,6,0,0,0,0,4,6,0,0,0,9,106,261,171,104,80,78,64,27,19,912,111,267,171,104,82,79,72,37,14,945,10649,8019,6131,7790,7371,5444,3375,1262,436,50480
POA6156,3363,2018,1768,2187,2361,1696,1217,970,547,16128,0,3,0,3,0,5,0,8,3,25,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,5,0,0,0,0,0,3,0,0,0,12,0,0,0,0,0,0,0,0,0,3,27,59,65,39,56,41,45,24,17,375,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,67,66,41,61,47,52,31,17,404,27,66,70,45,59,53,48,40,19,432,3391,2088,1839,2228,2421,1748,1264,1013,563,16556
POA6157,2350,1369,1630,1809,1826,1500,1148,750,435,12826,0,3,3,0,0,0,0,0,0,10,0,0,0,0,0,3,8,0,0,11,0,0,0,0,4,7,3,0,0,19,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,47,45,59,30,31,33,13,11,8,284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,45,66,30,36,46,27,15,13,321,47,45,66,34,35,45,24,15,10,334,2395,1415,1700,1843,1862,1546,1172,767,449,13163
POA6158,1314,817,644,895,1171,978,609,357,160,6944,0,0,0,3,0,0,3,3,0,10,0,0,6,3,5,6,0,3,0,23,0,3,3,0,0,0,10,12,0,32,0,0,9,4,3,3,0,0,0,14,0,3,0,3,0,3,0,0,0,8,18,23,38,22,18,24,16,9,0,167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,18,29,55,37,35,34,26,22,3,260,18,29,55,41,35,32,27,22,3,267,1331,846,701,932,1204,1011,638,378,168,7209
