POA_CODE_2016,Count_home_Census_Nt_0_14_yr,Count_hom_Census_Nt_15_24_yr,Count_hom_Census_Nt_25_34_yr,Count_hom_Census_Nt_35_44_yr,Count_hom_Census_Nt_45_54_yr,Count_hom_Census_Nt_55_64_yr,Count_hom_Census_Nt_65_74_yr,Count_hom_Census_Nt_75_84_yr,Count_hom_Census_Nt_85ov,Counted_home_Census_Night_Tot,VisSame_SA2_0_14_yr,VisSame_SA2_15_24_yr,VisSame_SA2_25_34_yr,VisSame_SA2_35_44_yr,VisSame_SA2_45_54_yr,VisSame_SA2_55_64_yr,VisSame_SA2_65_74_yr,VisSame_SA2_75_84_yr,VisSame_SA2_85ov,VisSame_SA2_Total,VisDiff_SA2_NSW_0_14_yr,VisDiff_SA2_NSW_15_24_yr,VisDiff_SA2_NSW_25_34_yr,VisDiff_SA2_NSW_35_44_yr,VisDiff_SA2_NSW_45_54_yr,VisDiff_SA2_NSW_55_64_yr,VisDiff_SA2_NSW_65_74_yr,VisDiff_SA2_NSW_75_84_yr,VisDiff_SA2_NSW_85ov,VisDiff_SA2_NSW_Total,VisDiff_SA2_VIC_0_14_yr,VisDiff_SA2_VIC_15_24_yr,VisDiff_SA2_VIC_25_34_yr,VisDiff_SA2_VIC_35_44_yr,VisDiff_SA2_VIC_45_54_yr,VisDiff_SA2_VIC_55_64_yr,VisDiff_SA2_VIC_65_74_yr,VisDiff_SA2_VIC_75_84_yr,VisDiff_SA2_VIC_85ov,VisDiff_SA2_VIC_Total,VisDiff_SA2_QLD_0_14_yr,VisDiff_SA2_QLD_15_24_yr,VisDiff_SA2_QLD_25_34_yr,VisDiff_SA2_QLD_35_44_yr,VisDiff_SA2_QLD_45_54_yr,VisDiff_SA2_QLD_55_64_yr,VisDiff_SA2_QLD_65_74_yr,VisDiff_SA2_QLD_75_84_yr,VisDiff_SA2_QLD_85ov,VisDiff_SA2_QLD_Total,VisDiff_SA2_SA_0_14_yr,VisDiff_SA2_SA_15_24_yr,VisDiff_SA2_SA_25_34_yr,VisDiff_SA2_SA_35_44_yr,VisDiff_SA2_SA_45_54_yr,VisDiff_SA2_SA_55_64_yr,VisDiff_SA2_SA_65_74_yr,VisDiff_SA2_SA_75_84_yr,VisDiff_SA2_SA_85ov,VisDiff_SA2_SA_Total,VisDiff_SA2_WA_0_14_yr,VisDiff_SA2_WA_15_24_yr,VisDiff_SA2_WA_25_34_yr,VisDiff_SA2_WA_35_44_yr,VisDiff_SA2_WA_45_54_yr,VisDiff_SA2_WA_55_64_yr,VisDiff_SA2_WA_65_74_yr,VisDiff_SA2_WA_75_84_yr,VisDiff_SA2_WA_85ov,VisDiff_SA2_WA_Total,VisDiff_SA2_TAS_0_14_yr,VisDiff_SA2_TAS_15_24_yr,VisDiff_SA2_TAS_25_34_yr,VisDiff_SA2_TAS_35_44_yr,VisDiff_SA2_TAS_45_54_yr,VisDiff_SA2_TAS_55_64_yr,VisDiff_SA2_TAS_65_74_yr,VisDiff_SA2_TAS_75_84_yr,VisDiff_SA2_TAS_85ov,VisDiff_SA2_TAS_Total,VisDiff_SA2_NT_0_14_yr,VisDiff_SA2_NT_15_24_yr,VisDiff_SA2_NT_25_34_yr,VisDiff_SA2_NT_35_44_yr,VisDiff_SA2_NT_45_54_yr,VisDiff_SA2_NT_55_64_yr,VisDiff_SA2_NT_65_74_yr,VisDiff_SA2_NT_75_84_yr,VisDiff_SA2_NT_85ov,VisDiff_SA2_NT_Total,VisDiff_SA2_ACT_0_14_yr,VisDiff_SA2_ACT_15_24_yr,VisDiff_SA2_ACT_25_34_yr,VisDiff_SA2_ACT_35_44_yr,VisDiff_SA2_ACT_45_54_yr,VisDiff_SA2_ACT_55_64_yr,VisDiff_SA2_ACT_65_74_yr,VisDiff_SA2_ACT_75_84_yr,VisDiff_SA2_ACT_85ov,VisDiff_SA2_ACT_Total,VisDiff_SA2_OT_0_14_yr,VisDiff_SA2_OT_15_24_yr,VisDiff_SA2_OT_25_34_yr,VisDiff_SA2_OT_35_44_yr,VisDiff_SA2_OT_45_54_yr,VisDiff_SA2_OT_55_64_yr,VisDiff_SA2_OT_65_74_yr,VisDiff_SA2_OT_75_84_yr,VisDiff_SA2_OT_85ov,VisDiff_SA2_OT_Total,VisDiff_SA2_Tot_0_14_yr,VisDiff_SA2_Tot_15_24_yr,VisDiff_SA2_Tot_25_34_yr,VisDiff_SA2_Tot_35_44_yr,VisDiff_SA2_Tot_45_54_yr,VisDiff_SA2_Tot_55_64_yr,VisDiff_SA2_Tot_65_74_yr,VisDiff_SA2_Tot_75_84_yr,VisDiff_SA2_Tot_85ov,VisDiff_SA2_Tot_Total,Vis_Tot_Visitrs_0_14_yr,Vis_Tot_Visitrs_15_24_yr,Vis_Tot_Visitrs_25_34_yr,Vis_Tot_Visitrs_35_44_yr,Vis_Tot_Visitrs_45_54_yr,Vis_Tot_Visitrs_55_64_yr,Vis_Tot_Visitrs_65_74_yr,Vis_Tot_Visitrs_75_84_yr,Vis_Tot_Visitrs_85ov,Vis_Tot_Visitrs_Total,Total_0_14_yr,Total_15_24_yr,Total_25_34_yr,Total_35_44_yr,Total_45_54_yr,Total_55_64_yr,Total_65_74_yr,Total_75_84_yr,Total_85ov,Total_Total
POA6229,18,15,14,23,36,31,24,12,0,171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,8,0,0,0,0,0,0,3,0,0,8,23,15,16,23,36,37,24,12,0,178
POA6230,8253,4902,5059,5357,5582,4856,3542,1846,878,40275,8,3,10,9,3,3,7,9,4,53,0,0,6,11,17,8,17,0,0,56,0,0,6,10,15,8,11,0,0,57,3,0,5,4,8,13,7,4,0,42,0,3,0,3,9,6,5,0,0,25,170,254,346,189,226,202,104,78,34,1598,0,0,0,0,0,3,0,0,0,11,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,180,257,370,213,267,237,155,82,35,1799,189,264,381,219,271,235,164,93,40,1851,8437,5164,5442,5581,5852,5089,3707,1936,916,42127
POA6232,2304,1268,1454,1301,1238,1036,774,533,237,10145,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,43,61,53,36,30,35,21,13,0,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,65,58,40,34,35,21,11,0,312,43,65,58,40,34,38,23,13,4,317,2349,1331,1510,1337,1270,1072,799,544,239,10464
POA6233,4359,1990,2202,2398,2417,2060,1407,580,160,17574,0,0,0,0,3,0,3,0,0,12,0,0,0,0,0,3,0,0,0,3,0,3,3,0,3,3,0,0,0,9,0,0,3,0,0,0,7,3,0,17,0,0,0,0,0,0,3,0,0,5,80,73,76,38,37,46,27,20,6,399,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,80,80,40,39,54,46,18,3,441,85,82,80,40,38,54,46,20,3,451,4441,2072,2283,2437,2457,2112,1456,604,165,18025
POA6236,375,232,133,211,348,329,177,79,19,1904,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,15,16,19,12,9,18,19,3,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,16,19,12,9,16,22,3,3,109,15,16,19,12,9,16,20,4,3,116,388,243,153,223,357,346,204,86,24,2023
POA6237,488,222,199,292,350,416,233,75,31,2300,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,17,14,5,14,3,10,7,6,7,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,14,5,17,4,12,9,9,7,92,18,19,5,17,4,12,9,9,7,96,502,238,205,311,350,428,240,80,35,2397
POA6239,828,365,369,486,557,621,487,248,82,4043,0,0,0,0,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,23,27,11,5,17,15,13,3,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,23,27,12,5,13,18,13,3,135,12,26,29,12,6,24,23,13,3,145,838,390,394,497,567,638,505,259,85,4183
POA6240,10,7,4,14,20,34,15,3,0,110,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,7,10,11,4,14,20,31,17,3,0,119
POA6243,13,5,4,5,10,12,7,3,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,7,0,3,0,0,0,0,0,0,0,7,13,11,4,10,10,12,7,3,0,63
POA6244,264,67,98,165,195,212,200,94,35,1330,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,12,6,9,6,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,14,12,9,9,6,0,0,59,7,3,14,12,9,9,8,3,0,63,271,69,109,174,200,226,205,99,33,1389
POA6251,67,29,34,48,63,69,48,7,7,375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,11,0,3,0,0,3,0,0,0,0,11,67,35,38,50,66,71,44,7,7,378
POA6252,19,13,12,11,31,33,22,10,0,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,9,17,13,14,11,33,33,19,8,3,148
POA6253,72,35,42,44,64,142,124,33,9,565,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,8,3,6,5,9,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,10,5,13,0,0,42,0,0,8,3,10,5,13,0,0,42,74,35,45,48,74,146,133,30,6,607
POA6254,91,51,44,37,67,78,67,35,7,476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,6,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,3,3,6,0,0,28,4,4,3,0,3,3,6,0,0,28,95,52,42,37,70,81,67,35,7,503
POA6255,671,283,224,391,544,632,586,228,69,3633,0,0,0,0,0,4,0,0,3,5,0,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,15,24,21,12,35,21,41,7,6,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,23,21,12,30,29,43,7,6,188,15,23,21,17,30,29,43,7,6,193,679,311,244,409,574,659,629,241,78,3827
POA6256,63,29,24,50,62,58,45,22,3,362,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,4,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,3,3,4,0,0,16,3,4,0,0,3,3,4,0,0,16,71,34,22,49,64,64,46,22,3,378
POA6258,1233,722,611,669,905,895,593,361,131,6114,0,3,0,0,0,0,0,4,0,11,0,0,0,5,0,0,8,3,0,16,3,0,3,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,7,0,0,0,0,3,4,0,0,0,9,26,45,52,41,45,41,32,15,8,311,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,46,57,46,47,49,44,24,8,347,28,46,54,46,47,47,47,25,8,354,1266,771,669,716,953,942,636,384,135,6470
POA6260,260,123,104,156,223,197,163,62,36,1317,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,7,15,5,0,29,0,0,0,0,0,4,0,0,0,4,0,0,0,0,4,3,4,0,0,12,0,0,3,0,0,0,0,0,0,5,45,12,26,19,20,21,24,6,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,21,29,19,22,39,36,7,4,231,45,21,29,20,22,39,36,7,4,227,306,145,135,178,247,233,197,68,35,1552
POA6262,121,37,38,67,124,124,114,41,15,676,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,12,5,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,6,0,12,7,0,37,0,0,4,3,6,0,17,7,0,42,124,42,38,66,132,124,134,43,15,715
POA6271,678,318,332,388,477,373,347,141,31,3069,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,14,15,13,5,10,4,0,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,11,15,13,5,16,10,0,0,86,14,11,15,13,5,19,10,0,0,89,687,328,346,395,487,389,355,141,31,3157
POA6275,198,71,82,118,194,249,220,72,15,1217,0,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,3,3,0,0,3,8,3,10,7,12,17,14,9,5,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,9,10,7,12,24,17,9,5,97,8,9,10,7,12,30,17,9,5,103,206,84,91,133,205,278,238,78,21,1324
POA6280,5408,2753,2519,3307,3426,3201,2812,1614,725,25761,3,4,3,9,3,4,15,8,4,55,18,5,8,9,14,32,29,4,3,113,3,4,9,6,13,28,10,0,0,79,6,0,14,9,11,18,14,0,0,71,3,0,0,0,0,15,8,7,0,36,184,184,194,170,176,218,189,71,34,1426,0,3,0,3,4,14,0,0,0,16,0,0,0,0,0,0,3,0,0,3,0,0,0,3,0,4,0,0,0,11,0,0,0,0,0,0,0,0,0,0,215,197,217,198,222,324,250,83,40,1753,225,207,215,210,224,333,266,87,40,1804,5630,2956,2735,3512,3652,3539,3080,1701,766,27568
POA6281,1589,460,808,1088,825,711,644,249,66,6446,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,3,3,3,0,10,0,0,5,0,3,0,4,0,0,9,0,0,0,0,3,3,0,0,0,14,0,0,0,0,0,0,0,0,0,0,42,36,43,36,38,62,71,18,0,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,39,48,36,47,72,79,24,0,391,46,41,48,39,47,71,82,25,0,394,1635,504,859,1129,874,777,722,270,69,6844
POA6282,246,88,90,164,219,198,117,40,5,1162,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,0,0,11,3,0,0,3,0,3,0,0,0,7,0,0,0,0,7,7,0,0,0,10,0,0,0,0,0,0,0,0,0,0,7,3,17,7,21,36,17,6,0,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,3,18,11,27,51,27,8,0,160,9,3,18,11,27,49,27,8,0,157,262,93,111,170,243,244,141,43,5,1324
POA6284,581,121,225,425,257,234,133,59,21,2050,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,4,9,18,12,12,0,85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,12,13,4,9,18,17,12,0,95,6,12,13,4,9,21,17,12,0,94,583,134,239,430,263,257,153,65,21,2139
POA6285,2045,729,1155,1440,1151,970,548,232,97,8372,4,0,3,0,0,0,0,0,0,8,3,0,7,7,5,28,23,8,0,74,0,9,10,7,3,19,21,0,0,67,0,0,12,3,14,26,17,0,0,72,0,0,0,0,13,3,11,3,0,26,44,46,114,71,75,92,91,19,9,568,0,0,0,0,3,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,60,149,92,116,160,153,35,9,824,53,57,149,93,120,158,160,35,9,830,2099,792,1305,1526,1273,1136,707,270,106,9204
POA6286,87,41,58,70,83,100,69,27,11,543,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,10,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,3,3,3,7,3,0,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,5,9,5,11,8,0,0,48,4,10,5,9,5,11,8,0,0,48,89,53,64,78,91,114,75,27,11,595
POA6288,118,38,33,73,89,81,57,9,9,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,6,6,4,0,0,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,3,6,6,12,0,0,38,0,7,8,3,6,6,12,0,0,38,118,43,38,77,99,82,62,9,8,548
POA6290,150,104,86,107,211,283,283,181,74,1476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,13,0,0,7,0,0,0,5,0,0,10,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,3,0,0,0,4,5,18,7,15,19,28,25,3,0,119,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,18,16,14,24,36,39,3,0,163,5,18,16,14,24,36,39,3,0,164,153,121,106,124,236,320,317,185,76,1640
POA6302,601,262,238,303,480,568,556,254,78,3335,0,0,0,0,0,6,0,0,0,8,0,0,0,0,0,0,5,3,0,9,0,0,0,0,0,7,4,0,0,8,0,0,0,0,3,3,0,0,0,4,0,0,0,0,0,3,0,0,0,9,20,28,23,15,27,35,21,3,5,173,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,28,23,22,31,44,35,5,5,205,20,28,25,22,33,47,38,5,5,218,616,290,257,324,508,618,593,260,85,3557
POA6304,255,89,118,163,219,283,255,136,33,1555,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,8,12,9,8,12,9,3,3,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,12,13,10,14,16,6,3,83,7,8,12,13,10,14,18,6,3,91,259,93,128,173,232,300,276,140,41,1645
POA6306,174,81,79,95,155,125,134,77,38,960,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17,4,4,10,11,10,3,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,17,4,4,8,11,10,3,75,10,11,17,4,4,8,11,10,3,77,179,84,95,101,161,137,145,87,41,1036
POA6308,280,93,135,148,229,266,183,109,24,1467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,8,22,7,7,8,3,4,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,22,7,7,8,7,8,7,71,0,8,22,7,7,8,7,8,7,71,280,110,152,160,235,275,190,118,34,1539
POA6309,35,7,11,28,37,58,45,16,3,242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,8,0,0,0,0,3,0,3,0,0,8,35,7,11,28,45,58,44,16,3,250
POA6311,117,29,58,64,83,74,75,28,5,536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,4,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,3,3,3,3,0,0,0,18,0,8,3,3,3,3,0,0,0,18,117,37,64,67,82,77,74,29,5,553
POA6312,991,583,495,472,571,621,423,259,125,4541,0,4,0,0,0,0,3,0,0,11,0,0,0,0,0,4,0,0,0,6,0,0,3,0,0,0,6,0,0,6,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,4,0,0,0,14,27,125,39,19,32,34,21,4,6,296,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,125,40,23,39,44,20,3,3,329,27,126,40,23,39,43,23,7,10,342,1022,711,539,496,612,670,449,260,132,4886
POA6313,47,25,23,31,48,51,41,14,0,275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,47,21,26,31,46,51,41,14,0,276
POA6315,348,148,152,194,271,286,238,129,57,1830,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,0,0,0,0,0,4,9,7,6,7,17,17,3,4,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,9,7,6,7,16,18,3,4,75,4,9,10,8,7,20,18,3,4,80,357,162,160,205,277,304,258,136,63,1911
POA6316,69,21,35,38,63,56,22,12,0,316,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,10,0,0,0,0,0,3,0,0,0,10,69,18,33,38,61,58,27,12,0,323
