POA_CODE_2016,Pre_school_M,Pre_school_F,Pre_school_P,Infants_Primary_Government_M,Infants_Primary_Government_F,Infants_Primary_Government_P,Infants_Primary_Catholic_M,Infants_Primary_Catholic_F,Infants_Primary_Catholic_P,Infnts_Primry_Othr_Non_Govt_M,Infnts_Primry_Othr_Non_Govt_F,Infnts_Primry_Othr_Non_Govt_P,Infants_Primary_Tot_M,Infants_Primary_Tot_F,Infants_Primary_Tot_P,Secondary_Government_M,Secondary_Government_F,Secondary_Government_P,Secondary_Catholic_M,Secondary_Catholic_F,Secondary_Catholic_P,Secondary_Other_Non_Govt_M,Secondary_Other_Non_Govt_F,Secondary_Other_Non_Govt_P,Secondary_Tot_M,Secondary_Tot_F,Secondary_Tot_P,Tec_Furt_Educ_inst_Ft_15_24_M,Tec_Furt_Educ_inst_Ft_15_24_F,Tec_Furt_Educ_inst_Ft_15_24_P,Tec_Furt_Educ_inst_Ft_25_ov_M,Tec_Furt_Educ_inst_Ft_25_ov_F,Tec_Furt_Educ_inst_Ft_25_ov_P,Tec_Furt_Educ_inst_Pt_15_24_M,Tec_Furt_Educ_inst_Pt_15_24_F,Tec_Furt_Educ_inst_Pt_15_24_P,Tec_Furt_Educ_inst_Pt_25_ov_M,Tec_Furt_Educ_inst_Pt_25_ov_F,Tec_Furt_Educ_inst_Pt_25_ov_P,Tec_Furt_Educ_inst_F_Pt_ns_M,Tec_Furt_Educ_inst_F_Pt_ns_F,Tec_Furt_Educ_inst_F_Pt_ns_P,Tec_Furt_Educ_inst_Tot_M,Tec_Furt_Educ_inst_Tot_F,Tec_Furt_Educ_inst_Tot_P,Uni_othr_Tert_Inst_Ft_15_24_M,Uni_othr_Tert_Inst_Ft_15_24_F,Uni_othr_Tert_Inst_Ft_15_24_P,Uni_othr_Tert_Inst_Ft_25_ov_M,Uni_othr_Tert_Inst_Ft_25_ov_F,Uni_othr_Tert_Inst_Ft_25_ov_P,Uni_othr_Tert_Inst_Pt_15_24_M,Uni_othr_Tert_Inst_Pt_15_24_F,Uni_othr_Tert_Inst_Pt_15_24_P,Uni_othr_Tert_Inst_Pt_25_ov_M,Uni_othr_Tert_Inst_Pt_25_ov_F,Uni_othr_Tert_Inst_Pt_25_ov_P,Uni_othr_Tert_Inst_F_Pt_ns_M,Uni_othr_Tert_Inst_F_Pt_ns_F,Uni_othr_Tert_Inst_F_Pt_ns_P,Uni_other_Tert_Instit_Tot_M,Uni_other_Tert_Instit_Tot_F,Uni_other_Tert_Instit_Tot_P,Othr_typ_educ_inst_Ft_stud_M,Othr_typ_educ_inst_Ft_stud_F,Othr_typ_educ_inst_Ft_stud_P,Othr_typ_educ_inst_Pt_stud_M,Othr_typ_educ_inst_Pt_stud_F,Othr_typ_educ_inst_Pt_stud_P,Oth_typ_ed_instit_F_Pt_ns_M,Oth_typ_ed_instit_F_Pt_ns_F,Oth_typ_ed_instit_F_Pt_ns_P,Other_type_educ_instit_Tot_M,Other_type_educ_instit_Tot_F,Other_type_educ_instit_Tot_P,Type_educanl_institution_ns_M,Type_educanl_institution_ns_F,Type_educanl_institution_ns_P,Tot_M,Tot_F,Tot_P
POA6084,47,45,93,255,237,496,60,51,107,50,69,119,368,361,726,186,182,365,60,42,101,77,79,154,325,297,622,10,13,30,0,7,9,28,16,41,15,21,32,0,0,0,49,62,109,32,69,95,4,19,22,9,6,17,15,42,55,0,0,0,56,137,196,10,5,12,6,21,32,0,0,3,12,33,43,470,443,917,1328,1375,2703
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
POA6100,75,65,133,253,269,521,71,72,144,49,50,95,368,394,758,98,89,185,87,102,191,33,43,76,221,229,453,52,35,86,64,80,142,34,19,49,56,69,132,0,0,0,201,202,408,313,319,625,172,177,354,21,41,59,107,120,222,4,4,10,615,663,1277,48,48,91,46,64,106,0,0,0,92,107,200,641,563,1206,2216,2223,4437
POA6101,79,78,154,312,306,615,137,151,287,55,61,114,500,511,1012,149,146,298,132,133,263,50,36,83,328,310,638,57,49,104,77,80,159,29,20,44,44,88,130,3,0,3,207,240,448,327,307,633,180,174,358,31,44,75,126,156,281,0,0,0,663,679,1345,43,37,76,52,67,122,3,0,3,93,103,204,873,772,1648,2746,2699,5448
POA6102,44,48,94,145,152,295,93,52,144,47,47,97,290,248,534,108,100,213,53,63,113,27,26,58,195,195,384,93,77,171,91,82,176,27,15,48,45,55,97,3,4,6,257,233,493,915,789,1696,400,231,631,44,32,73,87,71,156,3,0,3,1444,1114,2566,70,43,109,43,36,82,0,0,0,119,74,194,703,817,1525,3048,2738,5787
POA6103,37,49,79,137,137,276,105,76,182,29,27,59,278,242,519,92,78,168,52,50,102,22,21,42,157,148,307,52,24,80,46,79,131,18,13,35,40,52,90,0,0,0,162,172,334,165,141,312,87,91,178,17,31,44,66,71,140,0,3,3,342,333,677,45,30,70,28,49,81,0,0,0,70,76,154,699,604,1303,1746,1633,3380
POA6104,64,63,127,242,209,452,164,161,327,58,50,113,465,428,894,179,124,298,107,102,208,39,43,81,325,269,592,45,35,77,43,51,94,24,17,44,45,49,99,0,0,0,159,151,314,156,162,318,56,78,135,23,33,59,51,90,138,0,0,0,283,367,653,35,32,62,37,49,86,3,7,8,78,79,161,799,685,1483,2181,2042,4215
POA6105,86,74,161,329,287,616,133,124,263,112,110,216,571,523,1095,199,229,426,102,116,216,59,56,107,359,391,756,65,31,98,44,67,112,38,30,64,50,62,119,0,0,4,203,190,396,165,144,308,100,96,198,11,22,32,55,79,125,0,0,3,321,347,666,38,32,63,39,59,101,0,0,0,75,90,165,745,730,1480,2368,2341,4713
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,11,6,5,11
POA6107,259,255,522,1186,1109,2290,317,286,601,292,274,567,1789,1668,3461,656,593,1247,312,297,607,206,202,403,1173,1093,2259,241,162,407,212,242,450,101,64,168,155,236,386,3,3,8,713,705,1418,829,876,1703,499,470,966,73,93,161,151,231,387,7,9,9,1557,1673,3233,166,148,317,96,162,260,3,3,5,272,312,582,1476,1315,2789,7236,7018,14258
POA6108,132,152,282,702,695,1399,133,136,268,138,145,292,984,977,1958,526,502,1028,144,142,283,119,143,268,788,788,1581,72,70,145,55,61,119,67,43,115,81,106,192,0,4,5,282,290,577,222,269,494,79,101,178,30,29,54,57,102,164,0,6,3,395,505,899,30,35,67,51,84,138,0,3,3,80,122,206,604,547,1153,3255,3396,6652
POA6109,74,63,142,411,364,774,55,44,104,40,71,112,510,484,989,271,265,543,67,50,124,47,47,87,388,368,749,29,63,96,23,43,70,29,26,52,53,72,126,3,3,8,139,210,346,89,100,184,40,44,87,10,12,26,20,39,55,0,0,0,159,197,362,22,20,43,26,56,76,0,0,0,48,74,120,502,446,948,1825,1838,3663
POA6110,332,292,624,1449,1305,2756,289,248,530,337,298,636,2074,1850,3923,892,841,1735,233,236,467,290,250,539,1416,1332,2743,114,94,210,74,131,205,109,81,195,88,187,273,4,3,8,392,500,889,324,383,708,102,165,265,43,63,106,113,202,313,3,5,6,585,823,1404,60,60,123,83,133,215,0,0,3,140,199,337,1486,1452,2934,6415,6442,12857
POA6111,123,150,276,728,663,1393,87,89,176,143,139,284,962,889,1853,512,511,1019,94,93,186,143,134,280,745,743,1487,59,63,118,29,44,70,64,36,102,55,102,154,0,0,3,200,245,454,150,191,344,56,69,125,24,38,60,67,124,190,0,3,3,295,425,725,28,39,65,36,84,114,3,0,5,63,120,185,845,854,1704,3245,3430,6675
POA6112,502,465,974,1954,1797,3752,304,336,643,529,546,1073,2789,2681,5474,1062,1028,2091,186,180,363,435,481,916,1679,1690,3370,128,156,280,91,177,270,145,109,255,156,262,426,8,4,12,534,705,1242,345,484,831,149,257,408,56,92,146,219,346,561,6,10,10,773,1189,1959,76,97,169,97,200,301,6,8,13,180,303,482,1941,1843,3785,8404,8879,17283
POA6121,23,13,32,87,77,163,20,15,39,45,29,77,145,126,271,69,36,100,22,26,49,47,56,106,140,111,257,7,4,9,0,0,0,10,7,14,4,12,18,0,0,0,21,23,42,23,42,70,3,3,8,7,0,6,0,10,16,0,0,0,35,63,96,0,5,4,3,8,13,0,0,0,3,12,19,80,62,140,447,406,854
POA6122,147,157,301,761,665,1430,98,86,183,156,172,330,1010,929,1938,358,385,751,33,43,72,156,164,322,547,591,1145,33,36,71,18,28,47,46,41,79,61,81,142,3,0,3,162,183,347,74,119,187,24,60,83,13,19,31,47,98,143,0,0,3,153,297,449,12,24,34,23,56,75,0,0,0,36,77,112,551,494,1042,2615,2725,5341
POA6123,12,9,22,30,48,79,4,4,8,19,17,32,47,74,123,32,31,58,3,4,5,13,19,35,50,49,98,3,0,6,0,0,0,3,7,8,3,3,8,0,0,0,9,13,22,3,4,7,3,3,10,3,3,6,4,4,6,0,0,0,9,20,27,0,0,0,0,3,3,0,0,0,0,3,3,87,55,144,220,227,443
POA6124,9,9,23,35,18,60,4,3,4,20,12,38,59,35,99,7,18,33,3,3,4,7,16,26,23,41,64,4,3,5,0,7,7,0,0,4,3,0,4,0,0,0,8,13,18,4,11,17,3,3,9,3,0,3,4,3,7,0,0,0,14,16,31,0,0,0,0,3,4,0,0,0,0,3,4,52,58,113,164,183,345
POA6125,14,11,27,102,95,193,5,8,14,31,26,49,129,123,257,73,45,120,7,5,18,45,50,91,128,95,229,0,5,12,0,0,0,13,7,23,3,11,10,0,0,0,19,26,42,15,15,29,4,4,5,0,4,3,7,14,21,0,0,0,23,36,57,8,8,9,3,0,3,0,0,0,4,10,19,150,141,290,472,439,909
POA6126,0,0,0,12,4,16,0,0,0,0,0,0,10,6,19,0,8,8,0,0,0,0,0,3,0,10,9,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,5,0,3,0,0,0,0,3,3,0,0,0,3,4,3,345,21,363,362,41,405
POA6147,65,94,156,446,410,858,100,80,182,78,81,155,629,570,1200,388,292,685,57,49,103,51,73,122,500,414,909,55,31,81,56,61,118,41,15,53,47,81,126,0,0,0,203,178,376,209,219,420,87,89,178,22,24,47,42,78,122,0,0,0,360,401,765,47,27,68,38,46,89,0,0,0,87,75,161,427,348,776,2264,2083,4348
POA6148,117,94,209,623,597,1219,100,91,190,49,58,103,768,743,1511,590,558,1152,76,72,145,87,75,165,754,711,1462,34,32,62,33,43,81,30,11,40,44,69,116,0,0,3,146,152,301,376,399,777,94,113,212,37,44,81,87,106,193,3,4,4,595,672,1265,12,16,33,32,44,73,0,0,0,43,65,111,363,386,746,2796,2821,5612
POA6149,107,110,212,693,626,1320,76,75,153,55,36,95,827,744,1572,462,410,870,103,88,197,155,166,321,720,666,1381,36,35,72,16,29,52,43,17,56,27,51,77,0,0,0,127,128,258,375,391,762,103,92,196,46,42,90,84,112,194,3,0,3,605,638,1240,10,20,34,32,51,80,0,0,3,44,71,114,294,294,594,2719,2656,5369
POA6150,62,63,125,344,297,639,90,99,188,37,35,75,470,426,895,233,250,482,170,141,313,120,95,216,518,488,1006,51,25,80,26,24,52,36,15,51,14,21,37,3,0,3,132,80,217,511,492,1006,145,157,299,42,35,76,57,71,122,0,0,0,755,756,1512,9,15,27,19,26,51,0,0,3,28,46,78,403,412,817,2370,2275,4651
POA6151,71,76,148,328,323,651,103,101,203,152,119,267,580,539,1124,126,126,249,83,91,180,378,218,597,590,434,1028,36,44,71,28,56,79,19,6,24,35,58,96,0,0,3,114,163,277,350,340,698,153,140,292,39,46,89,110,145,262,0,3,5,659,683,1338,26,17,37,36,62,98,0,0,3,58,79,137,655,630,1286,2734,2605,5340
POA6152,141,103,250,420,468,891,236,181,415,121,146,266,781,794,1580,232,212,452,474,161,635,163,263,429,875,641,1512,75,59,127,51,68,123,41,31,77,75,104,179,3,3,4,250,266,514,814,894,1702,343,278,622,68,70,139,168,210,381,6,4,7,1393,1454,2844,30,25,57,41,88,132,3,0,3,77,118,190,808,914,1724,4325,4293,8614
POA6153,119,126,252,556,484,1035,134,145,277,75,114,189,759,738,1497,301,282,580,181,165,347,206,211,411,683,658,1341,38,22,64,27,31,60,35,12,45,29,57,83,3,0,3,130,126,257,414,445,859,95,129,222,47,48,101,107,142,248,0,3,3,664,764,1430,14,33,41,29,51,78,0,0,0,37,82,121,545,566,1112,2950,3063,6012
POA6154,63,68,132,388,309,700,86,84,172,23,26,50,500,418,916,232,178,412,121,115,233,73,61,127,420,354,774,20,4,28,7,17,25,15,10,27,21,32,52,0,0,0,66,61,135,180,189,362,50,44,98,21,11,34,52,66,116,0,0,3,302,311,609,9,13,21,21,36,50,0,3,3,25,47,71,256,317,574,1642,1574,3214
POA6155,330,336,666,2125,1935,4061,299,322,617,246,244,497,2670,2497,5172,1786,1725,3509,298,274,569,316,372,687,2403,2365,4763,141,106,248,73,125,199,150,66,212,112,205,319,4,3,4,478,504,987,997,1052,2050,242,276,517,112,112,226,190,278,469,9,5,16,1546,1727,3276,75,73,149,76,145,223,3,4,9,154,219,373,1892,888,2783,9478,8544,18018
POA6156,98,102,204,544,477,1021,230,235,460,51,59,113,822,768,1599,266,219,487,236,449,687,121,98,221,625,769,1398,23,19,46,23,24,43,25,13,41,32,56,89,3,0,3,106,113,223,214,293,505,72,86,157,30,43,71,60,122,182,4,5,7,375,548,925,18,16,29,30,44,73,0,0,0,47,54,101,454,509,968,2534,2876,5408
POA6157,84,83,163,388,332,723,120,143,264,21,48,65,529,525,1047,146,122,266,184,210,397,72,83,153,394,418,816,20,13,31,12,15,28,21,9,25,30,46,76,0,0,3,91,80,170,163,198,368,58,96,154,22,33,56,72,119,198,0,0,3,320,449,775,6,14,24,17,35,55,0,0,0,25,48,75,426,464,888,1867,2074,3940
POA6158,41,46,91,241,240,480,48,69,118,33,42,76,328,354,676,78,92,169,99,114,215,68,69,138,241,276,522,6,0,12,11,12,21,7,4,13,3,17,29,0,0,0,26,38,68,125,154,276,26,38,66,16,11,25,35,66,110,0,0,0,201,272,476,0,0,3,13,21,36,0,0,0,17,19,36,262,269,530,1120,1284,2407
POA6159,7,18,25,59,66,125,10,8,21,18,18,39,80,99,178,37,29,67,16,22,30,26,25,54,77,69,152,5,0,11,7,4,9,3,0,5,3,6,9,0,0,0,18,11,35,32,38,67,18,37,56,8,7,12,18,37,51,0,0,0,73,117,191,0,0,0,7,3,19,0,0,0,7,4,20,178,187,365,455,516,971
POA6160,31,34,67,124,114,236,16,30,44,16,24,42,156,168,322,79,76,149,40,42,82,30,45,78,152,163,310,18,16,32,20,24,40,14,5,17,20,29,49,3,0,3,69,73,144,93,126,222,78,117,194,7,19,21,60,96,153,3,0,6,234,364,597,6,9,12,19,32,49,0,0,0,23,39,59,484,480,956,1146,1315,2461
POA6161,0,0,0,3,4,6,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,125,106,228,125,114,234
POA6162,57,63,120,270,251,524,79,92,167,48,50,101,393,399,792,137,119,253,103,123,224,47,45,94,283,293,577,20,14,29,19,20,35,16,17,31,26,42,66,0,0,0,78,89,167,111,138,247,79,107,187,17,20,42,85,129,216,0,0,0,295,394,688,4,9,14,12,33,45,0,0,3,20,48,66,411,385,795,1538,1670,3211
POA6163,255,262,521,1140,1062,2210,383,433,820,158,195,352,1689,1687,3380,663,641,1298,512,504,1017,216,218,437,1384,1368,2751,93,96,194,76,111,193,112,71,183,133,174,307,3,4,5,425,452,876,530,732,1264,263,356,621,78,108,188,216,355,573,0,7,11,1091,1566,2656,49,65,120,102,147,249,5,11,13,153,222,373,1886,1984,3874,6892,7542,14435
POA6164,438,432,870,2397,2133,4534,529,490,1020,178,180,354,3107,2803,5906,1081,1068,2155,604,661,1265,266,268,535,1959,1990,3951,196,118,315,95,133,228,154,90,249,170,256,424,0,6,4,629,597,1221,513,708,1213,183,270,453,84,115,200,233,403,641,0,6,7,1011,1500,2516,85,70,159,98,188,286,0,3,3,187,262,446,1685,1611,3293,9015,9201,18213
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,3,0,6,3,3,0,3,0,0,0,3,0,0,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,12,9,8,19
POA6166,48,60,107,223,221,441,149,145,293,19,20,36,388,386,773,85,89,173,188,207,396,25,38,58,291,334,625,23,9,38,5,7,18,36,18,50,15,37,52,0,0,3,81,73,156,93,131,226,8,29,41,4,20,21,24,70,90,0,0,0,133,246,380,7,4,10,20,30,48,0,0,0,21,31,54,283,260,536,1245,1395,2636
POA6167,182,167,350,940,828,1770,146,138,286,155,183,342,1247,1148,2398,495,498,991,120,99,220,133,135,264,744,730,1474,67,55,122,24,65,88,64,34,95,73,95,175,0,0,0,230,251,481,105,193,301,58,111,174,19,34,51,74,125,197,0,3,3,264,464,731,23,51,74,44,90,135,0,0,0,70,138,209,2104,1123,3223,4850,4020,8873
POA6168,103,97,197,630,533,1165,123,124,243,86,80,162,840,730,1571,371,361,729,130,130,266,78,81,162,578,576,1160,51,52,104,23,64,91,49,57,104,37,80,117,7,4,12,172,264,432,83,118,206,40,78,116,16,28,43,33,105,137,0,0,0,176,326,501,26,35,59,26,88,109,6,3,4,50,121,177,1306,1125,2432,3226,3249,6470
POA6169,210,200,411,1109,1047,2157,193,209,402,244,200,439,1543,1457,2996,729,637,1371,183,187,366,221,215,438,1132,1043,2172,81,74,149,29,71,100,91,58,149,104,138,238,3,6,8,302,344,645,168,242,411,41,121,156,30,33,60,84,173,262,4,3,4,324,574,895,44,39,86,52,124,176,0,3,3,97,166,263,1313,1232,2547,4921,5017,9938
POA6170,100,96,197,356,341,695,90,101,190,139,153,295,594,594,1186,227,204,428,54,55,108,94,98,194,377,354,733,34,36,76,32,36,67,37,22,61,44,62,106,0,0,0,150,164,310,112,143,258,37,60,101,22,20,40,63,95,162,0,3,5,233,323,561,27,22,48,17,59,74,0,0,0,42,84,123,474,392,866,1975,2001,3970
POA6171,279,257,538,1405,1367,2774,197,239,440,279,265,543,1885,1876,3754,699,714,1417,85,110,198,236,253,493,1024,1077,2106,61,87,143,21,65,89,80,52,136,71,157,227,3,7,7,241,364,606,162,241,401,54,147,198,25,62,83,108,214,317,0,6,7,348,659,1011,15,38,52,50,126,172,3,0,3,66,160,228,1301,1215,2513,5143,5607,10754
POA6172,83,80,167,625,560,1190,80,107,181,96,96,194,804,763,1566,375,374,752,91,89,179,143,140,285,613,603,1218,28,24,56,9,21,30,54,36,85,25,63,92,0,0,0,115,150,263,70,113,190,16,44,62,18,30,43,25,62,84,0,0,0,135,249,381,12,22,34,17,41,59,0,0,3,38,61,96,570,555,1120,2354,2458,4807
POA6173,101,99,205,624,577,1197,64,52,116,117,125,244,804,755,1556,434,399,828,53,61,113,168,151,311,655,604,1260,24,35,58,5,18,24,51,32,76,23,47,68,0,0,0,103,130,231,72,128,204,11,48,59,15,23,42,42,67,116,0,0,0,148,270,417,7,18,20,21,41,58,0,0,0,26,55,78,401,316,721,2233,2239,4470
POA6174,28,18,44,186,176,363,26,19,41,21,23,49,230,221,448,130,110,241,18,11,32,28,32,58,178,156,333,13,13,32,3,11,15,14,14,32,11,21,31,0,0,0,45,60,104,12,33,47,7,14,21,0,3,3,7,30,35,0,0,0,29,85,111,3,4,4,5,20,26,0,0,0,9,19,28,132,134,274,652,694,1348
POA6175,32,31,65,167,169,338,9,10,23,50,35,87,230,207,436,93,83,172,15,15,27,68,56,125,173,147,325,13,9,20,3,7,9,21,12,25,11,13,20,0,0,0,39,33,80,12,27,40,3,21,26,0,9,9,9,20,26,0,0,0,26,87,109,0,3,3,0,17,15,0,0,0,0,15,17,131,94,226,637,615,1253
POA6176,12,16,26,48,43,85,0,0,3,11,20,30,58,62,115,28,29,54,3,0,3,5,14,17,37,39,71,3,5,11,0,3,3,3,6,16,0,8,6,0,0,0,11,26,31,8,4,17,0,3,7,3,3,3,7,7,10,0,0,0,14,24,39,3,4,7,0,7,13,0,0,0,3,17,20,67,63,133,200,231,436
POA6180,49,33,89,228,216,447,28,27,58,81,73,153,337,316,656,77,78,160,22,19,41,68,74,145,171,171,338,11,14,26,3,11,9,29,15,38,16,13,33,0,0,0,55,54,109,21,35,59,5,26,35,5,6,8,6,35,45,0,0,0,46,103,143,4,14,19,5,24,31,3,0,3,13,37,50,185,163,348,861,881,1743
POA6181,0,4,3,15,18,33,3,0,3,3,6,13,28,32,54,13,3,18,3,0,7,10,16,22,30,21,51,4,0,4,0,0,0,3,0,3,0,0,0,0,0,0,9,0,9,3,8,7,0,0,0,0,0,0,0,3,4,0,0,0,9,6,12,0,0,0,0,3,3,0,0,0,0,3,3,20,15,31,85,77,171
POA6182,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
POA6207,10,3,20,33,40,67,3,3,9,10,4,15,45,49,92,21,16,41,3,4,6,8,12,22,26,40,69,3,0,3,0,0,0,3,0,3,3,0,3,0,0,0,10,8,13,7,4,12,0,4,4,0,3,3,0,8,6,0,0,0,8,23,31,0,0,0,0,4,3,0,0,0,4,4,5,50,45,100,153,160,320
POA6208,93,75,164,317,318,633,63,100,164,106,104,213,486,518,1008,230,258,482,33,36,71,78,87,167,338,383,724,8,25,32,4,23,35,32,20,55,19,34,54,0,0,0,68,113,178,34,56,87,9,36,43,0,11,14,12,53,64,0,0,0,55,153,207,3,10,16,10,31,38,0,0,0,17,43,57,556,513,1072,1603,1793,3400
POA6209,8,6,12,39,38,77,8,9,15,15,19,36,65,73,137,35,35,65,8,6,23,22,15,35,61,55,118,11,6,14,0,4,3,5,3,10,0,6,7,0,0,0,17,23,40,10,13,17,0,3,3,0,0,0,3,4,3,0,0,0,9,18,30,0,9,9,4,6,8,0,0,0,3,13,16,86,57,142,253,244,497
POA6210,339,342,675,1844,1717,3562,420,437,855,449,419,866,2713,2580,5286,1124,1034,2161,373,464,839,530,551,1085,2031,2049,4082,131,150,278,49,143,197,188,118,309,112,236,347,4,6,11,488,651,1136,310,464,775,87,227,316,53,89,142,118,303,419,3,0,4,571,1084,1654,53,87,144,88,237,319,3,3,6,149,328,473,2508,2491,4998,8797,9515,18309
POA6211,45,41,81,228,196,427,105,118,223,23,28,51,355,348,705,116,95,209,82,60,146,36,40,75,241,193,431,10,13,25,0,14,15,15,6,21,13,21,34,0,0,0,38,58,94,12,40,50,0,33,32,9,9,14,12,36,50,0,0,0,41,113,151,0,7,7,10,26,30,0,0,0,8,32,42,280,229,511,1004,1012,2013
POA6213,4,0,8,20,19,38,6,3,7,3,4,3,26,28,49,21,10,34,3,0,3,3,6,13,29,16,43,0,0,0,0,7,7,0,0,0,0,6,5,0,0,0,0,11,7,0,3,0,0,0,5,0,0,3,3,0,3,0,0,0,6,6,9,0,3,3,0,0,0,0,0,0,0,3,3,54,49,105,121,111,230
POA6214,6,4,10,12,11,23,7,6,10,4,9,11,23,27,49,24,8,30,5,6,11,4,6,14,29,24,51,0,0,3,0,0,0,3,0,4,3,0,3,0,0,0,8,5,10,0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,0,0,0,0,0,0,0,0,0,0,34,24,58,95,86,185
POA6215,21,19,38,84,84,168,61,55,119,11,11,25,162,154,315,89,69,154,30,28,55,24,30,55,142,123,269,4,7,12,0,3,4,16,7,16,0,14,20,0,0,0,22,31,49,6,9,18,3,8,11,0,7,9,6,7,17,0,0,0,14,34,48,0,6,9,0,6,6,0,0,0,0,20,19,244,260,502,604,641,1244
POA6218,0,3,5,14,13,27,0,0,0,0,0,0,14,15,28,11,13,22,0,3,8,0,3,3,13,18,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,10,17,29,39,63,104
POA6220,26,21,47,118,119,237,69,58,128,14,14,23,197,190,387,99,83,185,27,30,63,14,18,33,144,130,281,4,3,14,3,4,7,12,10,21,8,23,35,0,3,0,32,50,76,6,15,23,0,7,3,0,4,4,4,11,15,0,0,0,9,39,52,3,3,6,5,3,10,0,0,0,8,7,15,235,240,471,651,676,1326
POA6221,0,0,3,5,0,9,5,7,14,4,4,13,16,13,33,42,29,74,3,8,10,8,0,8,49,35,86,0,0,0,0,0,0,3,3,4,0,3,3,0,0,0,3,8,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,66,53,118,138,117,255
POA6223,3,0,3,5,3,6,6,3,4,0,0,0,9,8,19,0,6,9,3,9,8,3,0,3,5,15,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,3,3,4,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,0,0,14,14,31,39,40,78
POA6224,9,4,18,24,23,44,19,9,28,14,3,17,51,36,89,30,23,57,13,12,27,4,3,9,50,47,95,3,3,4,0,6,6,5,5,10,0,4,6,0,0,0,10,14,19,4,3,5,0,0,0,0,0,0,3,6,7,0,0,0,3,8,18,4,0,7,0,3,3,0,0,0,4,4,4,62,49,115,191,159,353
POA6225,60,53,116,314,262,574,72,85,153,14,9,26,399,353,753,232,230,458,34,28,61,23,22,38,285,272,554,13,8,18,6,3,8,28,14,47,13,42,59,0,0,0,63,72,138,3,10,16,4,17,19,3,3,4,3,27,29,0,0,0,15,56,66,0,3,5,7,18,27,0,0,0,9,24,30,462,482,937,1284,1315,2597
POA6226,7,3,13,22,16,39,13,18,31,16,12,22,53,45,96,20,18,35,8,6,20,17,9,22,43,36,77,0,3,3,0,0,0,3,3,8,3,3,5,0,0,0,5,11,13,0,0,0,0,4,7,0,3,3,3,3,9,0,0,0,4,17,19,0,0,0,0,0,0,0,0,0,0,0,0,23,23,45,141,128,270
POA6227,8,13,16,17,25,48,16,22,32,15,5,20,50,52,106,11,14,24,5,5,8,10,9,18,22,22,49,0,3,0,0,0,0,0,3,8,4,0,0,0,0,0,7,10,10,3,0,3,0,3,0,0,0,0,4,6,8,0,0,0,7,5,17,0,0,0,0,0,3,0,0,0,0,0,3,38,39,72,133,140,274
POA6228,0,0,0,6,3,9,3,3,6,0,0,0,10,3,19,4,7,6,3,4,5,0,3,3,9,8,19,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,3,3,12,7,15,29,28,61
POA6229,0,4,3,3,3,3,0,0,0,0,0,0,3,6,4,3,0,9,0,0,0,0,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,3,17,22,11,39
