region_id,M_Emp_FullT_15_19,M_Emp_FullT_20_24,M_Emp_FullT_25_34,M_Emp_FullT_35_44,M_Emp_FullT_45_54,M_Emp_FullT_55_64,M_Emp_FullT_65_74,M_Emp_FullT_75_84,M_Emp_FullT_85ov,M_Emp_FullT_Tot,M_Emp_PartT_15_19,M_Emp_PartT_20_24,M_Emp_PartT_25_34,M_Emp_PartT_35_44,M_Emp_PartT_45_54,M_Emp_PartT_55_64,M_Emp_PartT_65_74,M_Emp_PartT_75_84,M_Emp_PartT_85ov,M_Emp_PartT_Tot,M_Emp_awy_f_wrk_15_19,M_Emp_awy_f_wrk_20_24,M_Emp_awy_f_wrk_25_34,M_Emp_awy_f_wrk_35_44,M_Emp_awy_f_wrk_45_54,M_Emp_awy_f_wrk_55_64,M_Emp_awy_f_wrk_65_74,M_Emp_awy_f_wrk_75_84,M_Emp_awy_f_wrk_85ov,M_Emp_awy_f_wrk_Tot,M_Hours_wkd_NS_15_19,M_Hours_wkd_NS_20_24,M_Hours_wkd_NS_25_34,M_Hours_wkd_NS_35_44,M_Hours_wkd_NS_45_54,M_Hours_wkd_NS_55_64,M_Hours_wkd_NS_65_74,M_Hours_wkd_NS_75_84,M_Hours_wkd_NS_85ov,M_Hours_wkd_NS_Tot,M_Emp_wkd_Tot_15_19,M_Emp_wkd_Tot_20_24,M_Emp_wkd_Tot_25_34,M_Emp_wkd_Tot_35_44,M_Emp_wkd_Tot_45_54,M_Emp_wkd_Tot_55_64,M_Emp_wkd_Tot_65_74,M_Emp_wkd_Tot_75_84,M_Emp_wkd_Tot_85ov,M_Emp_wkd_Tot_Tot,M_Unem_look_FTW_15_19,M_Unem_look_FTW_20_24,M_Unem_look_FTW_25_34,M_Unem_look_FTW_35_44,M_Unem_look_FTW_45_54,M_Unem_look_FTW_55_64,M_Unem_look_FTW_65_74,M_Unem_look_FTW_75_84,M_Unem_look_FTW_85ov,M_Unem_look_FTW_Tot,M_Unem_look_PTW_15_19,M_Unem_look_PTW_20_24,M_Unem_look_PTW_25_34,M_Unem_look_PTW_35_44,M_Unem_look_PTW_45_54,M_Unem_look_PTW_55_64,M_Unem_look_PTW_65_74,M_Unem_look_PTW_75_84,M_Unem_look_PTW_85ov,M_Unem_look_PTW_Tot,M_Unem_look_Tot_15_19,M_Unem_look_Tot_20_24,M_Unem_look_Tot_25_34,M_Unem_look_Tot_35_44,M_Unem_look_Tot_45_54,M_Unem_look_Tot_55_64,M_Unem_look_Tot_65_74,M_Unem_look_Tot_75_84,M_Unem_look_Tot_85ov,M_Unem_look_Tot_Tot,M_Tot_LF_15_19,M_Tot_LF_20_24,M_Tot_LF_25_34,M_Tot_LF_35_44,M_Tot_LF_45_54,M_Tot_LF_55_64,M_Tot_LF_65_74,M_Tot_LF_75_84,M_Tot_LF_85ov,M_Tot_LF_Tot,M_Not_in_LF_15_19,M_Not_in_LF_20_24,M_Not_in_LF_25_34,M_Not_in_LF_35_44,M_Not_in_LF_45_54,M_Not_in_LF_55_64,M_Not_in_LF_65_74,M_Not_in_LF_75_84,M_Not_in_LF_85ov,M_Not_in_LF_Tot,M_LFS_NS_15_19,M_LFS_NS_20_24,M_LFS_NS_25_34,M_LFS_NS_35_44,M_LFS_NS_45_54,M_LFS_NS_55_64,M_LFS_NS_65_74,M_LFS_NS_75_84,M_LFS_NS_85ov,M_LFS_NS_Tot,M_Tot_15_19,M_Tot_20_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85ov,M_Tot_Tot,F_Emp_FullT_15_19,F_Emp_FullT_20_24,F_Emp_FullT_25_34,F_Emp_FullT_35_44,F_Emp_FullT_45_54,F_Emp_FullT_55_64,F_Emp_FullT_65_74,F_Emp_FullT_75_84,F_Emp_FullT_85ov,F_Emp_FullT_Tot,F_Emp_PartT_15_19,F_Emp_PartT_20_24,F_Emp_PartT_25_34,F_Emp_PartT_35_44,F_Emp_PartT_45_54,F_Emp_PartT_55_64,F_Emp_PartT_65_74,F_Emp_PartT_75_84,F_Emp_PartT_85ov,F_Emp_PartT_Tot,F_Emp_awy_f_wrk_15_19,F_Emp_awy_f_wrk_20_24,F_Emp_awy_f_wrk_25_34,F_Emp_awy_f_wrk_35_44,F_Emp_awy_f_wrk_45_54,F_Emp_awy_f_wrk_55_64,F_Emp_awy_f_wrk_65_74,F_Emp_awy_f_wrk_75_84,F_Emp_awy_f_wrk_85ov,F_Emp_awy_f_wrk_Tot,F_Hours_wkd_NS_15_19,F_Hours_wkd_NS_20_24,F_Hours_wkd_NS_25_34,F_Hours_wkd_NS_35_44,F_Hours_wkd_NS_45_54,F_Hours_wkd_NS_55_64,F_Hours_wkd_NS_65_74,F_Hours_wkd_NS_75_84,F_Hours_wkd_NS_85ov,F_Hours_wkd_NS_Tot,F_Emp_wkd_Tot_15_19,F_Emp_wkd_Tot_20_24,F_Emp_wkd_Tot_25_34,F_Emp_wkd_Tot_35_44,F_Emp_wkd_Tot_45_54,F_Emp_wkd_Tot_55_64,F_Emp_wkd_Tot_65_74,F_Emp_wkd_Tot_75_84,F_Emp_wkd_Tot_85ov,F_Emp_wkd_Tot_Tot,F_Unem_look_FTW_15_19,F_Unem_look_FTW_20_24,F_Unem_look_FTW_25_34,F_Unem_look_FTW_35_44,F_Unem_look_FTW_45_54,F_Unem_look_FTW_55_64,F_Unem_look_FTW_65_74,F_Unem_look_FTW_75_84,F_Unem_look_FTW_85ov,F_Unem_look_FTW_Tot,F_Unem_look_PTW_15_19,F_Unem_look_PTW_20_24,F_Unem_look_PTW_25_34,F_Unem_look_PTW_35_44,F_Unem_look_PTW_45_54,F_Unem_look_PTW_55_64,F_Unem_look_PTW_65_74,F_Unem_look_PTW_75_84,F_Unem_look_PTW_85ov,F_Unem_look_PTW_Tot,F_Unem_look_Tot_15_19,F_Unem_look_Tot_20_24,F_Unem_look_Tot_25_34,F_Unem_look_Tot_35_44,F_Unem_look_Tot_45_54,F_Unem_look_Tot_55_64,F_Unem_look_Tot_65_74,F_Unem_look_Tot_75_84,F_Unem_look_Tot_85ov,F_Unem_look_Tot_Tot
POA6000,15,218,1165,521,362,217,33,5,0,2536,21,118,186,66,53,54,27,6,0,531,0,13,35,27,21,19,4,0,0,119,3,10,20,6,5,5,0,0,0,49,39,359,1406,620,441,295,64,11,0,3235,0,19,36,27,24,11,4,0,0,121,3,11,10,3,8,7,0,0,0,42,3,30,46,30,32,18,4,0,0,163,42,389,1452,650,473,313,68,11,0,3398,75,103,121,66,60,110,120,68,26,749,30,92,291,150,94,73,36,18,6,790,147,584,1864,866,627,496,224,97,32,4937,10,224,761,224,181,98,9,3,0,1510,29,142,200,100,59,57,11,0,0,598,0,14,41,13,8,9,0,0,0,85,3,0,9,6,5,0,3,0,0,26,42,380,1011,343,253,164,23,3,0,2219,0,23,34,7,10,3,0,0,0,77,6,15,26,5,4,5,0,0,0,61,6,38,60,12,14,8,0,0,0,138
POA6003,7,81,316,150,89,60,10,0,0,713,10,55,91,37,15,12,8,0,0,228,0,3,14,3,10,5,3,0,0,38,0,0,6,7,0,0,0,0,0,13,17,139,427,197,114,77,21,0,0,992,0,9,10,10,8,4,0,0,0,41,0,8,9,6,0,0,0,0,0,23,0,17,19,16,8,4,0,0,0,64,17,156,446,213,122,81,21,0,0,1056,17,37,40,26,25,41,42,14,10,252,5,20,75,39,17,18,4,10,0,188,39,213,561,278,164,140,67,24,10,1496,0,56,250,71,62,26,0,0,0,465,18,60,92,30,33,18,3,0,0,254,0,5,15,3,3,5,3,0,0,34,0,0,9,0,0,0,0,0,0,9,18,121,366,104,98,49,6,0,0,762,3,0,13,3,3,0,0,0,0,22,3,6,7,7,3,3,0,0,0,29,6,6,20,10,6,3,0,0,0,51
POA6004,16,172,866,467,343,252,52,3,0,2171,15,86,154,44,25,49,40,4,0,417,3,15,29,11,13,14,3,0,0,88,3,5,13,5,3,3,0,0,0,32,37,278,1062,527,384,318,95,7,0,2708,0,11,34,12,11,7,0,0,0,75,12,21,12,3,3,3,0,0,0,54,12,32,46,15,14,10,0,0,0,129,49,310,1108,542,398,328,95,7,0,2837,72,72,85,31,45,103,136,75,18,637,31,87,283,108,83,64,38,20,9,723,152,469,1476,681,526,495,269,102,27,4197,14,176,642,200,165,125,8,0,0,1330,26,116,186,59,83,100,19,0,0,589,3,6,27,14,16,7,3,0,0,76,0,7,6,0,0,0,0,0,0,13,43,305,861,273,264,232,30,0,0,2008,0,17,35,9,10,4,0,0,0,75,7,14,10,9,5,3,0,0,0,48,7,31,45,18,15,7,0,0,0,123
POA6005,8,129,633,255,176,128,38,3,0,1370,14,43,82,38,32,18,19,4,5,255,3,4,24,12,11,11,3,0,0,68,0,3,4,6,6,3,0,0,0,22,25,179,743,311,225,160,60,7,5,1715,6,8,29,9,7,9,0,0,0,68,0,10,10,0,0,0,0,0,0,20,6,18,39,9,7,9,0,0,0,88,31,197,782,320,232,169,60,7,5,1803,27,37,59,30,20,68,82,53,21,397,14,39,151,64,49,50,20,19,15,421,72,273,992,414,301,287,162,79,41,2621,9,123,460,126,112,66,5,0,0,901,12,81,115,48,40,27,15,4,0,342,3,7,25,8,10,3,0,3,0,59,0,3,3,4,0,3,0,0,0,13,24,214,603,186,162,99,20,7,0,1315,0,3,29,8,0,4,0,0,0,44,4,6,7,0,0,0,0,0,0,17,4,9,36,8,0,4,0,0,0,61
POA6006,15,135,516,508,407,208,30,0,0,1819,62,96,86,71,61,58,26,8,0,468,3,11,22,15,23,9,0,3,0,86,5,4,7,6,5,4,0,0,0,31,85,246,631,600,496,279,56,11,0,2404,0,12,15,11,15,5,0,0,0,58,3,9,7,3,3,4,3,0,0,32,3,21,22,14,18,9,3,0,0,90,88,267,653,614,514,288,59,11,0,2494,70,45,53,44,54,88,155,159,52,720,7,30,72,58,28,29,23,31,11,289,165,342,778,716,596,405,237,201,63,3503,15,138,440,245,264,104,3,0,0,1209,60,123,167,245,148,103,18,6,0,870,3,7,41,28,20,9,4,0,0,112,3,5,3,6,3,7,0,0,0,27,81,273,651,524,435,223,25,6,0,2218,4,6,9,7,0,0,0,0,0,26,10,6,9,8,9,6,0,0,0,48,14,12,18,15,9,6,0,0,0,74
POA6007,21,140,585,384,281,177,23,0,0,1611,31,60,88,50,40,48,26,5,0,348,4,7,22,17,9,15,3,0,0,77,0,0,14,3,3,7,3,0,0,30,56,207,709,454,333,247,55,5,0,2066,0,5,23,13,8,3,0,0,0,52,8,6,7,0,4,7,0,0,0,32,8,11,30,13,12,10,0,0,0,84,64,218,739,467,345,257,55,5,0,2150,69,34,50,17,23,64,99,83,32,471,9,24,84,52,30,31,10,10,4,254,142,276,873,536,398,352,164,98,36,2875,5,104,452,211,193,104,11,0,0,1080,44,88,129,151,96,119,21,4,0,652,0,14,38,22,10,13,0,0,0,97,3,3,5,0,4,3,3,3,0,24,52,209,624,384,303,239,35,7,0,1853,0,3,5,6,6,0,0,0,0,20,11,7,11,6,7,0,0,0,0,42,11,10,16,12,13,0,0,0,0,62
POA6008,14,177,829,699,673,463,91,3,0,2949,107,160,121,77,80,140,92,15,0,792,4,13,27,25,24,36,9,0,0,138,5,7,8,10,7,7,4,0,0,48,130,357,985,811,784,646,196,18,0,3927,3,9,27,8,19,17,3,0,0,86,16,8,8,7,0,3,3,0,0,45,19,17,35,15,19,20,6,0,0,131,149,374,1020,826,803,666,202,18,0,4058,150,89,90,63,94,196,314,175,62,1233,19,27,106,66,54,68,37,21,13,411,318,490,1216,955,951,930,553,214,75,5702,25,175,647,359,386,268,30,0,0,1890,122,165,198,304,327,263,74,5,0,1458,8,20,61,43,35,30,16,3,0,216,0,6,6,6,3,4,0,0,0,25,155,366,912,712,751,565,120,8,0,3589,0,10,21,12,7,3,0,0,0,53,9,13,13,8,16,3,0,0,0,62,9,23,34,20,23,6,0,0,0,115
POA6009,16,161,446,623,806,611,140,8,0,2811,172,268,169,78,93,157,158,47,0,1142,8,35,20,14,21,34,12,3,0,147,5,10,14,13,15,5,7,0,0,69,201,474,649,728,935,807,317,58,0,4169,3,17,15,22,12,14,0,0,0,83,33,55,24,4,7,6,3,0,0,132,36,72,39,26,19,20,3,0,0,215,237,546,688,754,954,827,320,58,0,4384,387,334,234,61,59,131,336,247,117,1906,20,38,47,45,31,43,40,24,27,315,644,918,969,860,1044,1001,696,329,144,6605,17,145,340,256,363,293,52,5,0,1471,187,305,172,331,422,303,115,11,3,1849,6,30,40,34,32,40,11,3,0,196,7,13,7,19,9,6,5,0,0,66,217,493,559,640,826,642,183,19,3,3582,3,8,12,12,8,3,0,0,0,46,25,30,16,17,15,3,3,0,3,112,28,38,28,29,23,6,3,0,3,158
POA6010,31,170,484,580,757,547,123,10,0,2702,162,184,79,66,77,147,135,40,0,890,13,15,21,17,21,25,9,0,0,121,0,10,3,21,11,5,3,5,0,58,206,379,587,684,866,724,270,55,0,3771,6,9,12,10,18,16,3,0,0,74,31,26,7,4,0,3,0,3,0,74,37,35,19,14,18,19,3,3,0,148,243,414,606,698,884,743,273,58,0,3919,383,117,76,50,63,155,389,300,128,1661,75,55,70,63,73,57,39,24,20,476,701,586,752,811,1020,955,701,382,148,6056,19,158,367,213,384,255,33,0,0,1429,181,229,158,349,434,325,112,14,0,1802,19,13,32,26,27,29,7,0,0,153,3,7,4,10,9,8,3,0,0,44,222,407,561,598,854,617,155,14,0,3428,0,8,10,10,11,5,0,0,0,44,26,16,6,8,12,10,0,0,0,78,26,24,16,18,23,15,0,0,0,122
POA6011,18,101,365,329,457,325,67,5,0,1667,59,109,66,37,70,96,79,19,0,535,9,10,17,17,13,22,8,3,0,99,0,7,3,6,3,10,4,0,0,33,86,227,451,389,543,453,158,27,0,2334,3,8,10,4,11,6,0,0,0,42,8,7,3,0,5,3,3,0,0,29,11,15,13,4,16,9,3,0,0,71,97,242,464,393,559,462,161,27,0,2405,152,57,39,19,29,97,188,138,59,778,20,27,84,44,46,49,27,21,13,331,269,326,587,456,634,608,376,186,72,3514,11,84,264,148,195,142,14,3,0,861,92,99,94,171,230,179,68,5,0,938,8,18,22,19,12,24,5,3,0,111,4,3,4,3,5,3,0,3,0,25,115,204,384,341,442,348,87,14,0,1935,3,5,8,7,6,3,3,0,0,35,7,7,7,6,8,7,0,0,0,42,10,12,15,13,14,10,3,0,0,77
POA6012,16,95,331,370,381,262,66,5,0,1526,59,78,98,55,56,92,70,5,0,513,5,6,15,10,16,10,5,3,0,70,4,7,7,6,4,7,3,0,0,38,84,186,451,441,457,371,144,13,0,2147,7,4,15,15,8,8,3,0,0,60,8,13,3,3,4,3,3,0,0,37,15,17,18,18,12,11,6,0,0,97,99,203,469,459,469,382,150,13,0,2244,131,60,38,44,65,103,199,134,50,824,7,25,44,40,30,33,23,20,12,234,237,288,551,543,564,518,372,167,62,3302,16,91,293,146,192,119,22,0,0,879,107,130,121,181,206,169,49,7,0,970,7,8,14,29,17,15,5,0,0,95,4,3,3,6,10,4,0,0,0,30,134,232,431,362,425,307,76,7,0,1974,0,7,11,6,9,3,0,0,0,36,15,11,7,10,9,3,0,0,0,55,15,18,18,16,18,6,0,0,0,91
POA6014,44,255,876,1082,1031,542,88,6,0,3924,188,235,168,101,117,127,74,24,6,1040,16,23,34,38,30,42,6,0,0,189,3,8,9,17,11,10,3,3,0,64,251,521,1087,1238,1189,721,171,33,6,5217,5,17,26,19,17,18,3,4,0,109,25,15,7,6,6,9,3,0,0,71,30,32,33,25,23,27,6,4,0,180,281,553,1120,1263,1212,748,177,37,6,5397,280,99,89,54,55,156,329,305,158,1525,16,48,135,63,51,39,21,14,10,397,577,700,1344,1380,1318,943,527,356,174,7319,28,270,626,393,491,290,26,3,3,2130,212,239,273,578,531,292,67,12,0,2204,18,22,54,66,41,33,10,0,0,244,5,3,10,13,14,8,0,3,3,59,263,534,963,1050,1077,623,103,18,6,4637,5,12,25,12,5,4,0,0,0,63,20,13,21,26,8,8,0,0,0,96,25,25,46,38,13,12,0,0,0,159
POA6015,13,77,86,245,444,229,55,10,0,1159,83,84,16,18,33,54,50,21,4,363,4,3,3,11,21,9,5,3,3,62,4,0,3,3,6,5,0,0,0,21,104,164,108,277,504,297,110,34,7,1605,4,0,4,6,7,6,0,0,0,27,13,6,0,0,0,0,3,0,0,22,17,6,4,6,7,6,3,0,0,49,121,170,112,283,511,303,113,34,7,1654,170,38,7,18,17,47,175,176,70,718,10,9,6,9,16,14,13,8,5,90,301,217,125,310,544,364,301,218,82,2462,6,51,55,78,146,80,22,0,0,438,90,54,32,165,219,103,55,15,0,733,8,3,3,15,12,11,3,0,0,55,3,0,0,3,3,3,3,0,0,15,107,108,90,261,380,197,83,15,0,1241,3,0,0,3,3,0,0,3,0,12,11,3,3,3,6,4,0,0,0,30,14,3,3,6,9,4,0,3,0,42
POA6016,15,141,584,668,434,205,21,0,0,2068,42,120,158,65,55,53,17,4,0,514,3,3,23,22,16,12,3,0,0,82,0,15,10,10,6,6,3,0,0,50,60,279,775,765,511,276,44,4,0,2714,5,10,15,19,10,3,0,0,0,62,11,13,5,3,5,4,0,0,0,41,16,23,20,22,15,7,0,0,0,103,76,302,795,787,526,283,44,4,0,2817,105,36,63,44,53,100,129,105,41,676,10,49,96,58,33,35,13,14,17,325,191,387,954,889,612,418,186,123,58,3818,19,117,417,256,254,105,13,0,0,1181,86,130,211,334,203,100,18,4,0,1086,3,20,31,37,20,16,3,0,0,130,5,3,15,0,5,0,3,0,0,31,113,270,674,627,482,221,37,4,0,2428,3,7,14,16,6,0,0,0,0,46,12,8,8,6,4,3,0,0,0,41,15,15,22,22,10,3,0,0,0,87
POA6017,6,98,423,186,99,76,14,0,3,905,7,45,96,32,30,21,4,3,0,238,0,6,6,7,3,7,0,0,0,29,0,3,5,4,3,3,0,0,0,18,13,152,530,229,135,107,18,3,3,1190,0,3,12,18,14,0,0,0,0,47,6,3,0,0,4,4,0,0,0,17,6,6,12,18,18,4,0,0,0,64,19,158,542,247,153,111,18,3,3,1254,28,19,29,25,31,55,59,68,15,329,3,45,99,50,30,33,6,14,3,283,50,222,670,322,214,199,83,85,21,1866,10,86,265,100,86,42,9,0,0,598,21,53,111,53,30,34,9,0,0,311,0,0,12,6,4,8,0,0,0,30,0,3,3,4,4,3,0,0,0,17,31,142,391,163,124,87,18,0,0,956,0,3,15,7,3,0,0,0,0,28,0,5,9,7,5,0,0,0,0,26,0,8,24,14,8,0,0,0,0,54
POA6018,101,529,1740,1969,1548,857,150,7,0,6901,289,272,242,200,191,255,159,29,0,1637,20,29,92,79,54,49,25,0,0,348,13,20,39,35,35,12,7,3,0,164,423,850,2113,2283,1828,1173,341,39,0,9050,10,32,60,54,43,33,4,0,0,236,45,26,12,14,11,15,5,3,0,131,55,58,72,68,54,48,9,3,0,367,478,908,2185,2351,1882,1221,350,42,0,9417,455,153,137,112,167,355,776,675,231,3061,44,51,204,123,96,66,72,71,52,779,977,1112,2526,2586,2145,1642,1198,788,283,13257,59,477,1286,768,848,509,44,0,0,3991,382,359,536,1039,813,562,134,17,0,3842,26,34,135,106,72,55,16,3,0,447,9,15,14,22,17,12,3,0,0,92,476,885,1971,1935,1750,1138,197,20,0,8372,18,19,27,36,24,8,0,0,0,132,54,24,25,40,23,12,0,0,3,181,72,43,52,76,47,20,0,0,3,313
POA6019,63,382,1470,1150,908,492,80,0,0,4545,127,156,223,126,120,152,88,22,0,1014,8,33,69,56,32,35,9,0,0,242,10,21,33,15,11,10,0,0,0,100,208,592,1795,1347,1071,689,177,22,0,5901,13,19,35,37,27,17,5,0,0,153,24,23,12,7,5,3,7,0,0,81,37,42,47,44,32,20,12,0,0,234,245,634,1842,1391,1103,709,189,22,0,6135,348,94,96,71,83,171,358,322,103,1646,38,107,303,147,109,91,53,40,14,902,631,835,2241,1609,1295,971,600,384,117,8683,40,372,1042,476,483,309,35,4,0,2761,194,222,396,511,426,313,92,13,0,2167,11,25,84,53,34,35,10,0,0,252,6,13,6,15,10,9,7,0,0,66,251,632,1528,1055,953,666,144,17,0,5246,7,13,25,11,17,3,0,0,0,76,20,8,23,22,23,14,0,0,0,110,27,21,48,33,40,17,0,0,0,186
POA6020,84,319,645,983,1157,958,126,9,0,4281,224,185,104,94,135,280,152,16,0,1190,11,21,34,31,41,60,22,0,0,220,6,15,14,15,8,18,4,0,0,80,325,540,797,1123,1341,1316,304,25,0,5771,8,18,18,25,17,19,0,0,0,105,27,11,6,0,3,5,3,0,0,55,35,29,24,25,20,24,3,0,0,160,360,569,821,1148,1361,1340,307,25,0,5931,349,87,45,40,55,303,596,303,112,1890,19,35,43,58,68,64,45,19,11,362,728,691,909,1246,1484,1707,948,347,123,8183,31,226,349,316,575,411,47,0,0,1955,332,248,212,577,695,589,122,9,0,2784,14,21,46,52,44,68,15,3,0,263,21,8,14,9,13,14,4,0,0,83,398,503,621,954,1327,1082,188,12,0,5085,6,16,10,11,12,11,0,0,0,66,31,15,11,20,19,13,0,0,3,112,37,31,21,31,31,24,0,0,3,178
POA6021,73,335,1027,1050,832,538,119,5,0,3979,123,153,182,122,112,116,92,11,0,911,13,17,29,32,33,29,5,4,0,162,10,20,23,25,19,18,9,0,0,124,219,525,1261,1229,996,701,225,20,0,5176,5,25,41,34,23,14,0,0,0,142,24,15,5,4,8,6,3,0,0,65,29,40,46,38,31,20,3,0,0,207,248,565,1307,1267,1027,721,228,20,0,5383,249,91,92,77,98,197,560,435,102,1901,25,50,92,58,54,42,51,54,27,453,522,706,1491,1402,1179,960,839,509,129,7737,45,280,645,456,422,293,28,0,0,2169,183,153,337,488,400,335,59,6,3,1964,3,20,81,56,30,45,8,0,0,243,8,9,12,19,21,14,5,0,0,88,239,462,1075,1019,873,687,100,6,3,4464,6,9,14,13,17,7,0,0,0,66,20,15,23,20,15,4,4,0,0,101,26,24,37,33,32,11,4,0,0,167
POA6022,20,100,240,281,190,173,41,0,0,1045,52,39,42,37,31,53,31,4,0,289,0,5,14,8,9,19,6,0,0,61,0,3,3,4,4,3,4,0,0,21,72,147,299,330,234,248,82,4,0,1416,3,3,12,6,5,7,0,0,0,36,10,3,0,3,0,3,0,0,0,19,13,6,12,9,5,10,0,0,0,55,85,153,311,339,239,258,82,4,0,1471,60,15,16,23,24,87,187,83,25,520,6,4,11,15,8,3,3,4,0,54,151,172,338,377,271,348,272,91,25,2045,10,45,147,98,121,104,8,0,0,533,50,44,73,147,122,128,26,0,0,590,4,4,24,12,17,17,0,0,0,78,0,4,4,4,0,3,0,0,0,15,64,97,248,261,260,252,34,0,0,1216,4,4,0,6,5,0,0,0,0,19,7,4,3,4,0,5,0,0,0,23,11,8,3,10,5,5,0,0,0,42
POA6023,87,225,459,870,845,686,100,3,0,3275,179,136,77,85,58,164,109,6,0,814,18,17,24,36,28,33,6,0,0,162,12,10,3,13,9,5,0,0,0,52,296,388,563,1004,940,888,215,9,0,4303,17,29,22,6,15,13,4,0,0,106,22,5,4,3,3,7,0,0,0,44,39,34,26,9,18,20,4,0,0,150,335,422,589,1013,958,908,219,9,0,4453,261,50,39,26,34,193,398,200,78,1279,0,14,28,20,24,24,21,8,12,151,596,486,656,1059,1016,1125,638,217,90,5883,35,165,279,286,463,331,21,4,0,1584,226,156,178,526,449,396,60,0,4,1995,7,14,32,37,30,33,3,0,0,156,5,4,7,4,6,10,3,0,0,39,273,339,496,853,948,770,87,4,4,3774,11,7,12,3,9,7,0,0,0,49,16,0,8,14,4,5,3,0,0,50,27,7,20,17,13,12,3,0,0,99
POA6024,69,224,669,778,600,522,89,0,0,2951,117,95,72,76,68,149,74,7,0,658,6,9,30,33,28,44,11,0,0,161,12,9,16,6,13,10,6,3,0,75,204,337,787,893,709,725,180,10,0,3845,20,14,24,19,15,18,0,0,0,110,15,8,5,8,5,6,0,0,0,47,35,22,29,27,20,24,0,0,0,157,239,359,816,920,729,749,180,10,0,4002,136,48,55,44,42,201,375,199,63,1163,12,17,30,34,36,17,18,12,0,176,387,424,901,998,807,967,573,221,63,5341,47,162,357,277,353,291,22,3,0,1512,172,136,233,407,303,361,70,0,0,1682,8,9,57,47,24,32,10,0,0,187,5,8,7,5,13,7,0,0,0,45,232,315,654,736,693,691,102,3,0,3426,8,15,14,15,8,4,0,0,0,64,11,14,10,12,7,7,0,0,0,61,19,29,24,27,15,11,0,0,0,125
POA6025,187,527,1327,1619,1610,1112,136,8,0,6526,302,256,197,187,189,288,119,17,0,1555,16,39,52,65,83,92,18,4,0,369,17,22,33,38,24,18,9,0,0,161,522,844,1609,1909,1906,1510,282,29,0,8611,32,46,51,32,44,32,5,0,0,242,45,19,13,7,7,8,4,0,0,103,77,65,64,39,51,40,9,0,0,345,599,909,1673,1948,1957,1550,291,29,0,8956,451,110,88,98,109,362,675,359,96,2348,41,56,92,110,86,87,49,23,5,549,1091,1075,1853,2156,2152,1999,1015,411,101,11853,83,424,739,554,888,537,43,0,0,3268,477,306,471,827,925,628,105,3,0,3742,25,27,99,83,88,67,10,3,4,406,18,14,22,17,23,14,3,0,0,111,603,771,1331,1481,1924,1246,161,6,4,7527,22,24,21,18,24,8,0,0,0,117,56,18,33,36,32,11,0,0,0,186,78,42,54,54,56,19,0,0,0,303
POA6026,184,388,676,1053,1492,1075,78,3,0,4949,314,208,107,99,118,229,81,13,0,1169,19,24,25,48,61,64,14,0,0,255,11,7,20,24,26,16,4,0,5,113,528,627,828,1224,1697,1384,177,16,5,6486,23,24,27,15,23,24,0,0,0,136,48,13,6,4,3,4,3,0,0,81,71,37,33,19,26,28,3,0,0,217,599,664,861,1243,1723,1412,180,16,5,6703,352,86,62,33,54,270,386,351,138,1732,17,27,33,44,59,42,29,55,39,345,968,777,956,1320,1836,1724,595,422,182,8780,102,263,370,428,791,421,26,0,0,2401,434,244,250,650,882,519,64,5,0,3048,19,23,46,51,78,48,7,0,0,272,11,20,5,15,21,13,0,0,0,85,566,550,671,1144,1772,1001,97,5,0,5806,11,16,12,15,9,8,0,0,0,71,42,16,12,25,14,12,4,0,0,125,53,32,24,40,23,20,4,0,0,196
POA6027,317,890,1824,2120,2433,1519,165,3,0,9271,504,425,276,283,270,358,147,15,0,2278,32,62,91,89,125,114,22,3,0,538,30,32,36,47,45,34,3,3,0,230,883,1409,2227,2539,2873,2025,337,24,0,12317,51,70,88,51,58,53,3,0,0,374,95,43,15,4,6,15,4,0,0,182,146,113,103,55,64,68,7,0,0,556,1029,1522,2330,2594,2937,2093,344,24,0,12873,660,261,173,124,179,416,742,532,128,3215,69,110,188,150,148,114,42,39,18,878,1758,1893,2691,2868,3264,2623,1128,595,146,16966,207,694,968,879,1406,669,44,3,0,4870,678,574,605,1169,1258,786,110,4,0,5184,33,61,102,99,126,107,5,3,0,536,29,17,21,23,35,14,3,0,0,142,947,1346,1696,2170,2825,1576,162,10,0,10732,31,35,45,32,32,24,3,0,0,202,91,54,70,61,49,16,5,0,0,346,122,89,115,93,81,40,8,0,0,548
POA6028,206,392,637,1352,1450,580,50,0,0,4667,284,150,83,113,128,117,44,3,0,922,24,35,29,46,60,32,3,0,0,229,13,6,18,32,25,3,3,0,0,100,527,583,767,1543,1663,732,100,3,0,5918,36,33,19,15,31,13,3,0,0,150,64,15,3,3,3,3,3,0,0,94,100,48,22,18,34,16,6,0,0,244,627,631,789,1561,1697,748,106,3,0,6162,434,70,49,37,72,133,267,172,30,1264,22,13,39,37,39,18,10,9,5,192,1083,714,877,1635,1808,899,383,184,35,7618,107,264,336,553,716,213,17,0,0,2206,450,206,270,778,732,230,46,3,0,2715,24,11,49,64,57,33,0,0,0,238,4,12,8,24,11,3,0,0,0,62,585,493,663,1419,1516,479,63,3,0,5221,20,17,8,12,27,6,0,0,0,90,48,13,12,37,32,8,0,0,0,150,68,30,20,49,59,14,0,0,0,240
