POA_CODE_2016,F_Health_Occ_Mng,F_Health_Occ_Pro,F_Health_Occ_TTW,F_Health_Occ_CPS,F_Health_Occ_CA,F_Health_Occ_Sal,F_Health_Occ_MOD,F_Health_Occ_Lab,F_Health_Occ_IDNS,F_Health_Total,F_Educat_Occ_Mng,F_Educat_Occ_Pro,F_Educat_Occ_TTW,F_Educat_Occ_CPS,F_Educat_Occ_CA,F_Educat_Occ_Sal,F_Educat_Occ_MOD,F_Educat_Occ_Lab,F_Educat_Occ_IDNS,F_Educat_Total,F_ManagCom_Occ_Mng,F_ManagCom_Occ_Pro,F_ManagCom_Occ_TTW,F_ManagCom_Occ_CPS,F_ManagCom_Occ_CA,F_ManagCom_Occ_Sal,F_ManagCom_Occ_MOD,F_ManagCom_Occ_Lab,F_ManagCom_Occ_IDNS,F_ManagCom_Total,F_SocietCultu_Occ_Mng,F_SocietCultu_Occ_Pro,F_SocietCultu_Occ_TTW,F_SocietCultu_Occ_CPS,F_SocietCultu_Occ_CA,F_SocietCultu_Occ_Sal,F_SocietCultu_Occ_MOD,F_SocietCultu_Occ_Lab,F_SocietCultu_Occ_IDNS,F_SocietCultu_Total,F_CreatArt_Occ_Mng,F_CreatArt_Occ_Pro,F_CreatArt_Occ_TTW,F_CreatArt_Occ_CPS,F_CreatArt_Occ_CA,F_CreatArt_Occ_Sal,F_CreatArt_Occ_MOD,F_CreatArt_Occ_Lab,F_CreatArt_Occ_IDNS,F_CreatArt_Total,F_FoodHospPersServ_Occ_Mng,F_FoodHospPersServ_Occ_Pro,F_FoodHospPersServ_Occ_TTW,F_FoodHospPersServ_Occ_CPS,F_FoodHospPersServ_Occ_CA,F_FoodHospPersServ_Occ_Sal,F_FoodHospPersServ_Occ_MOD,F_FoodHospPersServ_Occ_Lab,F_FoodHospPersServ_Occ_IDNS,F_FoodHospPersServ_Total,F_MixFieldProg_Occ_Mng,F_MixFieldProg_Occ_Pro,F_MixFieldProg_Occ_TTW,F_MixFieldProg_Occ_CPS,F_MixFieldProg_Occ_CA,F_MixFieldProg_Occ_Sal,F_MixFieldProg_Occ_MOD,F_MixFieldProg_Occ_Lab,F_MixFieldProg_Occ_IDNS,F_MixFieldProg_Total,F_FS_ID_Occ_Mng,F_FS_ID_Occ_Pro,F_FS_ID_Occ_TTW,F_FS_ID_Occ_CPS,F_FS_ID_Occ_CA,F_FS_ID_Occ_Sal,F_FS_ID_Occ_MOD,F_FS_ID_Occ_Lab,F_FS_ID_Occ_IDNS,F_FS_ID_Total,F_FS_NS_Occ_Mng,F_FS_NS_Occ_Pro,F_FS_NS_Occ_TTW,F_FS_NS_Occ_CPS,F_FS_NS_Occ_CA,F_FS_NS_Occ_Sal,F_FS_NS_Occ_MOD,F_FS_NS_Occ_Lab,F_FS_NS_Occ_IDNS,F_FS_NS_Total,F_Tot_Occ_Mng,F_Tot_Occ_Pro,F_Tot_Occ_TTW,F_Tot_Occ_CPS,F_Tot_Occ_CA,F_Tot_Occ_Sal,F_Tot_Occ_MOD,F_Tot_Occ_Lab,F_Tot_Occ_IDNS,F_Total_Total,P_NatPhySci_Occ_Mng,P_NatPhySci_Occ_Pro,P_NatPhySci_Occ_TTW,P_NatPhySci_Occ_CPS,P_NatPhySci_Occ_CA,P_NatPhySci_Occ_Sal,P_NatPhySci_Occ_MOD,P_NatPhySci_Occ_Lab,P_NatPhySci_Occ_IDNS,P_NatPhySci_Total,P_InfoTechn_Occ_Mng,P_InfoTechn_Occ_Pro,P_InfoTechn_Occ_TTW,P_InfoTechn_Occ_CPS,P_InfoTechn_Occ_CA,P_InfoTechn_Occ_Sal,P_InfoTechn_Occ_MOD,P_InfoTechn_Occ_Lab,P_InfoTechn_Occ_IDNS,P_InfoTechn_Total,P_EngRelTech_Occ_Mng,P_EngRelTech_Occ_Pro,P_EngRelTech_Occ_TTW,P_EngRelTech_Occ_CPS,P_EngRelTech_Occ_CA,P_EngRelTech_Occ_Sal,P_EngRelTech_Occ_MOD,P_EngRelTech_Occ_Lab,P_EngRelTech_Occ_IDNS,P_EngRelTech_Total,P_ArchitBuild_Occ_Mng,P_ArchitBuild_Occ_Pro,P_ArchitBuild_Occ_TTW,P_ArchitBuild_Occ_CPS,P_ArchitBuild_Occ_CA,P_ArchitBuild_Occ_Sal,P_ArchitBuild_Occ_MOD,P_ArchitBuild_Occ_Lab,P_ArchitBuild_Occ_IDNS,P_ArchitBuild_Total,P_AgriEnviRelStu_Occ_Mng,P_AgriEnviRelStu_Occ_Pro,P_AgriEnviRelStu_Occ_TTW,P_AgriEnviRelStu_Occ_CPS,P_AgriEnviRelStu_Occ_CA,P_AgriEnviRelStu_Occ_Sal,P_AgriEnviRelStu_Occ_MOD,P_AgriEnviRelStu_Occ_Lab,P_AgriEnviRelStu_Occ_IDNS,P_AgriEnviRelStu_Total,P_Health_Occ_Mng,P_Health_Occ_Pro,P_Health_Occ_TTW,P_Health_Occ_CPS,P_Health_Occ_CA,P_Health_Occ_Sal,P_Health_Occ_MOD,P_Health_Occ_Lab,P_Health_Occ_IDNS,P_Health_Total,P_Educat_Occ_Mng,P_Educat_Occ_Pro,P_Educat_Occ_TTW,P_Educat_Occ_CPS,P_Educat_Occ_CA,P_Educat_Occ_Sal,P_Educat_Occ_MOD,P_Educat_Occ_Lab,P_Educat_Occ_IDNS,P_Educat_Total,P_ManagCom_Occ_Mng,P_ManagCom_Occ_Pro,P_ManagCom_Occ_TTW,P_ManagCom_Occ_CPS,P_ManagCom_Occ_CA,P_ManagCom_Occ_Sal,P_ManagCom_Occ_MOD,P_ManagCom_Occ_Lab,P_ManagCom_Occ_IDNS,P_ManagCom_Total,P_SocietCultu_Occ_Mng,P_SocietCultu_Occ_Pro,P_SocietCultu_Occ_TTW,P_SocietCultu_Occ_CPS,P_SocietCultu_Occ_CA,P_SocietCultu_Occ_Sal,P_SocietCultu_Occ_MOD,P_SocietCultu_Occ_Lab,P_SocietCultu_Occ_IDNS,P_SocietCultu_Total,P_CreatArt_Occ_Mng,P_CreatArt_Occ_Pro,P_CreatArt_Occ_TTW,P_CreatArt_Occ_CPS,P_CreatArt_Occ_CA,P_CreatArt_Occ_Sal,P_CreatArt_Occ_MOD,P_CreatArt_Occ_Lab,P_CreatArt_Occ_IDNS,P_CreatArt_Total
POA6029,5,69,0,4,9,3,0,3,0,93,10,59,0,6,14,0,0,0,0,86,33,34,0,3,39,6,0,0,0,119,8,30,0,17,10,3,0,0,0,64,3,16,3,8,4,7,0,0,0,36,3,0,4,4,3,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,10,3,0,0,6,0,0,0,0,3,14,73,231,14,53,79,20,0,9,3,485,14,32,3,4,7,0,0,0,0,58,5,14,0,0,0,0,0,0,0,19,28,33,51,4,0,5,7,9,0,145,21,12,45,0,4,0,0,3,0,89,0,0,11,0,0,0,0,0,0,13,15,106,0,11,9,3,0,3,0,141,17,76,0,4,13,0,0,0,0,113,71,65,0,12,45,18,0,5,6,229,19,55,0,24,8,9,0,0,0,112,5,24,4,8,4,8,0,0,0,58
POA6030,42,531,38,212,79,29,9,13,3,953,32,347,14,233,66,17,0,14,9,729,191,236,37,119,527,164,15,63,22,1372,67,153,29,412,132,55,4,52,12,909,28,53,14,23,31,29,3,14,6,196,45,12,140,102,81,68,4,48,3,506,0,0,0,0,0,3,0,0,0,8,3,13,0,6,11,0,0,4,0,49,9,11,11,29,33,29,0,14,28,170,451,1482,342,1181,1030,438,53,264,82,5320,40,111,32,30,29,19,15,12,3,294,52,166,48,10,38,13,8,20,5,355,269,288,1210,68,94,77,183,198,34,2435,108,47,686,27,42,31,61,130,18,1153,21,16,42,10,20,15,24,31,0,185,75,629,63,253,92,37,26,23,3,1192,61,427,19,249,72,25,3,15,11,886,413,393,86,160,624,226,63,110,32,2115,112,246,58,513,166,69,25,76,17,1287,40,79,41,40,48,43,13,31,3,331
POA6031,13,290,17,112,34,23,0,8,3,513,16,145,6,99,27,14,0,0,3,312,82,122,15,48,318,90,8,25,4,711,34,82,7,213,77,31,3,21,5,469,4,25,5,9,18,12,0,7,0,77,18,7,69,57,57,32,3,19,0,261,0,0,0,4,0,0,0,0,0,3,4,5,3,3,4,0,3,0,0,25,4,3,8,8,12,9,3,4,8,54,183,717,173,571,583,235,23,109,27,2619,12,32,23,15,22,14,6,8,0,126,30,67,34,11,28,9,5,14,6,195,99,122,576,25,45,35,89,86,18,1101,34,20,297,14,8,4,20,52,7,447,9,5,36,7,8,3,6,20,0,101,26,336,26,135,43,25,4,6,3,618,27,184,10,104,33,16,3,4,3,390,184,218,44,65,387,123,50,37,9,1104,56,116,17,272,90,37,27,34,6,651,10,42,17,16,22,19,3,15,0,140
POA6032,0,5,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,0,4,0,3,0,0,4,0,0,0,0,6,0,3,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,3,0,7,3,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,3,6,0,0,0,0,3,0,15,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,8,0,8,3,0,0,0,0,0,0,12,0,3,0,0,0,0,0,0,0,3,3,3,0,0,4,0,0,0,0,5,0,3,0,0,3,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
POA6033,0,8,0,0,0,0,0,0,0,9,0,7,0,0,0,0,0,0,0,12,0,0,0,3,3,0,0,0,0,10,0,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,18,3,3,13,0,0,0,0,47,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,8,0,0,0,3,3,0,21,0,0,4,0,0,0,0,3,0,7,0,3,0,0,0,0,0,0,0,11,0,12,0,0,0,0,0,0,0,13,0,9,0,0,0,0,0,0,0,15,3,3,0,3,3,0,0,0,0,13,0,0,0,3,3,0,0,0,0,12,0,0,0,0,0,0,0,0,0,3
POA6034,3,33,0,12,3,0,0,0,0,53,0,20,0,11,7,0,0,0,0,42,11,12,0,11,35,7,0,3,3,80,7,0,3,32,9,0,0,0,0,56,0,0,0,0,3,0,0,0,0,4,3,0,11,11,10,3,0,5,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,25,72,17,73,78,19,0,13,7,313,0,0,0,0,3,0,0,0,0,7,4,9,0,0,0,0,0,0,0,11,3,5,72,3,5,0,8,6,0,107,3,3,44,0,3,0,6,5,0,69,0,0,0,0,0,0,0,6,0,8,0,41,0,13,4,3,0,0,0,68,0,23,0,16,7,0,0,0,0,52,20,15,8,9,39,21,3,3,3,122,9,3,5,43,11,3,3,0,0,82,3,0,5,0,3,3,3,0,0,14
POA6035,0,101,12,48,16,8,0,6,3,199,16,78,0,49,11,11,0,4,0,163,22,39,8,19,88,32,6,18,0,222,9,32,10,86,32,8,0,18,0,190,3,9,0,6,8,7,0,4,0,33,15,0,42,35,22,12,3,12,0,144,0,3,0,0,0,0,0,0,0,5,0,4,0,0,0,0,0,0,0,7,3,3,0,7,8,8,0,6,3,38,75,285,91,247,205,82,14,76,14,1077,5,18,6,0,6,5,0,0,0,44,3,17,10,3,3,3,0,5,0,36,49,44,249,20,13,10,59,50,8,498,23,0,202,0,6,6,23,39,3,305,13,4,20,3,0,0,5,11,0,51,7,128,16,62,16,8,4,7,8,254,15,98,0,53,16,7,4,4,4,195,61,53,21,21,99,43,16,19,0,339,17,48,10,101,30,15,3,24,0,257,5,12,3,8,6,7,3,4,0,63
POA6036,15,234,22,102,35,14,5,12,0,443,16,143,3,99,17,11,0,4,6,304,66,81,7,56,204,74,5,19,3,521,21,65,10,181,43,20,3,17,3,358,10,19,3,7,13,13,0,3,0,66,10,13,70,61,46,44,8,19,4,266,0,0,0,0,0,3,0,0,0,11,0,3,0,6,0,4,0,0,0,18,6,8,5,7,12,7,0,10,5,65,151,607,149,532,393,205,21,97,21,2190,16,26,13,5,12,7,4,4,0,89,31,63,21,6,10,7,0,10,0,151,107,96,487,23,36,24,84,61,7,921,33,11,287,10,18,12,18,51,5,448,3,8,17,10,3,3,5,11,0,68,22,277,30,116,36,19,15,18,0,542,22,192,8,101,21,11,5,7,4,374,154,136,26,81,255,101,35,35,14,836,30,102,20,227,54,25,12,23,3,502,17,36,18,10,14,20,3,11,0,127
POA6037,0,24,3,14,8,7,0,0,0,53,0,29,0,12,7,3,0,0,0,56,7,9,3,8,29,12,0,8,0,81,8,5,4,16,10,7,0,4,0,49,3,3,3,0,0,0,0,0,0,13,0,0,11,7,9,7,5,3,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,13,25,79,23,70,66,37,4,22,4,338,3,9,0,0,3,0,0,4,0,23,0,0,3,0,4,0,3,4,0,15,15,7,87,4,6,5,31,31,7,188,6,0,56,0,0,3,4,11,0,86,0,0,10,0,0,0,0,10,0,29,0,32,10,16,8,7,0,0,0,68,0,35,0,12,7,3,3,0,0,59,17,17,3,8,29,18,4,8,3,97,11,9,3,28,14,7,0,3,0,72,3,4,0,0,0,0,0,4,0,17
POA6038,4,105,5,43,9,8,0,4,0,178,9,77,6,40,15,3,0,4,0,148,32,35,8,24,91,31,4,13,0,238,16,27,0,92,40,8,0,6,0,195,6,7,0,7,7,6,0,3,0,41,14,6,37,26,29,20,0,10,0,140,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,4,3,7,0,12,4,6,0,0,3,39,95,289,69,249,216,93,13,48,4,1076,3,20,5,6,9,4,3,4,0,59,4,41,9,3,4,4,0,0,0,73,39,51,235,17,18,14,38,31,0,450,14,8,170,6,8,0,9,35,5,261,0,4,9,3,3,0,5,10,0,35,10,128,10,52,7,8,3,7,0,232,8,90,8,44,19,4,0,5,0,175,64,63,16,43,114,43,17,21,0,386,29,42,6,126,46,13,3,7,3,275,6,16,5,8,11,12,3,3,0,68
POA6041,0,7,0,3,4,0,0,0,0,17,3,9,0,7,0,0,0,0,0,21,3,0,0,0,18,0,0,0,0,31,0,0,3,13,7,0,0,3,0,25,0,0,0,0,3,0,0,4,0,7,0,0,3,0,0,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,9,25,8,27,39,11,0,20,0,128,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,3,3,8,39,0,0,0,13,5,4,81,0,0,11,0,0,0,11,0,3,28,3,0,6,0,0,0,0,10,0,20,0,12,0,3,4,0,0,0,0,17,3,12,0,7,0,0,0,0,0,21,3,3,3,0,17,4,0,7,0,41,0,4,3,10,7,0,0,3,0,32,0,0,0,0,3,0,0,4,0,10
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,0,0,0,3,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
POA6044,3,7,0,0,5,0,0,0,0,10,3,14,0,3,0,0,0,3,0,22,0,0,0,5,4,4,0,11,0,30,0,3,0,4,0,0,0,3,0,16,0,0,0,0,0,0,0,4,0,4,0,0,0,6,5,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,8,11,21,3,14,17,9,0,29,3,121,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,3,5,9,38,3,3,0,13,24,0,92,4,0,13,0,0,0,10,3,0,23,6,0,3,0,0,0,0,3,0,12,3,10,0,0,3,0,0,0,0,19,3,14,0,3,4,0,0,3,0,26,4,3,0,5,6,4,0,9,0,36,0,4,3,3,0,0,0,4,0,19,0,0,0,0,0,0,0,4,0,4
POA6050,28,368,10,47,33,10,0,6,7,511,41,230,3,35,30,5,0,3,4,352,157,204,12,58,166,51,0,17,7,674,52,283,3,72,86,29,5,9,6,541,28,95,11,32,35,37,0,4,3,250,17,3,31,21,18,17,0,0,0,116,0,0,0,0,0,0,0,0,0,3,6,10,0,3,3,3,0,0,0,40,3,6,0,5,3,7,3,3,5,40,375,1382,110,303,425,193,16,53,39,2891,63,164,27,22,26,15,0,3,0,329,24,82,20,3,15,9,5,6,3,160,123,275,163,28,30,31,26,37,5,717,57,86,99,5,15,15,3,15,4,295,15,22,7,3,11,0,0,7,0,75,43,579,13,67,37,16,5,5,7,773,58,304,8,36,32,8,0,9,4,465,362,468,37,89,234,108,21,27,16,1356,116,482,15,109,116,44,11,21,14,929,48,185,33,57,49,55,7,16,8,467
POA6051,18,289,7,76,29,10,3,10,4,443,15,145,4,20,20,7,4,7,0,222,105,155,16,61,199,59,3,19,6,622,47,187,17,120,73,17,4,22,3,482,29,86,10,25,26,19,0,11,0,210,20,5,49,26,22,15,4,13,0,148,0,3,3,0,0,0,0,0,0,10,3,6,0,8,3,0,0,4,0,29,4,3,0,7,8,6,0,3,7,37,284,1026,139,372,412,146,28,100,20,2525,34,168,27,13,24,10,3,19,0,295,25,103,24,12,22,17,16,17,0,233,102,245,267,35,34,32,79,69,7,880,29,54,102,11,10,12,4,27,3,254,14,32,14,7,7,0,3,10,0,80,31,380,19,108,32,9,5,17,6,612,28,193,10,30,24,5,5,8,3,308,236,303,42,107,264,102,41,48,9,1152,69,282,33,163,100,31,22,38,5,744,42,165,29,37,37,30,8,21,0,363
POA6052,13,218,13,55,14,9,0,10,0,336,28,208,4,39,23,3,3,0,0,309,105,153,9,31,158,61,0,18,4,541,42,137,7,46,48,18,0,7,7,309,12,75,4,15,29,20,3,9,0,161,16,7,27,19,15,8,0,6,3,97,0,0,0,0,0,0,0,0,0,3,9,15,0,3,3,0,0,0,3,33,3,3,0,4,9,3,0,0,3,30,244,924,105,229,320,133,13,52,20,2041,32,105,25,13,11,4,0,4,0,198,31,60,16,0,12,7,0,4,4,124,93,177,201,22,30,27,32,44,8,622,43,54,107,0,13,6,7,8,4,246,6,23,10,0,3,0,0,3,0,49,21,268,13,66,20,11,5,10,4,421,45,269,3,39,20,8,3,6,0,402,241,284,25,46,214,106,17,31,16,982,67,230,20,79,62,27,3,13,7,525,27,132,25,23,34,37,6,10,0,289
POA6053,28,276,18,80,25,12,3,7,0,443,24,208,4,53,26,10,0,0,7,323,130,158,20,46,199,49,3,13,10,631,55,187,15,108,81,24,3,16,11,508,30,86,7,20,29,19,4,8,0,198,13,0,39,35,18,17,3,21,4,149,0,0,0,0,0,0,0,0,0,4,9,11,0,3,3,3,0,0,3,32,0,4,3,3,7,8,0,3,6,32,334,1079,145,365,433,155,17,84,35,2651,31,157,28,22,20,10,0,5,0,270,16,91,17,9,22,8,4,11,8,182,100,191,347,25,46,23,68,53,15,864,43,50,162,6,12,11,6,26,3,317,14,32,14,3,8,3,3,9,0,90,37,358,19,111,34,16,5,9,4,594,42,295,10,64,30,10,6,3,7,464,261,301,46,78,260,101,23,38,17,1130,102,289,27,156,102,33,9,32,11,758,41,147,20,28,46,39,7,14,4,342
POA6054,18,267,17,87,46,18,0,15,0,467,34,242,5,112,30,13,0,5,0,438,86,157,12,53,266,66,8,32,6,686,46,161,19,209,99,31,3,21,6,584,26,63,14,21,29,20,0,4,0,179,20,6,54,49,46,23,5,12,0,212,0,0,0,0,0,0,0,0,0,5,0,5,0,9,15,3,0,0,0,37,9,10,3,16,15,5,0,7,9,78,262,1033,177,583,597,197,29,119,30,3015,26,112,29,12,27,17,0,12,3,241,20,86,25,8,15,8,5,7,3,182,113,203,538,32,55,36,116,90,15,1210,36,38,208,8,14,11,29,42,5,394,21,25,39,5,12,5,3,23,3,131,33,331,22,112,50,25,3,20,3,600,54,335,8,116,32,16,3,7,4,579,212,292,41,87,327,99,45,53,8,1164,80,249,35,275,139,43,20,38,6,873,34,107,34,36,44,25,7,11,0,309
POA6055,24,282,26,136,39,22,12,8,3,559,32,229,9,100,42,18,3,4,3,428,143,178,20,89,353,83,13,31,6,910,47,134,16,202,91,30,3,18,13,561,8,45,4,12,24,15,3,7,0,125,35,7,61,59,48,33,3,13,3,274,0,0,0,3,3,0,0,0,0,3,6,8,6,11,8,3,0,3,0,37,3,3,0,6,11,12,0,3,15,61,310,989,190,646,670,251,42,116,43,3270,28,91,38,22,20,20,8,11,4,236,29,91,36,13,23,14,22,8,3,247,171,199,732,38,72,40,207,94,18,1586,42,36,206,6,25,8,35,39,3,405,14,16,33,5,9,3,11,6,0,105,36,372,34,153,45,32,15,17,3,707,45,312,10,101,42,19,8,11,5,558,286,312,56,122,429,137,72,49,19,1489,73,194,24,290,119,53,23,42,13,818,20,73,31,20,26,23,16,12,3,219
POA6056,42,421,42,197,85,33,11,13,10,848,50,363,11,188,70,19,3,14,3,723,154,165,29,94,508,134,14,60,7,1172,55,145,26,363,152,49,13,48,11,864,22,62,16,25,40,42,3,18,3,219,36,14,125,96,61,60,10,42,0,447,0,0,0,0,0,3,0,0,0,9,7,15,4,8,15,3,3,0,0,50,12,10,11,29,17,18,3,16,18,133,405,1325,341,1043,1019,397,76,256,64,4929,44,138,46,28,25,18,8,8,5,313,35,93,25,13,32,9,14,20,3,249,238,237,1303,55,98,85,278,199,32,2524,72,35,368,19,16,23,64,70,11,671,47,32,60,21,27,16,15,42,0,264,62,505,62,226,86,36,25,21,11,1039,78,467,17,208,85,23,19,17,6,923,339,324,72,143,610,183,87,95,15,1868,83,219,52,472,181,62,29,82,18,1199,29,114,41,36,48,50,15,34,7,374
POA6057,10,182,20,86,42,18,6,5,0,375,15,148,3,92,26,10,3,4,0,304,69,90,10,48,248,50,13,13,3,541,30,63,10,143,54,21,0,13,0,337,5,30,4,12,15,6,0,8,0,82,19,6,52,48,42,25,3,20,0,215,0,0,0,0,0,0,0,0,0,3,0,3,0,3,5,0,0,3,0,18,4,3,0,7,19,9,3,0,5,51,177,558,143,456,498,152,37,80,18,2118,17,44,25,7,16,6,5,8,0,123,13,52,14,3,18,7,0,4,0,121,140,90,693,24,43,38,172,72,20,1291,35,19,178,3,14,4,29,29,5,311,19,14,28,0,12,3,15,15,3,101,33,223,26,95,48,20,15,11,0,469,26,192,8,98,27,10,11,8,3,387,147,145,38,61,283,71,43,28,7,823,35,85,30,182,64,29,4,24,3,460,18,43,17,16,18,12,10,11,0,138
POA6058,11,99,13,63,21,11,0,5,3,228,12,75,3,69,26,11,3,8,0,202,49,55,11,34,188,48,7,18,5,420,15,36,12,124,41,14,3,17,0,262,0,11,3,3,13,12,0,0,0,40,8,4,39,27,37,20,3,15,0,155,0,0,0,0,0,0,0,0,0,3,3,3,0,3,3,0,3,0,0,18,0,0,3,3,10,12,7,8,8,49,115,322,122,345,349,141,30,87,29,1537,5,36,17,5,11,0,3,7,0,89,8,36,12,3,10,0,8,5,0,89,62,67,525,19,45,20,127,58,15,939,13,10,148,4,5,12,28,21,9,243,4,4,27,0,10,3,15,18,0,81,12,128,16,69,21,14,0,8,8,282,16,113,6,73,26,11,7,9,5,261,109,93,23,46,223,65,35,30,9,646,27,51,16,164,53,14,15,27,3,374,7,17,7,3,11,9,5,6,3,76
POA6059,30,351,15,96,44,20,4,9,3,561,37,330,5,88,48,11,4,4,9,533,135,222,19,68,351,106,3,35,10,955,49,189,15,143,97,42,0,15,3,552,11,64,12,21,23,26,4,7,3,168,27,11,70,70,38,26,4,8,3,251,0,0,0,3,0,0,0,0,0,5,6,6,0,3,9,7,0,3,0,39,7,9,3,17,16,11,3,4,12,74,344,1323,177,537,685,262,31,112,41,3512,41,123,38,32,30,12,6,10,5,307,46,111,34,14,19,15,7,19,3,273,185,235,469,42,49,57,83,108,10,1232,65,58,217,11,27,14,12,38,0,451,13,13,26,4,13,9,7,6,0,80,51,502,20,114,50,24,8,12,3,783,48,415,17,100,51,16,5,7,10,678,396,514,72,105,448,191,40,65,21,1851,90,317,28,207,121,66,14,36,10,877,25,112,29,31,38,34,13,20,5,308
POA6060,24,504,14,155,54,28,3,15,10,804,39,318,4,81,47,17,0,19,0,520,173,333,34,115,396,131,12,49,7,1246,65,293,21,175,93,38,4,32,6,732,52,105,15,31,43,22,3,12,0,290,37,12,64,52,41,32,3,10,0,256,0,0,0,0,0,0,0,3,0,3,8,11,5,10,10,11,0,9,0,57,4,8,0,14,8,6,0,5,4,56,436,1791,238,674,768,321,36,197,38,4501,44,183,55,28,40,21,9,23,0,399,57,156,51,13,39,27,14,19,13,386,136,316,473,48,60,60,93,120,12,1317,66,73,289,9,27,22,24,52,4,571,13,36,22,6,9,8,8,23,0,127,46,649,34,193,58,35,14,27,12,1069,59,416,12,97,49,18,8,27,4,691,407,648,86,155,499,209,68,112,13,2192,114,439,46,235,133,57,31,55,11,1128,71,183,54,51,58,33,19,25,3,497
POA6061,18,396,25,255,45,24,6,35,6,809,21,210,4,149,34,15,4,31,3,467,150,266,25,164,448,134,8,94,10,1314,56,157,28,408,102,38,11,65,9,879,20,57,10,19,39,25,0,11,0,188,34,12,116,116,53,54,9,43,5,435,7,0,0,7,0,3,0,3,0,22,3,6,8,9,12,10,0,13,0,69,3,6,3,34,15,14,3,22,25,124,339,1264,307,1213,834,382,58,389,83,4866,20,122,89,37,36,26,23,30,3,380,50,157,83,34,49,34,36,54,9,516,112,246,775,82,92,82,231,252,23,1895,28,48,378,6,27,18,31,89,8,641,5,21,30,11,12,14,22,22,0,130,27,482,41,327,53,30,27,50,9,1048,26,277,16,165,49,20,7,38,9,608,336,481,115,280,608,236,132,214,27,2428,88,251,63,542,142,68,68,132,21,1376,33,119,43,30,45,40,19,29,3,362
