POA_CODE_2016,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6461,0,0,0,0,0,0,7,0,0,3,0,0,0,0,0,3,0,4,10,3,0,3,0,0,26,0,7,7,3,11,4,4,0,34,3,11,10,3,13,4,3,0,57,6,0,3,0,3,0,0,0,12,0,3,0,0,0,0,0,0,3,7,13,10,3,14,13,3,0,72,0,0,0,0,0,0,0,0,3,5,8,11,10,8,11,3,0,48,16,33,39,22,36,31,11,0,192
POA6462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,11,0,0,0,0,0,0,0,0,7,0,3,3,0,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,6,0,3,3,0,0,17,0,0,0,0,0,0,0,0,0,0,4,3,0,0,4,0,0,12,0,8,9,6,7,6,0,0,42
POA6463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,0,0,0,8
POA6465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,10
POA6466,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,7,3,5,3,3,3,9,0,0,21
POA6467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,9
POA6468,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,4,10,0,0,0,0,0,16,0,0,0,0,3,3,3,0,13,3,5,7,3,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,5,4,3,3,3,0,0,23,0,0,0,0,0,0,0,0,0,6,9,10,5,3,5,0,0,36,12,16,29,13,9,14,3,0,92
POA6470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,7
POA6472,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,4,0,0,0,0,17,0,0,0,3,0,0,0,0,9,0,3,5,7,4,0,0,0,18,3,0,0,0,0,0,0,0,6,0,0,0,3,0,0,0,0,3,3,4,9,9,4,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,12,0,11,15,16,3,3,0,0,62
POA6473,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,4,0,3,0,0,0,12
POA6475,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,7,0,0,0,7,3,0,0,0,15,0,0,3,5,0,0,0,0,9,5,8,14,6,12,8,3,0,56,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,6,5,8,16,10,15,8,3,0,67,0,0,0,0,0,0,0,0,0,3,10,4,3,8,0,4,0,33,10,25,29,23,25,13,12,4,134
POA6476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,3,6,4,0,0,19
POA6477,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,3,0,0,0,0,11,0,7,3,3,0,0,0,0,10,0,3,11,0,3,3,0,0,23,0,0,0,0,0,0,0,0,5,0,3,0,3,0,0,0,0,5,3,9,7,7,3,3,0,0,39,0,0,0,0,0,0,0,0,0,0,3,8,5,0,3,3,0,30,5,30,26,13,11,10,5,0,90
POA6479,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,3,17,14,6,0,0,3,0,36,0,4,3,3,5,0,0,0,20,6,30,19,10,10,3,0,0,79,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,7,11,34,15,10,15,4,0,0,88,0,0,0,0,0,0,0,0,0,0,6,6,8,10,3,3,4,49,16,58,42,30,32,15,6,6,204
POA6480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,3,7,7,0,0,0,18
POA6484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,8,0,3,8,6,5,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,10,6,5,0,0,0,24,0,0,0,0,0,0,0,0,0,0,5,6,4,9,0,0,0,26,0,15,13,12,11,0,0,0,60
POA6485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,11,6,3,3,0,0,0,27,0,4,5,7,0,3,0,0,21,3,11,5,17,17,11,3,0,63,5,0,0,0,0,0,0,0,4,0,0,0,3,0,3,0,0,10,7,11,10,19,20,11,3,0,81,0,0,0,0,0,0,0,0,0,3,11,3,10,13,9,13,9,78,9,40,20,38,34,34,18,14,201
POA6487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,6,7,0,0,0,11,4,0,3,10,7,0,0,0,20
POA6488,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,7,3,8,3,0,3,3,0,0,24,0,0,4,5,0,0,0,0,6,0,0,0,0,0,0,0,0,3,5,7,3,6,3,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,5,7,8,3,3,3,28,5,12,17,22,14,10,5,3,74
POA6489,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,0,0,0,3,0,0,0,7,3,0,0,0,4,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,4,0,0,0,14,0,0,0,0,0,0,0,0,0,5,0,0,3,8,3,3,0,21,14,0,3,9,14,5,3,0,44
POA6490,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,3,0,0,4,4,0,0,0,0,14,0,0,0,3,8,0,0,0,16,3,0,5,3,5,5,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,9,3,10,5,0,0,38,0,0,0,0,0,0,0,0,0,3,0,0,4,0,5,6,0,23,9,7,16,19,17,9,4,0,87
POA6501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,12,11,3,4,3,0,0,42,0,6,10,17,7,7,0,0,57,21,32,31,30,25,18,9,0,162,0,0,0,0,0,0,0,0,6,0,0,3,4,12,3,0,0,24,16,33,40,37,30,24,10,0,192,0,0,0,0,3,3,0,0,10,23,9,16,22,28,10,10,0,112,45,67,80,74,80,52,18,3,416
POA6502,0,0,3,3,0,0,8,0,0,0,3,0,3,0,0,8,0,6,11,10,13,10,5,0,56,0,4,18,15,13,10,3,0,69,17,26,26,34,36,30,15,0,192,7,4,0,0,0,0,0,0,14,3,5,3,3,0,0,0,0,16,25,39,35,39,40,28,17,0,227,0,0,0,0,3,0,3,0,5,9,6,16,14,18,28,10,3,102,39,55,80,82,93,86,44,4,474
POA6503,3,3,0,4,0,0,17,0,4,3,0,3,0,0,0,14,9,30,41,25,19,17,3,0,140,3,22,21,24,16,18,3,0,113,28,68,62,75,51,47,12,0,344,3,8,3,3,0,0,0,0,17,4,3,3,8,11,8,0,0,42,29,81,70,87,66,57,13,3,408,0,0,5,4,3,4,3,0,19,27,26,32,37,39,37,28,11,242,71,169,164,190,153,131,53,13,945
POA6504,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,12,0,0,0,3,5,3,0,0,12,0,7,0,0,3,3,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,7,3,3,3,9,0,0,26,0,0,0,0,0,0,0,0,0,3,0,0,4,3,3,5,0,22,4,10,6,19,18,15,10,0,78
POA6505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,4,0,0,0,0,3,3,0,0,6,0,3,3,4,3,3,0,0,19,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,3,3,3,3,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,5,7,3,8,5,10,3,0,47
POA6506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,3,0,5,0,3,3,3,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,4,3,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,3,0,7,4,7,3,3,4,0,22
POA6507,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,4,3,13,17,11,3,4,4,0,52,0,5,7,3,11,14,0,0,40,5,8,26,11,11,6,0,0,73,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,8,5,8,26,13,19,6,0,0,81,0,0,0,0,3,0,0,0,3,3,9,9,7,9,0,8,5,49,11,44,57,33,48,30,15,3,243
POA6509,3,0,0,0,3,0,5,0,0,0,3,0,0,0,0,3,0,3,7,8,3,3,0,0,21,0,3,3,3,0,0,0,0,11,0,3,3,4,4,0,0,0,14,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,5,11,4,0,0,0,22,0,0,0,0,0,0,0,0,3,0,7,9,12,4,8,6,0,49,0,13,25,32,15,16,10,0,111
POA6510,5,0,4,3,0,0,12,0,0,8,3,0,0,0,0,7,3,34,27,17,15,7,0,0,110,3,15,19,19,16,16,6,0,88,36,54,37,54,48,21,7,3,267,12,8,3,0,0,0,0,0,21,0,8,3,5,11,3,0,3,30,43,64,46,66,57,24,7,3,319,0,3,0,0,0,0,0,0,9,25,19,30,34,36,33,19,6,201,75,140,131,144,139,83,34,14,749
POA6511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,7,0,3,0,0,0,27,0,3,0,7,4,3,0,0,19,11,11,8,25,21,8,4,4,87,3,0,0,0,0,0,0,0,4,0,0,4,3,3,0,0,0,14,10,15,15,24,25,9,3,4,103,0,3,0,0,0,0,0,0,3,4,17,12,11,8,14,14,0,76,18,55,29,44,46,30,19,3,236
POA6512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,5,0,0,0,3,4,0,0,0,5,0,3,7,3,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,7,7,3,0,0,0,15,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,4,6,17,10,10,3,0,0,41
POA6513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,4,4,0,6,0,0,21,0,0,3,4,0,0,0,0,9,0,3,8,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,3,9,5,0,0,0,0,23,0,0,0,0,0,0,0,0,0,5,0,8,0,3,0,0,0,21,11,15,28,10,8,9,0,0,76
POA6514,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,5,3,7,3,0,19,0,0,4,3,9,14,0,0,33,11,16,11,23,28,20,8,0,107,0,0,0,0,0,0,0,0,4,0,3,3,6,4,4,0,0,21,9,15,12,30,27,24,8,0,131,0,0,0,0,3,0,0,0,3,4,9,15,5,20,8,3,0,67,16,24,27,48,73,59,15,0,263
POA6515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,0,0,0,0,19,0,3,7,3,8,3,0,0,26,3,13,3,9,5,3,0,0,37,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,8,3,11,4,15,10,3,0,0,49,0,0,0,0,0,3,0,0,3,4,5,0,0,7,10,3,0,25,5,28,19,22,21,22,3,0,123
POA6516,0,3,6,0,0,0,12,0,0,3,0,0,0,0,0,10,0,14,27,15,21,3,5,0,87,4,17,22,18,20,19,7,0,99,17,53,49,62,70,44,18,0,314,11,4,3,0,4,3,0,0,30,4,3,14,11,10,4,4,0,49,31,60,64,71,80,54,25,0,386,0,0,0,0,3,6,0,0,7,23,23,21,34,47,36,24,3,205,54,116,134,138,180,121,62,6,808
POA6517,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,3,0,5,12,0,6,3,0,0,24,0,3,5,13,9,3,0,0,25,5,19,8,6,13,7,0,0,53,5,0,0,0,3,0,0,0,12,0,0,0,0,3,0,0,0,3,7,20,13,8,15,6,0,0,70,0,3,0,0,3,0,0,0,3,8,0,3,12,10,0,3,3,45,17,33,27,36,42,14,9,3,178
POA6518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,4,0,0,0,9,0,0,0,3,0,3,0,0,10,0,3,4,9,4,3,3,0,24,3,0,0,0,0,0,0,0,8,0,0,0,0,0,5,0,0,5,3,4,4,5,4,10,3,0,29,0,0,0,0,0,0,0,0,0,0,5,3,3,0,3,4,0,19,3,11,10,18,9,17,6,0,73
POA6519,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,11,17,3,7,3,0,0,37,0,6,9,3,5,3,0,0,30,9,20,10,12,10,7,0,3,78,3,0,4,0,0,0,0,0,4,0,4,3,3,3,0,0,0,16,7,25,20,16,17,7,0,3,100,0,0,0,0,0,0,0,0,0,3,13,5,3,10,18,4,3,58,13,48,53,35,37,32,3,9,232
POA6521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,3,14,3,7,0,0,38,0,0,0,7,11,6,0,0,22,11,19,10,6,10,0,0,0,58,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,0,9,11,22,11,13,8,7,0,0,63,0,0,0,0,0,0,0,0,0,0,6,0,3,3,3,0,0,19,10,35,17,30,27,18,4,0,152
POA6522,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,5,0,13,17,0,3,0,0,0,35,0,3,3,0,3,0,0,0,19,0,18,13,9,11,4,0,0,57,3,3,0,0,0,0,0,0,4,0,3,0,0,0,0,0,0,13,6,26,15,12,13,5,0,0,73,0,0,0,0,0,0,0,0,0,6,10,5,10,13,9,4,0,49,17,48,38,23,38,16,3,0,182
POA6525,0,4,5,3,0,0,17,0,0,8,8,5,3,0,0,28,11,28,47,39,20,17,5,0,163,8,16,36,52,51,35,14,3,212,42,95,107,124,126,93,41,6,635,8,12,7,5,10,3,0,0,55,3,10,17,10,20,14,6,0,78,55,113,129,136,155,116,50,8,766,0,0,0,0,0,3,3,0,11,31,31,43,50,67,91,47,13,371,104,192,265,287,306,268,121,28,1573
POA6528,0,3,0,0,0,0,5,0,0,0,3,0,0,0,0,3,0,3,8,3,5,0,0,0,20,0,7,0,6,4,5,0,0,23,3,8,15,11,16,9,0,0,55,3,0,3,0,0,0,0,0,13,0,0,3,0,0,4,0,0,12,10,9,19,14,14,9,0,0,77,0,0,0,0,0,0,0,0,0,4,8,8,7,12,6,7,0,49,15,19,36,38,36,17,8,4,175
POA6530,104,78,72,21,4,0,349,10,80,86,99,67,32,3,0,373,79,502,519,436,273,124,46,14,2000,121,306,396,420,360,185,65,10,1864,648,1065,973,1100,824,428,177,35,5256,187,93,86,71,51,27,11,0,528,46,69,100,105,87,56,33,6,503,876,1235,1158,1277,965,515,221,40,6290,10,24,38,28,32,23,19,7,177,459,388,394,486,414,393,334,139,3015,1568,2592,2695,2836,2183,1294,692,211,14072
POA6532,17,12,12,3,0,0,52,0,11,13,19,11,4,3,0,66,19,94,124,97,56,38,7,0,434,15,44,88,93,85,35,10,0,365,121,277,242,232,154,73,17,7,1128,28,19,11,15,8,3,0,0,85,3,9,30,18,24,14,3,0,95,153,311,281,268,185,89,18,7,1312,0,3,6,3,10,7,0,0,25,150,199,183,164,118,73,25,8,920,340,667,712,654,476,243,68,16,3173
POA6535,0,0,0,0,0,0,3,0,4,0,4,5,3,0,0,15,3,14,20,23,14,10,3,0,83,4,8,9,21,24,14,8,3,82,12,28,28,45,59,32,5,0,214,0,3,4,3,4,0,0,0,16,3,0,4,7,9,3,0,0,20,15,28,39,52,67,37,8,0,256,0,0,0,0,3,0,3,0,8,14,3,23,32,46,34,33,21,200,39,64,92,133,155,92,54,25,644
POA6536,0,3,5,0,0,0,15,0,3,5,0,3,0,0,0,9,6,16,7,21,14,8,0,0,72,3,7,16,19,20,24,6,0,97,14,27,46,54,70,62,14,4,280,7,0,3,8,3,3,4,0,28,6,3,3,7,13,8,3,0,44,25,35,52,66,87,68,24,4,363,0,0,0,3,3,3,0,0,11,20,23,24,29,47,47,19,10,212,54,75,101,138,186,153,52,11,768
POA6537,0,4,0,0,0,0,12,0,3,0,0,0,0,0,0,7,6,22,17,11,10,9,0,0,75,0,13,10,4,7,12,0,0,48,11,20,28,28,30,30,3,3,150,10,0,6,3,4,0,0,0,22,3,8,3,0,3,0,0,0,26,20,25,43,30,39,34,9,3,193,0,0,0,0,3,0,0,0,4,4,19,17,18,6,20,12,5,101,27,87,88,69,69,73,18,7,435
POA6556,8,8,4,0,0,0,27,0,0,6,7,8,3,0,0,28,3,16,24,43,28,19,7,0,145,9,15,20,33,37,25,8,4,143,37,75,73,103,83,40,4,0,419,5,3,4,0,6,3,0,0,23,0,3,12,6,14,8,0,0,41,48,84,84,112,103,47,10,0,484,0,0,3,0,4,0,0,0,12,40,14,26,33,20,21,13,5,170,94,133,177,241,201,114,38,8,1006
POA6558,0,0,0,0,0,0,5,0,0,0,3,0,0,0,0,7,3,5,13,8,8,3,0,0,40,0,8,11,17,16,10,0,0,65,15,11,32,28,26,11,3,0,138,0,0,0,0,0,0,0,0,3,0,0,0,3,5,0,0,0,12,15,14,35,32,34,18,3,0,154,0,0,0,3,0,0,0,0,10,276,670,543,284,117,54,16,0,1952,296,697,607,350,173,84,26,0,2233
POA6560,0,4,3,0,0,0,9,0,0,0,0,4,0,0,0,10,3,7,7,10,7,3,5,0,43,3,13,20,14,19,14,3,0,87,27,37,35,48,44,31,10,0,237,7,3,6,5,3,0,0,0,28,0,7,0,6,4,3,3,0,24,31,50,48,59,47,36,16,0,290,0,0,4,4,0,0,3,0,13,15,20,19,19,26,11,13,0,122,54,89,98,111,102,69,34,3,567
POA6562,0,5,0,0,0,0,9,0,0,0,3,6,4,0,0,5,3,9,13,12,4,9,3,0,53,3,7,12,23,28,16,3,0,88,12,41,48,51,50,36,12,0,242,10,8,6,3,6,0,0,0,28,0,3,5,0,5,6,0,0,22,21,47,56,60,60,42,9,0,291,0,3,0,0,0,3,0,0,9,7,9,9,15,34,23,6,3,102,38,81,88,118,135,90,20,3,568
POA6564,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,0,0,12,0,4,4,4,9,8,0,3,26,3,14,8,13,18,3,4,0,60,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,6,12,11,13,14,5,4,0,66,0,0,0,0,0,0,0,0,3,4,5,0,0,4,5,0,0,24,12,24,15,24,36,20,9,3,145
POA6566,6,4,17,18,3,0,49,0,3,6,10,14,4,0,0,36,6,34,27,43,55,37,14,3,202,9,17,20,52,55,58,21,6,230,34,56,68,115,134,103,29,3,547,8,3,3,6,9,4,0,0,34,6,0,4,14,23,18,5,0,68,48,57,80,131,161,124,30,3,640,0,0,3,7,3,4,3,0,19,40,24,41,78,82,83,33,6,390,98,139,174,323,384,330,107,16,1574
POA6567,3,0,4,3,0,0,9,0,0,0,0,0,3,0,0,6,0,0,0,12,8,7,3,0,27,0,3,0,8,6,8,0,0,34,3,4,8,17,15,17,3,0,72,0,0,0,0,0,0,0,0,3,0,0,0,3,4,3,0,0,11,3,9,11,24,20,20,3,0,91,0,0,0,0,0,0,0,0,0,4,0,6,6,11,8,4,0,45,10,14,19,48,48,45,15,0,205
POA6568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,3,3,0,0,0,18,0,0,0,3,0,0,0,0,8,3,0,4,14,10,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,14,11,0,0,0,33,0,0,0,0,0,0,0,0,0,4,0,5,3,0,6,0,0,11,9,3,11,21,16,5,0,0,74
POA6569,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,9,0,0,3,8,3,5,0,0,16,3,9,5,3,3,0,3,0,32,0,0,0,0,0,0,0,0,3,0,4,0,3,0,0,0,0,6,3,13,9,8,3,0,3,0,42,0,0,0,0,0,0,0,0,0,3,3,11,0,3,3,3,3,27,7,17,23,17,17,13,5,3,104
POA6571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,8,0,0,0,0,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,5,10,3,7,3,0,0,25
POA6572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,4,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,5,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,3,7,3,0,0,0,22
POA6574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,4,6,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,9,0,4,10,14,6,0,0,0,32
POA6575,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,7,0,0,3,3,3,0,0,0,10,0,0,6,3,3,4,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,3,3,4,0,0,22,0,0,0,0,0,0,0,0,0,0,5,0,7,3,0,0,0,16,5,13,20,15,6,3,0,0,60
POA6603,0,0,0,0,0,0,13,0,4,3,0,4,0,0,0,11,3,24,24,11,8,3,0,0,69,4,9,3,14,25,5,0,3,63,12,50,34,29,25,16,3,0,176,0,4,0,6,4,0,0,0,12,0,0,8,4,0,0,0,0,13,16,55,40,33,26,17,3,0,203,0,0,0,3,3,0,0,0,9,5,8,10,11,9,13,7,3,68,31,102,82,70,80,43,11,10,429
