POA_CODE_2016,O_OR_DS_Sep_house,O_OR_DS_SemiD_ro_or_tce_h_th,O_OR_DS_Flat_apart,O_OR_DS_Oth_dwell,O_OR_DS_not_stated,O_OR_Total,O_MTG_DS_Sep_house,O_MTG_DS_SemiD_ro_or_tce_h_th,O_MTG_DS_Flat_apart,O_MTG_DS_Oth_dwell,O_MTG_DS_not_stated,O_MTG_Total,R_RE_Agt_DS_Sep_house,R_RE_Ag_DS_SemD_ro_or_tc_h_th,R_RE_Agt_DS_Flat_apart,R_RE_Agt_DS_Oth_dwell,R_RE_Agt_DS_not_stated,R_RE_Agt_Total,R_ST_h_auth_DS_Sep_house,R_ST_h_au_DS_SD_ro_or_tc_h_th,R_ST_h_auth_DS_Flat_apart,R_ST_h_auth_DS_Oth_dwell,R_ST_h_auth_DS_not_stated,R_ST_h_auth_Total,R_Psn_not_in_s_hh_DS_Sep_hous,R_P_not_in_s_h_DS_SD_ro_t_h_t,R_P_not_in_s_hh_DS_Flat_apart,R_Psn_not_in_s_hh_DS_Oth_dwel,R_Psn_not_in_s_hh_DS_NS,R_Psn_not_in_s_hh_Total,R_Hs_cop_cty_ch_gp_DS_Sp_ho,R_Hs_c_ct_ch_g_DS_SD_ro_t_h_t,R_Hse_cp_cty_ch_g_DS_Flt_apt,R_Hs_cop_cty_ch_gp_DS_Ot_dwel,R_Hse_coop_cty_ch_gp_DS_NS,R_Hse_coop_cty_ch_gp_Total,R_Ot_landld_typ_DS_Sep_house,R_O_LLd_typ_DS_SD_ro_tc_h_th,R_Ot_LLd_typ_DS_Flat_apart,R_Ot_landld_typ_DS_Oth_dwell,R_Ot_landld_typ_DS_not_stated,R_Ot_landld_typ_Total,R_Landld_typ_NS_DS_Sep_house,R_Ld_typ_NS_DS_SD_ro_tce_h_th,R_LLd_typ_NS_DS_Flat_apart,R_Landld_typ_NS_DS_Oth_dwell,R_Landld_typ_NS_DS_not_stated,R_Landld_typ_NS_Total,R_Tot_DS_Sep_house,R_Tot_DS_SemiD_ro_or_tce_h_th,R_Tot_DS_Flat_apart,R_Tot_DS_Oth_dwell,R_Tot_DS_not_stated,R_Tot_Total,Oth_ten_type_DS_Sep_house,Oth_ten_ty_DS_SD_ro_tce_h_th,Oth_ten_type_DS_Flat_apart,Oth_ten_type_DS_Oth_dwell,Oth_ten_type_DS_not_stated,Oth_ten_type_Total,Ten_type_NS_DS_Sep_house,Ten_ty_NS_DS_SD_ro_tce_h_t,Ten_ty_NS_DS_Flat_apart,Ten_type_NS_DS_Oth_dwell,Ten_type_NS_DS_not_stated,Ten_type_NS_Total,Total_DS_Sep_house,Total_DS_SemiD_ro_or_tce_h_th,Total_DS_Flat_apart,Total_DS_Oth_dwell,Total_DS_not_stated,Total_Total
POA6275,229,0,0,8,0,229,144,0,0,4,0,153,52,0,0,3,0,58,6,0,0,0,0,6,31,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,7,110,0,0,3,0,112,4,0,0,3,0,5,10,0,0,0,0,14,498,0,0,20,0,523
POA6280,2830,264,0,273,7,3380,3272,104,3,14,7,3404,1145,187,3,0,3,1336,278,217,3,0,0,498,709,65,4,3,3,793,6,21,12,3,0,42,95,8,0,48,7,159,48,7,3,3,0,64,2287,518,24,60,15,2893,61,72,0,9,0,143,180,48,3,18,3,258,8636,1004,33,372,32,10078
POA6281,710,25,0,40,3,784,940,23,0,7,6,978,307,24,0,0,0,336,10,12,0,0,0,21,181,16,0,0,4,204,0,0,0,0,0,0,26,0,0,6,0,27,14,3,0,0,0,16,544,53,0,11,4,611,10,0,0,0,0,9,37,0,0,5,3,48,2247,109,3,60,14,2436
POA6282,177,0,0,0,0,176,174,0,0,0,0,179,15,0,0,0,0,17,0,0,0,0,0,0,38,3,0,0,3,47,0,0,0,0,0,0,5,3,0,3,0,12,9,0,0,0,0,6,72,8,0,0,3,84,7,0,0,0,0,7,4,0,0,0,0,4,436,8,0,5,3,448
POA6284,198,0,0,3,0,204,315,0,0,5,3,323,50,3,0,0,0,55,5,0,0,0,0,5,77,3,0,4,0,88,0,0,0,0,0,0,13,0,0,0,0,20,12,0,0,0,0,14,159,6,0,9,0,180,7,0,0,0,0,7,10,0,0,0,0,13,690,8,0,11,11,720
POA6285,806,9,0,17,3,838,1237,25,0,12,6,1281,351,59,0,0,0,409,45,30,3,0,0,75,363,15,0,4,4,387,13,0,3,0,0,13,34,0,0,14,3,60,30,0,0,0,0,32,833,104,7,21,8,973,27,0,0,0,0,31,50,3,0,0,3,51,2955,145,12,49,20,3171
POA6286,73,0,0,0,4,78,59,0,0,3,3,66,15,0,0,0,0,14,0,0,0,0,0,0,37,0,0,0,4,41,0,0,0,0,0,0,7,0,0,0,0,9,7,0,0,0,0,7,67,3,0,0,4,72,3,0,0,0,0,8,3,0,0,0,0,8,206,3,0,9,10,231
POA6288,79,0,0,0,0,77,44,0,0,0,0,44,14,0,0,0,0,15,0,0,0,0,0,0,24,0,0,0,0,29,0,0,0,0,0,0,12,0,0,0,3,16,5,0,0,0,3,10,58,0,0,3,5,67,0,0,0,0,0,0,3,0,0,0,0,3,185,0,0,3,5,190
POA6290,325,3,3,26,3,365,143,0,0,4,0,147,68,3,0,0,0,75,4,0,21,0,0,20,50,0,0,3,0,51,0,0,5,0,0,5,3,0,0,3,3,17,11,0,0,0,0,12,131,3,31,9,3,178,7,0,11,0,0,26,13,0,0,0,0,23,624,12,47,36,6,732
POA6302,588,10,8,4,4,624,422,0,0,0,3,435,103,0,0,0,0,107,20,22,18,0,0,53,77,0,0,3,4,87,0,0,0,0,0,0,18,0,0,0,0,21,15,0,0,0,0,15,235,23,19,3,4,285,10,8,0,0,0,16,35,0,0,0,5,42,1293,42,28,6,23,1399
POA6304,318,0,0,3,0,328,192,0,0,0,0,190,16,0,0,0,0,16,15,0,5,0,0,25,34,0,0,0,0,37,0,0,0,0,0,3,8,0,0,0,0,15,11,0,0,0,0,15,90,0,6,0,3,107,10,0,0,0,0,10,21,0,3,0,0,25,638,3,14,3,8,661
POA6306,183,0,4,3,0,193,70,0,0,0,0,72,8,0,0,0,0,8,9,3,6,0,0,18,39,0,0,0,0,41,5,0,4,0,0,9,24,0,0,0,0,24,7,0,0,0,0,7,93,3,12,0,0,103,7,0,0,0,0,4,15,0,0,3,0,15,355,7,11,8,0,386
POA6308,273,0,0,0,3,280,153,0,0,0,9,164,10,0,0,0,0,12,23,0,3,0,0,30,53,0,0,0,0,55,5,0,5,0,0,15,29,0,3,0,0,26,9,0,0,0,0,6,128,0,15,0,0,148,11,0,0,0,0,11,21,0,0,0,0,21,579,3,22,3,12,614
POA6309,57,0,0,0,0,63,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,11,0,0,0,0,12,0,0,0,0,0,0,3,0,0,0,0,3,93,0,0,0,0,100
POA6311,96,0,0,0,0,97,73,0,0,0,0,72,6,0,0,0,0,6,0,0,0,0,0,0,18,0,0,0,0,18,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,36,0,0,0,0,37,0,0,0,0,0,0,3,0,0,0,0,3,204,0,0,0,4,211
POA6312,552,11,0,19,3,582,509,0,0,4,0,514,133,18,7,0,0,167,79,38,0,7,0,123,149,3,0,3,0,159,0,0,0,18,0,21,55,6,0,0,0,61,12,3,0,0,0,10,430,75,14,27,0,549,9,0,0,11,0,23,47,12,0,4,0,60,1547,96,17,59,8,1729
POA6313,35,0,0,0,0,35,44,0,0,0,0,44,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,12,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,14,0,0,0,0,18,0,0,0,0,0,0,7,0,0,0,0,7,102,0,0,0,0,101
POA6315,325,3,0,8,3,339,216,0,0,0,0,222,23,0,0,0,0,23,16,6,0,0,0,22,64,3,0,0,0,67,0,20,0,0,0,20,28,0,0,0,0,32,16,4,0,0,0,20,151,38,0,0,0,186,4,0,0,0,0,4,17,3,0,0,0,27,712,40,0,7,9,770
POA6316,53,0,0,0,0,57,35,0,0,0,0,35,0,0,0,0,0,0,4,0,0,0,0,4,15,0,0,0,0,13,0,0,0,0,0,0,8,0,0,0,0,8,8,0,0,0,0,8,28,0,0,0,0,33,3,0,0,0,0,3,3,0,0,0,0,3,129,0,0,4,0,130
POA6317,442,3,0,0,0,451,418,5,3,0,0,424,124,27,8,0,0,160,59,38,0,0,4,92,123,3,0,0,0,128,13,3,0,0,0,15,44,18,0,0,0,64,17,0,4,0,0,17,370,85,14,0,3,477,12,0,0,0,0,12,43,4,0,0,3,49,1282,97,16,0,13,1410
POA6318,80,0,0,3,0,85,40,0,0,0,0,40,6,0,0,0,0,6,3,0,0,0,0,3,12,0,0,0,0,12,0,0,0,0,0,0,12,0,0,0,0,12,4,0,0,0,0,4,38,0,0,0,0,38,3,0,0,0,0,3,4,0,0,0,0,4,170,0,0,3,0,175
POA6320,84,0,0,0,0,85,38,0,0,0,0,36,0,0,0,0,0,0,16,0,0,0,0,13,17,0,0,0,0,17,0,0,0,0,0,0,9,0,0,0,0,9,10,0,0,0,0,10,55,0,0,0,0,57,4,0,0,0,0,4,6,0,0,0,0,6,180,0,0,0,3,186
POA6321,86,0,0,0,0,86,33,0,0,0,0,37,3,0,0,0,0,3,8,0,0,0,0,5,19,0,0,0,3,21,0,0,0,0,0,4,9,0,0,0,0,14,5,0,0,0,0,5,45,7,3,0,3,54,3,0,0,0,0,3,7,0,0,0,0,7,168,7,3,0,5,181
POA6322,52,0,0,0,0,51,10,0,0,0,0,10,3,0,0,0,0,3,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,15,0,0,0,0,15,0,0,0,0,0,0,4,0,0,0,0,4,84,0,0,0,0,89
POA6323,185,0,0,5,0,188,140,0,0,0,4,143,13,0,0,0,0,13,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,3,0,0,0,0,3,5,0,0,0,0,5,51,0,0,0,0,51,6,0,0,0,0,6,12,0,0,0,0,12,392,0,0,8,8,407
POA6324,472,4,0,6,4,490,368,0,0,3,4,379,130,0,4,0,0,141,43,0,0,0,0,44,100,3,0,0,0,97,11,0,0,0,0,11,31,0,0,0,0,35,18,0,0,0,0,18,333,4,4,0,0,349,8,0,0,0,0,8,41,0,0,0,0,43,1237,5,7,6,13,1264
POA6326,68,0,0,0,4,79,55,0,0,5,0,59,3,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,16,0,0,0,0,0,0,9,0,0,0,0,9,5,0,0,0,0,5,26,0,0,0,0,33,0,0,0,0,0,0,3,0,0,0,0,3,157,0,0,5,6,172
POA6327,37,0,0,3,0,41,29,0,0,0,0,31,7,0,0,0,0,7,0,0,0,0,0,0,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,21,3,0,0,0,0,3,3,0,0,0,0,3,88,0,0,3,0,94
POA6328,58,0,0,0,0,54,33,0,0,0,0,33,12,0,0,0,0,12,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,16,0,0,0,0,16,8,0,0,0,0,13,58,0,0,0,0,60,8,0,0,0,0,9,0,0,0,0,0,0,152,0,0,3,0,152
POA6330,4414,214,4,114,20,4767,4060,58,3,14,18,4152,1351,191,11,5,9,1566,431,181,0,0,4,618,976,80,4,9,5,1069,53,123,13,0,0,188,131,23,0,45,7,204,90,12,0,3,0,104,3027,606,35,60,22,3753,79,65,0,0,4,149,269,73,3,7,3,350,11847,1016,46,199,63,13176
POA6333,932,7,0,6,7,955,573,4,0,5,7,589,175,5,0,0,0,179,57,24,0,0,0,79,208,5,0,0,0,216,11,15,0,0,0,21,33,0,0,4,0,32,27,0,0,0,0,26,504,49,0,4,0,559,23,17,0,0,3,49,36,3,3,0,0,44,2075,81,3,13,16,2192
POA6335,99,0,0,0,0,100,61,0,0,0,0,63,10,4,0,0,0,9,13,0,0,0,0,14,32,0,0,0,0,36,3,3,0,0,0,6,25,0,0,0,0,26,7,0,0,0,0,7,83,8,0,0,0,89,3,0,0,0,0,3,4,0,0,0,0,4,253,8,0,0,0,266
POA6336,56,0,0,0,0,56,24,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,22,0,0,0,0,0,0,9,0,0,0,0,9,3,0,0,0,0,3,34,0,0,0,0,38,3,0,0,0,0,3,3,0,0,0,0,3,123,0,0,0,0,124
POA6337,54,0,0,0,0,54,46,0,0,0,0,49,3,0,0,0,0,4,5,4,0,0,0,15,18,0,0,0,0,18,0,3,0,0,0,3,22,0,0,0,0,24,4,0,0,0,0,4,60,7,0,0,0,64,3,0,0,0,0,3,3,0,0,0,0,6,167,7,0,3,0,184
POA6338,102,0,0,7,0,107,60,0,0,4,0,61,8,0,0,0,0,10,3,3,0,0,0,6,31,0,0,0,0,31,0,0,0,0,0,0,10,0,0,3,0,14,7,0,0,0,0,6,55,8,0,3,0,69,9,0,0,0,0,10,10,0,0,0,0,10,226,8,0,16,0,253
POA6341,52,0,0,0,0,59,15,0,0,0,0,15,0,0,0,0,0,0,0,0,3,0,0,3,4,0,0,0,0,4,0,0,0,0,0,0,12,0,3,0,0,19,3,0,0,0,0,3,23,0,6,0,0,32,3,0,0,0,0,3,0,0,0,0,0,3,96,0,6,3,0,105
POA6343,38,0,0,0,0,39,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,9,0,0,0,0,9,7,0,0,0,0,6,22,3,0,0,0,24,0,0,0,0,0,0,4,0,0,0,0,4,80,0,0,0,0,80
POA6346,91,0,0,3,0,96,48,0,0,4,0,53,6,0,0,0,0,6,8,3,0,0,0,15,35,0,0,0,0,30,0,0,0,0,0,0,22,0,0,0,0,22,5,0,0,0,0,5,78,3,0,0,0,81,3,0,0,0,0,3,3,0,0,0,0,8,229,3,0,5,3,243
POA6348,116,0,0,4,0,121,47,0,0,0,3,49,56,0,4,0,0,58,8,5,0,0,0,18,27,0,0,0,0,29,0,4,0,0,0,4,41,3,0,4,0,48,4,0,0,0,0,4,130,12,4,5,0,153,0,0,0,0,0,0,3,0,0,3,0,10,303,12,4,13,7,332
POA6350,53,0,0,0,0,58,31,0,0,3,0,34,3,0,0,0,0,6,14,0,0,0,0,14,9,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,43,0,0,0,0,43,0,0,0,0,0,0,0,0,0,0,0,0,127,0,0,3,0,134
POA6351,22,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,3,0,0,0,0,0,0,30,0,0,0,0,31
POA6352,35,0,0,0,0,35,6,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,3,20,0,0,0,0,20,0,0,0,0,0,0,6,0,0,0,0,6,70,0,0,0,0,70
POA6353,126,0,0,3,0,127,59,0,0,0,0,59,0,0,0,0,0,0,19,7,0,0,0,23,36,0,0,0,0,37,0,0,0,0,0,0,20,3,0,4,0,27,3,0,0,0,0,3,77,15,0,6,0,94,4,0,0,0,0,4,6,0,0,0,0,8,274,15,0,11,0,292
POA6355,73,3,0,0,6,79,24,0,0,0,0,22,0,0,0,0,0,0,10,0,0,0,0,10,13,0,0,0,0,13,0,0,0,0,0,0,13,0,0,0,0,19,4,0,0,0,0,4,46,0,0,0,0,44,3,0,0,0,0,3,3,0,0,0,0,6,145,3,0,0,10,153
POA6356,22,0,0,0,0,21,3,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,0,5,3,0,0,0,0,4,0,0,0,0,0,0,9,0,0,0,0,9,6,0,0,0,0,6,17,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,45
POA6357,17,0,0,0,0,17,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,0,0,24,0,0,0,0,24
POA6358,21,0,0,0,0,21,7,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
POA6359,57,0,0,0,0,57,24,0,0,0,0,20,0,0,0,0,0,3,5,0,6,0,0,8,20,0,0,0,0,22,0,0,3,0,0,3,13,0,0,0,0,15,8,0,0,0,0,8,41,0,10,0,0,55,0,0,0,0,0,0,8,0,3,0,0,9,124,3,15,0,0,149
POA6361,14,0,0,0,0,20,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,7,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,4,0,41
POA6363,22,0,0,0,0,22,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,0,41
POA6365,97,0,0,0,0,102,42,0,0,0,0,46,0,0,0,0,0,3,6,0,0,0,0,12,13,0,0,0,0,13,0,5,0,0,0,3,19,7,0,0,3,28,3,0,0,0,0,3,43,15,0,0,3,57,8,0,0,0,0,8,3,0,0,0,0,4,195,19,0,0,4,217
POA6367,58,0,0,0,0,58,27,0,0,0,0,27,3,0,0,0,0,3,7,0,0,0,0,9,13,0,0,0,0,12,0,0,3,0,0,5,13,0,0,0,0,13,3,0,0,0,0,3,40,3,3,0,0,43,0,0,0,0,0,0,3,0,0,0,0,3,127,3,3,0,0,135
POA6368,16,0,0,0,0,16,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,6,0,0,0,0,0,0,8,0,0,0,0,8,3,0,0,0,0,3,0,0,0,0,0,0,29,0,0,0,0,29
POA6369,119,0,0,0,0,115,47,0,0,0,0,50,0,0,0,0,0,0,9,0,0,0,0,9,24,0,0,0,0,28,12,0,0,0,0,12,19,0,0,0,0,21,3,0,0,0,0,3,68,4,0,0,0,74,0,0,0,0,0,0,13,0,0,0,0,13,247,5,0,0,0,255
POA6370,83,0,0,3,0,87,39,0,0,0,0,39,3,0,0,0,0,3,4,3,0,0,0,9,12,0,0,0,0,12,0,0,0,0,0,0,8,0,0,0,0,13,4,0,0,0,0,7,41,3,4,0,0,51,3,0,0,0,0,3,8,0,0,0,0,8,174,3,4,3,0,178
POA6372,25,0,0,0,0,25,15,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,42,0,0,0,0,42
POA6373,20,0,0,0,0,20,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,0,33
POA6375,158,3,0,0,5,168,78,0,0,0,3,84,3,0,0,0,0,3,13,0,0,0,0,18,52,0,0,0,0,50,8,3,0,0,0,9,20,0,0,0,0,25,5,0,0,0,0,5,102,5,0,0,3,112,5,0,0,0,0,5,6,0,0,0,0,6,349,13,0,3,13,378
POA6383,197,0,0,0,3,203,67,0,0,0,0,71,3,0,0,0,0,3,18,0,3,0,0,25,39,0,0,0,0,36,4,0,0,0,0,5,19,0,4,0,0,22,12,0,4,0,0,13,91,0,9,0,3,104,4,0,0,0,0,4,5,0,0,0,0,5,367,0,9,0,9,382
POA6384,5,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,6,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,3,10
POA6385,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9
POA6386,20,0,0,0,0,20,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,6,0,0,0,3,10,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,3,36
POA6390,177,0,0,10,0,189,221,0,0,0,0,225,68,4,3,0,0,76,11,0,0,0,0,15,52,0,3,0,0,52,0,0,0,0,0,0,33,0,0,0,0,36,4,0,0,0,0,4,163,8,11,0,0,185,4,0,0,0,0,4,11,0,0,0,0,13,582,13,13,7,4,619
POA6391,148,0,0,0,0,149,92,0,0,0,0,92,8,0,0,0,0,8,8,4,0,0,0,14,34,0,0,0,0,34,0,3,0,0,0,3,29,0,0,0,0,24,9,0,0,0,0,9,84,14,0,0,0,101,8,0,0,0,0,8,11,0,0,0,0,11,346,14,0,0,0,358
POA6392,83,0,0,0,0,83,33,0,0,0,0,39,0,0,0,0,0,0,8,0,0,0,0,8,39,0,0,0,0,37,4,3,0,0,0,6,9,0,0,0,0,9,10,0,0,0,0,10,67,4,0,0,0,65,3,0,0,0,0,3,3,0,0,0,0,3,191,4,0,3,0,194
POA6393,24,0,0,0,0,24,11,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,7,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,51,0,0,0,0,51
POA6394,97,0,0,0,0,99,28,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,23,0,0,0,0,0,0,8,0,0,0,0,8,5,0,0,0,0,5,39,0,0,0,0,39,10,0,0,0,0,10,0,0,0,0,0,0,172,0,0,0,0,175
POA6395,248,0,0,0,0,256,141,0,0,0,0,144,14,0,3,0,0,16,24,0,7,0,0,32,81,0,3,0,0,77,0,0,7,0,0,7,24,3,0,0,0,34,15,0,0,0,0,18,152,6,22,0,0,185,7,0,0,0,0,7,24,4,0,0,0,27,572,11,27,0,3,609
POA6396,45,0,0,0,0,45,26,0,0,0,0,26,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,16,0,0,0,0,18,3,0,0,0,0,6,41,0,0,0,0,43,3,0,0,0,0,3,5,0,0,0,0,5,117,0,0,0,0,120
POA6397,16,0,0,0,0,16,10,0,0,0,0,9,3,0,0,0,0,3,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,40
POA6398,114,0,0,3,3,122,24,0,0,0,5,32,22,3,0,0,0,23,7,0,0,0,0,6,9,0,0,0,0,13,0,0,3,0,0,4,5,0,0,4,0,8,6,0,0,0,0,6,39,7,3,3,5,53,0,0,0,0,0,0,6,0,0,0,0,6,194,7,3,6,12,220
POA6401,921,3,8,26,7,964,872,3,3,3,5,884,252,10,20,0,0,284,173,23,27,0,0,223,220,0,3,0,0,224,0,0,8,0,0,7,58,4,3,6,0,73,14,0,0,0,0,17,721,35,67,4,4,831,18,0,0,0,0,18,61,0,7,0,0,68,2589,47,82,34,18,2777
POA6403,24,0,0,0,0,24,27,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,62,0,0,0,0,62
POA6405,52,0,0,0,0,52,39,0,0,0,0,39,3,0,0,0,0,3,0,0,0,0,0,0,15,0,0,0,0,15,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,19,0,0,0,0,19,0,0,0,0,0,0,9,0,0,0,0,9,118,0,0,0,0,118
POA6407,125,0,0,9,5,133,83,0,0,0,4,91,18,0,0,0,0,18,18,0,6,0,0,19,30,0,0,0,0,31,0,0,6,0,0,6,21,0,3,0,9,34,3,0,0,0,0,6,94,0,12,0,5,122,7,0,0,0,0,9,11,0,0,0,0,14,324,0,12,12,16,366
POA6409,54,0,0,0,0,54,26,0,0,3,0,31,3,0,0,0,0,3,10,0,0,0,0,10,16,0,0,0,3,12,0,0,0,0,0,0,15,0,0,0,0,15,5,0,0,0,0,5,43,0,0,0,3,43,3,0,0,0,0,3,7,0,0,0,0,7,131,0,0,3,3,137
POA6410,166,0,0,0,3,174,102,0,0,0,0,103,9,0,0,0,0,9,15,10,0,0,0,26,28,3,0,0,0,31,8,7,0,0,0,15,12,0,0,0,0,12,4,0,0,0,0,4,77,18,0,0,3,97,3,0,0,0,0,3,18,0,0,0,4,17,361,20,0,3,10,392
POA6411,22,0,0,0,0,26,12,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,0,0,0,0,0,3,0,0,0,0,3,40,0,0,0,0,44
POA6412,12,0,0,0,0,12,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,19
POA6413,16,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,25
POA6414,15,0,0,0,0,15,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,0,3,3,24,0,0,0,3,24
POA6415,333,0,0,5,0,337,335,0,0,0,0,339,36,0,0,0,0,42,69,34,3,0,0,106,143,4,0,0,0,148,3,4,0,0,0,5,59,0,0,0,0,62,12,0,0,0,0,12,323,43,9,0,3,376,5,0,0,0,0,5,33,0,0,0,0,36,1035,43,10,3,9,1096
POA6418,131,0,0,0,0,129,50,0,0,0,0,50,0,0,0,0,0,0,8,8,0,0,0,17,34,3,0,0,0,35,0,8,0,0,0,9,23,0,0,0,0,26,0,0,0,0,0,3,64,21,0,0,0,88,4,0,0,0,0,6,8,0,0,0,0,7,260,20,0,0,3,285
POA6419,17,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,3,22,0,0,0,0,22
