POA_CODE_2016,F_GrpH_Mem_0_14,F_GrpH_Mem_15_24,F_GrpH_Mem_25_34,F_GrpH_Mem_35_44,F_GrpH_Mem_45_54,F_GrpH_Mem_55_64,F_GrpH_Mem_65_74,F_GrpH_Mem_75_84,F_GrpH_Mem_85ov,F_GrpH_Mem_Tot,F_LonePsn_0_14,F_LonePsn_15_24,F_LonePsn_25_34,F_LonePsn_35_44,F_LonePsn_45_54,F_LonePsn_55_64,F_LonePsn_65_74,F_LonePsn_75_84,F_LonePsn_85ov,F_LonePsn_Tot,F_Vis_within_Aus_0_14,F_Vis_within_Aus_15_24,F_Vis_within_Aus_25_34,F_Vis_within_Aus_35_44,F_Vis_within_Aus_45_54,F_Vis_within_Aus_55_64,F_Vis_within_Aus_65_74,F_Vis_within_Aus_75_84,F_Vis_within_Aus_85ov,F_Vis_within_Aus_Tot,F_Tot_0_14,F_Tot_15_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_H_or_W_in_RM_0_14,P_H_or_W_in_RM_15_24,P_H_or_W_in_RM_25_34,P_H_or_W_in_RM_35_44,P_H_or_W_in_RM_45_54,P_H_or_W_in_RM_55_64,P_H_or_W_in_RM_65_74,P_H_or_W_in_RM_75_84,P_H_or_W_in_RM_85ov,P_H_or_W_in_RM_Tot,P_Ptn_in_DFM_0_14,P_Ptn_in_DFM_15_24,P_Ptn_in_DFM_25_34,P_Ptn_in_DFM_35_44,P_Ptn_in_DFM_45_54,P_Ptn_in_DFM_55_64,P_Ptn_in_DFM_65_74,P_Ptn_in_DFM_75_84,P_Ptn_in_DFM_85ov,P_Ptn_in_DFM_Tot,P_LonePnt_0_14,P_LonePnt_15_24,P_LonePnt_25_34,P_LonePnt_35_44,P_LonePnt_45_54,P_LonePnt_55_64,P_LonePnt_65_74,P_LonePnt_75_84,P_LonePnt_85ov,P_LonePnt_Tot,P_CU15_0_14,P_CU15_15_24,P_CU15_25_34,P_CU15_35_44,P_CU15_45_54,P_CU15_55_64,P_CU15_65_74,P_CU15_75_84,P_CU15_85ov,P_CU15_Tot,P_DpStu_0_14,P_DpStu_15_24,P_DpStu_25_34,P_DpStu_35_44,P_DpStu_45_54,P_DpStu_55_64,P_DpStu_65_74,P_DpStu_75_84,P_DpStu_85ov,P_DpStu_Tot,P_NDpChl_0_14,P_NDpChl_15_24,P_NDpChl_25_34,P_NDpChl_35_44,P_NDpChl_45_54,P_NDpChl_55_64,P_NDpChl_65_74,P_NDpChl_75_84,P_NDpChl_85ov,P_NDpChl_Tot,P_OthRI_0_14,P_OthRI_15_24,P_OthRI_25_34,P_OthRI_35_44,P_OthRI_45_54,P_OthRI_55_64,P_OthRI_65_74,P_OthRI_75_84,P_OthRI_85ov,P_OthRI_Tot,P_URI_in_FH_0_14,P_URI_in_FH_15_24,P_URI_in_FH_25_34,P_URI_in_FH_35_44,P_URI_in_FH_45_54,P_URI_in_FH_55_64,P_URI_in_FH_65_74,P_URI_in_FH_75_84,P_URI_in_FH_85ov,P_URI_in_FH_Tot,P_GrpH_Mem_0_14,P_GrpH_Mem_15_24,P_GrpH_Mem_25_34,P_GrpH_Mem_35_44,P_GrpH_Mem_45_54,P_GrpH_Mem_55_64,P_GrpH_Mem_65_74,P_GrpH_Mem_75_84,P_GrpH_Mem_85ov,P_GrpH_Mem_Tot,P_LonePsn_0_14,P_LonePsn_15_24,P_LonePsn_25_34,P_LonePsn_35_44,P_LonePsn_45_54,P_LonePsn_55_64,P_LonePsn_65_74,P_LonePsn_75_84,P_LonePsn_85ov,P_LonePsn_Tot,P_Vis_within_Aus_0_14,P_Vis_within_Aus_15_24,P_Vis_within_Aus_25_34,P_Vis_within_Aus_35_44,P_Vis_within_Aus_45_54,P_Vis_within_Aus_55_64,P_Vis_within_Aus_65_74,P_Vis_within_Aus_75_84,P_Vis_within_Aus_85ov,P_Vis_within_Aus_Tot,P_Tot_0_14,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6233,..,19,25,6,22,18,10,0,0,108,..,17,48,30,68,139,141,100,42,576,32,28,32,13,16,25,26,9,3,182,2044,922,1185,1240,1209,1073,689,291,88,8736,..,60,1016,1503,1579,1440,1002,357,64,7032,..,194,532,332,252,143,51,17,0,1516,..,27,117,244,162,61,15,13,11,650,4155,..,..,..,..,..,..,..,..,4155,..,754,..,..,..,..,..,..,..,754,..,605,159,47,38,6,3,0,0,860,..,75,34,7,24,31,19,23,12,229,..,70,34,22,6,3,0,0,0,139,..,53,55,25,36,36,17,3,0,228,..,56,134,113,179,233,210,131,60,1117,63,58,60,37,31,48,39,16,6,357,4225,1947,2150,2320,2309,2012,1353,562,151,17033
POA6236,..,0,0,0,0,4,0,3,0,12,..,0,3,0,3,11,9,9,4,46,0,3,0,0,0,9,0,0,0,19,189,111,69,102,174,168,70,37,7,936,..,3,43,144,240,229,127,48,6,845,..,18,33,25,34,22,10,3,0,142,..,3,6,6,34,8,0,3,3,62,365,..,..,..,..,..,..,..,..,365,..,97,..,..,..,..,..,..,..,97,..,87,27,9,5,3,0,0,0,132,..,8,4,0,6,3,3,3,0,25,..,3,5,0,0,0,5,0,0,15,..,0,3,0,3,7,0,3,0,28,..,3,12,11,15,28,18,13,3,111,3,6,4,3,7,11,3,0,0,41,370,229,130,206,345,315,172,78,17,1862
POA6237,..,3,3,0,3,4,3,0,0,13,..,3,4,6,4,13,10,15,5,58,3,7,0,0,0,3,3,0,0,14,241,112,108,155,184,210,102,36,15,1156,..,4,76,178,264,307,161,45,15,1057,..,11,40,58,27,38,11,0,0,183,..,3,14,20,13,19,3,0,3,80,468,..,..,..,..,..,..,..,..,468,..,101,..,..,..,..,..,..,..,101,..,77,37,12,9,0,0,0,0,130,..,3,4,3,0,5,9,3,6,27,..,5,3,3,0,3,0,0,0,26,..,3,8,3,10,10,3,0,0,33,..,7,7,12,17,22,29,23,6,119,3,8,3,0,0,8,3,0,0,35,470,229,193,292,347,411,224,72,30,2262
POA6239,..,10,7,0,4,7,3,0,0,39,..,4,9,14,28,45,48,36,20,196,14,7,10,3,9,12,9,0,0,51,392,171,193,238,295,309,215,107,31,1951,..,11,157,281,349,375,302,132,24,1625,..,30,74,80,69,51,30,4,0,337,..,4,17,31,33,15,12,8,5,120,768,..,..,..,..,..,..,..,..,768,..,139,..,..,..,..,..,..,..,139,..,108,34,18,15,3,0,0,0,184,..,19,3,3,3,11,10,5,3,61,..,3,10,3,6,6,0,0,0,26,..,16,22,5,10,20,12,0,0,83,..,3,24,33,49,90,80,62,22,358,15,14,20,5,12,14,7,4,0,99,782,363,362,451,536,587,446,214,61,3807
POA6240,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,4,4,3,5,10,12,8,3,0,51,..,0,0,4,12,28,10,3,0,60,..,0,0,3,4,5,3,0,0,17,..,0,0,0,0,0,0,0,0,5,12,..,..,..,..,..,..,..,..,12,..,4,..,..,..,..,..,..,..,4,..,4,3,0,0,0,0,0,0,7,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,12,7,4,7,20,31,17,3,0,111
POA6243,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,7,0,0,3,4,3,0,3,0,27,..,0,0,4,8,3,7,3,0,28,..,0,0,0,0,0,0,0,0,4,..,0,0,0,0,0,0,0,0,0,13,..,..,..,..,..,..,..,..,13,..,4,..,..,..,..,..,..,..,4,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0,0,13,5,4,5,10,12,9,3,0,52
POA6244,..,0,0,0,0,0,6,0,0,8,..,3,3,3,8,12,19,18,4,74,0,4,0,0,5,4,4,0,0,27,137,44,59,80,93,93,100,38,8,652,..,3,54,114,98,132,115,37,8,565,..,5,12,30,38,11,18,4,0,118,..,0,7,5,12,3,0,0,0,37,260,..,..,..,..,..,..,..,..,260,..,24,..,..,..,..,..,..,..,24,..,19,9,0,8,0,0,0,0,38,..,0,0,0,0,0,8,5,0,11,..,6,0,0,0,0,0,0,0,8,..,0,0,0,4,3,7,0,0,20,..,3,4,9,30,39,39,30,8,169,3,8,5,4,9,3,3,3,0,44,260,74,103,174,191,205,192,79,18,1294
POA6251,..,0,4,0,0,3,0,0,0,6,..,0,0,0,0,8,4,3,0,19,0,0,0,0,0,0,0,0,0,0,27,12,13,23,27,33,12,3,0,155,..,0,7,25,35,37,25,0,0,135,..,0,9,4,9,3,3,0,0,25,..,0,0,6,3,0,0,0,0,10,59,..,..,..,..,..,..,..,..,59,..,14,..,..,..,..,..,..,..,14,..,6,3,0,0,0,0,0,0,11,..,0,0,0,0,0,0,0,3,5,..,0,0,0,0,0,0,0,0,3,..,0,3,0,3,5,0,0,0,17,..,0,7,3,9,10,11,3,4,48,0,0,0,3,0,0,0,0,0,4,63,27,36,40,59,57,45,7,5,333
POA6252,..,0,0,0,4,0,0,0,0,3,..,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,4,12,3,4,5,18,13,9,5,0,67,..,0,3,3,16,22,12,9,0,56,..,0,3,3,3,0,0,0,0,5,..,0,0,0,0,0,0,0,0,3,19,..,..,..,..,..,..,..,..,19,..,4,..,..,..,..,..,..,..,4,..,3,0,0,0,0,0,0,0,8,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,3,0,0,0,0,3,..,0,0,0,3,3,6,0,0,14,0,0,0,3,3,0,0,0,0,8,17,10,4,12,24,29,16,10,0,132
POA6253,..,0,0,0,0,0,4,0,0,8,..,0,0,0,3,22,15,11,3,51,0,0,0,0,0,3,0,0,0,3,36,14,23,20,31,85,62,16,8,280,..,6,14,20,30,84,70,12,0,235,..,0,6,12,17,17,9,3,0,63,..,0,7,6,3,4,0,0,0,17,71,..,..,..,..,..,..,..,..,71,..,16,..,..,..,..,..,..,..,16,..,6,8,3,0,0,0,0,0,18,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,3,5,3,0,0,13,..,0,3,6,4,26,28,12,6,79,0,0,3,0,0,3,0,4,0,17,70,34,45,45,57,137,117,30,8,541
POA6254,..,0,0,0,0,0,0,0,0,5,..,3,0,3,7,10,8,7,0,34,0,3,0,0,0,0,0,0,0,3,47,23,22,15,36,37,35,20,4,238,..,0,13,15,29,38,42,23,0,162,..,4,12,7,14,4,3,0,0,40,..,0,3,10,13,10,3,0,0,29,86,..,..,..,..,..,..,..,..,86,..,24,..,..,..,..,..,..,..,24,..,16,4,3,0,0,0,0,0,22,..,0,0,0,0,0,0,0,0,3,..,3,4,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,6,..,4,3,12,16,19,11,5,5,79,0,3,0,0,0,0,3,0,0,12,91,48,43,38,71,72,66,36,7,463
POA6255,..,6,3,0,4,12,7,3,0,34,..,7,4,6,36,65,60,52,24,258,4,4,7,10,0,12,10,3,0,58,325,138,112,230,265,340,270,100,42,1825,..,4,87,246,287,401,373,107,15,1512,..,23,47,56,68,56,28,7,0,299,..,3,16,37,31,12,6,0,4,116,632,..,..,..,..,..,..,..,..,632,..,121,..,..,..,..,..,..,..,121,..,81,25,14,10,0,4,0,0,131,..,3,0,4,0,4,9,3,3,30,..,3,4,0,4,0,0,3,0,15,..,11,11,3,12,16,12,4,0,67,..,16,17,22,73,111,113,81,32,464,7,13,12,16,8,15,22,9,4,112,639,288,215,396,498,613,575,211,58,3491
POA6256,..,6,0,0,0,0,0,0,0,6,..,0,0,0,5,3,4,0,3,14,0,0,0,0,0,0,0,0,0,0,27,11,9,31,31,25,24,4,3,165,..,0,10,30,38,42,33,16,0,164,..,0,3,7,12,12,0,0,0,36,..,0,0,4,0,0,0,0,0,3,65,..,..,..,..,..,..,..,..,65,..,8,..,..,..,..,..,..,..,8,..,13,5,0,0,0,0,0,0,19,..,0,0,0,0,0,0,0,0,9,..,0,0,0,0,0,0,0,0,0,..,3,0,5,0,0,0,0,0,13,..,0,3,0,3,6,6,3,3,26,0,0,0,0,0,0,3,0,0,9,65,29,19,49,59,62,41,22,3,345
POA6258,..,16,12,10,11,7,6,0,0,58,..,8,24,19,47,81,60,63,30,324,10,13,16,8,11,8,10,7,0,77,587,333,297,346,471,421,265,168,51,2934,..,12,218,356,481,517,357,211,34,2186,..,100,145,109,123,79,37,11,0,607,..,17,48,62,88,33,10,8,5,263,1160,..,..,..,..,..,..,..,..,1160,..,232,..,..,..,..,..,..,..,232,..,203,46,22,20,9,0,0,0,303,..,38,8,5,8,13,7,6,5,98,..,22,11,5,8,0,0,0,0,47,..,34,26,17,26,19,7,0,0,126,..,20,70,59,106,173,136,86,39,685,23,33,24,16,21,16,16,6,0,166,1179,713,595,649,876,858,570,329,86,5867
POA6260,..,0,0,0,3,0,0,0,0,4,..,0,5,3,5,10,12,9,7,60,0,0,6,0,0,3,0,0,0,12,112,52,58,67,98,90,68,29,19,588,..,0,37,89,117,111,101,30,18,501,..,14,20,22,27,22,11,0,0,115,..,3,3,9,16,9,4,0,0,40,238,..,..,..,..,..,..,..,..,238,..,53,..,..,..,..,..,..,..,53,..,27,14,3,4,7,0,0,0,52,..,7,3,0,3,0,4,0,0,15,..,5,0,3,0,0,0,0,0,12,..,3,3,0,8,0,3,0,0,18,..,0,8,9,30,29,33,14,11,145,0,7,10,0,5,13,0,0,0,37,236,118,96,144,200,190,152,53,32,1228
POA6262,..,0,0,0,0,0,0,0,0,4,..,0,0,0,6,15,13,3,0,39,0,4,0,3,0,3,0,0,0,12,57,14,18,35,67,61,47,13,3,318,..,3,12,23,66,67,68,27,4,267,..,0,13,17,17,12,7,0,0,68,..,0,3,5,13,4,3,0,0,23,115,..,..,..,..,..,..,..,..,115,..,16,..,..,..,..,..,..,..,16,..,10,3,4,3,0,0,0,0,20,..,3,0,0,0,3,0,0,0,10,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,6,..,0,0,7,14,25,26,11,4,87,0,3,0,3,0,8,3,0,0,28,116,45,32,66,122,122,108,34,14,649
POA6271,..,3,3,3,6,3,5,3,0,22,..,4,0,3,20,27,17,27,0,117,4,9,5,3,8,14,3,0,0,42,316,150,174,212,243,196,147,76,6,1526,..,10,133,211,262,217,223,72,14,1140,..,40,78,72,70,37,14,0,0,319,..,13,34,38,38,14,9,11,3,154,641,..,..,..,..,..,..,..,..,641,..,123,..,..,..,..,..,..,..,123,..,73,33,16,11,3,0,0,0,138,..,13,5,3,9,7,8,0,0,43,..,6,3,0,0,0,0,0,0,17,..,8,11,3,6,5,6,0,0,48,..,10,12,23,45,60,53,37,7,245,11,13,9,9,20,17,3,0,0,76,651,303,311,372,461,367,328,125,25,2937
POA6275,..,3,3,0,0,4,3,0,0,13,..,0,0,0,8,14,19,9,3,63,0,0,0,0,9,3,9,0,0,26,82,28,41,53,101,124,97,27,12,563,..,3,13,54,74,138,126,38,5,454,..,0,15,32,44,35,23,4,0,152,..,0,8,6,12,6,0,0,3,45,178,..,..,..,..,..,..,..,..,178,..,19,..,..,..,..,..,..,..,19,..,21,11,12,7,3,0,0,0,51,..,15,0,3,3,0,3,5,0,30,..,3,3,0,3,0,0,0,0,13,..,3,4,4,14,7,10,0,0,34,..,0,7,7,27,51,42,15,3,152,8,3,3,3,9,8,20,3,0,56,180,69,73,114,187,242,223,67,14,1173
POA6280,..,61,35,28,24,44,20,5,0,218,..,30,57,65,162,284,311,356,186,1449,41,65,37,29,35,54,53,22,13,346,2551,1352,1310,1754,1813,1684,1402,804,302,12973,..,52,948,1934,2001,1997,1884,839,180,9828,..,269,651,501,431,262,109,35,11,2260,..,33,166,342,342,124,39,23,33,1105,5165,..,..,..,..,..,..,..,..,5165,..,1077,..,..,..,..,..,..,..,1077,..,815,224,75,56,38,8,0,0,1215,..,93,52,13,22,49,53,30,26,346,..,99,49,27,17,11,6,3,0,214,..,112,117,72,76,71,39,21,3,510,..,63,163,179,312,480,496,480,246,2421,88,114,76,76,65,92,103,33,14,649,5254,2736,2442,3214,3323,3123,2736,1459,518,24797
POA6281,..,17,35,9,7,6,3,0,0,82,..,10,12,21,19,43,79,30,21,230,9,13,15,13,12,18,17,10,0,112,735,216,431,566,396,355,341,123,33,3188,..,0,315,684,525,462,428,173,31,2623,..,19,199,165,90,60,34,10,3,578,..,3,19,69,72,23,10,4,4,205,1504,..,..,..,..,..,..,..,..,1504,..,201,..,..,..,..,..,..,..,201,..,124,35,11,6,3,0,0,0,178,..,16,14,0,0,4,3,3,3,42,..,23,28,11,3,4,3,0,0,72,..,27,103,25,20,14,6,0,0,205,..,7,28,47,72,93,117,50,24,436,22,32,40,25,27,36,37,20,3,237,1529,460,781,1041,816,694,644,254,71,6288
POA6282,..,3,3,0,0,5,0,0,0,12,..,0,0,0,3,9,7,6,0,31,0,0,0,4,0,6,0,0,0,18,118,46,49,87,104,91,52,18,3,567,..,0,34,113,146,125,95,28,3,546,..,3,27,20,24,16,3,3,0,100,..,0,0,4,14,7,0,0,0,20,227,..,..,..,..,..,..,..,..,227,..,51,..,..,..,..,..,..,..,51,..,22,6,0,0,0,0,0,0,34,..,0,3,0,0,0,0,0,0,6,..,0,3,0,0,3,0,0,0,6,..,3,5,0,3,5,3,0,0,18,..,0,9,11,15,24,9,8,3,81,6,7,4,3,4,8,6,0,0,36,234,87,90,154,208,199,119,38,5,1133
POA6284,..,0,3,0,4,0,0,0,0,6,..,0,4,11,4,22,13,8,3,63,7,4,4,3,4,4,3,0,0,31,260,58,119,209,108,114,60,29,8,966,..,0,85,232,141,144,91,31,4,735,..,4,61,92,33,8,5,0,0,199,..,0,13,20,24,3,0,7,3,61,521,..,..,..,..,..,..,..,..,521,..,60,..,..,..,..,..,..,..,60,..,34,12,0,0,3,0,0,0,57,..,4,8,3,3,4,0,0,0,28,..,3,5,0,0,0,0,0,0,10,..,0,15,5,3,4,0,0,0,31,..,3,10,18,31,40,25,18,7,147,5,7,8,12,10,10,5,0,3,62,529,120,213,389,246,216,123,61,18,1912
POA6285,..,32,50,15,13,14,3,0,0,122,..,7,29,31,56,103,74,48,25,377,17,18,23,20,11,18,10,9,3,127,930,341,624,741,562,494,268,121,47,4137,..,12,351,788,583,534,320,124,24,2737,..,55,345,286,195,101,32,5,0,1015,..,4,47,126,132,50,17,8,4,384,1937,..,..,..,..,..,..,..,..,1937,..,293,..,..,..,..,..,..,..,293,..,176,63,22,4,6,0,0,0,274,..,18,20,5,6,12,12,8,3,83,..,27,56,15,7,5,8,0,0,119,..,67,131,35,28,19,9,3,0,296,..,17,66,86,122,173,127,61,35,691,34,31,50,38,20,38,22,9,5,252,1977,700,1132,1411,1094,942,537,223,73,8077
POA6286,..,0,7,0,0,0,0,0,0,7,..,0,0,0,4,3,5,4,0,23,0,0,0,4,0,3,0,0,0,11,36,25,33,28,39,51,27,13,6,250,..,0,22,26,38,68,45,21,4,221,..,7,20,20,20,13,3,0,0,83,..,0,0,3,10,0,0,0,0,12,82,..,..,..,..,..,..,..,..,82,..,14,..,..,..,..,..,..,..,14,..,15,3,6,0,3,0,0,0,24,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,7,4,0,3,4,0,0,0,19,..,0,3,9,16,15,13,4,3,57,8,0,0,7,3,3,0,3,0,23,87,42,49,66,79,100,66,25,11,530
POA6288,..,0,0,3,0,0,0,0,0,4,..,0,0,0,3,3,3,3,0,21,0,4,0,3,0,0,0,0,0,6,63,15,19,26,45,35,22,5,3,237,..,0,16,31,47,47,46,10,3,188,..,0,12,17,10,11,0,0,0,50,..,0,0,4,10,3,0,0,3,13,106,..,..,..,..,..,..,..,..,106,..,17,..,..,..,..,..,..,..,17,..,10,4,3,3,0,0,0,0,15,..,0,0,3,0,0,0,0,0,3,..,0,4,0,0,0,0,0,0,4,..,0,3,3,0,0,0,0,0,12,..,3,0,9,15,13,11,3,0,45,3,3,3,3,0,0,0,0,0,13,107,34,38,71,80,70,55,9,5,474
POA6290,..,0,3,0,3,3,0,0,0,15,..,0,3,5,5,25,26,48,21,127,3,0,0,0,4,9,8,4,0,31,76,48,43,51,111,147,136,99,37,741,..,3,18,43,105,165,205,97,18,649,..,14,28,24,37,36,17,4,0,157,..,3,4,14,14,6,0,4,3,48,146,..,..,..,..,..,..,..,..,146,..,45,..,..,..,..,..,..,..,45,..,27,10,3,4,6,0,0,0,46,..,0,3,0,3,3,0,0,0,14,..,0,0,0,3,0,0,0,0,6,..,7,5,3,7,6,0,0,3,32,..,0,5,10,25,53,47,62,34,241,7,3,8,0,3,15,12,6,0,54,156,101,91,106,208,283,286,172,61,1451
POA6302,..,9,0,0,8,0,14,9,8,49,..,0,11,7,25,45,64,41,11,211,5,8,3,3,7,6,3,3,0,37,272,95,128,160,243,280,244,118,37,1574,..,4,83,177,260,327,318,127,20,1308,..,33,56,31,54,49,25,4,0,247,..,3,19,36,32,17,8,16,3,136,543,..,..,..,..,..,..,..,..,543,..,81,..,..,..,..,..,..,..,81,..,75,24,13,18,7,0,0,0,138,..,14,11,3,6,9,3,7,4,56,..,6,4,0,0,4,0,0,0,12,..,10,5,3,15,11,17,13,13,81,..,11,23,15,64,103,128,68,22,419,7,15,8,9,11,16,8,7,0,80,553,251,227,287,454,535,505,235,61,3105
POA6304,..,0,0,0,4,3,3,0,0,16,..,0,0,3,6,19,29,17,12,89,6,0,0,3,3,3,4,3,3,28,120,32,57,81,98,131,127,54,19,726,..,3,47,86,101,165,152,70,9,631,..,3,15,26,30,36,14,3,0,136,..,0,8,12,13,6,4,3,0,43,225,..,..,..,..,..,..,..,..,225,..,25,..,..,..,..,..,..,..,25,..,31,18,10,6,0,0,0,0,62,..,6,0,0,0,4,7,0,0,21,..,3,3,3,4,3,0,0,0,19,..,3,0,3,10,5,3,0,0,27,..,6,4,6,32,45,60,40,16,201,9,6,0,4,4,7,12,11,6,58,233,81,103,152,202,269,253,128,31,1459
POA6306,..,3,0,0,0,0,0,0,0,4,..,3,0,3,3,12,11,11,7,55,0,0,0,0,0,0,3,0,0,8,77,35,40,52,73,53,54,36,7,428,..,0,22,59,96,68,73,37,4,366,..,11,27,14,18,7,7,0,0,87,..,0,9,3,3,8,0,0,0,27,165,..,..,..,..,..,..,..,..,165,..,10,..,..,..,..,..,..,..,10,..,24,3,5,6,0,0,0,0,45,..,7,0,0,0,0,0,0,0,10,..,0,0,0,0,0,0,0,0,6,..,3,0,3,4,0,0,0,0,14,..,6,5,6,17,27,28,19,5,119,0,8,5,4,8,0,4,0,0,25,162,75,76,90,150,113,120,60,13,870
POA6308,..,4,0,0,3,5,0,4,0,13,..,0,3,3,12,20,16,15,9,77,3,7,3,0,0,3,3,0,0,21,128,43,67,69,115,116,73,55,11,686,..,7,56,98,122,151,109,51,7,604,..,8,20,24,21,26,10,4,0,109,..,0,8,6,14,14,4,3,0,55,254,..,..,..,..,..,..,..,..,254,..,20,..,..,..,..,..,..,..,20,..,28,15,3,7,0,0,0,0,54,..,4,0,0,5,3,0,3,3,18,..,3,4,3,0,0,0,0,0,12,..,7,3,0,3,3,6,5,0,27,..,6,9,5,29,44,38,34,12,173,3,13,3,0,4,4,10,3,0,41,262,101,125,143,216,239,170,105,21,1377
POA6309,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,10,0,3,0,0,0,0,0,0,0,4,12,3,5,12,18,21,15,5,3,100,..,0,9,9,24,26,28,7,3,109,..,0,0,3,3,3,0,0,0,19,..,0,0,0,0,0,0,0,0,5,32,..,..,..,..,..,..,..,..,32,..,0,..,..,..,..,..,..,..,0,..,7,3,0,3,0,0,0,0,8,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,3,0,0,0,3,..,0,0,3,3,13,8,3,0,31,0,3,0,0,4,3,0,0,0,13,31,11,16,18,34,53,38,10,3,222
POA6311,..,0,0,0,0,0,0,0,0,3,..,0,0,0,3,3,0,7,0,19,0,0,0,0,0,0,0,0,0,3,59,13,24,33,37,35,23,17,3,239,..,0,22,35,55,52,47,18,3,232,..,4,17,15,4,3,0,0,0,46,..,0,3,3,0,0,0,0,0,6,98,..,..,..,..,..,..,..,..,98,..,10,..,..,..,..,..,..,..,10,..,11,0,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,11,..,0,3,0,0,0,0,0,0,3,..,0,0,0,0,0,3,0,0,8,..,0,6,9,8,8,19,7,0,54,0,0,3,0,0,0,0,0,0,13,100,28,52,60,79,66,66,28,8,490
POA6312,..,22,8,0,4,8,0,0,0,38,..,11,25,19,34,54,58,55,31,296,11,15,10,4,4,12,4,3,3,61,442,256,257,233,274,312,197,119,57,2151,..,11,170,265,316,364,250,105,28,1504,..,76,90,59,48,31,6,10,3,315,..,13,43,47,59,31,15,12,7,220,887,..,..,..,..,..,..,..,..,887,..,138,..,..,..,..,..,..,..,138,..,126,50,17,12,10,3,0,0,222,..,29,7,0,11,15,10,6,3,83,..,10,7,3,3,4,0,0,0,30,..,32,24,10,9,7,3,0,0,82,..,30,61,46,73,102,98,79,43,529,23,23,19,16,11,18,19,3,4,125,907,480,470,457,537,579,399,214,87,4138
POA6313,..,0,0,0,0,0,0,0,0,4,..,0,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,3,22,15,10,16,15,14,14,3,0,114,..,0,17,12,25,31,24,3,0,115,..,0,0,3,3,3,3,0,0,17,..,0,0,0,4,0,0,0,0,7,36,..,..,..,..,..,..,..,..,36,..,8,..,..,..,..,..,..,..,8,..,3,0,0,0,0,0,0,0,4,..,0,0,0,0,3,3,0,0,11,..,0,0,0,0,0,0,0,0,0,..,0,0,0,0,0,0,0,0,6,..,4,0,3,6,3,4,3,0,21,0,0,0,0,3,0,0,0,0,8,36,19,27,21,46,41,31,9,0,233
POA6315,..,4,0,6,3,3,0,0,0,18,..,0,3,5,16,26,18,33,14,113,7,3,3,3,5,4,9,3,0,39,173,70,72,95,125,141,105,60,25,869,..,3,61,108,143,170,151,56,17,713,..,19,29,20,26,22,8,4,3,129,..,4,6,21,16,4,9,8,3,68,320,..,..,..,..,..,..,..,..,320,..,44,..,..,..,..,..,..,..,44,..,39,12,8,4,3,0,0,0,70,..,11,3,3,0,3,0,4,0,23,..,3,4,0,3,3,0,0,0,12,..,7,6,3,8,10,3,0,0,35,..,8,11,15,42,45,49,47,24,241,10,8,5,3,9,12,9,3,0,67,328,138,147,189,250,270,235,118,49,1717
POA6316,..,0,0,0,0,0,0,0,0,3,..,0,0,0,0,3,3,0,0,10,0,0,0,0,3,0,0,0,0,10,32,6,19,22,27,19,14,4,0,146,..,0,14,26,26,30,16,4,0,122,..,3,7,4,11,5,0,0,0,38,..,0,4,0,6,0,0,0,0,9,67,..,..,..,..,..,..,..,..,67,..,3,..,..,..,..,..,..,..,3,..,10,7,0,0,0,0,0,0,12,..,0,0,0,0,0,0,0,0,0,..,3,0,0,0,0,0,0,0,3,..,0,0,0,4,0,0,0,0,8,..,0,3,0,9,16,5,3,0,36,7,0,0,0,3,0,5,0,0,16,66,22,35,33,56,56,27,12,0,312
