region_id,P_PGrad_Deg_35_44,P_PGrad_Deg_45_54,P_PGrad_Deg_55_64,P_PGrad_Deg_65_74,P_PGrad_Deg_75_84,P_PGrad_Deg_85ov,P_PGrad_Deg_Total,P_GradDip_and_GradCert_15_24,P_GradDip_and_GradCert_25_34,P_GradDip_and_GradCert_35_44,P_GradDip_and_GradCert_45_54,P_GradDip_and_GradCert_55_64,P_GradDip_and_GradCert_65_74,P_GradDip_and_GradCert_75_84,P_GradDip_and_GradCert_85ov,P_GradDip_and_GradCert_Total,P_BachDeg_15_24,P_BachDeg_25_34,P_BachDeg_35_44,P_BachDeg_45_54,P_BachDeg_55_64,P_BachDeg_65_74,P_BachDeg_75_84,P_BachDeg_85ov,P_BachDeg_Total,P_AdvDip_and_Dip_15_24,P_AdvDip_and_Dip_25_34,P_AdvDip_and_Dip_35_44,P_AdvDip_and_Dip_45_54,P_AdvDip_and_Dip_55_64,P_AdvDip_and_Dip_65_74,P_AdvDip_and_Dip_75_84,P_AdvDip_and_Dip_85ov,P_AdvDip_and_Dip_Total,P_Cert_Levl_nfd_15_24,P_Cert_Levl_nfd_25_34,P_Cert_Levl_nfd_35_44,P_Cert_Levl_nfd_45_54,P_Cert_Levl_nfd_55_64,P_Cert_Levl_nfd_65_74,P_Cert_Levl_nfd_75_84,P_Cert_Levl_nfd_85ov,P_Cert_Levl_nfd_Total,P_Cert_III_IV_15_24,P_Cert_III_IV_25_34,P_Cert_III_IV_35_44,P_Cert_III_IV_45_54,P_Cert_III_IV_55_64,P_Cert_III_IV_65_74,P_Cert_III_IV_75_84,P_Cert_III_IV_85ov,P_Cert_III_IV_Total,P_Cert_I_II_15_24,P_Cert_I_II_25_34,P_Cert_I_II_35_44,P_Cert_I_II_45_54,P_Cert_I_II_55_64,P_Cert_I_II_65_74,P_Cert_I_II_75_84,P_Cert_I_II_85ov,P_Cert_I_II_Total,P_Cert_Lev_Tot_15_24,P_Cert_Lev_Tot_25_34,P_Cert_Lev_Tot_35_44,P_Cert_Lev_Tot_45_54,P_Cert_Lev_Tot_55_64,P_Cert_Lev_Tot_65_74,P_Cert_Lev_Tot_75_84,P_Cert_Lev_Tot_85ov,P_Cert_Lev_Tot_Total,P_Lev_Edu_IDes_15_24,P_Lev_Edu_IDes_25_34,P_Lev_Edu_IDes_35_44,P_Lev_Edu_IDes_45_54,P_Lev_Edu_IDes_55_64,P_Lev_Edu_IDes_65_74,P_Lev_Edu_IDes_75_84,P_Lev_Edu_IDes_85ov,P_Lev_Edu_IDes_Total,P_Lev_Edu_NS_15_24,P_Lev_Edu_NS_25_34,P_Lev_Edu_NS_35_44,P_Lev_Edu_NS_45_54,P_Lev_Edu_NS_55_64,P_Lev_Edu_NS_65_74,P_Lev_Edu_NS_75_84,P_Lev_Edu_NS_85ov,P_Lev_Edu_NS_Total,P_Tot_15_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Total
POA6072,7,6,7,3,0,0,23,0,3,4,3,3,0,0,0,13,5,12,14,21,14,13,0,0,79,0,6,16,15,12,3,4,0,56,0,0,3,4,3,0,0,3,13,25,16,20,37,30,14,6,0,148,4,3,0,0,3,0,0,0,10,29,19,23,41,36,14,6,3,171,0,3,4,7,3,4,0,0,21,19,6,0,23,17,10,6,3,84,53,49,68,116,92,47,16,6,447
POA6073,14,10,18,7,3,3,55,0,6,5,8,13,11,3,0,46,6,26,68,58,66,30,8,3,265,7,21,39,70,45,33,20,5,240,6,7,4,11,7,3,3,0,41,38,41,76,107,87,51,20,3,423,6,3,4,3,4,3,0,0,23,50,51,84,121,98,57,23,3,487,7,6,7,7,15,6,8,0,56,21,7,23,35,41,35,50,47,259,91,117,240,309,296,179,115,61,1408
POA6074,3,6,3,3,3,0,21,0,0,7,6,3,0,0,0,16,0,10,25,28,13,6,3,0,85,0,9,20,21,18,8,0,0,76,3,0,0,3,5,6,0,0,17,18,10,26,30,43,22,3,0,152,0,3,0,0,0,0,0,0,3,21,13,26,33,48,28,3,0,172,0,0,0,5,6,7,0,0,18,4,3,10,8,10,7,3,3,48,25,38,91,107,101,59,12,3,436
POA6076,119,129,158,91,20,4,562,5,37,88,122,90,37,11,3,393,140,339,617,545,525,284,122,27,2599,80,148,341,420,482,314,128,26,1939,25,23,52,82,87,58,24,9,360,278,340,545,633,533,354,144,30,2857,44,25,26,30,21,20,3,3,172,347,388,623,745,641,432,171,42,3389,17,25,55,65,116,99,43,21,441,199,75,140,165,185,182,179,139,1264,794,1047,1983,2191,2197,1439,674,262,10587
POA6077,6,3,4,0,3,0,19,0,0,3,7,5,0,0,0,15,19,16,12,31,18,7,0,3,106,5,8,13,15,24,7,3,0,75,0,4,8,5,0,0,0,0,17,36,19,29,77,72,35,25,8,301,0,6,6,3,0,0,0,0,15,36,29,43,85,72,35,25,8,333,0,0,0,9,0,11,5,0,25,11,3,9,13,22,7,3,3,71,71,59,86,163,145,67,39,14,644
POA6078,0,4,3,3,0,0,10,0,0,3,6,3,0,0,0,12,9,10,10,15,11,7,0,0,62,4,6,6,13,13,6,0,0,48,6,0,4,0,4,0,0,0,14,18,24,25,39,34,10,3,0,153,0,0,0,0,0,0,0,0,0,24,24,29,39,38,10,3,0,167,6,3,6,0,3,0,0,3,21,6,3,7,7,9,3,3,0,38,49,46,61,84,80,29,6,3,358
POA6079,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6081,21,22,20,6,3,0,77,0,8,21,25,14,8,0,0,76,22,74,150,110,83,19,8,0,466,13,35,92,98,62,27,13,3,343,6,3,14,18,9,9,0,0,59,92,109,200,193,122,55,24,0,795,9,3,13,6,10,0,3,3,47,107,115,227,217,141,64,27,3,901,6,8,7,19,15,11,6,4,76,42,11,46,46,35,31,16,0,227,190,256,564,537,370,166,73,10,2166
POA6082,6,6,10,7,3,0,39,0,0,11,11,12,3,0,0,37,11,30,68,46,39,21,6,0,221,7,29,50,70,44,25,6,3,234,0,0,17,11,12,0,4,0,44,60,75,118,129,81,41,12,3,519,7,6,3,8,4,5,0,0,33,67,81,138,148,97,46,16,3,596,0,3,8,8,14,7,6,0,46,57,14,32,37,36,22,14,3,215,142,164,313,326,252,131,51,9,1388
POA6083,20,20,18,9,0,0,70,0,3,12,11,6,8,0,0,40,7,33,60,63,55,19,3,0,240,13,15,45,75,59,27,7,3,244,5,0,11,13,9,0,3,0,41,51,66,155,163,104,48,10,3,600,4,3,12,7,0,5,0,0,31,60,69,178,183,113,53,13,3,672,0,6,7,18,14,13,8,0,66,44,14,46,62,53,34,8,3,264,124,143,368,432,318,163,39,9,1596
POA6084,13,13,11,0,0,0,43,0,12,7,10,6,3,0,0,38,12,52,83,70,54,22,7,0,300,12,41,89,128,53,34,5,0,362,4,12,25,14,13,3,0,0,71,116,153,278,267,175,79,15,6,1089,12,14,5,11,5,7,0,0,54,132,179,308,292,193,89,15,6,1214,4,8,19,30,21,20,6,0,108,77,47,78,79,64,56,26,6,433,237,345,597,622,402,224,59,12,2498
POA6090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,9
POA6100,219,101,72,23,6,3,840,10,80,72,62,44,7,4,0,279,263,1170,535,261,191,59,12,0,2491,177,316,253,214,163,65,30,12,1230,16,32,34,31,23,7,0,0,143,199,349,239,263,176,80,46,13,1365,19,21,12,17,12,3,6,4,94,234,402,285,311,211,90,52,17,1602,23,48,30,37,37,24,10,6,215,248,387,207,187,160,93,66,28,1376,992,2782,1601,1173,878,361,180,66,8033
POA6101,212,96,48,13,0,0,681,16,104,104,67,26,11,0,0,328,254,1069,656,284,167,52,24,10,2516,166,336,274,184,148,43,18,7,1176,32,37,37,29,26,11,0,0,172,218,401,332,285,196,93,62,28,1615,38,39,31,12,12,6,0,0,138,288,477,400,326,234,110,62,28,1925,22,58,36,32,33,27,10,8,226,242,231,188,157,126,112,92,56,1204,1005,2570,1870,1146,782,368,206,109,8056
POA6102,144,58,31,7,6,3,589,14,69,36,30,15,6,0,0,170,455,934,316,152,92,38,27,19,2033,318,291,140,108,62,38,41,21,1019,27,16,23,18,22,6,15,3,130,209,249,197,152,120,79,80,44,1130,29,17,8,4,11,6,6,0,81,265,282,228,174,153,91,101,47,1341,60,36,26,22,15,15,33,19,226,428,303,168,127,108,140,279,436,1989,1577,2218,1058,671,476,335,487,545,7367
POA6103,72,37,18,11,0,0,308,3,40,32,20,17,0,0,0,112,132,560,239,124,73,30,11,4,1173,69,199,116,109,69,37,6,0,605,12,23,20,15,12,9,3,0,94,126,246,174,153,111,48,31,9,898,12,28,5,12,3,3,0,3,66,150,297,199,180,126,60,34,12,1058,20,26,22,23,16,16,3,3,129,168,202,143,114,80,89,88,38,922,556,1480,823,607,399,243,142,57,4307
POA6104,69,32,32,10,0,0,262,3,55,36,34,16,8,3,0,155,96,584,336,189,96,39,17,3,1360,85,244,207,156,93,59,17,4,865,23,30,32,27,24,10,3,0,149,246,392,340,276,259,133,87,17,1750,34,29,16,19,14,3,3,0,118,303,451,388,322,297,146,93,17,2017,12,40,43,38,26,29,19,16,223,210,262,242,192,180,125,141,80,1432,716,1748,1321,963,740,416,290,120,6314
POA6105,67,25,25,7,0,3,252,3,44,41,16,10,4,0,0,118,111,478,299,142,85,27,16,3,1161,99,224,196,142,93,48,35,13,850,18,37,37,36,33,16,8,0,185,230,394,357,304,232,145,113,31,1806,40,47,21,23,9,4,3,5,152,288,478,415,363,274,165,124,36,2143,27,50,42,46,28,33,21,12,259,174,188,171,153,131,153,132,52,1154,708,1581,1231,887,646,437,328,119,5937
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,3,3,6,0,0,15
POA6107,253,99,59,26,12,0,1036,14,136,87,77,47,8,3,0,372,537,1847,900,441,274,113,36,10,4158,396,734,473,374,260,131,43,6,2417,68,91,88,64,70,30,9,4,424,659,1068,888,771,609,332,146,28,4501,99,113,68,38,28,6,5,0,357,826,1272,1044,873,707,368,160,32,5282,58,93,90,92,71,75,32,12,523,627,671,461,355,352,260,227,115,3068,2499,5299,3308,2311,1770,981,513,175,16856
POA6108,86,61,36,21,3,0,322,7,44,55,42,30,11,3,0,192,193,586,374,266,191,79,25,4,1718,152,307,321,315,242,127,34,3,1501,39,42,76,62,56,36,5,0,316,522,667,689,711,624,410,179,37,3839,64,61,36,28,35,6,3,0,233,625,770,801,801,715,452,187,37,4388,19,55,44,74,82,54,27,0,355,171,152,176,130,95,79,58,14,875,1172,2024,1857,1689,1391,823,337,58,9351
POA6109,27,9,10,0,0,0,97,0,12,14,9,14,4,3,0,56,47,201,127,90,56,35,8,0,564,46,135,101,92,65,43,16,0,498,19,32,26,16,15,19,3,0,130,195,342,259,265,221,109,52,12,1455,47,39,20,21,6,0,0,0,133,261,413,305,302,242,128,55,12,1718,17,42,21,30,30,19,13,3,175,158,172,145,128,150,111,114,40,1018,534,1021,740,660,567,340,209,55,4126
POA6110,107,60,21,17,5,0,337,12,52,48,40,49,15,0,0,216,156,709,483,311,199,103,28,7,1996,193,501,472,391,262,103,46,16,1984,51,97,109,93,70,37,11,8,476,791,1287,1070,966,794,434,194,47,5583,115,99,83,45,22,12,5,0,381,957,1483,1262,1104,886,483,210,55,6440,28,90,93,95,79,65,39,5,494,358,394,313,333,283,205,245,177,2308,1710,3350,2778,2334,1779,991,573,260,13775
POA6111,62,56,63,28,6,0,276,3,34,52,69,57,25,4,0,244,95,308,369,313,283,123,42,9,1542,82,230,283,316,288,134,57,3,1393,40,47,70,70,81,33,10,4,355,525,646,607,740,696,332,144,29,3719,60,37,39,33,28,6,3,0,206,625,730,716,843,805,371,157,33,4280,10,44,43,62,87,57,31,10,344,196,168,212,215,204,144,111,37,1287,1017,1569,1737,1874,1787,882,408,92,9366
POA6112,121,85,46,24,4,0,432,8,70,79,59,47,16,8,3,290,195,915,568,366,219,114,39,5,2421,215,618,456,435,286,142,52,16,2220,68,126,117,101,63,33,22,3,533,962,1597,1165,1115,888,430,207,51,6415,187,122,89,53,49,9,6,0,515,1217,1845,1371,1269,1000,472,235,54,7463,52,118,100,99,112,81,37,11,610,473,456,410,405,322,249,258,97,2670,2160,4174,3105,2718,2032,1098,633,186,16106
POA6121,5,6,7,6,0,0,24,0,0,7,5,0,6,0,0,18,9,27,58,41,18,7,5,0,165,19,16,36,46,28,11,0,0,156,3,4,8,3,7,0,3,0,28,57,53,113,144,75,32,8,0,482,11,0,3,8,0,0,0,0,22,71,57,124,155,82,32,11,0,532,0,5,9,14,12,0,0,0,40,33,13,31,25,37,11,14,0,164,132,118,270,292,184,73,30,0,1099
POA6122,18,18,13,3,0,0,65,0,13,20,23,4,11,0,0,71,34,136,119,85,56,25,4,0,459,53,115,142,111,77,35,9,4,546,11,29,28,20,20,13,3,0,124,299,384,365,303,201,88,15,0,1655,33,37,21,9,10,4,3,0,117,343,450,414,332,231,105,21,0,1896,9,26,34,26,22,8,6,0,131,72,58,89,82,69,37,45,45,497,511,811,836,677,472,224,85,49,3665
POA6123,0,0,6,0,0,0,9,0,0,3,4,0,0,0,0,7,6,13,20,13,8,3,0,0,63,9,14,8,12,13,4,3,0,63,3,0,6,7,6,4,0,0,26,28,32,62,54,24,8,9,3,220,5,5,7,0,0,0,0,0,17,36,37,75,61,30,12,9,3,263,0,0,4,0,3,0,0,0,7,17,5,12,5,12,4,5,3,63,68,72,122,95,72,23,17,6,475
POA6124,11,0,0,0,0,0,11,0,0,3,3,0,3,3,0,12,0,12,24,16,14,11,0,0,77,4,8,18,11,13,9,0,0,63,0,3,6,6,5,0,0,0,20,22,35,40,45,30,20,6,0,198,3,0,0,0,6,0,0,0,9,25,38,46,51,41,20,6,0,227,0,3,0,7,5,3,0,0,18,6,8,12,7,12,8,4,0,57,35,69,114,95,85,54,13,0,465
POA6125,3,7,3,3,0,0,19,0,4,10,8,3,0,0,0,25,12,18,44,40,23,17,3,0,157,11,13,33,44,27,14,8,0,150,0,3,5,8,15,4,3,0,38,60,66,103,95,68,50,17,0,459,0,6,11,5,0,0,0,0,22,60,75,119,108,83,54,20,0,519,4,6,12,9,12,4,3,0,50,33,11,15,28,29,35,15,6,172,120,130,236,244,180,127,49,6,1092
POA6126,3,3,3,0,0,0,9,0,0,0,0,3,0,0,0,3,0,3,6,3,6,0,3,0,21,0,0,3,4,6,0,0,0,13,0,0,0,0,3,0,0,0,3,6,8,7,9,10,0,0,0,40,0,0,0,0,0,0,0,0,0,6,8,7,9,13,0,0,0,43,0,6,0,0,0,5,0,0,11,17,62,80,49,30,12,0,0,250,23,79,99,68,61,17,3,0,350
POA6147,101,63,45,13,3,0,358,5,51,34,23,18,3,0,0,134,185,632,335,217,123,84,16,3,1595,101,243,180,171,145,63,15,4,922,20,30,45,38,30,19,3,0,185,260,405,351,374,331,170,82,15,1988,34,41,25,27,19,5,3,0,154,314,476,421,439,380,194,88,15,2327,17,23,37,42,57,46,20,6,248,117,85,108,88,89,81,63,26,657,750,1632,1216,1043,857,484,205,54,6241
POA6148,213,231,103,58,7,5,744,8,48,74,86,63,30,0,3,312,267,645,579,549,383,175,78,25,2701,92,171,249,325,263,169,86,44,1399,18,18,43,41,45,39,15,7,226,203,273,280,334,300,202,120,26,1738,43,22,23,17,21,10,3,0,139,264,313,346,392,366,251,138,33,2103,25,26,41,43,74,67,49,11,336,198,131,134,121,163,120,170,138,1175,868,1447,1636,1747,1415,870,528,259,8770
POA6149,166,240,173,52,8,0,760,13,60,96,126,111,26,4,3,439,379,680,664,651,570,159,53,14,3170,108,178,285,431,420,154,76,22,1674,16,24,29,59,72,31,12,3,246,260,219,307,411,386,176,85,33,1877,36,19,18,25,26,11,0,0,135,312,262,354,495,484,218,97,36,2258,24,29,32,68,100,47,20,20,340,115,46,78,93,98,82,102,143,757,956,1371,1675,2104,1956,738,360,238,9398
POA6150,135,185,132,47,11,0,637,10,37,72,73,59,19,11,0,281,391,575,467,502,416,173,57,23,2604,141,112,155,299,243,119,82,28,1179,13,12,22,36,32,26,7,4,152,149,126,151,187,198,121,60,21,1013,27,6,11,17,13,0,3,0,77,189,144,184,240,243,147,70,25,1242,20,22,17,38,51,36,37,19,240,127,42,53,74,80,60,117,79,632,897,1040,1083,1411,1224,601,385,174,6815
POA6151,310,220,181,61,19,3,1117,7,98,120,101,70,26,6,3,431,361,1124,775,627,457,172,59,18,3593,106,235,225,303,265,133,42,17,1326,12,24,30,31,49,26,11,3,186,191,272,202,242,211,93,35,23,1269,27,19,21,7,13,7,3,0,97,230,315,253,280,273,126,49,26,1552,18,33,51,60,58,48,16,14,298,218,251,182,165,212,135,124,96,1383,960,2359,1916,1756,1516,701,315,177,9700
POA6152,351,288,213,75,17,0,1391,21,131,133,140,99,38,17,0,579,570,1545,959,733,531,218,89,40,4685,231,367,273,368,362,204,97,42,1944,25,37,33,56,65,34,23,12,285,351,450,281,310,283,130,74,51,1930,52,27,23,20,19,6,6,0,153,428,514,337,386,367,170,103,63,2368,48,58,56,59,80,57,41,29,428,308,303,195,207,186,162,233,224,1818,1633,3338,2304,2181,1838,924,597,398,13213
POA6153,262,225,227,95,35,3,1085,12,68,130,116,103,30,10,0,469,329,855,771,806,645,314,138,41,3899,113,164,255,373,359,224,112,37,1637,16,17,43,53,49,32,20,9,239,178,228,224,328,230,124,98,46,1456,36,15,16,21,11,8,3,0,110,230,260,283,402,290,164,121,55,1805,24,26,43,56,75,59,48,29,360,205,193,148,185,182,137,143,93,1286,937,1780,1892,2163,1881,1023,607,258,10541
POA6154,102,103,78,34,9,0,377,7,25,73,53,33,14,8,0,213,140,371,435,348,206,122,78,18,1718,32,113,161,176,175,120,72,28,877,13,11,24,25,21,17,13,5,129,98,136,159,170,112,86,88,28,877,10,13,13,16,8,10,6,0,76,121,160,196,211,141,113,107,33,1082,5,15,24,38,24,26,40,14,186,96,51,77,89,57,72,125,122,689,401,786,1068,1018,714,501,439,215,5142
POA6155,505,438,217,65,10,3,1663,20,125,194,190,102,31,3,0,665,641,1953,1812,1253,701,226,82,16,6684,304,543,855,892,643,244,61,18,3560,60,78,116,151,106,48,15,0,574,729,847,1134,1187,860,351,109,25,5242,80,62,66,72,41,11,9,0,341,869,987,1316,1410,1007,410,133,25,6157,48,80,144,169,150,98,48,10,747,636,600,490,371,317,193,116,47,2770,2553,4678,5316,4723,3137,1267,453,119,22246
POA6156,161,146,78,40,16,3,561,8,59,98,88,51,24,10,0,338,157,575,701,480,277,123,70,19,2402,48,165,323,284,173,143,82,21,1239,12,39,39,52,31,27,17,7,224,156,281,383,353,216,119,113,26,1647,30,25,28,12,8,3,5,3,114,198,345,450,417,255,149,135,36,1985,14,38,46,56,37,47,51,12,301,127,102,150,106,112,118,175,78,968,560,1393,1929,1577,983,644,539,169,7794
POA6157,165,130,80,38,10,3,504,5,71,88,85,66,21,12,0,348,120,588,564,373,247,105,48,19,2064,63,159,226,242,213,98,69,27,1097,8,32,33,28,23,16,12,6,158,129,322,251,304,239,138,98,29,1510,13,17,25,21,15,3,3,0,97,150,371,309,353,277,157,113,35,1765,11,24,47,51,39,34,24,11,241,100,85,126,102,103,115,149,100,880,454,1371,1525,1336,1025,568,425,195,6899
POA6158,116,128,99,28,3,3,411,8,21,60,70,45,24,0,0,228,84,236,330,349,243,73,31,7,1353,16,63,106,162,100,82,32,5,566,6,10,8,11,18,6,3,0,62,59,85,108,134,99,48,30,5,568,14,8,12,13,6,3,0,0,56,79,103,128,158,123,57,33,5,686,0,16,16,21,27,13,10,0,103,68,43,65,66,58,45,69,61,475,255,516,821,954,695,322,178,81,3822
POA6159,46,28,42,21,3,0,169,0,15,17,15,14,8,0,0,69,40,182,138,80,112,59,13,0,624,9,27,38,46,60,33,18,6,237,0,3,0,7,9,7,3,0,29,21,55,35,28,34,27,12,6,218,0,4,3,0,0,4,0,0,11,21,62,38,35,43,38,15,6,258,4,3,0,8,12,12,6,0,45,32,57,31,38,49,35,48,44,334,106,375,308,250,332,206,103,56,1736
POA6160,117,106,123,60,8,0,520,8,51,51,59,45,13,5,0,232,105,519,343,271,236,88,32,6,1600,44,105,93,129,127,67,15,3,583,9,7,17,15,10,10,6,3,77,90,197,109,138,108,55,30,11,738,12,16,9,13,3,7,0,0,60,111,220,135,166,121,72,36,14,875,6,21,21,28,21,21,17,0,135,84,137,87,102,123,82,77,38,730,366,1151,847,861,796,403,190,61,4675
POA6161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,6,6,8,0,3,0,0,0,23,0,0,0,0,3,0,0,0,3,6,6,8,0,6,0,0,0,26,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,9,12,9,15,5,6,0,0,0,47
POA6162,145,153,99,32,5,0,513,6,43,67,70,58,18,0,0,262,86,380,482,345,239,77,24,10,1643,44,126,158,176,149,61,16,0,730,11,21,23,25,18,11,3,3,115,102,212,211,224,183,92,61,15,1100,16,27,17,16,5,0,0,0,81,129,260,251,265,206,103,64,18,1296,6,21,27,35,28,27,13,3,160,78,101,97,119,94,106,114,38,747,352,1007,1227,1163,873,424,236,69,5351
POA6163,305,280,163,37,14,0,1059,18,143,177,184,83,27,9,0,641,471,1487,1315,905,485,182,72,16,4933,222,583,732,717,517,240,84,22,3117,57,90,125,157,109,48,20,4,610,709,1132,1257,1240,978,529,274,58,6177,124,95,76,52,64,18,6,0,435,890,1317,1458,1449,1151,595,300,62,7222,55,117,143,145,144,119,65,19,807,424,376,450,428,420,453,463,289,3303,2090,4273,4580,4108,2963,1653,1007,408,21082
POA6164,284,180,68,19,6,6,889,13,212,174,82,44,10,0,0,535,396,2138,1335,590,312,80,30,10,4891,248,892,924,599,351,124,40,6,3184,52,132,167,132,71,25,9,0,588,881,1932,1720,1233,696,289,92,21,6864,133,110,107,77,28,13,3,0,471,1066,2174,1994,1442,795,327,104,21,7923,57,133,163,159,112,60,19,8,711,451,545,499,395,301,197,125,24,2537,2245,6406,5373,3447,1983,817,324,75,20670
POA6165,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,3,0,0,0,0,3,0,3,3,0,3,0,3,0,12,3,0,0,0,0,0,0,0,3,3,3,3,3,3,0,3,0,18,0,0,3,0,0,0,0,0,3,6,3,3,3,3,3,0,0,21,9,6,9,6,9,3,3,0,45
POA6166,34,24,12,9,3,0,100,0,14,21,15,12,0,0,0,62,54,152,167,114,71,39,10,0,607,38,91,130,139,92,34,19,0,543,4,17,16,22,22,14,3,0,98,121,168,290,339,229,111,50,8,1316,24,9,18,21,9,0,0,0,81,149,194,324,382,260,125,53,8,1495,16,18,29,42,29,20,6,3,163,77,52,73,93,83,76,58,20,532,337,536,778,809,559,303,149,31,3502
POA6167,36,26,16,6,7,0,158,4,26,27,20,14,3,3,0,97,74,431,251,149,87,35,10,4,1041,99,284,242,163,111,33,22,4,958,31,60,78,42,30,24,8,0,273,447,880,650,527,387,207,111,20,3229,102,82,35,24,13,6,3,0,265,580,1022,763,593,430,237,122,20,3767,27,56,69,58,55,53,16,10,344,461,579,502,342,278,211,170,62,2605,1245,2465,1890,1351,991,578,350,100,8970
POA6168,40,32,26,15,3,0,149,6,36,28,43,25,8,4,3,153,99,288,211,177,130,77,27,7,1016,90,242,258,293,203,97,49,19,1251,36,49,57,77,54,26,15,3,317,525,702,642,726,596,404,216,56,3867,134,75,37,34,18,16,0,0,314,695,826,736,837,668,446,231,59,4498,24,55,59,65,82,72,48,17,422,326,258,281,287,319,317,368,166,2322,1243,1735,1613,1734,1453,1032,730,271,9811
POA6169,62,58,42,26,6,3,243,7,34,67,73,48,10,4,0,243,120,413,411,357,247,128,51,14,1741,130,302,471,521,310,176,59,15,1984,65,80,98,93,81,42,17,0,476,763,1073,1201,1257,790,505,212,42,5843,180,102,70,63,48,9,3,0,475,1008,1255,1369,1413,919,556,232,42,6794,42,71,79,114,101,83,46,13,549,464,318,397,400,297,297,352,158,2683,1771,2439,2856,2936,1964,1276,750,245,14237
POA6170,15,19,11,0,0,0,68,0,18,18,8,0,0,0,0,44,38,182,111,57,21,16,0,0,425,32,89,97,77,41,14,4,0,354,17,23,24,22,10,3,3,0,102,149,251,212,187,103,58,8,3,971,26,21,10,14,4,3,0,0,78,192,295,246,223,117,64,11,3,1151,8,19,16,16,16,7,0,0,82,127,94,107,62,37,31,19,3,480,397,720,610,462,243,132,34,6,2604
POA6171,47,32,9,0,3,0,124,5,38,55,28,9,3,4,0,142,78,386,320,159,77,32,8,0,1060,93,271,346,197,129,51,14,0,1101,24,48,64,32,18,11,0,0,197,430,846,718,496,242,108,25,3,2868,66,58,32,22,13,6,0,0,197,520,952,814,550,273,125,25,3,3262,18,41,53,47,45,17,3,0,224,118,139,159,97,67,59,24,7,670,832,1860,1794,1110,609,287,81,10,6583
POA6172,24,34,12,5,3,0,86,0,11,28,21,9,0,0,0,69,42,153,184,121,56,22,10,0,588,56,143,249,195,74,39,17,0,773,29,26,45,25,19,5,4,0,153,345,497,618,478,187,105,36,0,2266,60,49,33,21,12,0,0,0,175,434,572,696,524,218,110,40,0,2594,29,28,54,35,27,20,14,0,207,263,143,207,182,70,74,90,59,1088,824,1058,1442,1112,466,270,174,59,5405
POA6173,48,39,12,7,0,0,116,0,27,37,19,5,3,3,0,94,40,204,291,126,42,14,0,0,717,39,150,289,171,65,23,5,0,742,12,25,39,29,10,7,0,0,122,225,397,543,389,115,45,11,0,1725,32,20,32,16,5,0,0,0,105,269,442,614,434,130,52,11,0,1952,12,20,43,35,16,7,0,0,133,66,83,97,68,46,21,11,0,392,426,936,1419,892,316,127,30,0,4146
POA6174,3,6,3,0,0,0,15,3,6,6,7,6,0,0,0,28,5,37,43,21,13,8,4,0,131,7,22,28,29,17,7,4,0,114,0,5,3,10,4,3,0,0,25,42,67,105,81,35,18,13,0,361,10,3,0,7,3,3,0,0,26,52,75,108,98,42,24,13,0,412,7,3,7,3,0,7,4,0,31,37,21,39,24,20,28,9,0,178,111,167,234,188,101,74,34,0,909
POA6175,6,6,3,4,0,0,24,0,13,15,7,7,3,0,0,45,6,52,79,43,20,8,0,0,208,3,31,59,60,18,17,0,0,188,9,4,14,12,5,9,4,0,57,45,90,144,112,49,26,15,0,481,13,9,9,0,3,0,0,0,34,67,103,167,124,57,35,19,0,572,0,3,5,8,4,3,4,3,30,27,36,33,22,21,7,8,0,154,103,243,364,270,130,77,31,3,1221
