POA_CODE_2016,M_NatPhyl_Scn_15_24,M_NatPhyl_Scn_25_34,M_NatPhyl_Scn_35_44,M_NatPhyl_Scn_45_54,M_NatPhyl_Scn_55_64,M_NatPhyl_Scn_65_74,M_NatPhyl_Scn_75_84,M_NatPhyl_Scn_85ov,M_NatPhyl_Scn_Tot,M_InfoTech_15_24,M_InfoTech_25_34,M_InfoTech_35_44,M_InfoTech_45_54,M_InfoTech_55_64,M_InfoTech_65_74,M_InfoTech_75_84,M_InfoTech_85ov,M_InfoTech_Tot,M_Eng_RelTec_15_24,M_Eng_RelTec_25_34,M_Eng_RelTec_35_44,M_Eng_RelTec_45_54,M_Eng_RelTec_55_64,M_Eng_RelTec_65_74,M_Eng_RelTec_75_84,M_Eng_RelTec_85ov,M_Eng_RelTec_Tot,M_ArchtBldng_15_24,M_ArchtBldng_25_34,M_ArchtBldng_35_44,M_ArchtBldng_45_54,M_ArchtBldng_55_64,M_ArchtBldng_65_74,M_ArchtBldng_75_84,M_ArchtBldng_85ov,M_ArchtBldng_Tot,M_Ag_Envir_Rltd_Sts_15_24,M_Ag_Envir_Rltd_Sts_25_34,M_Ag_Envir_Rltd_Sts_35_44,M_Ag_Envir_Rltd_Sts_45_54,M_Ag_Envir_Rltd_Sts_55_64,M_Ag_Envir_Rltd_Sts_65_74,M_Ag_Envir_Rltd_Sts_75_84,M_Ag_Envir_Rltd_Sts_85ov,M_Ag_Envir_Rltd_Sts_Tot,M_Health_15_24,M_Health_25_34,M_Health_35_44,M_Health_45_54,M_Health_55_64,M_Health_65_74,M_Health_75_84,M_Health_85ov,M_Health_Tot,M_Educ_15_24,M_Educ_25_34,M_Educ_35_44,M_Educ_45_54,M_Educ_55_64,M_Educ_65_74,M_Educ_75_84,M_Educ_85_years_and_over,M_Educ_Tot,M_Mgnt_Com_15_24,M_Mgnt_Com_25_34,M_Mgnt_Com_35_44,M_Mgnt_Com_45_54,M_Mgnt_Com_55_64,M_Mgnt_Com_65_74,M_Mgnt_Com_75_84,M_Mgnt_Com_85ov,M_Mgnt_Com_Tot,M_Society_Cult_15_24,M_Society_Cult_25_34,M_Society_Cult_35_44,M_Society_Cult_45_54,M_Society_Cult_55_64,M_Society_Cult_65_74,M_Society_Cult_75_84,M_Society_Cult_85ov,M_Society_Cult_Tot,M_Creative_Arts_15_24,M_Creative_Arts_25_34,M_Creative_Arts_35_44,M_Creative_Arts_45_54,M_Creative_Arts_55_64,M_Creative_Arts_65_74,M_Creative_Arts_75_84,M_Creative_Arts_85ov,M_Creative_Arts_Tot,M_Fd_Hosp_Psnl_Svcs_15_24,M_Fd_Hosp_Psnl_Svcs_25_34,M_Fd_Hosp_Psnl_Svcs_35_44,M_Fd_Hosp_Psnl_Svcs_45_54,M_Fd_Hosp_Psnl_Svcs_55_64,M_Fd_Hosp_Psnl_Svcs_65_74,M_Fd_Hosp_Psnl_Svcs_75_84,M_Fd_Hosp_Psnl_Svcs_85ov,M_Fd_Hosp_Psnl_Svcs_Tot,M_MixFld_Prgm_15_24,M_MixFld_Prgm_25_34,M_MixFld_Prgm_35_44,M_MixFld_Prgm_45_54,M_MixFld_Prgm_55_64,M_MixFld_Prgm_65_74,M_MixFld_Prgm_75_84,M_MixFld_Prgm_85ov,M_MixFld_Prgm_Tot,M_FldStd_InadDes_15_24,M_FldStd_InadDes_25_34,M_FldStd_InadDes_35_44,M_FldStd_InadDes_45_54,M_FldStd_InadDes_55_64,M_FldStd_InadDes_65_74,M_FldStd_InadDes_75_84,M_FldStd_InadDes_85ov,M_FldStd_InadDes_Tot,M_FldStd_NS_15_24,M_FldStd_NS_25_34,M_FldStd_NS_35_44,M_FldStd_NS_45_54,M_FldStd_NS_55_64,M_FldStd_NS_65_74,M_FldStd_NS_75_84,M_FldStd_NS_85ov,M_FldStd_NS_Tot,M_Tot_15_24,M_Tot_25_34,M_Tot_35_44,M_Tot_45_54,M_Tot_55_64,M_Tot_65_74,M_Tot_75_84,M_Tot_85_years_and_over,M_Tot_Tot,F_NatPhyl_Scn_15_24,F_NatPhyl_Scn_25_34,F_NatPhyl_Scn_35_44,F_NatPhyl_Scn_45_54,F_NatPhyl_Scn_55_64,F_NatPhyl_Scn_65_74,F_NatPhyl_Scn_75_84,F_NatPhyl_Scn_85ov,F_NatPhyl_Scn_Tot,F_InfoTech_15_24,F_InfoTech_25_34,F_InfoTech_35_44,F_InfoTech_45_54,F_InfoTech_55_64,F_InfoTech_65_74,F_InfoTech_75_84,F_InfoTech_85ov,F_InfoTech_Tot,F_Eng_RelTec_15_24,F_Eng_RelTec_25_34,F_Eng_RelTec_35_44,F_Eng_RelTec_45_54,F_Eng_RelTec_55_64,F_Eng_RelTec_65_74,F_Eng_RelTec_75_84,F_Eng_RelTec_85ov,F_Eng_RelTec_Tot,F_ArchtBldng_15_24,F_ArchtBldng_25_34,F_ArchtBldng_35_44,F_ArchtBldng_45_54,F_ArchtBldng_55_64,F_ArchtBldng_65_74,F_ArchtBldng_75_84,F_ArchtBldng_85ov,F_ArchtBldng_Tot,F_Ag_Envir_Rltd_Sts_15_24,F_Ag_Envir_Rltd_Sts_25_34,F_Ag_Envir_Rltd_Sts_35_44,F_Ag_Envir_Rltd_Sts_45_54,F_Ag_Envir_Rltd_Sts_55_64,F_Ag_Envir_Rltd_Sts_65_74,F_Ag_Envir_Rltd_Sts_75_84,F_Ag_Envir_Rltd_Sts_85ov,F_Ag_Envir_Rltd_Sts_Tot,F_Health_15_24,F_Health_25_34,F_Health_35_44,F_Health_45_54,F_Health_55_64,F_Health_65_74,F_Health_75_84,F_Health_85ov,F_Health_Tot,F_Educ_15_24,F_Educ_25_34,F_Educ_35_44,F_Educ_45_54,F_Educ_55_64,F_Educ_65_74,F_Educ_75_84,F_Educ_85ov,F_Educ_Tot,F_Mgnt_Com_15_24,F_Mgnt_Com_25_34
POA6030,19,41,63,35,16,13,7,3,198,37,99,103,71,25,5,0,0,342,218,536,622,768,471,260,158,35,3069,145,327,286,347,144,101,50,9,1420,18,32,46,29,21,8,4,0,158,17,52,69,77,44,16,12,3,294,5,25,46,51,35,30,18,4,211,63,185,225,248,104,63,31,8,921,66,100,116,82,72,24,14,0,479,42,41,37,34,22,6,5,0,193,29,91,98,74,44,23,17,0,371,4,3,4,3,0,0,4,0,22,10,26,23,37,18,7,3,0,127,230,211,226,243,144,83,88,69,1300,914,1767,1971,2090,1153,664,407,137,9109,27,61,50,28,16,5,4,0,196,4,25,40,22,16,8,0,0,120,17,34,42,47,15,22,10,8,192,8,20,19,14,7,3,0,0,74,6,26,15,11,4,0,0,0,66,119,262,306,325,171,94,45,14,1344,60,197,265,267,99,53,31,8,985,165,490
POA6031,9,23,15,13,4,4,0,0,69,24,68,60,32,11,0,0,0,191,92,302,323,277,138,75,23,3,1230,47,165,114,112,47,29,15,0,530,11,22,23,14,6,0,0,0,79,6,33,37,20,19,10,0,0,124,3,20,21,16,16,5,0,0,84,39,151,136,86,29,16,3,0,454,33,66,45,34,21,5,0,0,204,21,24,16,8,0,0,3,0,78,14,52,56,37,11,8,0,0,180,0,3,0,3,0,0,0,0,10,0,18,18,7,13,0,0,0,50,84,125,78,77,44,22,8,0,436,379,1073,941,728,358,170,48,7,3710,16,41,20,10,0,0,0,0,94,4,20,20,5,0,0,0,0,50,3,21,15,11,11,4,3,0,74,3,7,9,3,0,0,0,0,18,3,17,16,6,0,0,0,0,41,62,161,189,119,66,17,5,0,628,30,129,110,82,26,14,7,0,398,86,309
POA6032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,8,9,5,0,0,0,23,0,0,3,4,0,0,0,0,3,0,3,0,0,0,0,0,0,4,0,0,0,0,3,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,10,0,4,14,16,11,9,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,3,0,0,0,9,0,0,0,3,0,0,0,0,4,0,0
POA6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,11,3,0,0,24,3,0,5,4,3,3,0,0,14,0,0,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,4,7,4,3,0,0,32,15,11,21,29,22,16,4,0,105,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,0,3,4,3,0,0,0,14,0,0,5,0,0,4,0,0,12,0,0
POA6034,0,3,0,0,0,0,0,0,3,0,6,3,3,0,0,0,0,11,14,47,18,14,6,7,0,0,114,16,35,15,11,0,0,0,0,78,0,3,0,0,0,0,0,0,11,3,9,3,0,0,0,0,0,12,0,0,0,0,0,0,0,0,4,3,14,15,8,3,0,0,0,40,8,11,9,3,4,0,0,0,26,0,8,4,0,0,0,0,0,12,0,14,3,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,3,5,0,0,0,0,0,0,6,14,21,19,10,4,0,0,0,69,63,169,93,52,19,7,0,0,403,0,3,0,0,0,0,0,0,5,0,3,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,14,19,9,11,4,0,0,0,61,7,24,3,10,0,0,0,0,47,20,43
POA6035,3,8,3,12,6,3,6,0,36,10,14,11,4,0,0,0,0,41,34,114,152,134,84,89,32,4,651,28,104,83,80,40,21,12,0,367,0,9,11,13,7,0,0,0,52,0,9,24,14,10,0,3,0,58,0,5,11,12,11,5,3,0,44,13,28,41,30,18,21,5,3,157,7,18,23,22,17,0,4,0,92,13,3,10,3,3,0,0,0,43,7,14,25,18,10,8,0,0,75,0,0,0,0,0,0,0,0,4,3,3,4,3,3,0,6,0,23,50,78,75,66,37,45,48,29,425,166,398,482,407,239,206,123,38,2057,3,11,6,3,4,3,0,0,35,0,3,3,3,6,0,0,0,15,0,8,9,5,0,8,0,0,34,0,0,4,0,0,0,0,0,5,0,12,3,4,0,0,0,0,18,28,71,66,53,35,29,9,0,283,8,63,55,34,22,21,5,0,207,34,74
POA6036,8,7,14,9,4,0,0,0,43,12,31,42,31,0,4,0,0,121,87,247,288,254,120,68,23,0,1085,55,123,126,131,40,14,12,0,507,3,17,11,16,3,3,0,0,58,7,31,24,43,15,10,0,0,122,0,18,24,20,8,9,5,0,79,20,97,108,87,32,16,3,0,374,19,59,50,34,10,6,0,0,176,12,22,21,11,7,0,0,0,73,8,29,37,35,16,4,0,0,130,3,0,0,0,0,0,0,0,11,0,13,15,4,3,3,0,0,30,143,153,123,111,35,38,19,8,625,385,852,882,783,290,176,69,6,3442,6,19,21,12,0,3,0,0,63,6,16,14,13,5,0,0,0,58,4,19,13,6,0,0,0,0,52,9,3,0,3,0,0,0,0,24,6,7,5,4,0,0,0,0,25,66,137,139,131,47,15,6,0,539,35,90,132,89,22,16,3,0,386,75,202
POA6037,3,0,3,0,3,0,0,0,13,4,3,3,0,0,0,0,0,7,9,46,56,64,48,40,17,0,277,7,20,19,33,26,9,3,0,118,0,3,3,12,0,0,0,0,22,0,0,6,3,4,4,0,0,19,0,0,0,3,4,4,4,0,14,3,4,5,7,7,5,0,0,37,0,0,4,6,4,8,0,0,27,7,4,0,0,0,0,0,0,12,5,8,3,0,6,4,3,0,22,0,0,0,0,0,0,0,0,4,0,0,0,3,3,0,0,0,10,19,18,29,28,25,23,13,4,160,63,105,131,174,131,97,43,6,749,0,9,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,3,0,4,6,4,0,3,5,0,21,0,0,0,0,0,0,0,0,4,5,0,3,0,3,0,0,0,13,8,16,10,19,17,13,7,0,88,5,15,14,12,14,8,0,0,75,8,28
POA6038,3,6,7,5,3,0,0,0,32,6,34,15,4,0,0,0,0,68,50,171,118,79,35,26,4,3,487,41,112,61,43,16,10,0,0,282,3,9,14,3,0,0,0,0,29,0,23,20,13,3,4,0,0,58,4,8,12,6,3,0,0,0,35,8,78,43,28,7,7,0,0,164,10,34,21,15,4,7,0,0,91,4,12,10,6,0,0,0,0,31,7,27,19,10,3,0,0,0,68,0,0,0,0,0,0,0,0,0,0,3,7,6,0,0,0,0,24,38,75,56,32,17,9,5,0,234,175,596,400,253,94,62,12,3,1595,3,18,14,3,3,0,0,0,43,3,11,3,3,0,0,0,0,18,6,12,7,11,0,0,0,0,28,0,4,3,3,0,0,0,0,10,3,9,0,0,0,0,0,0,17,22,76,62,38,13,5,3,0,223,10,68,46,32,12,6,0,0,174,43,119
POA6041,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,4,0,4,21,29,43,31,14,3,153,0,3,8,9,13,10,4,3,48,0,0,3,3,0,3,3,0,14,0,0,0,3,0,0,0,0,3,0,0,0,3,0,3,0,0,7,0,4,0,3,6,3,0,0,10,0,0,3,0,3,0,3,0,13,3,0,0,0,0,4,0,0,7,0,0,3,3,8,3,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,3,11,3,8,11,19,19,3,0,74,20,26,40,68,90,78,31,6,352,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,8,0,4,11,3,9,7,6,0,38,0,0,4,12,12,4,4,0,38,3,4
POA6042,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,6,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,10,0,0,5,0,8,11,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0
POA6043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,8,5,0,0,32,0,0,0,3,0,0,0,0,8,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,6,3,9,4,0,27,0,6,11,16,19,19,4,0,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,3
POA6044,0,0,0,0,0,3,0,0,9,0,0,0,0,0,0,0,0,0,5,12,17,27,53,38,13,0,163,3,0,5,11,13,9,3,7,44,0,3,4,0,6,4,0,0,17,0,0,0,3,3,3,0,0,6,0,0,0,0,0,4,0,0,4,3,0,0,0,3,16,0,0,22,0,0,3,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,3,3,4,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,9,6,10,19,10,17,0,74,20,27,41,50,91,77,34,11,357,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,3,7,5,3,0,27,0,0,9,10,10,9,0,0,32,7,9
POA6050,18,62,52,42,36,28,7,0,253,13,49,40,31,12,6,3,0,151,50,216,134,150,148,88,50,31,867,11,72,49,58,56,32,19,8,307,6,13,8,11,13,6,7,0,59,7,67,62,54,58,43,14,8,313,3,23,22,28,40,28,12,5,158,51,162,171,211,140,77,21,13,844,37,108,93,96,79,52,14,4,472,54,95,49,40,21,7,4,0,272,11,45,19,18,16,12,0,0,128,3,0,0,0,0,0,0,0,10,3,10,16,10,6,3,7,3,54,74,144,91,91,58,73,57,69,656,341,1057,805,854,689,442,206,144,4545,18,52,41,30,26,9,5,0,185,0,9,14,14,5,3,0,0,55,11,39,34,16,6,5,8,7,127,9,29,20,14,9,7,0,0,86,0,11,10,9,5,4,0,0,37,47,144,117,123,136,62,33,21,684,19,60,66,123,144,74,29,16,532,79,205
POA6051,11,66,47,37,26,15,4,3,200,18,90,79,36,6,3,0,0,228,52,371,208,133,131,87,31,5,1017,24,107,50,31,26,18,4,3,267,0,22,19,10,5,4,0,0,59,13,78,44,34,10,8,3,0,188,3,15,32,22,24,21,6,0,119,40,235,158,83,71,36,3,4,638,24,105,75,42,37,30,7,0,327,26,71,41,27,11,11,0,0,185,15,82,44,15,14,0,0,0,170,0,4,0,3,0,0,0,0,11,0,13,12,6,6,3,0,0,45,57,173,123,76,68,58,22,20,597,284,1429,937,538,441,290,83,41,4043,16,74,56,18,11,10,0,3,178,7,37,14,9,3,4,0,0,70,7,54,34,11,9,8,4,0,121,5,17,13,4,0,0,0,0,37,4,23,7,7,3,0,0,0,44,51,228,111,65,62,39,12,0,566,7,77,77,45,59,31,6,5,308,70,350
POA6052,11,24,36,32,21,11,3,3,146,4,25,36,36,16,3,0,0,118,55,167,152,144,116,63,37,12,737,6,68,53,43,43,15,12,0,245,0,13,6,10,7,4,0,0,43,11,31,26,18,8,0,0,0,91,3,17,24,25,30,17,6,0,127,26,121,127,123,73,29,11,7,517,24,66,62,45,46,14,4,3,266,18,54,43,14,10,12,0,0,158,18,27,22,15,15,13,0,0,110,0,0,0,0,0,0,3,0,7,0,8,4,8,8,4,0,0,41,48,72,60,65,53,30,40,10,384,234,687,660,582,446,218,119,34,2987,15,32,33,30,17,3,0,0,124,0,15,9,5,4,0,0,0,33,3,18,22,6,7,5,7,3,78,4,19,7,7,9,0,0,0,52,0,0,11,7,3,0,0,0,23,27,103,86,93,62,25,20,3,427,13,64,75,104,87,49,11,4,401,47,183
POA6053,4,43,38,47,15,10,4,0,166,14,47,49,38,8,0,0,0,161,52,251,232,181,178,109,47,22,1070,17,99,76,65,50,34,10,11,362,3,15,24,16,8,4,4,0,74,9,54,45,36,27,11,3,0,179,7,21,34,43,39,13,3,3,163,33,143,183,129,67,24,13,4,599,24,61,87,61,58,16,6,0,319,23,48,38,36,19,6,0,0,166,16,35,34,26,18,15,0,0,143,3,4,0,0,0,0,3,0,9,4,5,15,17,11,6,3,0,59,42,81,70,72,54,58,54,48,474,250,904,920,764,565,312,152,93,3960,17,46,46,36,13,0,0,3,167,0,17,20,7,11,0,0,0,50,12,28,25,4,17,14,6,0,104,4,21,17,12,3,0,0,0,52,3,9,22,3,3,0,0,0,43,31,148,130,101,97,34,27,9,582,18,78,88,96,85,40,16,4,424,55,224
POA6054,11,42,40,33,11,9,3,0,143,23,49,52,39,12,0,0,0,173,85,321,302,300,277,201,72,20,1579,36,118,106,76,68,58,32,6,504,10,23,33,20,12,4,3,0,105,7,48,46,34,25,11,4,0,177,3,32,31,40,36,26,4,3,181,43,149,130,123,76,36,17,7,580,36,69,84,70,48,32,12,4,358,18,42,41,24,20,8,5,0,161,14,50,47,34,31,22,9,0,199,0,3,3,3,0,3,0,0,16,4,7,7,12,3,9,3,0,47,111,111,132,132,115,75,66,17,751,398,1053,1062,948,738,484,232,55,4973,13,56,47,24,14,3,4,0,159,4,18,19,8,5,3,0,0,55,3,30,25,20,15,11,11,3,118,4,32,11,5,3,0,0,0,55,3,21,21,5,3,0,0,0,63,41,166,116,125,97,54,19,6,619,24,99,149,137,106,48,20,9,588,72,264
POA6055,9,54,31,21,15,3,0,0,137,19,102,71,26,9,0,0,0,224,130,527,406,321,247,136,61,10,1841,57,147,95,69,49,35,15,0,476,3,18,20,12,14,10,3,3,89,3,53,44,33,16,7,7,0,167,8,43,29,30,30,10,5,0,156,50,226,177,98,67,35,18,0,669,37,101,63,47,31,20,4,4,301,17,51,20,16,14,9,3,0,135,18,96,42,34,19,6,10,0,224,3,0,0,0,0,0,4,0,4,3,23,18,14,3,9,3,0,82,104,168,115,139,89,64,52,17,745,461,1605,1132,864,616,344,188,33,5247,13,60,43,25,12,3,3,0,164,7,32,24,4,3,0,0,0,72,18,41,30,19,10,0,4,0,119,4,20,6,7,0,0,0,0,40,5,23,12,7,5,3,0,0,53,66,256,144,99,81,35,18,6,706,42,155,121,109,78,37,4,3,549,109,433
POA6056,16,47,37,37,34,26,4,0,203,39,81,61,42,18,3,0,0,248,275,588,614,677,575,409,167,31,3333,100,180,143,136,140,116,56,12,874,21,47,42,44,29,11,4,0,200,14,40,55,61,45,18,10,5,250,10,32,43,55,79,37,23,9,274,78,200,178,199,133,87,13,6,897,50,101,84,75,75,56,12,9,458,45,52,41,28,28,8,6,0,214,38,90,48,80,58,38,13,3,365,8,3,3,4,3,5,0,0,33,8,39,23,22,14,8,10,3,143,222,240,218,295,237,202,162,85,1649,925,1732,1588,1757,1467,1029,490,162,9139,20,51,63,39,25,9,4,0,199,10,21,17,16,8,0,0,0,72,13,43,36,42,27,9,11,3,186,11,20,18,7,5,4,0,0,68,14,34,42,29,15,10,0,0,140,89,234,225,227,213,138,71,7,1202,40,165,204,224,227,110,30,6,1017,178,401
POA6057,7,15,21,14,10,15,0,0,77,15,32,30,24,11,0,0,0,114,136,345,323,292,260,184,94,21,1656,53,97,69,48,65,47,27,3,408,3,19,21,25,9,3,0,0,75,3,21,28,27,18,11,8,3,116,3,7,20,17,34,23,14,0,120,28,65,88,59,62,30,8,3,348,26,33,29,24,21,14,4,0,150,11,25,9,10,4,3,0,0,71,12,24,28,34,14,8,3,0,132,0,0,0,0,0,3,3,0,8,6,11,10,10,8,4,5,0,55,91,110,90,97,86,62,47,7,588,402,809,761,678,606,406,210,42,3912,14,27,24,10,9,4,0,0,86,0,13,13,9,4,0,0,0,36,6,17,22,8,9,6,6,0,81,0,11,8,5,0,0,0,0,21,4,15,13,12,3,0,0,0,50,57,121,105,97,85,59,24,4,537,33,88,94,101,65,45,19,0,430,64,193
POA6058,4,21,7,10,3,3,0,3,55,6,33,24,10,9,4,0,0,91,93,219,232,210,227,127,53,13,1166,31,72,42,46,62,30,16,0,310,9,22,17,15,11,0,0,0,71,3,17,14,14,10,6,0,3,75,4,14,11,12,11,10,3,0,71,20,70,64,48,43,16,12,3,279,16,32,30,26,14,18,5,0,145,16,23,6,8,0,4,0,0,53,10,46,31,19,9,12,3,0,131,3,0,0,0,0,0,0,0,6,7,4,11,13,9,0,5,0,51,45,87,74,56,57,51,35,24,427,271,650,576,477,475,287,146,47,2929,8,24,17,7,6,0,0,0,67,0,18,4,7,4,0,0,0,32,3,25,21,3,11,3,9,0,75,11,3,3,0,3,0,0,0,17,3,14,11,11,3,3,0,0,44,28,72,50,51,77,31,18,0,332,18,72,57,51,45,31,13,3,279,63,165
POA6059,19,43,51,54,27,24,8,3,223,18,80,93,44,24,9,0,0,265,102,306,287,295,272,198,162,42,1652,41,119,95,105,75,65,67,19,575,4,17,14,14,10,8,3,3,70,14,55,55,38,48,39,22,11,277,7,23,27,40,47,35,21,6,213,60,253,238,226,173,110,67,14,1134,41,79,88,66,72,47,26,7,432,27,52,35,27,14,9,9,0,170,15,56,46,41,22,17,15,0,214,0,0,4,0,0,3,0,0,15,0,13,26,16,11,9,3,0,77,79,104,92,88,74,65,73,30,600,430,1187,1142,1058,874,624,466,135,5919,25,51,36,43,22,5,0,3,195,0,22,21,20,12,0,0,0,71,14,37,29,23,29,17,20,8,174,12,25,13,8,11,0,0,0,71,4,14,12,8,3,0,0,0,32,71,186,132,128,126,88,52,14,801,22,119,147,176,158,100,49,12,779,103,307
POA6060,20,74,68,38,22,18,0,4,241,21,146,122,42,19,5,0,0,369,93,516,328,240,194,123,95,35,1620,30,241,126,74,90,49,38,18,665,9,29,28,14,18,3,6,0,103,12,121,62,52,33,18,7,4,307,7,59,41,30,44,31,18,4,226,70,407,280,163,104,67,26,12,1134,35,156,125,74,72,35,15,5,514,30,117,57,19,23,9,5,0,253,23,120,58,32,22,13,4,3,271,5,7,0,7,4,0,0,0,18,6,13,15,12,4,5,0,0,57,77,231,152,91,85,58,68,64,828,415,2226,1459,897,732,442,297,150,6612,34,112,62,43,14,10,7,0,279,8,39,26,14,10,4,0,0,99,20,69,47,21,14,4,14,12,200,16,42,15,8,4,3,0,0,82,4,25,19,10,7,3,3,0,72,59,384,199,113,117,71,39,8,1004,26,193,133,122,122,55,38,18,709,131,602
POA6061,17,107,54,30,22,11,4,0,237,37,259,113,40,24,0,0,0,476,206,758,462,338,296,183,113,30,2380,103,316,130,82,83,66,51,6,834,7,37,28,14,15,7,3,0,117,27,124,61,37,28,22,8,0,296,6,44,22,39,33,15,8,3,179,134,652,308,131,87,53,16,5,1373,74,223,162,110,68,33,8,0,675,33,102,42,28,11,9,3,0,232,39,201,101,65,35,15,7,0,469,11,19,10,11,9,5,7,3,64,12,48,33,15,15,8,9,0,140,260,526,272,251,164,134,93,33,1733,957,3419,1795,1181,880,554,327,86,9194,30,141,64,35,5,6,0,0,282,24,84,41,7,13,0,0,0,170,16,87,51,33,23,10,16,3,239,3,36,22,10,10,0,0,0,80,6,28,10,11,7,4,0,0,61,124,442,209,127,97,71,24,10,1107,33,223,148,117,79,39,21,4,656,196,818
POA6062,21,57,50,39,33,17,7,3,222,23,115,112,54,21,7,0,0,328,205,546,474,465,437,344,195,36,2701,78,234,144,118,127,108,85,6,900,6,21,25,27,13,10,8,0,107,27,72,52,45,26,29,11,0,267,10,27,42,37,46,39,20,4,224,95,354,251,204,170,125,40,14,1244,41,114,99,77,66,45,13,7,472,31,70,54,34,23,9,11,0,226,18,122,81,57,44,37,13,4,368,5,7,0,0,4,4,0,0,26,12,21,14,17,14,8,0,0,89,149,204,169,137,152,131,98,59,1099,724,1941,1560,1303,1190,905,504,139,8270,29,78,56,31,29,10,3,0,239,4,36,35,16,4,3,0,0,109,15,71,29,29,28,16,15,5,209,14,27,12,3,7,0,0,0,68,8,19,13,8,3,3,3,0,52,81,259,194,143,159,88,44,13,986,37,159,189,178,154,89,44,17,872,160,565
POA6063,3,14,17,25,12,3,0,0,78,22,44,30,10,5,4,0,0,116,79,220,223,234,201,102,21,3,1091,27,64,54,45,52,34,9,3,286,6,9,16,9,4,5,0,0,40,13,29,29,20,4,4,0,0,95,3,14,13,9,17,9,4,0,68,33,89,102,58,36,16,3,0,349,25,23,36,45,26,17,0,0,165,16,18,16,8,8,3,0,0,69,12,20,36,25,24,3,0,3,133,4,0,5,3,3,0,0,0,13,0,6,7,15,10,11,0,0,54,87,100,91,82,68,34,25,3,493,334,664,670,594,476,240,61,18,3055,10,24,21,7,3,4,0,0,73,8,9,13,7,5,0,0,0,42,7,18,15,18,13,6,0,0,75,5,7,3,4,0,0,0,0,14,3,7,5,5,3,0,0,0,30,25,91,78,52,58,17,9,0,323,12,76,59,58,42,19,6,0,280,63,185
