region_id,F_Tot_LF_15_19,F_Tot_LF_20_24,F_Tot_LF_25_34,F_Tot_LF_35_44,F_Tot_LF_45_54,F_Tot_LF_55_64,F_Tot_LF_65_74,F_Tot_LF_75_84,F_Tot_LF_85ov,F_Tot_LF_Tot,F_Not_in_LF_15_19,F_Not_in_LF_20_24,F_Not_in_LF_25_34,F_Not_in_LF_35_44,F_Not_in_LF_45_54,F_Not_in_LF_55_64,F_Not_in_LF_65_74,F_Not_in_LF_75_84,F_Not_in_LF_85ov,F_Not_in_LF_Tot,F_LFS_NS_15_19,F_LFS_NS_20_24,F_LFS_NS_25_34,F_LFS_NS_35_44,F_LFS_NS_45_54,F_LFS_NS_55_64,F_LFS_NS_65_74,F_LFS_NS_75_84,F_LFS_NS_85ov,F_LFS_NS_Tot,F_Tot_15_19,F_Tot_20_24,F_Tot_25_34,F_Tot_35_44,F_Tot_45_54,F_Tot_55_64,F_Tot_65_74,F_Tot_75_84,F_Tot_85ov,F_Tot_Tot,P_Emp_FullT_15_19,P_Emp_FullT_20_24,P_Emp_FullT_25_34,P_Emp_FullT_35_44,P_Emp_FullT_45_54,P_Emp_FullT_55_64,P_Emp_FullT_65_74,P_Emp_FullT_75_84,P_Emp_FullT_85ov,P_Emp_FullT_Tot,P_Emp_PartT_15_19,P_Emp_PartT_20_24,P_Emp_PartT_25_34,P_Emp_PartT_35_44,P_Emp_PartT_45_54,P_Emp_PartT_55_64,P_Emp_PartT_65_74,P_Emp_PartT_75_84,P_Emp_PartT_85ov,P_Emp_PartT_Tot,P_Emp_awy_f_wrk_15_19,P_Emp_awy_f_wrk_20_24,P_Emp_awy_f_wrk_25_34,P_Emp_awy_f_wrk_35_44,P_Emp_awy_f_wrk_45_54,P_Emp_awy_f_wrk_55_64,P_Emp_awy_f_wrk_65_74,P_Emp_awy_f_wrk_75_84,P_Emp_awy_f_wrk_85ov,P_Emp_awy_f_wrk_Tot,P_Hours_wkd_NS_15_19,P_Hours_wkd_NS_20_24,P_Hours_wkd_NS_25_34,P_Hours_wkd_NS_35_44,P_Hours_wkd_NS_45_54,P_Hours_wkd_NS_55_64,P_Hours_wkd_NS_65_74,P_Hours_wkd_NS_75_84,P_Hours_wkd_NS_85ov,P_Hours_wkd_NS_Tot,P_Emp_wkd_Tot_15_19,P_Emp_wkd_Tot_20_24,P_Emp_wkd_Tot_25_34,P_Emp_wkd_Tot_35_44,P_Emp_wkd_Tot_45_54,P_Emp_wkd_Tot_55_64,P_Emp_wkd_Tot_65_74,P_Emp_wkd_Tot_75_84,P_Emp_wkd_Tot_85ov,P_Emp_wkd_Tot_Tot,P_Unem_look_FTW_15_19,P_Unem_look_FTW_20_24,P_Unem_look_FTW_25_34,P_Unem_look_FTW_35_44,P_Unem_look_FTW_45_54,P_Unem_look_FTW_55_64,P_Unem_look_FTW_65_74,P_Unem_look_FTW_75_84,P_Unem_look_FTW_85ov,P_Unem_look_FTW_Tot,P_Unem_look_PTW_15_19,P_Unem_look_PTW_20_24,P_Unem_look_PTW_25_34,P_Unem_look_PTW_35_44,P_Unem_look_PTW_45_54,P_Unem_look_PTW_55_64,P_Unem_look_PTW_65_74,P_Unem_look_PTW_75_84,P_Unem_look_PTW_85ov,P_Unem_look_PTW_Tot,P_Unem_look_Tot_15_19,P_Unem_look_Tot_20_24,P_Unem_look_Tot_25_34,P_Unem_look_Tot_35_44,P_Unem_look_Tot_45_54,P_Unem_look_Tot_55_64,P_Unem_look_Tot_65_74,P_Unem_look_Tot_75_84,P_Unem_look_Tot_85ov,P_Unem_look_Tot_Tot,P_Tot_LF_15_19,P_Tot_LF_20_24,P_Tot_LF_25_34,P_Tot_LF_35_44,P_Tot_LF_45_54,P_Tot_LF_55_64,P_Tot_LF_65_74,P_Tot_LF_75_84,P_Tot_LF_85ov,P_Tot_LF_Tot,P_Not_in_LF_15_19,P_Not_in_LF_20_24,P_Not_in_LF_25_34,P_Not_in_LF_35_44,P_Not_in_LF_45_54,P_Not_in_LF_55_64,P_Not_in_LF_65_74,P_Not_in_LF_75_84,P_Not_in_LF_85ov,P_Not_in_LF_Tot,P_LFS_NS_15_19,P_LFS_NS_20_24,P_LFS_NS_25_34,P_LFS_NS_35_44,P_LFS_NS_45_54,P_LFS_NS_55_64,P_LFS_NS_65_74,P_LFS_NS_75_84,P_LFS_NS_85ov,P_LFS_NS_Tot,P_Tot_15_19,P_Tot_20_24,P_Tot_25_34,P_Tot_35_44,P_Tot_45_54,P_Tot_55_64,P_Tot_65_74,P_Tot_75_84,P_Tot_85ov,P_Tot_Tot
POA6485,0,8,10,18,27,16,11,6,0,96,5,7,9,8,5,14,23,11,11,93,0,4,0,0,0,5,4,5,0,18,5,19,19,26,32,35,38,22,11,207,5,14,14,35,39,29,6,0,0,142,3,4,7,14,6,6,11,6,0,57,0,0,0,0,3,3,6,0,0,12,0,0,0,0,6,0,0,0,0,6,8,18,21,49,54,38,23,6,0,217,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,8,21,21,49,54,38,23,6,0,220,5,7,12,15,14,23,52,27,15,170,0,4,0,0,0,9,11,5,0,29,13,32,33,64,68,70,86,38,15,419
POA6488,0,3,9,16,14,17,12,0,0,71,6,3,4,8,6,7,12,10,0,56,0,0,4,0,0,0,3,0,0,7,6,6,17,24,20,24,27,10,0,134,0,6,16,23,23,18,9,0,0,95,0,0,3,5,8,13,8,0,0,37,0,0,3,0,3,4,3,0,0,13,0,0,0,4,3,0,3,0,0,10,0,6,22,32,37,35,23,0,0,155,5,0,0,0,6,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,11,5,6,22,32,43,35,23,0,0,166,13,3,4,8,9,16,27,13,6,99,0,0,4,0,7,0,3,0,0,14,18,9,30,40,59,51,53,13,6,279
POA6490,4,3,7,9,12,9,0,0,0,44,3,0,0,3,8,7,6,6,3,36,0,0,0,4,0,0,0,0,0,4,7,3,7,16,20,16,6,6,3,84,0,6,9,13,20,14,4,0,0,66,4,4,3,6,5,6,0,0,0,28,0,0,0,0,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,10,12,19,29,20,4,0,0,98,3,0,0,0,3,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,0,0,9,7,10,12,19,32,23,4,0,0,107,6,0,3,3,11,14,10,14,3,64,0,0,0,4,0,0,0,0,0,4,13,10,15,26,43,37,14,14,3,175
POA6501,17,19,31,64,64,32,3,0,0,230,13,3,15,18,22,43,23,11,3,151,0,3,3,0,0,6,0,0,0,12,30,25,49,82,86,81,26,11,3,393,17,19,44,99,100,56,8,0,0,343,15,10,12,32,35,21,4,0,0,129,0,3,0,8,9,0,3,0,0,23,0,3,0,0,0,0,3,0,0,6,32,35,56,139,144,77,18,0,0,501,5,0,6,0,0,5,0,0,0,16,0,5,0,0,0,0,0,0,0,5,5,5,6,0,0,5,0,0,0,21,37,40,62,139,144,82,18,0,0,522,35,3,15,18,31,61,44,25,3,235,0,7,3,6,10,6,0,0,0,32,72,50,80,163,185,149,62,25,3,789
POA6502,18,8,20,41,65,47,13,0,0,212,28,4,8,21,22,29,47,23,4,186,7,0,3,5,3,0,6,0,0,24,53,12,31,67,90,76,66,23,4,422,14,15,29,44,85,52,13,3,0,255,17,6,12,32,38,32,16,3,0,156,3,0,0,0,6,7,3,0,0,19,0,0,0,3,3,4,3,0,0,13,34,21,41,79,132,95,35,6,0,443,6,0,6,6,3,3,0,0,0,24,0,0,0,3,0,3,0,0,0,6,6,0,6,9,3,6,0,0,0,30,40,21,47,88,135,101,35,6,0,473,55,4,11,24,27,52,104,44,9,330,10,4,6,8,12,5,11,4,3,63,105,29,64,120,174,158,150,54,12,866
POA6503,29,30,60,97,114,82,24,0,0,436,32,15,35,31,24,40,64,34,12,287,4,0,5,5,9,12,5,0,0,40,65,45,100,133,147,134,93,34,12,763,19,48,92,128,156,107,37,4,3,594,27,16,31,68,64,65,28,0,0,299,0,3,6,6,15,14,6,0,4,54,3,0,3,8,5,3,6,3,0,31,49,67,132,210,240,189,77,7,7,978,0,0,7,3,8,4,0,0,0,22,0,0,0,3,0,3,0,0,0,6,0,0,7,6,8,7,0,0,0,28,49,67,139,216,248,196,77,7,7,1006,56,15,43,44,42,75,122,60,17,474,10,6,11,24,21,20,14,4,3,113,115,88,193,284,311,291,213,71,27,1593
POA6505,5,0,6,11,17,19,6,0,0,64,0,0,4,5,3,8,10,3,0,33,0,4,0,0,9,0,0,3,0,16,5,4,10,16,29,27,16,6,0,113,6,0,14,10,37,17,9,0,3,96,5,0,3,6,5,15,8,0,0,42,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,0,0,0,0,0,11,0,17,16,48,35,17,0,3,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,17,16,48,35,17,0,3,147,11,0,4,5,6,11,18,10,0,65,0,4,0,3,12,0,0,3,0,22,22,4,21,24,66,46,35,13,3,234
POA6507,0,5,27,25,27,22,7,0,0,113,0,0,5,5,3,5,12,7,0,37,0,0,0,0,4,0,0,0,0,4,0,5,32,30,34,27,19,7,0,154,0,21,40,24,43,31,14,3,0,176,0,0,11,15,16,20,4,0,0,66,0,0,3,7,3,0,0,0,0,13,0,0,0,3,0,0,0,0,0,3,0,21,54,49,62,51,18,3,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,54,49,62,51,18,3,0,258,0,3,8,5,3,5,25,12,4,65,0,0,3,0,4,0,0,0,0,7,0,24,65,54,69,56,43,15,4,330
POA6509,6,6,9,20,20,10,5,0,0,76,0,3,3,5,3,5,6,0,3,28,0,0,0,0,0,0,0,0,0,0,6,9,12,25,23,15,11,0,3,104,3,11,25,31,40,20,13,3,0,146,6,3,4,12,12,9,3,3,0,52,0,0,0,3,0,0,0,0,0,3,0,0,3,0,3,0,0,0,0,6,9,14,32,46,55,29,16,6,0,207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,14,32,46,55,29,16,6,0,207,0,3,3,5,6,11,13,3,3,47,0,0,4,0,0,0,0,0,0,4,9,17,39,51,61,40,29,9,3,258
POA6510,34,38,87,104,105,79,23,0,0,470,37,15,42,25,21,50,50,34,26,300,5,0,7,7,7,7,0,0,3,36,76,53,136,136,133,136,73,34,29,806,16,61,121,118,186,137,28,3,0,670,34,14,37,73,48,39,22,6,0,273,0,3,13,0,8,6,6,0,0,36,3,3,9,3,6,3,3,0,0,30,53,81,180,194,248,185,59,9,0,1009,3,3,5,6,3,0,0,0,0,20,3,0,0,3,3,0,0,0,0,9,6,3,5,9,6,0,0,0,0,29,59,84,185,203,254,185,59,9,0,1038,80,20,54,33,34,70,90,64,37,482,8,5,14,19,13,12,4,3,6,84,147,109,253,255,301,267,153,76,43,1604
POA6511,0,8,9,22,23,16,3,0,0,81,0,0,5,6,8,30,27,15,3,94,0,0,0,0,0,0,3,3,0,6,0,8,14,28,31,46,33,18,3,181,0,11,6,28,17,16,5,0,0,83,0,3,12,15,19,15,3,3,0,70,0,0,0,3,3,3,0,0,0,9,0,0,4,0,3,0,0,0,0,7,0,14,22,46,42,34,8,3,0,169,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,6,0,0,0,9,0,14,25,46,42,40,8,3,0,178,4,0,5,9,13,59,56,32,6,184,5,3,3,3,3,0,3,6,0,26,9,17,33,58,58,99,67,41,6,388
POA6513,0,3,5,15,6,7,3,0,0,39,3,0,0,5,3,0,3,6,0,20,0,0,0,0,0,3,0,0,0,3,3,3,5,20,9,10,6,6,0,62,3,0,9,18,11,10,6,0,0,57,0,0,8,16,3,3,3,0,0,33,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,6,0,0,0,6,3,0,20,34,14,19,9,0,0,99,0,3,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,6,3,3,20,34,17,19,9,0,0,105,6,0,0,5,3,3,3,9,0,29,0,0,0,0,3,3,0,0,0,6,9,3,20,39,23,25,12,9,0,140
POA6514,5,3,12,24,24,26,3,0,0,97,5,3,9,15,11,36,32,17,0,128,0,0,0,0,6,0,5,4,0,15,10,6,21,39,41,62,40,21,0,240,5,15,22,33,41,27,5,0,0,148,5,3,5,17,10,18,3,0,0,61,0,0,0,0,6,3,0,0,0,9,0,0,0,0,0,8,0,0,0,8,10,18,27,50,57,56,8,0,0,226,0,0,3,5,4,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,0,0,0,0,12,10,18,30,55,61,56,8,0,0,238,8,6,12,18,20,70,69,34,0,237,0,3,3,0,10,5,12,10,0,43,18,27,45,73,91,131,89,44,0,518
POA6515,0,4,18,19,24,19,10,5,0,99,6,5,8,8,5,5,8,6,3,54,0,0,0,0,3,0,0,0,0,3,6,9,26,27,32,24,18,11,3,156,0,15,27,42,54,34,21,0,0,193,0,0,3,15,10,11,9,5,0,53,0,0,3,0,3,0,4,0,0,10,0,0,3,0,0,0,0,0,0,3,0,15,36,57,67,45,34,5,0,259,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,0,15,39,57,67,45,34,5,0,262,6,5,11,11,8,10,17,12,6,86,0,0,0,0,8,0,0,0,0,8,6,20,50,68,83,55,51,17,6,356
POA6516,12,14,58,74,75,46,6,0,0,285,8,6,28,25,19,54,60,37,9,246,4,0,4,4,4,9,4,7,3,39,24,20,90,103,98,109,70,44,12,570,12,17,70,91,99,57,5,0,0,351,6,7,45,51,41,38,6,3,0,197,3,3,11,11,10,7,4,0,0,49,5,0,0,5,0,0,0,0,0,10,26,27,126,158,150,102,15,3,0,607,0,3,7,9,3,3,0,0,0,25,0,0,0,0,6,6,0,0,0,12,0,3,7,9,9,9,0,0,0,37,26,30,133,167,159,111,15,3,0,644,13,6,33,28,34,97,143,77,15,446,9,4,9,12,12,23,9,11,3,92,48,40,175,207,205,231,167,91,18,1182
POA6517,4,8,14,18,27,17,3,0,0,91,7,0,13,4,4,12,12,7,0,59,0,0,3,0,3,0,6,0,3,15,11,8,30,22,34,29,21,7,3,165,5,8,25,29,56,33,0,0,0,156,7,6,8,11,7,10,3,0,0,52,0,0,0,0,3,0,0,0,0,3,0,3,3,0,0,3,0,0,0,9,12,17,36,40,66,46,3,0,0,220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,17,36,40,66,46,3,0,0,220,7,0,18,4,4,22,28,17,3,103,0,0,6,0,3,5,6,0,3,23,19,17,60,44,73,73,37,17,6,346
POA6518,0,0,3,8,5,0,0,0,0,16,0,0,0,0,5,6,8,3,0,22,0,0,3,0,0,0,0,0,0,3,0,0,6,8,10,6,8,3,0,41,0,3,4,4,12,6,0,0,0,29,0,0,3,4,0,0,0,0,0,7,0,0,3,0,0,3,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,10,8,12,9,0,0,0,42,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,4,4,3,10,8,12,9,0,0,0,46,0,0,0,0,5,10,17,3,0,35,0,3,3,0,0,0,4,0,0,10,4,6,13,8,17,19,21,3,0,91
POA6519,5,6,27,32,28,24,7,0,0,129,0,4,9,9,9,20,8,13,6,78,0,0,5,0,7,0,0,0,3,15,5,10,41,41,44,44,15,13,9,222,4,11,42,37,52,36,7,0,0,189,5,3,9,20,17,19,3,3,0,79,0,0,5,4,0,4,0,0,0,13,0,0,0,0,0,0,0,0,0,0,9,14,56,61,69,59,10,3,0,281,3,0,3,7,0,0,0,0,0,13,0,0,0,0,0,0,4,0,0,4,3,0,3,7,0,0,4,0,0,17,12,14,59,68,69,59,14,3,0,298,4,7,12,12,9,33,27,25,9,138,0,4,5,0,11,7,3,0,3,33,16,25,76,80,89,99,44,28,12,469
POA6521,0,4,7,22,26,18,12,0,0,89,4,0,3,0,8,6,4,3,0,28,0,0,0,0,0,0,4,0,0,4,4,4,10,22,34,24,20,3,0,121,4,9,14,35,41,33,11,0,4,151,0,0,7,9,12,12,10,0,0,50,0,0,0,0,0,0,3,3,0,6,0,3,0,0,3,0,0,0,0,6,4,12,21,44,56,45,24,3,4,213,3,0,0,0,4,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,7,7,12,21,44,60,45,24,3,4,220,8,0,3,0,11,12,7,6,0,47,0,0,0,0,0,0,7,0,0,7,15,12,24,44,71,57,38,9,4,274
POA6522,3,9,16,27,23,15,8,0,0,101,3,0,16,3,4,13,10,10,0,59,0,0,0,0,0,0,3,0,0,3,6,9,32,30,27,28,21,10,0,163,3,17,28,42,43,32,4,0,0,169,4,0,9,11,10,9,6,0,0,49,0,0,0,0,0,4,3,0,0,7,0,0,0,0,3,3,0,0,0,6,7,17,37,53,56,48,13,0,0,231,0,0,0,4,4,0,0,0,0,8,0,0,0,5,0,0,5,0,0,10,0,0,0,9,4,0,5,0,0,18,7,17,37,62,60,48,18,0,0,249,8,3,16,6,7,22,17,17,0,96,0,5,0,0,0,5,3,3,0,16,15,25,53,68,67,75,38,20,0,361
POA6525,50,46,88,175,199,141,30,3,0,732,33,15,52,67,55,129,165,79,26,621,3,0,7,11,8,5,8,11,3,56,86,61,147,253,262,275,203,93,29,1409,41,58,123,210,247,161,24,0,4,868,42,22,56,115,129,108,38,3,0,513,6,9,18,17,19,23,8,0,0,100,0,3,3,8,11,3,0,3,0,31,89,92,200,350,406,295,70,6,4,1512,6,8,7,7,13,11,0,0,0,52,4,0,3,4,7,11,0,0,0,29,10,8,10,11,20,22,0,0,0,81,99,100,210,361,426,317,70,6,4,1593,81,20,60,76,81,207,329,179,43,1076,6,4,18,26,24,21,19,22,3,143,186,124,288,463,531,545,418,207,50,2812
POA6528,3,9,4,18,22,13,3,0,0,72,3,0,4,3,8,3,4,7,3,35,0,0,0,0,3,3,3,3,0,12,6,9,8,21,33,19,10,10,3,119,0,6,13,16,38,24,4,0,0,101,7,3,0,10,6,9,3,0,0,38,0,0,0,4,3,0,4,0,0,11,0,3,0,0,0,0,0,0,0,3,7,12,13,30,47,33,11,0,0,153,0,3,0,3,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,7,15,13,33,47,33,11,0,0,159,7,0,4,3,13,6,8,10,3,54,0,0,0,4,6,6,3,3,0,22,14,15,17,40,66,45,22,13,3,235
POA6530,698,672,1244,1729,1769,985,152,18,0,7267,474,259,593,478,406,737,899,602,261,4709,56,67,102,105,89,75,78,81,41,694,1228,998,1939,2312,2264,1797,1129,701,302,12670,562,1027,1718,2196,2329,1323,166,11,0,9332,562,272,626,1008,893,665,209,30,0,4265,66,52,153,168,205,140,29,10,0,823,40,30,57,70,60,39,12,6,0,314,1230,1381,2554,3442,3487,2167,416,57,0,14734,91,96,139,118,102,45,4,0,0,595,76,34,57,48,42,35,7,0,0,299,167,130,196,166,144,80,11,0,0,894,1397,1511,2750,3608,3631,2247,427,57,0,15628,936,348,720,651,621,1169,1648,1160,391,7644,120,132,231,224,225,185,152,144,67,1480,2453,1991,3701,4483,4477,3601,2227,1361,458,24752
POA6532,98,82,212,322,342,222,36,4,0,1318,71,26,108,91,67,139,119,56,9,686,9,5,11,3,16,20,12,8,3,87,178,113,331,416,425,381,167,68,12,2091,78,128,320,439,472,316,58,0,0,1811,85,26,104,191,192,145,52,8,0,803,11,15,30,40,20,31,6,0,0,153,7,4,13,12,13,15,4,0,0,68,181,173,467,682,697,507,120,8,0,2835,13,12,9,22,16,16,0,0,0,88,7,0,4,8,8,0,0,0,0,27,20,12,13,30,24,16,0,0,0,115,201,185,480,712,721,523,120,8,0,2950,157,87,222,181,130,224,249,128,21,1399,14,10,29,23,39,44,22,22,7,210,372,282,731,916,890,791,391,158,28,4559
POA6535,12,12,34,47,84,56,20,6,0,271,27,5,22,33,27,58,68,42,16,298,0,0,0,5,6,0,6,3,3,23,39,17,56,85,117,114,94,51,19,592,8,12,47,73,98,84,34,6,0,362,6,11,25,29,51,43,13,0,0,178,3,0,3,7,6,10,4,0,0,33,0,3,3,0,0,6,0,3,0,15,17,26,78,109,155,143,51,9,0,588,3,0,4,3,7,4,0,0,0,21,0,3,4,4,0,0,0,0,0,11,3,3,8,7,7,4,0,0,0,32,20,29,86,116,162,147,51,9,0,620,53,8,28,47,49,112,141,90,25,553,0,3,0,8,15,7,13,6,10,62,73,40,114,171,226,266,205,105,35,1235
POA6536,16,10,42,86,89,69,10,0,0,322,10,7,20,28,26,55,60,31,5,242,0,0,5,4,3,5,4,7,0,28,26,17,67,118,118,129,74,38,5,592,15,13,35,92,103,62,10,0,0,330,12,7,24,66,65,61,18,0,0,253,6,0,7,19,10,13,0,0,0,55,0,0,0,6,0,5,3,0,0,14,33,20,66,183,178,141,31,0,0,652,0,4,5,5,11,6,0,0,0,31,3,0,0,3,0,0,0,0,0,6,3,4,5,8,11,6,0,0,0,37,36,24,71,191,189,147,31,0,0,689,28,7,32,35,42,95,126,64,11,440,5,3,5,7,15,11,12,10,3,71,69,34,108,233,246,253,169,74,14,1200
POA6537,6,9,27,32,37,38,3,0,0,152,3,3,8,10,6,23,21,16,3,93,0,0,3,0,0,3,3,0,0,9,9,12,38,42,43,64,27,16,3,254,6,11,29,47,42,52,4,0,0,191,6,6,19,14,19,21,9,3,0,97,3,0,0,9,6,3,3,0,0,24,0,0,4,0,0,0,0,0,0,4,15,17,52,70,67,76,16,3,0,316,0,0,6,0,0,3,0,0,0,9,0,0,3,0,0,0,0,0,0,3,0,0,9,0,0,3,0,0,0,12,15,17,61,70,67,79,16,3,0,328,6,3,12,16,13,45,54,34,7,190,0,3,6,0,0,6,6,3,0,24,21,23,79,86,80,130,76,40,7,542
POA6556,50,38,53,115,137,72,11,0,0,476,34,7,22,34,40,35,46,32,9,259,3,0,3,7,11,5,0,0,0,29,87,45,78,156,188,112,57,32,9,764,30,51,74,135,197,80,15,0,0,582,53,21,35,61,77,55,16,0,0,318,0,3,3,8,11,17,0,0,0,42,3,0,4,0,3,3,0,0,0,13,86,75,116,204,288,155,31,0,0,955,6,8,0,6,3,5,0,0,0,28,0,0,0,4,4,0,0,0,0,8,6,8,0,10,7,5,0,0,0,36,92,83,116,214,295,160,31,0,0,991,60,10,29,44,62,63,86,57,14,425,6,3,6,11,17,9,3,3,0,58,158,96,151,269,374,232,120,60,14,1474
POA6558,15,9,23,53,53,39,6,3,0,201,8,3,5,16,20,13,21,9,3,98,3,0,0,11,0,6,5,0,0,25,26,12,28,80,73,58,32,12,3,324,8,16,24,58,70,40,6,3,0,225,22,3,11,32,28,33,8,0,0,137,3,0,3,6,6,6,0,0,0,24,0,0,6,0,3,0,0,6,0,15,33,19,44,96,107,79,14,9,0,401,0,3,0,4,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,0,0,0,7,33,22,44,100,107,79,14,9,0,408,52,236,542,374,157,83,67,21,6,1538,6,3,6,17,7,10,8,3,3,63,91,261,592,491,271,172,89,33,9,2009
POA6560,26,15,42,76,80,29,6,0,0,274,13,4,26,26,27,38,40,17,4,195,3,3,3,7,5,3,5,7,0,36,42,22,71,109,112,70,51,24,4,505,22,37,47,91,97,48,6,0,0,348,15,6,21,37,52,16,10,0,0,157,3,0,4,6,6,5,0,0,0,24,6,3,3,6,6,0,0,0,0,24,46,46,75,140,161,69,16,0,0,553,17,5,5,3,9,0,0,0,0,39,0,0,3,0,0,0,0,0,0,3,17,5,8,3,9,0,0,0,0,42,63,51,83,143,170,69,16,0,0,595,35,7,30,30,38,59,78,33,8,318,8,6,7,19,13,11,10,10,0,84,106,64,120,192,221,139,104,43,8,997
POA6562,11,12,37,59,60,59,17,0,0,255,7,3,24,24,15,55,39,12,3,182,0,0,3,4,5,6,3,3,0,24,18,15,64,87,80,120,59,15,3,461,16,4,43,89,72,84,18,0,0,326,11,8,16,29,34,26,12,5,0,141,0,0,6,3,7,15,6,0,0,37,0,0,6,3,4,0,0,3,0,16,27,12,71,124,117,125,36,8,0,520,0,3,6,0,4,3,0,0,0,16,0,4,0,3,0,0,0,3,0,10,0,7,6,3,4,3,0,3,0,26,27,19,77,127,121,128,36,11,0,546,18,6,28,30,22,83,90,22,6,305,0,3,3,8,11,13,11,6,0,55,45,28,108,165,154,224,137,39,6,906
POA6564,3,6,5,12,27,23,0,0,0,76,4,0,11,4,6,12,17,6,0,60,0,0,0,0,0,0,0,0,0,0,7,6,16,16,33,35,17,6,0,136,3,6,12,13,33,20,6,3,0,96,6,3,3,12,11,11,0,0,0,46,0,0,0,0,3,8,0,0,0,11,0,0,0,3,0,0,0,0,0,3,9,9,15,28,47,39,6,3,0,156,3,3,0,0,3,0,0,0,0,9,0,0,0,0,3,0,0,0,0,3,3,3,0,0,6,0,0,0,0,12,12,12,15,28,53,39,6,3,0,168,7,0,11,8,9,15,28,18,3,99,0,0,0,0,3,7,0,0,0,10,19,12,26,36,65,61,34,21,3,277
POA6566,45,36,65,130,185,161,21,3,0,646,34,22,40,53,70,137,134,50,13,553,0,5,3,12,25,16,9,8,0,78,79,63,108,195,280,314,164,61,13,1277,26,36,79,134,229,180,25,0,0,709,35,15,30,88,126,121,36,7,0,458,6,3,10,12,24,19,0,0,0,74,0,3,0,7,9,3,0,0,5,27,67,57,119,241,388,323,61,7,5,1268,7,6,14,12,10,4,0,0,0,53,3,3,3,3,5,9,0,0,0,26,10,9,17,15,15,13,0,0,0,79,77,66,136,256,403,336,61,7,5,1347,83,31,57,73,92,237,273,110,27,983,9,9,14,25,53,36,26,14,3,189,169,106,207,354,548,609,360,131,35,2519
POA6567,3,3,4,20,26,19,7,0,0,82,8,3,4,11,7,16,13,3,0,65,0,0,0,0,3,3,0,3,0,9,11,6,8,31,36,38,20,6,0,156,0,6,9,20,38,28,7,0,0,108,3,0,0,10,12,14,8,0,0,47,0,0,0,3,3,0,0,0,0,6,0,0,0,3,0,0,0,0,0,3,3,6,9,36,53,42,15,0,0,164,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,6,9,36,53,46,15,0,0,168,12,3,7,15,10,30,33,11,0,121,0,0,0,0,3,3,0,3,3,12,15,9,16,51,66,79,48,14,3,301
POA6568,0,0,9,15,15,6,0,0,0,45,3,0,4,5,3,8,3,3,0,29,0,0,0,0,0,0,0,3,0,3,3,0,13,20,18,14,3,6,0,77,3,3,7,26,27,4,0,4,0,74,3,0,5,8,7,9,3,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,6,3,12,34,34,16,3,4,0,112,0,0,0,0,0,3,0,0,0,3,0,0,4,0,0,0,0,0,0,4,0,0,4,0,0,3,0,0,0,7,6,3,16,34,34,19,3,4,0,119,6,3,4,5,6,11,8,7,3,53,0,0,0,0,4,0,0,3,0,7,12,6,20,39,44,30,11,14,3,179
