POA_CODE_2016,SH_FHs_CF_no_C,SH_FHs_CF_C,SH_FHs_OnePF,SH_FHs_Oth_fam,SH_FHs_Tot,SH_Lone_P_H,SH_Group_H,SH_Tot,SDRTHT_1_S_FHs_CF_no_C,SDRTHT_1_S_FHs_CF_C,SDRTHT_1_S_FHs_OnePF,SDRTHT_1_S_FHs_Oth_fam,SDRTHT_1_S_FHs_Tot,SDRTHT_1_S_Lone_P_H,SDRTHT_1_S_Group_H,SDRTHT_1_S_Tot,SDRTHT_2more_S_FHs_CF_no_C,SDRTHT_2more_S_FHs_CF_C,SDRTHT_2more_S_FHs_OnePF,SDRTHT_2more_S_FHs_Oth_fam,SDRTHT_2more_S_FHs_Tot,SDRTHT_2more_S_Lone_P_H,SDRTHT_2more_S_Group_H,SDRTHT_2more_S_Tot,SDRTHT_Tot_FHs_CF_no_C,SDRTHT_Tot_FHs_CF_C,SDRTHT_Tot_FHs_OnePF,SDRTHT_Tot_FHs_Oth_fam,SDRTHT_Tot_FHs_Tot,SDRTHT_Tot_Lone_P_H,SDRTHT_Tot_Group_H,SDRTHT_Tot_Tot,FoA_1_or_2_SB_FHs_CF_no_C,FoA_1_or_2_SB_FHs_CF_C,FoA_1_or_2_SB_FHs_OnePF,FoA_1_or_2_SB_FHs_Oth_fam,FoA_1_or_2_SB_FHs_Tot,FoA_1_or_2_SB_Lone_P_H,FoA_1_or_2_SB_Group_H,FoA_1_or_2_SB_Tot,FoA_3SB_FHs_CF_no_C,FoA_3SB_FHs_CF_C,FoA_3SB_FHs_OnePF,FoA_3SB_FHs_Oth_fam,FoA_3SB_FHs_Tot,FoA_3SB_Lone_P_H,FoA_3SB_Group_H,FoA_3SB_Tot,FoA_4moSB_FHs_CF_no_C,FoA_4moSB_FHs_CF_C,FoA_4moSB_FHs_OnePF,FoA_4moSB_FHs_Oth_fam,FoA_4moSB_FHs_Tot,FoA_4moSB_Lone_P_H,FoA_4moSB_Group_H,FoA_4moSB_Tot,FoA_Att_to_hous_FHs_CF_no_C,FoA_Att_to_hous_FHs_CF_C,FoA_Att_to_hous_FHs_OnePF,FoA_Att_to_hous_FHs_Oth_fam,FoA_Att_to_hous_FHs_Tot,FoA_Att_to_hous_Lone_P_H,FoA_Att_to_hous_Group_H,FoA_Att_to_hous_Tot,FoA_Tot_FHs_CF_no_C,FoA_Tot_FHs_CF_C,FoA_Tot_FHs_OnePF,FoA_Tot_FHs_Oth_fam,FoA_Tot_FHs_Tot,FoA_Tot_Lone_P_H,FoA_Tot_Group_H,FoA_Tot_Tot,OD_C_FHs_CF_no_C,OD_C_FHs_CF_C,OD_C_FHs_OnePF,OD_C_FHs_Oth_fam,OD_C_FHs_Tot,OD_C_Lone_P_H,OD_C_Group_H,OD_C_Tot,OD_CH_FHs_CF_no_C,OD_CH_FHs_CF_C,OD_CH_FHs_OnePF,OD_CH_FHs_Oth_fam,OD_CH_FHs_Tot,OD_CH_Lone_P_H,OD_CH_Group_H,OD_CH_Tot,OD_Imp_home_T_SO_FHs_CF_no_C,OD_Imp_home_T_SO_FHs_CF_C,OD_Imp_home_T_SO_FHs_OnePF,OD_Imp_home_T_SO_FHs_Oth_fam,OD_Imp_home_T_SO_FHs_Tot,OD_Imp_home_T_SO_Lone_P_H,OD_Imp_home_T_SO_Group_H,OD_Imp_home_T_SO_Tot,OD_HorF_at_to_S_O_FHs_CF_no_C,OD_HorF_at_to_S_O_FHs_CF_C,OD_HorF_at_to_S_O_FHs_OnePF,OD_HorF_at_to_S_O_FHs_Oth_fam,OD_HorF_at_to_S_O_FHs_Tot,OD_HorF_at_to_S_O_Lone_P_H,OD_HorF_at_to_S_O_Group_H,OD_HorF_at_to_S_O_Tot,OD_Tot_FHs_CF_no_C,OD_Tot_FHs_CF_C,OD_Tot_FHs_OnePF,OD_Tot_FHs_Oth_fam,OD_Tot_FHs_Tot,OD_Tot_Lone_P_H,OD_Tot_Group_H,OD_Tot_Tot,DS_NS_FHs_CF_no_C,DS_NS_FHs_CF_C,DS_NS_FHs_OnePF,DS_NS_FHs_Oth_fam,DS_NS_FHs_Tot,DS_NS_Lone_P_H,DS_NS_Group_H,DS_NS_Tot,Tot_FHs_CF_no_C,Tot_FHs_CF_C,Tot_FHs_OnePF,Tot_FHs_Oth_fam,Tot_FHs_Tot,Tot_Lone_P_H,Tot_Group_H,Tot_Tot
POA6105,1009,1212,501,79,2800,998,252,4051,185,226,100,11,523,304,58,882,78,54,20,11,159,85,23,273,259,275,124,24,681,390,84,1157,36,3,12,3,47,77,11,137,6,0,0,0,4,5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,3,12,3,57,82,7,149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,3,3,0,12,4,0,17,1310,1493,630,104,3541,1486,344,5369
POA6106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6107,2943,4467,1259,256,8925,2305,800,12025,449,542,162,76,1228,604,182,2007,84,61,24,13,170,53,20,250,530,596,186,88,1404,657,202,2260,70,34,5,11,122,52,20,192,13,8,3,6,27,9,5,43,6,0,0,0,11,8,8,28,0,0,0,0,0,0,0,0,94,43,7,19,160,70,34,266,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,0,3,0,0,3,10,5,0,0,18,3,0,23,10,9,3,0,17,6,0,27,14,16,4,0,27,12,3,46,3581,5128,1460,360,10536,3041,1044,14616
POA6108,1995,2902,843,91,5833,1228,220,7285,160,101,77,9,345,259,16,616,6,3,0,0,7,18,0,29,167,101,77,9,354,275,18,647,12,0,0,0,14,12,4,28,3,15,4,3,19,20,5,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,13,4,4,33,31,11,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,4,0,0,4,0,0,0,0,5,0,0,8,2173,3024,926,108,6232,1535,247,8014
POA6109,758,1212,470,51,2494,696,167,3362,124,68,41,8,237,209,16,457,3,4,5,0,17,3,3,24,124,69,46,10,251,215,21,480,16,26,12,0,55,31,5,96,3,0,0,0,6,20,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,25,16,0,62,55,11,122,15,4,6,0,28,77,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20,11,0,46,13,3,61,31,21,13,0,76,89,3,167,4,4,3,0,15,5,0,15,947,1336,554,56,2892,1052,203,4152
POA6110,2908,4949,1510,159,9528,2252,372,12147,241,219,160,22,643,658,39,1335,5,14,9,0,34,16,3,48,253,234,167,20,671,675,43,1386,19,22,27,3,73,50,14,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,22,27,3,73,50,14,136,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,3,4,0,0,0,0,4,0,3,6,9,7,0,0,18,26,0,42,3183,5213,1714,182,10289,2996,422,13713
POA6111,2116,2597,918,84,5711,1508,206,7429,125,113,126,11,374,305,25,701,7,4,0,0,9,0,0,13,130,121,126,11,384,303,25,717,3,4,8,0,12,37,0,49,4,0,7,0,18,8,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,5,16,0,33,45,0,77,5,0,4,0,6,51,3,57,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,3,9,0,9,0,11,47,3,68,5,4,0,0,14,6,0,20,2269,2727,1065,94,6151,1915,241,8306
POA6112,4169,6859,2107,236,13370,2643,467,16482,537,490,335,35,1394,945,85,2426,14,16,5,0,38,21,0,58,553,504,341,35,1433,966,90,2479,22,19,11,0,54,48,6,106,3,4,6,0,20,18,3,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,25,17,0,68,69,8,140,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,11,0,0,11,10,4,0,0,12,3,0,19,7,10,3,0,21,11,3,30,4757,7403,2468,273,14899,3687,570,19157
POA6121,264,446,70,11,790,81,17,892,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,0,0,0,0,272,454,70,11,799,81,17,894
POA6122,1519,2477,575,46,4613,658,104,5371,15,12,11,3,42,28,3,76,0,0,0,0,0,0,0,0,18,12,11,3,43,28,3,78,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,3,0,13,0,0,14,1538,2492,589,54,4674,697,106,5473
POA6123,161,200,47,0,415,70,12,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,165,200,47,0,414,73,12,503
POA6124,123,146,40,7,320,69,12,400,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,4,3,0,0,0,3,0,0,4,0,0,0,0,0,0,0,0,129,146,42,7,325,74,11,408
POA6125,376,389,79,7,850,151,16,1015,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,3,0,6,0,3,0,0,9,0,0,6,381,391,79,7,859,157,14,1038
POA6126,37,28,6,0,70,26,0,94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,28,6,0,75,27,0,99
POA6147,1122,1696,602,99,3519,925,181,4619,131,86,76,11,305,252,30,585,12,21,6,4,39,31,3,77,142,103,81,17,349,284,37,664,20,27,14,3,61,56,12,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,27,14,3,61,62,12,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,7,1283,1833,697,113,3926,1271,225,5426
POA6148,1412,2141,512,79,4141,938,160,5243,215,221,97,12,547,446,27,1022,14,11,0,0,25,5,0,33,227,232,100,15,573,451,32,1056,3,16,0,0,21,21,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,16,4,0,25,21,3,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,0,0,0,3,0,0,3,1643,2395,613,94,4747,1415,190,6345
POA6149,1689,2573,496,74,4829,690,113,5632,106,106,53,6,267,240,14,524,3,8,0,0,12,3,3,19,105,114,53,6,283,249,14,541,33,0,0,0,33,131,0,169,0,0,0,0,0,0,0,0,47,0,0,0,43,44,0,87,0,0,0,0,0,0,0,0,76,0,3,0,75,178,0,258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,4,8,0,13,1874,2690,550,79,5197,1119,127,6445
POA6150,1040,1669,311,57,3084,394,140,3612,158,35,28,3,221,198,13,430,8,24,5,6,41,9,4,62,168,52,34,3,262,212,12,491,0,0,0,0,0,0,0,0,23,0,0,0,20,27,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,20,27,0,49,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,7,1229,1730,348,70,3371,626,154,4160
POA6151,802,1299,243,39,2384,509,129,3027,140,58,30,0,227,197,22,442,571,258,87,33,950,679,135,1766,708,316,111,39,1179,876,160,2211,65,25,17,9,107,151,27,284,87,37,11,22,153,194,29,380,238,60,14,14,320,284,42,643,0,0,0,0,0,0,0,0,390,118,44,39,590,633,99,1312,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3,0,9,5,0,17,1903,1741,398,115,4158,2026,387,6569
POA6152,1366,1802,511,125,3810,1024,270,5101,527,286,156,53,1014,961,134,2117,475,306,121,62,957,465,153,1584,994,591,274,110,1976,1427,293,3700,131,64,35,20,253,276,42,566,62,12,15,3,97,110,28,235,51,4,7,3,58,65,4,132,0,0,0,0,0,0,0,0,245,78,55,24,409,454,66,932,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,3,0,3,0,0,3,3,0,6,15,13,0,0,20,21,4,45,2618,2491,845,262,6215,2925,636,9776
POA6153,1520,2074,422,77,4100,973,149,5226,240,166,116,12,537,364,45,949,234,278,60,12,589,126,22,736,478,442,184,26,1126,491,70,1689,39,23,9,3,82,97,6,186,26,6,6,0,41,51,0,100,67,26,7,0,94,66,4,162,0,0,0,0,0,0,0,0,130,54,27,3,218,213,11,449,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,0,3,12,9,0,0,17,9,0,25,2141,2584,629,113,5467,1692,232,7393
POA6154,705,1147,266,31,2155,532,51,2740,180,107,61,6,360,411,22,792,41,61,11,0,113,38,4,164,220,169,70,9,474,452,31,956,3,0,0,0,4,31,3,40,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,7,31,3,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,0,0,4,932,1321,347,45,2644,1007,86,3740
POA6155,3323,7504,1298,195,12320,1451,321,14095,231,367,129,26,747,270,30,1055,27,38,16,3,82,10,3,93,260,403,141,27,828,287,35,1149,65,108,46,5,227,128,14,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,109,46,5,228,128,14,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,3,0,5,0,4,0,0,5,3,0,7,3,3,0,0,10,3,0,13,3654,8023,1492,225,13394,1867,363,15624
POA6156,1179,1881,536,55,3650,948,144,4740,187,132,113,10,446,422,32,899,104,107,25,0,240,104,22,371,296,241,140,10,688,523,56,1270,17,0,5,0,27,90,4,111,14,3,3,0,22,36,5,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,3,7,3,46,118,5,176,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,11,0,0,18,3,0,17,1510,2140,689,65,4404,1594,206,6198
POA6157,931,1259,314,37,2546,678,87,3308,357,219,200,24,800,928,71,1794,70,63,27,3,165,72,12,248,425,279,230,25,964,999,82,2045,28,3,4,0,36,143,3,181,0,0,0,0,4,20,0,30,3,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,30,3,4,0,42,170,3,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,6,3,0,12,3,0,18,1396,1548,557,64,3561,1844,171,5581
POA6158,489,843,139,10,1482,279,46,1809,56,30,30,0,112,83,6,203,103,56,37,3,203,98,21,320,159,88,64,6,317,181,30,528,15,3,3,0,17,42,3,64,26,0,3,3,30,94,3,132,61,10,11,4,82,72,9,168,0,0,0,0,0,0,0,0,96,17,17,6,138,211,17,361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,12,0,13,3,0,0,0,3,11,0,12,3,0,0,0,3,0,0,5,746,947,222,21,1942,677,97,2712
POA6159,146,152,31,0,329,88,21,438,24,22,13,0,53,42,4,108,139,67,48,4,259,178,19,459,161,87,55,4,310,226,30,563,9,4,3,0,15,19,3,35,28,10,3,0,48,22,3,65,114,30,12,0,155,80,8,245,0,0,0,0,0,0,0,0,153,51,18,0,218,121,15,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,463,289,100,5,859,435,61,1357
POA6160,413,413,127,16,971,351,97,1415,173,95,49,11,321,226,55,599,180,69,74,9,332,252,56,633,352,157,123,16,652,478,107,1234,44,9,10,0,58,97,3,164,59,8,7,3,84,139,21,243,74,9,14,0,92,185,14,290,0,0,0,0,0,0,0,0,169,25,32,4,235,423,34,700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,4,5,0,10,0,3,0,0,4,5,0,10,10,3,0,0,14,7,0,24,949,606,285,41,1872,1266,242,3380
POA6161,14,3,0,0,18,4,3,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,3,16,14,6,0,0,19,16,3,37
POA6162,849,1037,340,30,2254,696,179,3121,97,64,66,5,231,254,17,497,106,64,39,6,208,83,23,314,202,129,99,7,435,336,41,819,18,8,6,0,31,62,4,97,34,10,12,3,50,100,10,160,3,0,0,0,7,9,0,12,0,0,0,0,0,0,0,3,52,16,17,3,91,173,12,279,0,0,0,0,0,0,0,0,30,0,3,0,33,47,3,88,0,0,0,0,0,0,0,3,3,3,0,0,8,7,0,14,35,7,3,0,46,55,8,106,11,0,0,0,14,29,0,48,1153,1192,455,46,2841,1291,239,4370
POA6163,4254,4800,1794,212,11054,3065,661,14775,477,346,324,44,1188,1380,150,2721,176,143,60,8,388,173,31,591,657,489,377,48,1577,1545,180,3309,62,45,38,11,148,155,17,329,74,47,23,11,156,228,25,410,133,35,15,4,182,122,14,324,0,0,0,0,0,0,0,4,263,127,79,24,488,513,54,1063,0,0,0,0,0,0,0,0,4,0,0,0,7,3,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,13,5,0,15,18,15,4,0,40,66,3,108,5202,5428,2251,283,13172,5199,895,19273
POA6164,4044,7877,1716,173,13801,2002,445,16248,368,341,158,15,894,483,46,1428,75,61,47,4,185,81,16,290,444,407,208,20,1080,569,64,1718,30,6,3,0,43,77,5,129,65,23,19,10,110,110,24,246,128,23,33,8,195,199,35,428,0,0,0,0,0,0,0,0,220,45,60,20,350,385,67,798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,3,0,3,0,0,6,0,0,6,11,3,3,0,13,9,0,26,4715,8338,1983,215,15253,2965,579,18796
POA6165,6,11,0,0,20,6,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,11,0,0,21,6,0,22
POA6166,895,1268,264,24,2459,462,65,2988,35,36,14,0,91,67,4,167,8,13,4,0,19,4,4,31,48,49,22,0,114,69,5,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,24,38,0,65,19,0,4,0,23,33,0,58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,38,5,3,0,50,76,0,124,0,0,0,0,3,0,0,5,988,1319,287,26,2622,610,70,3304
POA6167,1910,2787,1150,98,5952,1615,257,7820,115,68,40,6,228,217,5,450,13,16,25,3,58,45,3,113,129,85,63,12,291,266,7,564,42,14,31,3,94,177,18,284,21,21,10,0,60,60,8,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,30,45,3,146,239,20,411,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,23,14,0,52,15,3,64,17,24,14,0,55,15,3,66,9,4,0,0,15,3,4,17,2132,2938,1272,115,6449,2139,293,8879
POA6168,2226,1921,984,81,5220,1728,236,7194,201,49,92,10,358,676,28,1055,115,40,50,6,208,205,20,433,321,86,141,20,566,877,45,1486,76,26,46,5,147,270,10,435,0,0,0,0,0,7,0,7,46,11,9,0,62,59,7,128,0,0,0,0,0,0,0,0,123,33,54,7,214,335,19,562,25,3,9,0,37,72,0,111,0,0,0,0,0,6,0,11,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,5,31,5,9,0,44,76,3,123,3,3,0,0,9,0,0,11,2703,2052,1185,109,6047,3016,304,9372
POA6169,3461,3905,1500,101,8970,2409,301,11681,80,29,55,3,168,206,12,383,9,3,6,0,20,28,0,49,86,33,58,3,185,234,12,431,59,13,36,3,109,248,20,378,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,13,36,3,109,258,20,380,4,0,0,0,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,13,3,0,14,7,5,0,0,18,3,0,19,0,0,0,0,4,7,0,13,3613,3962,1594,115,9282,2910,335,12529
POA6170,1019,1633,478,55,3194,496,113,3802,27,24,21,6,73,36,8,119,3,0,3,0,8,3,0,6,28,28,18,6,81,41,8,129,3,0,0,0,8,16,0,19,3,0,0,0,4,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,0,7,13,4,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,0,0,20,5,0,26,1064,1676,507,63,3304,556,122,3983
POA6171,2474,4460,924,63,7925,1270,244,9443,127,52,44,4,233,146,20,398,9,3,6,0,22,0,0,24,141,61,53,11,260,147,20,430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,15,18,4,36,0,0,0,0,0,3,0,4,0,0,0,0,0,0,0,3,0,3,0,0,5,0,0,5,13,5,0,0,15,27,3,46,3,7,4,0,23,7,3,29,2630,4529,986,74,8217,1451,272,9946
POA6172,919,1852,611,42,3429,442,86,3960,88,23,19,3,127,141,3,268,7,0,0,0,7,0,0,14,92,24,19,3,132,140,4,280,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1011,1879,632,43,3568,586,90,4241
POA6173,726,2027,359,21,3129,298,48,3475,20,12,16,0,44,6,0,52,3,3,0,0,6,5,0,12,18,14,16,0,53,7,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,742,2044,371,23,3179,305,50,3543
POA6174,248,480,159,12,904,191,30,1126,20,24,32,0,69,26,9,102,0,0,0,0,0,0,0,0,20,24,32,0,69,26,9,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,265,507,192,12,971,224,39,1231
POA6175,298,559,132,8,998,153,11,1162,0,0,3,0,9,3,0,9,0,0,0,0,0,0,0,0,3,0,3,0,8,3,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,303,561,139,8,1012,157,11,1181
