region_id,M15_19_Managers,M15_19_Professionals,M15_19_TechnicTrades_Wrs,M15_19_CommunPersnlSvc_W,M15_19_ClericalAdminis_W,M15_19_Sales_W,M15_19_Mach_oper_drivers,M15_19_Labourers,M15_19_Occu_ID_NS,M15_19_Tot,M20_24_Managers,M20_24_Professionals,M20_24_TechnicTrades_W,M20_24_CommunPersnlSvc_W,M20_24_ClericalAdminis_W,M20_24_Sales_W,M20_24_Mach_oper_drivers,M20_24_Labourers,M20_24_Occu_ID_NS,M20_24_Tot,M25_34_Managers,M25_34_Professionals,M25_34_TechnicTrades_W,M25_34_CommunPersnlSvc_W,M25_34_ClericalAdminis_W,M25_34_Sales_W,M25_34_Mach_oper_drivers,M25_34_Labourers,M25_34_Occu_ID_NS,M25_34_Tot,M35_44_Managers,M35_44_Professionals,M35_44_TechnicTrades_W,M35_44_CommunPersnlSvc_W,M35_44_ClericalAdminis_W,M35_44_Sales_W,M35_44_Mach_oper_drivers,M35_44_Labourers,M35_44_Occu_ID_NS,M35_44_Tot,M45_54_Managers,M45_54_Professionals,M45_54_TechnicTrades_W,M45_54_CommunPersnlSvc_W,M45_54_ClericalAdminis_W,M45_54_Sales_W,M45_54_Mach_oper_drivers,M45_54_Labourers,M45_54_Occu_ID_NS,M45_54_Tot,M55_64_Managers,M55_64_Professionals,M55_64_TechnicTrades_W,M55_64_CommunPersnlSvc_W,M55_64_ClericalAdminis_W,M55_64_Sales_W,M55_64_Mach_oper_drivers,M55_64_Labourers,M55_64_Occu_ID_NS,M55_64_Tot,M65_74_Managers,M65_74_Professionals,M65_74_TechnicTrades_W,M65_74_CommunPersnlSvc_W,M65_74_ClericalAdminis_W,M65_74_Sales_W,M65_74_Mach_oper_drivers,M65_74_Labourers,M65_74_Occu_ID_NS,M65_74_Tot,M75_84_Managers,M75_84_Professionals,M75_84_TechnicTrades_W,M75_84_CommunPersnlSvc_W,M75_84_ClericalAdminis_W,M75_84_Sales_W,M75_84_Mach_oper_drivers,M75_84_Labourers,M75_84_Occu_ID_NS,M75_84_Tot,M85_ov_Managers,M85_ov_Professionals,M85_ov_TechnicTrades_W,M85_ov_CommunPersnlSvc_W,M85_ov_ClericalAdminis_W,M85_ov_Sales_W,M85_ov_Mach_oper_drivers,M85_ov_Labourers,M85_ov_Occu_ID_NS,M85_ov_Tot,M_Tot_Managers,M_Tot_Professionals,M_Tot_TechnicTrades_W,M_Tot_CommunPersnlSvc_W,M_Tot_ClericalAdminis_W,M_Tot_Sales_W,M_Tot_Mach_oper_drivers,M_Tot_Labourers,M_Tot_Occu_ID_NS,M_Tot_Tot,F15_19_Managers,F15_19_Professionals,F15_19_TechnicTrades_Wrs,F15_19_CommunPersnlSvc_W,F15_19_ClericalAdminis_W,F15_19_Sales_W,F15_19_Mach_oper_drivers,F15_19_Labourers,F15_19_Occu_ID_NS,F15_19_Tot,F20_24_Managers,F20_24_Professionals,F20_24_TechnicTrades_W,F20_24_CommunPersnlSvc_W,F20_24_ClericalAdminis_W,F20_24_Sales_W,F20_24_Mach_oper_drivers,F20_24_Labourers,F20_24_Occu_ID_NS,F20_24_Tot,F25_34_Managers,F25_34_Professionals,F25_34_TechnicTrades_W,F25_34_CommunPersnlSvc_W,F25_34_ClericalAdminis_W,F25_34_Sales_W,F25_34_Mach_oper_drivers,F25_34_Labourers,F25_34_Occu_ID_NS,F25_34_Tot,F35_44_Managers,F35_44_Professionals,F35_44_TechnicTrades_W,F35_44_CommunPersnlSvc_W,F35_44_ClericalAdminis_W,F35_44_Sales_W,F35_44_Mach_oper_drivers,F35_44_Labourers,F35_44_Occu_ID_NS,F35_44_Tot,F45_54_Managers,F45_54_Professionals,F45_54_TechnicTrades_W,F45_54_CommunPersnlSvc_W,F45_54_ClericalAdminis_W,F45_54_Sales_W,F45_54_Mach_oper_drivers,F45_54_Labourers,F45_54_Occu_ID_NS,F45_54_Tot,F55_64_Managers,F55_64_Professionals,F55_64_TechnicTrades_W,F55_64_CommunPersnlSvc_W,F55_64_ClericalAdminis_W,F55_64_Sales_W,F55_64_Mach_oper_drivers,F55_64_Labourers,F55_64_Occu_ID_NS,F55_64_Tot,F65_74_Managers,F65_74_Professionals,F65_74_TechnicTrades_W,F65_74_CommunPersnlSvc_W,F65_74_ClericalAdminis_W,F65_74_Sales_W,F65_74_Mach_oper_drivers,F65_74_Labourers,F65_74_Occu_ID_NS,F65_74_Tot,F75_84_Managers,F75_84_Professionals,F75_84_TechnicTrades_W,F75_84_CommunPersnlSvc_W,F75_84_ClericalAdminis_W,F75_84_Sales_W,F75_84_Mach_oper_drivers,F75_84_Labourers,F75_84_Occu_ID_NS,F75_84_Tot,F85ov_Managers,F85ov_Professionals,F85ov_TechnicTrades_W,F85ov_CommunPersnlSvc_W,F85ov_ClericalAdminis_W,F85ov_Sales_W,F85ov_Mach_oper_drivers,F85ov_Labourers,F85ov_Occu_ID_NS,F85ov_Tot,F_Tot_Managers,F_Tot_Professionals,F_Tot_TechnicTrades_W,F_Tot_CommunPersnlSvc_W,F_Tot_ClericalAdminis_W,F_Tot_Sales_W,F_Tot_Mach_oper_drivers,F_Tot_Labourers,F_Tot_Occu_ID_NS,F_Tot_Tot
POA6358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,5,0,3,0,0,0,3,3,0,14,9,0,3,0,0,0,0,0,0,12,21,3,0,0,0,0,3,3,0,30,17,0,0,0,0,0,3,0,0,20,8,0,0,0,0,0,0,0,0,8,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,63,3,6,0,0,0,9,6,3,90,3,0,0,0,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,0,3,0,0,0,0,6,7,0,0,0,5,0,0,0,0,12,6,0,0,6,5,0,0,0,0,17,12,0,0,0,0,0,0,0,3,15,3,3,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,3,0,9,13,0,0,0,3,62
POA6359,0,0,0,0,0,0,0,3,0,3,5,4,3,0,0,0,5,3,0,20,10,5,18,3,0,0,19,6,0,61,16,0,12,0,0,0,16,5,0,49,10,3,10,3,3,0,6,6,0,41,13,0,5,0,0,0,4,0,0,22,12,0,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,0,0,69,12,48,6,3,0,50,23,3,214,0,0,0,3,0,0,0,3,0,6,0,5,0,3,0,0,0,3,0,11,7,0,0,3,7,0,0,9,0,26,6,5,3,3,3,8,3,3,0,34,0,0,10,0,0,0,0,0,0,10,6,4,0,3,3,0,3,0,0,19,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,14,13,15,13,8,6,18,0,112
POA6365,0,0,3,0,0,0,0,4,0,7,3,0,0,0,0,0,3,0,0,6,11,8,6,0,0,4,3,0,0,32,22,0,7,5,0,0,6,6,0,46,23,0,0,0,0,0,3,3,0,29,22,0,6,0,0,0,7,7,0,42,16,0,3,0,0,0,0,3,0,22,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,100,8,25,5,0,4,22,23,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,7,0,0,0,3,0,22,7,11,3,6,5,0,0,3,0,35,17,8,3,4,4,0,0,3,3,42,5,0,0,7,8,0,0,3,0,23,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,38,25,6,24,17,0,0,15,3,128
POA6367,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,3,3,0,4,3,0,0,3,0,0,13,4,0,0,0,0,4,3,3,0,14,5,0,6,0,0,0,3,0,4,18,3,0,3,0,0,0,3,3,0,12,0,0,0,0,0,0,3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,19,3,0,4,15,6,4,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,0,3,0,0,0,0,0,12,0,3,4,3,0,0,0,0,0,10,0,0,0,5,6,0,0,0,0,11,3,0,0,0,3,0,0,4,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,4,11,9,0,0,4,0,43
POA6368,0,0,0,0,0,0,0,0,0,0,3,0,4,0,0,3,0,0,0,10,10,0,0,0,0,0,0,6,0,16,6,0,0,0,0,0,0,0,0,6,19,0,0,0,0,0,0,3,0,22,10,3,0,0,0,0,0,0,3,16,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,54,3,4,0,0,3,0,9,3,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,4,0,3,4,0,0,0,0,14,7,0,0,4,0,0,0,0,0,11,8,0,0,0,0,0,0,0,0,8,3,0,0,0,3,0,0,0,0,6,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,24,4,0,7,10,0,0,0,0,45
POA6369,0,0,6,0,0,0,0,3,0,9,10,0,0,0,0,0,0,4,0,14,7,0,8,0,0,3,0,3,0,21,13,0,12,3,0,0,3,3,0,34,22,0,0,3,0,3,10,5,3,46,13,3,6,0,0,0,3,4,0,29,12,0,0,3,0,0,4,0,0,19,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,81,3,32,9,0,6,20,22,3,176,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,0,3,0,12,0,3,3,3,5,3,0,0,0,17,6,6,3,3,7,3,0,5,0,33,15,6,0,3,6,0,0,0,0,30,3,3,3,3,0,0,0,3,3,18,3,3,0,0,3,0,0,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,21,12,15,21,9,0,14,6,125
POA6370,0,0,0,0,0,0,0,3,0,3,0,0,4,0,0,0,0,3,0,7,13,0,7,0,0,0,0,0,0,20,15,3,3,0,0,0,3,4,0,28,20,0,9,0,0,0,5,3,5,42,17,3,4,0,0,0,5,3,0,32,6,0,6,0,0,0,3,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,71,6,33,0,0,0,16,16,5,147,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,3,0,4,0,0,0,0,7,3,3,3,3,3,0,3,3,0,21,8,5,0,6,7,3,3,3,0,35,5,3,3,6,3,0,0,0,0,20,3,0,0,0,3,0,0,3,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,9,15,23,3,6,9,0,98
POA6373,0,0,0,0,0,0,0,3,0,3,3,3,3,0,0,0,0,0,0,9,16,0,0,0,0,0,0,3,0,19,15,0,4,0,0,0,0,0,0,19,20,0,0,0,0,0,4,0,0,24,9,0,3,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,69,3,10,0,0,0,4,6,0,92,0,0,0,0,0,0,0,0,0,0,3,0,3,3,0,0,0,0,0,9,0,3,0,0,4,0,3,0,0,10,3,5,0,0,0,0,0,0,0,8,9,4,0,0,0,4,0,0,0,17,7,0,0,5,3,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,12,3,8,7,4,3,0,0,62
POA6375,0,0,0,0,0,0,0,3,0,3,3,0,4,0,0,3,0,3,0,13,14,3,10,0,0,3,8,3,0,41,11,3,12,0,0,0,4,8,0,38,17,3,12,0,0,0,11,4,0,47,19,3,12,0,0,3,15,4,0,56,7,3,0,0,0,3,3,3,0,19,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,78,15,50,0,0,12,41,28,0,224,0,0,0,0,3,0,0,3,3,9,0,3,0,4,0,0,0,0,0,7,0,6,0,0,15,0,0,6,0,27,9,4,3,5,7,7,0,0,0,35,8,9,0,12,11,6,0,3,3,52,15,5,4,7,7,0,3,3,0,44,3,0,3,3,3,0,0,0,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,27,10,31,46,13,3,15,9,189
POA6383,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,4,0,9,6,3,4,0,0,0,4,6,0,23,19,0,9,3,0,3,8,3,3,48,33,3,12,3,0,0,7,10,0,68,28,3,5,0,0,5,19,4,0,64,13,0,0,0,0,0,3,0,3,19,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,102,9,35,6,0,8,41,27,6,234,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,12,0,11,3,0,9,4,0,0,0,27,13,3,3,4,6,4,0,9,0,42,15,11,3,16,13,3,6,3,0,70,10,3,5,9,5,3,0,3,0,38,4,3,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,48,34,14,32,36,14,6,15,0,199
POA6386,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,5,0,3,0,0,0,0,0,0,8,13,0,0,0,0,0,3,3,0,19,17,0,0,0,0,0,4,0,0,21,10,0,0,0,0,0,0,3,0,13,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,48,0,6,0,0,0,7,6,0,67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,6,5,3,3,0,0,3,0,0,0,14,8,0,0,4,0,3,0,0,0,15,8,4,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,10,3,7,0,6,0,0,0,52
POA6390,0,0,14,0,0,3,0,10,0,27,0,6,24,0,0,3,6,5,0,44,5,18,66,9,0,0,44,19,3,164,17,24,66,5,9,0,58,12,3,194,28,17,56,6,7,0,50,13,5,182,20,17,22,0,12,0,28,13,4,116,10,3,3,0,0,0,3,3,3,25,3,0,0,0,0,0,0,3,3,9,0,0,0,0,0,0,0,0,0,0,83,85,251,20,28,6,189,78,21,761,0,0,3,5,6,3,0,3,0,20,0,0,0,4,7,0,5,8,0,24,8,16,5,9,21,0,10,3,3,75,5,18,8,11,18,6,14,11,3,94,4,11,7,18,23,8,9,14,0,94,6,9,7,10,9,0,10,9,3,63,9,3,0,0,0,0,0,0,0,12,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,38,57,30,57,84,17,48,48,9,388
POA6391,0,0,0,0,3,0,3,3,0,9,3,0,5,0,0,0,6,5,0,19,26,0,16,5,0,0,8,5,0,60,22,4,12,0,0,3,8,12,3,64,36,0,7,0,0,0,13,10,0,66,29,0,6,0,3,3,3,10,0,54,20,3,0,0,0,0,4,3,0,30,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,142,7,46,5,6,6,45,48,3,308,0,0,0,0,4,5,0,0,0,9,0,0,5,3,3,0,0,0,0,11,7,6,4,3,11,3,0,5,0,39,15,12,5,8,3,3,0,4,0,50,17,11,0,9,12,10,4,3,0,66,12,7,4,8,5,3,0,3,0,42,10,3,0,0,0,0,0,3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,61,39,18,31,38,24,4,18,0,233
POA6392,0,0,7,0,0,0,0,0,0,7,0,3,0,0,0,0,0,5,0,8,7,0,4,0,0,0,9,3,0,23,16,0,4,0,0,0,7,0,0,27,19,0,8,0,0,3,3,0,3,36,16,0,5,0,0,0,7,0,3,31,12,0,3,0,0,0,0,0,0,15,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,73,3,31,0,0,3,26,8,6,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,3,9,0,0,0,0,17,12,4,0,3,4,4,0,0,0,27,10,3,3,0,6,0,3,6,0,31,12,4,0,3,0,0,0,0,0,19,8,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,16,3,9,19,4,3,6,0,102
POA6393,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,8,0,4,0,0,0,0,4,0,16,19,3,3,0,0,0,0,0,0,25,27,0,0,0,0,0,6,5,0,38,25,0,0,0,0,0,0,0,0,25,12,0,0,0,0,0,0,0,0,12,5,0,0,0,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,3,99,3,7,0,0,0,6,12,0,127,0,0,0,0,3,3,0,0,0,6,0,0,0,0,3,0,0,0,0,3,0,3,0,0,3,0,0,0,0,6,12,3,4,0,3,0,0,3,0,25,14,0,4,0,0,0,0,4,0,22,14,0,0,0,5,0,0,0,0,19,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,46,6,8,0,17,3,0,7,0,87
POA6394,3,0,0,0,0,0,0,3,0,6,4,0,3,0,0,0,0,3,0,10,12,0,0,4,0,0,0,0,0,16,23,0,3,0,0,0,0,3,0,29,33,0,4,0,0,0,0,3,0,40,13,0,0,0,0,0,0,0,0,13,12,0,3,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,13,4,0,0,0,12,0,129,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,10,12,9,0,4,0,0,0,3,0,28,6,0,3,0,8,0,3,3,0,23,7,3,3,3,3,0,0,0,0,19,5,0,0,0,0,0,0,0,0,5,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,39,17,6,10,11,0,3,6,0,92
POA6395,0,0,6,0,0,4,0,3,0,13,3,0,9,3,0,0,3,9,0,27,22,7,22,0,0,7,3,18,0,79,29,0,11,5,0,3,9,14,0,71,44,6,15,3,3,3,19,11,0,104,46,0,11,3,4,0,11,8,3,86,16,3,3,0,0,0,0,3,0,25,3,0,0,0,0,0,0,0,3,6,4,0,0,0,0,0,0,0,0,4,167,16,77,14,7,17,45,66,6,415,0,0,3,0,3,4,0,5,0,15,3,4,0,4,6,3,0,0,3,23,6,13,0,7,11,6,3,8,3,57,23,13,3,13,7,5,3,5,3,75,18,12,9,10,13,8,3,16,0,89,20,4,3,8,4,3,3,7,0,52,5,0,4,0,0,0,0,0,0,9,7,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,82,46,22,42,44,29,12,41,9,327
POA6396,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,7,0,7,5,6,0,0,0,0,4,6,0,21,12,0,5,0,0,0,6,8,0,31,17,0,0,0,0,0,0,6,0,23,11,0,3,0,0,0,5,4,0,23,5,0,0,0,0,0,0,3,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,6,8,0,0,0,15,38,0,117,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,3,4,3,3,0,0,3,6,0,22,3,0,3,0,6,0,0,5,0,17,9,0,4,0,3,0,0,0,0,16,4,0,0,0,0,0,0,3,0,7,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,4,10,3,12,0,3,18,0,69
POA6397,0,0,0,0,0,0,0,4,0,4,0,0,3,0,0,0,0,0,0,3,5,0,0,0,0,0,0,3,0,8,11,4,0,0,0,0,0,8,0,23,15,0,0,0,0,0,0,3,0,18,11,3,0,0,0,0,0,3,0,17,7,0,0,0,0,0,0,3,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,7,3,0,0,0,0,24,0,83,0,0,3,0,0,3,0,0,0,6,0,0,0,3,3,0,0,3,0,9,3,0,0,0,4,0,0,3,0,10,5,0,0,5,0,0,0,3,0,13,8,3,0,0,0,0,0,4,0,15,3,0,0,0,0,0,0,3,0,6,0,0,0,0,4,0,0,0,0,4,3,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,25,3,3,8,11,3,0,16,0,69
POA6398,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,3,3,4,4,0,0,0,0,4,0,15,4,5,3,0,0,6,3,3,3,27,8,3,5,0,3,0,3,5,0,27,5,3,6,0,0,0,4,8,3,29,7,0,3,0,0,0,3,0,0,13,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,30,15,21,0,3,6,16,20,9,120,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,10,4,3,0,0,0,0,4,0,21,0,3,6,5,4,5,3,4,0,30,8,7,0,4,3,3,3,0,0,28,3,3,0,7,5,3,0,3,3,27,0,0,0,0,4,0,0,3,0,7,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,21,17,9,16,19,11,6,18,3,120
POA6401,6,3,42,4,3,24,6,35,3,126,6,9,61,8,10,8,14,26,0,142,28,43,78,17,11,12,31,50,4,274,52,25,83,20,22,11,55,39,7,314,74,41,95,23,20,12,61,50,4,380,83,38,58,15,26,19,65,41,3,348,17,6,15,3,3,3,9,10,0,66,3,0,0,3,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,4,273,165,432,93,95,89,241,251,21,1660,0,0,6,17,21,43,0,7,0,94,5,20,5,27,28,18,0,12,6,121,23,59,11,36,64,27,3,19,3,245,33,49,16,59,83,37,0,39,4,320,42,58,18,61,101,37,16,42,4,379,41,54,14,39,59,26,6,23,3,265,8,4,6,10,6,7,0,7,0,48,3,0,0,0,3,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,155,244,76,249,365,195,25,149,20,1478
POA6403,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,0,0,0,3,3,0,0,6,3,0,0,0,0,0,4,0,0,7,5,0,3,0,3,0,3,3,0,17,4,0,3,0,0,0,0,3,0,10,0,0,3,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,15,0,12,0,3,6,10,6,0,52,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,3,0,0,0,9,3,3,3,0,0,0,0,0,0,9,3,3,3,0,0,3,0,3,0,15,0,3,0,3,0,3,0,0,0,9,0,0,0,3,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,12,9,9,6,3,9,0,3,0,51
POA6405,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,0,4,0,0,0,3,5,0,15,9,0,0,0,0,0,0,4,0,13,8,0,3,3,0,0,7,0,0,21,11,0,3,0,0,0,4,0,0,18,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,31,3,13,3,0,0,14,13,0,77,0,0,0,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,3,3,0,5,0,0,0,0,0,11,0,3,0,0,6,0,0,0,0,9,9,0,3,3,0,3,0,3,0,21,0,0,3,0,4,0,4,8,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,6,6,8,10,7,4,11,0,64
POA6407,3,0,5,0,0,6,0,6,0,20,3,3,8,0,0,3,3,5,0,25,20,0,17,0,0,7,7,0,0,51,15,7,14,0,0,0,8,7,0,51,23,0,15,5,0,8,7,6,0,64,21,5,9,0,0,0,3,9,0,47,3,3,0,0,0,0,3,3,0,12,4,0,0,0,0,0,0,0,3,7,0,0,0,0,0,0,0,0,0,0,92,18,68,5,0,24,31,36,3,277,0,0,0,3,0,3,0,3,0,9,0,4,0,3,5,3,0,0,3,18,3,8,3,5,11,3,0,3,0,36,4,6,3,3,15,0,0,7,3,41,4,6,3,4,12,3,0,6,3,41,7,4,0,5,12,0,0,5,0,33,3,3,0,0,0,0,3,3,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,31,9,23,55,12,3,27,12,193
POA6409,0,0,0,3,0,0,0,3,0,6,7,0,0,0,0,0,0,0,0,7,8,0,0,0,0,0,4,0,0,12,9,0,0,0,0,0,3,5,0,17,24,0,4,0,0,0,4,7,0,39,3,0,3,0,0,0,3,3,0,12,3,0,0,0,0,0,0,0,0,3,4,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,58,0,7,3,0,0,14,18,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,7,3,0,0,0,14,8,0,0,0,5,0,0,4,0,17,3,4,0,0,0,3,3,3,0,16,3,4,3,0,0,0,0,0,0,10,4,0,0,0,0,0,0,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,8,3,4,12,6,3,10,0,64
POA6410,0,0,3,0,0,0,0,0,0,3,0,0,6,0,0,0,3,3,0,12,13,0,10,0,0,0,5,9,4,41,17,0,9,0,0,7,5,4,0,42,23,0,14,0,5,6,7,14,0,69,20,6,12,0,0,0,10,8,3,59,9,0,3,0,0,3,3,3,0,21,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,0,0,0,0,0,85,6,57,0,5,16,33,44,7,253,0,0,0,0,3,0,0,3,0,6,0,3,0,3,3,4,0,3,0,16,0,13,5,4,3,4,0,3,0,32,6,8,3,10,15,0,0,3,0,45,7,11,6,20,11,3,0,4,0,62,7,5,0,9,8,0,3,8,0,40,4,0,0,0,0,3,3,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,40,14,46,43,14,6,24,0,211
POA6413,3,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,0,3,0,0,3,0,0,3,0,0,0,6,5,0,3,0,0,0,3,0,0,11,7,0,0,0,0,0,3,0,0,10,6,0,3,0,0,3,3,0,4,19,5,0,3,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,12,0,0,9,9,0,4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,5,0,0,0,5,0,4,0,0,6,0,0,0,0,10,9,0,0,0,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,7,0,0,6,5,0,4,0,31
POA6415,3,0,21,3,0,6,6,12,0,51,0,11,22,0,0,5,13,14,3,68,19,25,50,5,3,6,23,22,3,156,34,20,37,7,0,4,37,15,3,157,38,12,37,7,7,9,38,19,0,167,30,10,31,3,4,0,25,15,3,121,14,3,3,3,0,3,6,6,0,38,3,0,0,0,0,0,0,3,0,6,0,0,4,0,0,0,0,0,0,4,141,81,205,28,14,33,148,106,12,768,0,0,3,9,10,20,0,0,0,42,0,16,3,9,19,11,0,4,0,62,12,32,7,13,32,9,0,4,0,109,15,30,9,12,34,10,3,10,3,126,24,21,6,24,22,24,3,16,0,140,12,7,3,17,26,4,3,12,0,84,5,0,0,4,4,0,5,0,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,106,31,88,147,78,14,46,6,584
