region_id,Australia_M,Australia_F,Australia_P,Bosnia_Herzegovina_M,Bosnia_Herzegovina_F,Bosnia_Herzegovina_P,Cambodia_M,Cambodia_F,Cambodia_P,Canada_M,Canada_F,Canada_P,China_excl_SARs_Taiwan_M,China_excl_SARs_Taiwan_F,China_excl_SARs_Taiwan_P,Croatia_M,Croatia_F,Croatia_P,Egypt_M,Egypt_F,Egypt_P,Fiji_M,Fiji_F,Fiji_P,Frmr_Yug_Repc_Mac_FYROM_M,Frmr_Yug_Repc_Mac_FYROM_F,Frmr_Yug_Repc_Mac_FYROM_P,Germany_M,Germany_F,Germany_P,Greece_M,Greece_F,Greece_P,Hong_Kong_SAR_China_M,Hong_Kong_SAR_China_F,Hong_Kong_SAR_China_P,India_M,India_F,India_P,Indonesia_M,Indonesia_F,Indonesia_P,Iraq_M,Iraq_F,Iraq_P,Ireland_M,Ireland_F,Ireland_P,Italy_M,Italy_F,Italy_P,Japan_M,Japan_F,Japan_Tot,Korea_Republic_South_M,Korea_Republic_South_F,Korea_Republic_South_P,Lebanon_M,Lebanon_F,Lebanon_P,Malaysia_M,Malaysia_F,Malaysia_P,Malta_M,Malta_F,Malta_P,Netherlands_M,Netherlands_F,Netherlands_P,New_Zealand_M,New_Zealand_F,New_Zealand_P,Philippines_M,Philippines_F,Philippines_P,Poland_M,Poland_F,Poland_P,Singapore_M,Singapore_F,Singapore_P,South_Africa_M,South_Africa_F,South_Africa_P,South_Eastern_Europe_nfd_M,South_Eastern_Europe_nfd_F,South_Eastern_Europe_nfd_P,Sri_Lanka_M,Sri_Lanka_F,Sri_Lanka_P,Thailand_M,Thailand_F,Thailand_P,Turkey_M,Turkey_F,Turkey_P,UK_Channel_Islands_Isle_Man_M,UK_Channel_Islands_Isle_Man_F,UK_Channel_Islands_Isle_Man_P,United_States_America_M,United_States_America_F,United_States_America_P,Vietnam_M,Vietnam_F,Vietnam_P,Born_elsewhere_M,Born_elsewhere_F,Born_elsewhere_P,Country_birth_not_stated_M,Country_birth_not_stated_F,Country_birth_not_stated_P,Tot_M,Tot_F,Tot_P
POA6163,14148,14722,28870,85,80,165,0,7,7,59,65,124,132,173,305,357,371,728,21,33,54,14,13,27,8,7,15,143,150,293,20,22,42,63,66,129,251,221,472,102,157,259,10,9,19,145,115,260,735,702,1437,13,64,77,46,44,90,13,11,24,217,269,486,17,11,28,94,103,197,607,557,1164,326,316,642,61,77,138,130,184,314,238,261,499,58,67,125,50,39,89,21,71,92,22,11,33,1892,2008,3900,95,97,192,33,50,83,1308,1420,2728,1131,1020,2151,22665,23593,46258
POA6164,14975,15097,30072,67,76,143,4,6,10,42,54,96,419,279,698,177,153,330,8,13,21,12,8,20,6,0,6,70,68,138,4,4,8,60,55,115,298,300,598,151,189,340,7,6,13,100,101,201,161,116,277,30,39,69,66,81,147,28,15,43,312,347,659,7,6,13,77,44,121,797,671,1468,331,336,667,82,86,168,279,267,546,585,585,1170,32,27,59,84,77,161,23,87,110,6,7,13,2140,2105,4245,110,69,179,39,49,88,1162,1166,2328,1156,1049,2205,23907,23638,47545
POA6165,41,50,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,8,0,0,0,0,0,0,0,0,0,10,9,19,54,69,123
POA6166,2680,2730,5410,20,15,35,0,0,0,0,10,10,7,8,15,143,142,285,5,6,11,0,0,0,0,0,0,24,25,49,0,0,0,3,5,8,16,12,28,4,9,13,0,0,0,17,17,34,131,106,237,0,0,0,3,3,6,3,3,6,3,8,11,3,3,6,14,22,36,88,91,179,62,37,99,14,10,24,7,10,17,41,38,79,20,18,38,0,0,0,0,8,8,0,0,0,374,377,751,18,27,45,9,12,21,176,197,373,202,164,366,4087,4113,8200
POA6167,6965,7017,13982,9,9,18,0,0,0,22,9,31,40,44,84,29,32,61,5,8,13,8,14,22,0,0,0,46,63,109,4,8,12,5,9,14,95,80,175,20,28,48,3,3,6,31,34,65,49,31,80,6,6,12,9,14,23,0,0,0,30,38,68,6,3,9,52,51,103,521,473,994,160,180,340,15,22,37,27,26,53,122,120,242,13,8,21,20,21,41,16,52,68,4,0,4,1295,1296,2591,38,26,64,21,20,41,890,352,1242,1000,830,1830,11576,10927,22503
POA6168,7040,7007,14047,34,33,67,0,0,0,23,25,48,10,28,38,35,40,75,7,8,15,4,7,11,3,3,6,55,92,147,3,3,6,9,3,12,75,63,138,15,14,29,0,0,0,67,66,133,50,35,85,9,8,17,4,3,7,4,4,8,27,39,66,12,9,21,66,74,140,514,516,1030,72,140,212,21,11,32,31,31,62,129,130,259,38,25,63,5,5,10,0,41,41,0,3,3,2103,2215,4318,34,21,55,16,19,35,327,307,634,904,695,1599,11746,11723,23469
POA6169,10902,11080,21982,16,16,32,0,6,6,30,28,58,10,19,29,25,22,47,8,4,12,15,15,30,6,9,15,59,74,133,3,4,7,3,7,10,73,70,143,13,31,44,0,3,3,60,80,140,39,23,62,7,18,25,6,10,16,0,3,3,32,41,73,7,5,12,90,89,179,820,842,1662,78,127,205,18,19,37,26,38,64,207,205,412,16,18,34,4,3,7,15,80,95,0,3,3,2854,2965,5819,58,54,112,11,18,29,358,368,726,1106,956,2062,16975,17353,34328
POA6170,2016,2155,4171,3,3,6,0,3,3,7,12,19,9,17,26,11,6,17,3,3,6,3,3,6,0,0,0,13,12,25,3,3,6,3,3,6,25,21,46,3,13,16,3,0,3,11,3,14,5,3,8,0,8,8,4,0,4,3,3,6,11,17,28,0,0,0,10,6,16,202,174,376,50,57,107,3,3,6,25,14,39,54,53,107,3,3,6,3,4,7,3,16,19,0,0,0,351,354,705,9,11,20,3,5,8,132,132,264,256,240,496,3240,3360,6600
POA6171,4928,5247,10175,3,3,6,0,3,3,36,35,71,0,12,12,13,7,20,3,3,6,3,3,6,0,3,3,33,45,78,0,0,0,3,4,7,19,25,44,4,16,20,0,0,0,28,27,55,31,12,43,0,9,9,3,3,6,0,0,0,11,18,29,3,3,6,49,44,93,420,310,730,9,27,36,3,4,7,24,26,50,218,181,399,3,3,6,9,5,14,3,15,18,0,0,0,1418,1427,2845,38,36,74,4,0,4,181,193,374,347,288,635,7847,8037,15884
POA6172,4428,4561,8989,3,8,11,3,0,3,7,6,13,3,6,9,15,7,22,0,0,0,3,4,7,0,0,0,22,27,49,0,0,0,6,0,6,11,27,38,3,16,19,3,0,3,31,30,61,26,5,31,0,0,0,0,0,0,0,0,0,3,12,15,3,4,7,32,18,50,389,403,792,12,24,36,0,5,5,20,17,37,97,110,207,6,6,12,3,4,7,7,29,36,0,0,0,1126,1183,2309,19,20,39,3,7,10,131,152,283,563,436,999,6978,7127,14105
POA6173,3051,3091,6142,4,0,4,0,0,0,5,16,21,0,6,6,7,0,7,0,0,0,0,3,3,0,0,0,12,16,28,0,4,4,0,4,4,14,10,24,3,10,13,0,0,0,28,31,59,10,10,20,0,3,3,0,0,0,0,0,0,12,9,21,3,0,3,13,15,28,245,212,457,5,14,19,4,0,4,3,7,10,175,175,350,3,4,7,3,0,3,0,14,14,0,0,0,1354,1268,2622,28,22,50,3,3,6,76,87,163,221,114,335,5282,5148,10430
POA6174,756,766,1522,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,7,6,13,3,0,3,0,0,0,3,3,6,0,0,0,0,0,0,0,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,6,3,9,42,34,76,0,4,4,3,3,6,3,0,3,19,7,26,0,0,0,0,0,0,0,3,3,0,0,0,151,143,294,8,4,12,0,0,0,11,17,28,86,69,155,1101,1076,2177
POA6175,1078,1004,2082,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,19,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,7,3,10,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,0,3,3,5,11,16,68,70,138,3,7,10,0,3,3,3,3,6,18,21,39,0,0,0,0,0,0,3,3,6,0,0,0,246,233,479,6,6,12,0,0,0,16,21,37,84,48,132,1556,1454,3010
POA6176,255,234,489,0,0,0,0,0,0,0,3,3,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,4,0,4,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,5,3,8,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,3,3,0,0,0,71,71,142,0,0,0,0,0,0,3,7,10,11,9,20,369,342,711
POA6180,1057,1087,2144,0,0,0,0,0,0,4,5,9,0,7,7,0,0,0,0,0,0,0,0,0,0,0,0,9,4,13,0,0,0,0,3,3,3,4,7,4,5,9,0,0,0,7,11,18,0,6,6,0,0,0,0,4,4,0,0,0,7,6,13,0,0,0,10,5,15,75,82,157,5,11,16,0,6,6,10,0,10,46,60,106,0,0,0,0,0,0,5,9,14,0,0,0,258,262,520,7,0,7,4,4,8,60,54,114,153,105,258,1724,1740,3464
POA6181,193,171,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,38,31,69,0,0,0,0,0,0,4,7,11,11,13,24,255,238,493
POA6182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
POA6207,446,379,825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,5,0,5,15,7,22,3,5,8,0,0,0,6,0,6,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,36,44,80,0,0,0,0,0,0,6,7,13,52,55,107,578,505,1083
POA6208,3544,3595,7139,0,0,0,0,0,0,3,12,15,3,4,7,0,3,3,0,0,0,3,3,6,0,0,0,18,20,38,0,3,3,3,3,6,14,6,20,3,4,7,0,0,0,14,9,23,17,19,36,0,0,0,0,0,0,0,0,0,0,13,13,0,4,4,38,28,66,130,119,249,12,20,32,0,0,0,7,8,15,24,17,41,0,3,3,0,3,3,3,9,12,0,0,0,568,569,1137,14,10,24,3,7,10,49,45,94,336,276,612,4806,4812,9618
POA6209,704,650,1354,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,6,4,10,0,0,0,0,3,3,6,3,9,0,0,0,0,0,0,0,0,0,7,3,10,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,4,6,10,17,16,33,0,3,3,0,0,0,3,0,3,5,3,8,0,0,0,0,0,0,4,6,10,0,0,0,107,111,218,0,7,7,0,4,4,14,4,18,68,55,123,949,883,1832
POA6210,20182,21460,41642,4,3,7,0,3,3,57,52,109,38,55,93,23,20,43,17,8,25,3,14,17,3,0,3,114,154,268,14,13,27,13,19,32,181,138,319,23,56,79,0,0,0,120,134,254,120,58,178,11,26,37,10,19,29,0,4,4,53,91,144,14,7,21,173,194,367,1060,1111,2171,134,270,404,24,28,52,35,61,96,380,427,807,12,9,21,16,19,35,28,117,145,4,0,4,3907,4192,8099,97,80,177,11,17,28,560,602,1162,2154,1837,3991,29595,31298,60893
POA6211,1968,1957,3925,0,3,3,0,0,0,7,6,13,3,3,6,0,0,0,3,0,3,0,0,0,0,0,0,9,6,15,0,0,0,3,3,6,0,7,7,5,4,9,0,0,0,11,3,14,7,5,12,0,3,3,0,4,4,0,0,0,3,5,8,3,3,6,17,14,31,110,102,212,3,5,8,3,0,3,0,10,10,38,41,79,0,0,0,0,3,3,0,0,0,0,0,0,370,369,739,9,7,16,0,4,4,40,45,85,168,159,327,2780,2771,5551
POA6213,289,281,570,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,3,3,6,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,0,4,8,4,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,27,21,48,0,4,4,0,0,0,9,4,13,15,13,28,368,333,701
POA6214,158,134,292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,7,7,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,3,0,0,0,15,13,28,0,0,0,0,0,0,0,0,0,10,11,21,189,174,363
POA6215,1404,1419,2823,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,7,6,13,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,3,4,7,45,40,85,0,0,0,3,0,3,0,0,0,3,3,6,0,0,0,9,8,17,41,25,66,12,21,33,0,3,3,0,4,4,5,0,5,0,0,0,0,0,0,0,3,3,0,0,0,122,163,285,3,3,6,0,0,0,18,26,44,93,78,171,1774,1809,3583
POA6218,160,167,327,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,22,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,17,36,0,3,3,3,0,3,6,6,12,41,35,76,240,242,482
POA6220,1806,1705,3511,0,0,0,0,0,0,0,0,0,0,4,4,3,3,6,0,0,0,0,0,0,0,0,0,6,12,18,0,0,0,3,0,3,5,3,8,5,3,8,0,0,0,9,3,12,60,55,115,0,0,0,5,0,5,0,0,0,0,4,4,3,0,3,10,15,25,65,55,120,65,57,122,0,0,0,3,3,6,18,22,40,3,0,3,3,0,3,6,3,9,0,0,0,131,165,296,0,6,6,3,0,3,47,49,96,131,140,271,2390,2307,4697
POA6221,201,166,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,4,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,3,9,0,3,3,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,10,11,21,0,0,0,0,0,0,0,3,3,10,7,17,234,206,440
POA6224,490,464,954,0,0,0,0,3,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,14,12,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,27,18,45,0,9,9,0,0,0,0,0,0,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,33,37,70,0,3,3,0,0,0,4,4,8,37,41,78,615,603,1218
POA6225,3802,3437,7239,0,0,0,5,3,8,8,0,8,6,5,11,3,0,3,3,0,3,3,0,3,0,0,0,27,31,58,0,0,0,3,0,3,13,12,25,4,11,15,0,0,0,18,7,25,38,21,59,3,0,3,22,0,22,0,0,0,4,4,8,0,4,4,12,6,18,178,111,289,22,26,48,14,20,34,3,3,6,28,20,48,6,4,10,0,0,0,3,9,12,0,0,0,247,242,489,7,3,10,3,4,7,57,35,92,365,202,567,4907,4220,9127
POA6226,267,253,520,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,18,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,18,26,44,4,0,4,0,0,0,4,3,7,12,6,18,318,301,619
POA6227,214,213,427,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,8,0,3,3,0,0,0,0,0,0,4,5,9,0,0,0,0,0,0,0,0,0,0,0,0,19,19,38,0,0,0,0,0,0,0,4,4,19,11,30,260,259,519
POA6229,226,175,401,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,7,8,0,8,0,0,0,0,0,0,0,3,3,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,13,14,27,0,3,3,0,0,0,0,0,0,31,20,51,285,227,512
POA6230,14426,14946,29372,5,4,9,0,3,3,26,35,61,41,50,91,11,16,27,3,5,8,3,7,10,3,0,3,76,81,157,7,13,20,8,12,20,129,82,211,17,37,54,5,10,15,96,86,182,151,156,307,11,16,27,36,22,58,22,14,36,28,49,77,9,6,15,80,93,173,643,594,1237,191,209,400,43,61,104,22,26,48,421,427,848,5,13,18,17,12,29,16,59,75,0,0,0,1457,1504,2961,91,57,148,23,21,44,751,519,1270,1323,1198,2521,20196,20443,40639
POA6232,3699,3771,7470,0,0,0,0,0,0,9,3,12,6,8,14,0,0,0,3,0,3,0,0,0,0,0,0,10,15,25,0,0,0,0,3,3,7,9,16,3,5,8,3,3,6,5,7,12,12,11,23,6,3,9,6,3,9,0,0,0,4,8,12,0,0,0,20,27,47,164,169,333,10,17,27,5,3,8,9,12,21,54,61,115,0,0,0,4,0,4,3,18,21,0,0,0,304,310,614,13,17,30,0,3,3,70,75,145,230,203,433,4659,4764,9423
POA6233,5850,5988,11838,0,0,0,0,0,0,5,12,17,4,8,12,0,3,3,4,0,4,3,0,3,0,0,0,26,30,56,0,0,0,0,3,3,23,18,41,3,5,8,3,0,3,25,41,66,32,15,47,3,0,3,15,6,21,0,0,0,14,15,29,0,3,3,27,24,51,387,319,706,8,36,44,8,5,13,9,4,13,123,120,243,3,0,3,0,0,0,0,4,4,0,0,0,647,653,1300,13,21,34,3,0,3,133,150,283,484,441,925,7855,7924,15779
POA6236,782,789,1571,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,3,3,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,3,0,3,0,3,3,0,0,0,9,5,14,24,16,40,0,0,0,0,5,5,0,0,0,5,10,15,0,0,0,0,0,0,0,0,0,0,0,0,88,81,169,5,6,11,0,0,0,13,10,23,48,28,76,985,963,1948
POA6237,1018,996,2014,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,4,11,15,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,7,0,7,0,4,4,0,0,0,0,0,0,3,0,3,0,0,0,3,6,9,32,21,53,0,6,6,5,0,5,0,0,0,14,14,28,0,0,0,0,0,0,0,3,3,0,0,0,104,111,215,4,4,8,0,0,0,17,23,40,69,59,128,1286,1265,2551
POA6239,1555,1568,3123,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,15,11,26,0,0,0,0,0,0,0,8,8,3,0,3,0,0,0,4,8,12,16,16,32,0,3,3,12,3,15,0,0,0,5,3,8,0,0,0,10,4,14,41,49,90,0,3,3,3,0,3,3,3,6,18,12,30,0,0,0,0,0,0,3,3,6,0,0,0,171,212,383,4,3,7,3,3,6,48,25,73,113,82,195,2033,2022,4055
POA6240,112,101,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,9,26,0,0,0,0,0,0,0,4,4,7,3,10,146,120,266
POA6244,641,645,1286,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3,9,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,8,12,17,18,35,0,5,5,0,0,0,3,0,3,4,3,7,0,0,0,0,0,0,0,0,0,0,0,0,58,76,134,3,3,6,0,0,0,14,12,26,28,16,44,788,801,1589
POA6251,165,165,330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,7,10,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,19,40,3,0,3,0,0,0,4,0,4,22,13,35,227,208,435
POA6253,175,190,365,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,3,0,3,0,5,5,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,3,4,7,6,5,11,0,4,4,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,50,50,100,0,4,4,0,0,0,3,12,15,18,10,28,267,293,560
POA6254,243,234,477,0,0,0,0,0,0,3,3,6,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,3,3,14,10,24,0,3,3,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,3,0,3,0,0,0,32,38,70,0,0,0,0,0,0,3,3,6,12,11,23,319,311,630
POA6255,1245,1311,2556,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,7,8,15,0,0,0,0,0,0,3,0,3,0,0,0,0,4,4,7,5,12,5,8,13,0,0,0,0,0,0,0,0,0,4,4,8,0,0,0,12,12,24,43,40,83,9,14,23,4,0,4,0,3,3,7,8,15,0,0,0,0,4,4,0,0,0,0,0,0,248,264,512,9,16,25,0,0,0,28,33,61,55,49,104,1689,1789,3478
POA6256,98,83,181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,0,0,0,0,0,0,5,6,11,107,100,207
POA6258,2563,2554,5117,0,3,3,0,0,0,6,5,11,0,0,0,5,4,9,0,0,0,0,3,3,18,14,32,15,13,28,10,6,16,3,0,3,6,4,10,0,3,3,0,0,0,6,3,9,31,29,60,0,3,3,3,0,3,0,3,3,4,5,9,4,0,4,16,4,20,43,46,89,3,20,23,3,3,6,4,3,7,7,10,17,4,4,8,0,4,4,0,0,0,0,0,0,192,202,394,10,10,20,0,0,0,44,38,82,154,156,310,3154,3152,6306
POA6260,617,575,1192,0,0,0,0,0,0,0,0,0,3,4,7,0,0,0,0,0,0,3,0,3,0,0,0,3,0,3,4,0,4,0,0,0,8,0,8,0,0,0,0,0,0,3,4,7,12,13,25,0,0,0,3,3,6,0,0,0,0,3,3,0,0,0,0,0,0,13,14,27,3,5,8,0,4,4,0,0,0,7,10,17,0,0,0,0,0,0,0,0,0,0,0,0,61,70,131,4,0,4,0,0,0,14,17,31,35,27,62,793,749,1542
POA6262,305,267,572,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,10,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,4,5,9,5,10,15,0,3,3,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,43,29,72,0,0,0,0,3,3,7,6,13,33,21,54,408,362,770
POA6271,1044,1097,2141,0,0,0,0,0,0,3,6,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,3,6,3,3,6,0,3,3,5,0,5,0,0,0,0,3,3,3,0,3,6,0,6,34,29,63,0,0,0,0,0,0,0,0,0,17,15,32,0,0,0,0,0,0,0,0,0,0,0,0,98,115,213,4,4,8,0,0,0,9,8,17,166,159,325,1401,1448,2849
POA6275,506,425,931,0,0,0,0,0,0,3,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,5,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,7,35,27,62,0,0,0,0,0,0,0,0,0,4,0,4,0,4,4,0,0,0,0,0,0,0,0,0,67,80,147,0,0,0,0,0,0,8,14,22,35,26,61,675,586,1261
POA6280,8853,9469,18322,0,0,0,0,0,0,16,22,38,3,11,14,5,3,8,4,0,4,0,5,5,0,0,0,49,66,115,8,0,8,4,5,9,28,33,61,9,19,28,0,0,0,38,26,64,32,15,47,3,13,16,3,0,3,0,0,0,20,17,37,0,3,3,44,43,87,282,242,524,29,71,100,6,7,13,9,13,22,109,105,214,5,0,5,0,7,7,7,26,33,0,0,0,925,1106,2031,29,25,54,10,13,23,184,182,366,616,609,1225,11330,12156,23486
POA6281,2082,2106,4188,0,0,0,0,0,0,11,15,26,0,5,5,0,0,0,0,0,0,0,4,4,0,0,0,22,22,44,0,0,0,0,0,0,8,3,11,0,6,6,0,0,0,11,22,33,11,5,16,3,7,10,0,3,3,0,0,0,0,3,3,0,0,0,15,5,20,81,60,141,3,3,6,3,3,6,0,7,7,26,21,47,0,0,0,0,0,0,3,5,8,0,0,0,261,268,529,17,16,33,3,0,3,67,69,136,153,114,267,2780,2772,5552
POA6282,483,462,945,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,5,7,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,22,15,37,0,4,4,0,0,0,3,0,3,8,7,15,0,0,0,0,0,0,0,0,0,0,0,0,69,44,113,3,9,12,0,0,0,14,19,33,28,29,57,638,611,1249
